GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1368431,1818773,2024-08-20
2358720,2,1279621,1279621,2024-08-20
578080,3,661585,3257248,2024-08-20
570,4,632681,1295114,2024-08-20
2923300,5,588598,917272,2024-08-20
1203220,6,275660,385770,2024-08-20
1172470,7,232042,624473,2024-08-20
271590,8,162044,364548,2024-08-20
2139460,9,147870,231668,2024-08-20
431960,10,121654,150375,2024-08-20
252490,11,119043,245243,2024-08-20
413150,12,100162,236614,2024-08-20
238960,13,96724,229337,2024-08-20
1086940,14,91989,875343,2024-08-20
1245620,15,91569,953426,2024-08-20
236390,16,83736,121318,2024-08-20
1938090,17,80525,491670,2024-08-20
251570,18,73052,125419,2024-08-20
2252570,19,70736,89478,2024-08-20
440,20,67877,253997,2024-08-20
582010,21,62781,334684,2024-08-20
2195250,22,62718,107359,2024-08-20
289070,23,59641,162657,2024-08-20
2074920,24,57669,264860,2024-08-20
359550,25,57593,201933,2024-08-20
1782210,26,54720,75967,2024-08-20
230410,27,53681,189837,2024-08-20
394360,28,50753,78108,2024-08-20
221100,29,49623,73418,2024-08-20
381210,30,46911,105093,2024-08-20
2357570,31,46082,75608,2024-08-20
322330,32,46065,115925,2024-08-20
594650,33,45523,60124,2024-08-20
480,34,43669,102705,2024-08-20
436150,35,41517,47136,2024-08-20
1091500,36,40991,1054388,2024-08-20
1281930,37,40365,47602,2024-08-20
1222670,38,40332,96328,2024-08-20
1248130,39,39216,105636,2024-08-20
1238810,40,38940,116104,2024-08-20
1966720,41,37981,240817,2024-08-20
2709570,42,37551,47836,2024-08-20
3047030,43,37051,38838,2024-08-20
227300,44,36611,69754,2024-08-20
346110,45,36123,248405,2024-08-20
1623730,46,35929,2101867,2024-08-20
438100,47,35909,52956,2024-08-20
39210,48,35161,95150,2024-08-20
1174180,49,35108,77655,2024-08-20
1366800,50,34433,38258,2024-08-20
1085660,51,34171,316750,2024-08-20
105600,52,33746,489886,2024-08-20
304930,53,33145,112703,2024-08-20
4000,54,30986,73863,2024-08-20
553850,55,29634,458709,2024-08-20
1449850,56,29056,262689,2024-08-20
489830,57,28683,69906,2024-08-20
550,58,28680,162399,2024-08-20
252950,59,27388,147632,2024-08-20
108600,60,27148,65505,2024-08-20
2977660,61,27129,90669,2024-08-20
739630,62,26539,112717,2024-08-20
1364780,63,26482,70573,2024-08-20
261550,64,26088,248216,2024-08-20
892970,65,25810,502387,2024-08-20
294100,66,25749,62257,2024-08-20
292030,67,25558,103329,2024-08-20
377160,68,25521,472962,2024-08-20
