Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
31,2252570,Football Manager 2024,"28,692","63,550",NT$ 519.00,2024-08-15 11:08
32,550,Left 4 Dead 2,"28,215","29,213",NT$ 188.00,2024-08-15 11:08
33,582010,Monster Hunter: World,"28,150","57,442",NT$ 303.00,2024-08-15 11:08
34,1281930,tModLoader,"26,885","41,415",Free To Play,2024-08-15 11:08
35,1222670,The Sims™ 4,"26,293","38,857",Free To Play,2024-08-15 11:08
36,394360,Hearts of Iron IV,"25,758","49,366","NT$ 1,268.00",2024-08-15 11:08
37,1782210,Crab Game,"25,490","54,730",Free To Play,2024-08-15 11:08
38,105600,Terraria,"25,343","35,143",NT$ 188.00,2024-08-15 11:08
39,1623730,Palworld,"23,649","38,517",NT$ 488.00,2024-08-15 11:08
40,1366800,Crosshair X,"23,305","31,536",NT$ 144.00,2024-08-15 11:08
41,1091500,Cyberpunk 2077,"23,294","32,477",NT$ 799.00,2024-08-15 11:08
42,108600,Project Zomboid,"23,111","27,495",NT$ 328.00,2024-08-15 11:08
43,221100,DayZ,"22,435","46,367","NT$ 1,499.00",2024-08-15 11:08
44,1174180,Red Dead Redemption 2,"21,355","35,321","NT$ 1,790.00",2024-08-15 11:08
45,489830,The Elder Scrolls V: Skyrim Special Edition,"21,041","26,632",NT$ 299.00,2024-08-15 11:08
46,294100,RimWorld,"20,460","24,880",NT$ 529.00,2024-08-15 11:08
47,346110,ARK: Survival Evolved,"19,806","35,716",NT$ 268.00,2024-08-15 11:08
48,304930,Unturned,"19,578","30,901",Free To Play,2024-08-15 11:08
49,252950,Rocket League®,"19,355","27,176",Free To Play,2024-08-15 11:08
50,377160,Fallout 4,"19,263","25,218",NT$ 239.00,2024-08-15 11:08
51,2016590,Dark and Darker,"19,232","21,361",Free To Play,2024-08-15 11:08
52,1449850,Yu-Gi-Oh! Master Duel,"19,036","26,568",Free To Play,2024-08-15 11:08
53,1599340,Lost Ark(not available in your region),"18,826","26,169",Free To Play,2024-08-15 11:08
54,322330,Don't Starve Together,"18,541","46,062",NT$ 268.00,2024-08-15 11:08
55,2977660,Cats,"18,324","20,254",Free To Play,2024-08-15 11:08
56,739630,Phasmophobia,"16,968","28,779",NT$ 198.00,2024-08-15 11:08
57,2344520,Diablo® IV,"16,683","29,242","NT$ 1,575.00",2024-08-15 11:08
58,1623660,MIR4,"16,601","17,691",Free To Play,2024-08-15 11:08
59,4000,Garry's Mod,"16,362","31,382",NT$ 278.00,2024-08-15 11:08
60,2709570,Supermarket Together,"15,432","44,086",Free To Play,2024-08-15 11:08
61,892970,Valheim,"15,197","24,173",NT$ 318.00,2024-08-15 11:08
62,275850,No Man's Sky,"14,990","20,441",NT$ 898.00,2024-08-15 11:08
63,1142710,Total War: WARHAMMER III,"14,383","23,065","NT$ 1,790.00",2024-08-15 11:08
64,813780,Age of Empires II: Definitive Edition,"14,348","18,614",NT$ 679.00,2024-08-15 11:08
65,960090,Bloons TD 6,"14,289","17,086",NT$ 248.00,2024-08-15 11:08
66,3047030,Tapple - Idle Clicker,"14,270","36,648",Free To Play,2024-08-15 11:08
67,1238810,Battlefield™ V,"14,247","37,950",NT$ 209.00,2024-08-15 11:08
68,261550,Mount & Blade II: Bannerlord,"14,224","26,107","NT$ 1,399.00",2024-08-15 11:08
69,1973530,Limbus Company,"14,169","14,188",Free To Play,2024-08-15 11:08
70,250900,The Binding of Isaac: Rebirth,"13,855","20,328",NT$ 268.00,2024-08-15 11:08
71,1966720,Lethal Company,"13,773","13,902",NT$ 188.00,2024-08-15 11:08
72,548430,Deep Rock Galactic,"13,335","21,664",NT$ 144.00,2024-08-15 11:08
73,646570,Slay the Spire,"12,948","16,941",NT$ 499.00,2024-08-15 11:08
74,2073850,THE FINALS,"12,815","14,565",Free To Play,2024-08-15 11:08
75,218620,PAYDAY 2,"12,798","19,351",NT$ 188.00,2024-08-15 11:08
76,1158310,Crusader Kings III,"12,728","19,661","NT$ 1,268.00",2024-08-15 11:08
77,1313140,Cult of the Lamb,"12,719","15,536",NT$ 244.00,2024-08-15 11:08
78,8930,Sid Meier's Civilization® V,"12,614","17,264",NT$ 895.00,2024-08-15 11:08
79,2448970,Dungeonborne(not available in your region),"12,596","20,170",NT$ 895.00,2024-08-15 11:08
80,1364780,Street Fighter™ 6,"12,230","26,352","NT$ 1,680.00",2024-08-15 11:08
81,1454400,Cookie Clicker,"12,217","13,835",NT$ 102.00,2024-08-15 11:08
82,322170,Geometry Dash,"12,046","17,245",NT$ 102.00,2024-08-15 11:08
83,582660,Black Desert,"11,708","14,615",NT$ 200.00,2024-08-15 11:08
84,311210,Call of Duty®: Black Ops III,"11,403","11,904","NT$ 1,998.00",2024-08-15 11:08
85,2399830,ARK: Survival Ascended,"11,338","13,605","NT$ 1,382.00",2024-08-15 11:08
86,227300,Euro Truck Simulator 2,"11,073","36,109",NT$ 428.00,2024-08-15 11:08
87,1151340,Fallout 76,"10,809","14,015",NT$ 299.00,2024-08-15 11:08
88,629520,Soundpad,"10,773","17,771",NT$ 102.00,2024-08-15 11:08
89,513710,SCUM,"10,762","20,340",NT$ 745.00,2024-08-15 11:08
90,2709440,Delta Force Playtest,"10,710","19,001",NT$ 745.00,2024-08-15 11:08
91,1248130,Farming Simulator 22,"10,517","34,563",NT$ 650.00,2024-08-15 11:08
92,386360,SMITE®,"10,471","11,127",Free To Play,2024-08-15 11:08
93,281990,Stellaris,"10,351","13,243","NT$ 1,018.00",2024-08-15 11:08
94,291550,Brawlhalla,"10,217","13,764",Free To Play,2024-08-15 11:08
95,427520,Factorio,"10,067","15,233",NT$ 600.00,2024-08-15 11:08
96,236850,Europa Universalis IV,"10,022","17,460","NT$ 1,018.00",2024-08-15 11:08
97,292030,The Witcher 3: Wild Hunt,"9,885","22,134",NT$ 217.00,2024-08-15 11:08
98,284160,BeamNG.drive,"9,805","17,098",NT$ 408.00,2024-08-15 11:08
99,397540,Borderlands 3,"9,690","11,626",NT$ 178.00,2024-08-15 11:08
100,2889840,Spectre Divide Playtest,"9,628","10,840",NT$ 178.00,2024-08-15 11:08
