Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
1,2358720,Black Myth: Wukong,"998,069","2,415,714","NT$ 1,280.00",2024-08-23 12:01
2,730,Counter-Strike 2,"706,711","1,292,063",Free To Play,2024-08-23 12:01
3,2923300,Banana,"458,108","472,353",Free To Play,2024-08-23 12:01
4,570,Dota 2,"316,283","603,871",Free To Play,2024-08-23 12:01
5,578080,PUBG: BATTLEGROUNDS,"149,576","598,155",Free To Play,2024-08-23 12:01
6,2139460,Once Human,"80,866","131,976",Free To Play,2024-08-23 12:01
7,1172470,Apex Legends™,"76,332","191,954",Free To Play,2024-08-23 12:01
8,271590,Grand Theft Auto V,"73,297","157,024",NT$ 480.00,2024-08-23 12:01
9,1203220,NARAKA: BLADEPOINT,"72,544","229,943",Free To Play,2024-08-23 12:01
10,431960,Wallpaper Engine,"68,840","110,740",NT$ 120.00,2024-08-23 12:01
11,1938090,Call of Duty®,"64,829","75,069",NT$ 120.00,2024-08-23 12:01
12,1086940,Baldur's Gate 3,"59,358","81,433","NT$ 1,599.00",2024-08-23 12:01
13,440,Team Fortress 2,"58,212","66,363",Free To Play,2024-08-23 12:01
14,252490,Rust,"55,571","109,093",NT$ 694.00,2024-08-23 12:01
15,1245620,ELDEN RING,"53,720","70,836","NT$ 1,790.00",2024-08-23 12:01
16,413150,Stardew Valley,"52,113","87,054",NT$ 398.00,2024-08-23 12:01
17,236390,War Thunder,"45,084","88,533",Free To Play,2024-08-23 12:01
18,359550,Tom Clancy's Rainbow Six® Siege,"44,957","55,420",NT$ 569.00,2024-08-23 12:01
19,436150,Governor of Poker 3,"44,148","44,408",Free To Play,2024-08-23 12:01
20,230410,Warframe,"43,976","60,465",Free To Play,2024-08-23 12:01
21,1782210,Crab Game,"43,402","45,567",Free To Play,2024-08-23 12:01
22,289070,Sid Meier’s Civilization® VI,"42,127","61,895",NT$ 179.00,2024-08-23 12:01
23,238960,Path of Exile(not available in your region),"42,062","81,864",NT$ 179.00,2024-08-23 12:01
24,2357570,Overwatch® 2,"40,282","54,716",Free To Play,2024-08-23 12:01
25,251570,7 Days to Die,"38,075","62,091",NT$ 670.00,2024-08-23 12:01
26,2074920,The First Descendant,"32,864","47,281",Free To Play,2024-08-23 12:01
27,438100,VRChat,"32,805","34,887",Free To Play,2024-08-23 12:01
28,381210,Dead by Daylight,"31,019","44,051",NT$ 379.00,2024-08-23 12:01
29,582010,Monster Hunter: World,"28,500","55,214",NT$ 303.00,2024-08-23 12:01
30,1966720,Lethal Company,"27,753","30,695",NT$ 188.00,2024-08-23 12:01
31,2252570,Football Manager 2024,"27,644","67,874","NT$ 1,299.00",2024-08-23 12:01
32,1085660,Destiny 2,"27,422","30,134",Free To Play,2024-08-23 12:01
33,39210,FINAL FANTASY XIV Online(not available in your region),"27,078","32,994",Free To Play,2024-08-23 12:01
34,2977660,Cats,"26,390","27,567",Free To Play,2024-08-23 12:01
35,550,Left 4 Dead 2,"25,810","26,473",NT$ 188.00,2024-08-23 12:01
36,2195250,EA SPORTS FC™ 24,"25,397","54,970","NT$ 1,999.00",2024-08-23 12:01
37,1222670,The Sims™ 4,"23,990","36,454",Free To Play,2024-08-23 12:01
38,394360,Hearts of Iron IV,"22,358","46,306","NT$ 1,268.00",2024-08-23 12:01
39,1281930,tModLoader,"22,058","34,222",Free To Play,2024-08-23 12:01
40,1366800,Crosshair X,"21,962","35,054",NT$ 144.00,2024-08-23 12:01
41,1091500,Cyberpunk 2077,"21,628","31,949","NT$ 1,599.00",2024-08-23 12:01
42,322330,Don't Starve Together,"21,601","38,854",NT$ 268.00,2024-08-23 12:01
43,304930,Unturned,"20,824","28,159",Free To Play,2024-08-23 12:01
44,553850,HELLDIVERS™ 2,"20,702","24,911","NT$ 1,190.00",2024-08-23 12:01
45,105600,Terraria,"20,689","32,500",NT$ 188.00,2024-08-23 12:01
46,221100,DayZ,"20,548","45,681","NT$ 1,499.00",2024-08-23 12:01
47,3047030,Tapple - Idle Clicker,"19,374","37,638",Free To Play,2024-08-23 12:01
48,1599340,Lost Ark(not available in your region),"19,253","27,144",Free To Play,2024-08-23 12:01
49,108600,Project Zomboid,"19,225","24,879",NT$ 328.00,2024-08-23 12:01
50,594650,Hunt: Showdown 1896,"19,173","40,575",NT$ 799.00,2024-08-23 12:01
51,489830,The Elder Scrolls V: Skyrim Special Edition,"18,929","26,448","NT$ 1,199.00",2024-08-23 12:01
