Rank,GameID,GameName,CurrentPlayers,PeakPlayers,Cost,Datetime
52,1623730,Palworld,"18,237","29,938",NT$ 488.00,2024-08-23 12:01
53,294100,RimWorld,"18,157","23,560",NT$ 529.00,2024-08-23 12:01
54,1174180,Red Dead Redemption 2,"17,384","29,135","NT$ 1,790.00",2024-08-23 12:01
55,1623660,MIR4,"17,150","17,946",Free To Play,2024-08-23 12:01
56,346110,ARK: Survival Evolved,"16,818","31,958",NT$ 268.00,2024-08-23 12:01
57,252950,Rocket League®,"16,740","26,701",NT$ 268.00,2024-08-23 12:01
58,2344520,Diablo® IV,"16,303","26,961",NT$ 945.00,2024-08-23 12:01
59,218620,PAYDAY 2,"15,988","19,203",NT$ 188.00,2024-08-23 12:01
60,1449850,Yu-Gi-Oh! Master Duel,"15,783","23,788",Free To Play,2024-08-23 12:01
61,377160,Fallout 4,"15,267","22,504",NT$ 599.00,2024-08-23 12:01
62,4000,Garry's Mod,"14,688","30,213",NT$ 278.00,2024-08-23 12:01
63,2016590,Dark and Darker,"13,967","16,918",Free To Play,2024-08-23 12:01
64,1973530,Limbus Company,"13,858","37,347",Free To Play,2024-08-23 12:01
65,1142710,Total War: WARHAMMER III,"13,357","25,470","NT$ 1,790.00",2024-08-23 12:01
66,813780,Age of Empires II: Definitive Edition,"13,070","17,824",NT$ 679.00,2024-08-23 12:01
67,8930,Sid Meier's Civilization® V,"12,838","19,326",NT$ 223.00,2024-08-23 12:01
68,2709570,Supermarket Together,"12,812","31,020",Free To Play,2024-08-23 12:01
69,892970,Valheim,"12,798","23,362",NT$ 318.00,2024-08-23 12:01
70,232090,Killing Floor 2,"12,641","12,940",NT$ 688.00,2024-08-23 12:01
71,513710,SCUM,"12,475","22,708",NT$ 298.00,2024-08-23 12:01
72,739630,Phasmophobia,"12,431","24,727",NT$ 248.00,2024-08-23 12:01
73,960090,Bloons TD 6,"11,877","15,761",NT$ 248.00,2024-08-23 12:01
74,261550,Mount & Blade II: Bannerlord,"11,874","22,563","NT$ 1,399.00",2024-08-23 12:01
75,250900,The Binding of Isaac: Rebirth,"11,686","17,999",NT$ 268.00,2024-08-23 12:01
76,1454400,Cookie Clicker,"11,671","14,054",NT$ 102.00,2024-08-23 12:01
77,646570,Slay the Spire,"11,509","14,245",NT$ 499.00,2024-08-23 12:01
78,2073850,THE FINALS,"11,258","14,443",Free To Play,2024-08-23 12:01
79,1238810,Battlefield™ V,"10,997","29,142","NT$ 1,399.00",2024-08-23 12:01
80,2448970,Dungeonborne(not available in your region),"10,923","14,611","NT$ 1,399.00",2024-08-23 12:01
81,1158310,Crusader Kings III,"10,740","19,228","NT$ 1,268.00",2024-08-23 12:01
82,397540,Borderlands 3,"10,576","12,651",NT$ 773.00,2024-08-23 12:01
83,322170,Geometry Dash,"10,535","17,302",NT$ 51.00,2024-08-23 12:01
84,629520,Soundpad,"10,192","18,393",NT$ 102.00,2024-08-23 12:01
85,582660,Black Desert,"10,181","13,553",NT$ 200.00,2024-08-23 12:01
86,1364780,Street Fighter™ 6,"10,106","23,980","NT$ 1,680.00",2024-08-23 12:01
87,275850,No Man's Sky,"9,988","15,965",NT$ 898.00,2024-08-23 12:01
88,1446780,MONSTER HUNTER RISE,"9,826","17,347",NT$ 280.00,2024-08-23 12:01
89,281990,Stellaris,"9,579","12,594","NT$ 1,018.00",2024-08-23 12:01
90,1248130,Farming Simulator 22,"9,493","37,047",NT$ 650.00,2024-08-23 12:01
91,2399830,ARK: Survival Ascended,"9,329","12,649","NT$ 1,382.00",2024-08-23 12:01
92,291550,Brawlhalla,"9,255","14,137",Free To Play,2024-08-23 12:01
93,1905180,OBS Studio,"9,040","18,470",Free To Play,2024-08-23 12:01
94,386360,SMITE®,"9,009","10,280",Free To Play,2024-08-23 12:01
95,292030,The Witcher 3: Wild Hunt,"9,009","21,383",NT$ 868.00,2024-08-23 12:01
96,227300,Euro Truck Simulator 2,"8,994","35,047",NT$ 428.00,2024-08-23 12:01
97,306130,The Elder Scrolls® Online,"8,976","14,714",NT$ 599.00,2024-08-23 12:01
98,2349820,Hero's Land,"8,876","11,948",Free To Play,2024-08-23 12:01
99,427520,Factorio,"8,816","14,730",NT$ 600.00,2024-08-23 12:01
100,236850,Europa Universalis IV,"8,678","17,076","NT$ 1,018.00",2024-08-23 12:01
