GameName,SteamCurrentViewers,PersonID,Datetime
shapez 2,"1,767 viewers ",tobspr Games - Stream 1,2024-08-19 12:01
For The King II,"1,455 viewers ",For The King 2,2024-08-19 12:01
Crime Scene Cleaner,"1,341 viewers ",Intuition,2024-08-19 12:01
Level Zero: Extraction,"1,215 viewers ",tinyStreamer08,2024-08-19 12:01
Fields of Mistria,"1,166 viewers ",andrew,2024-08-19 12:01
本草归元录,"1,164 viewers ",YK,2024-08-19 12:01
Dawn of Defiance,950 viewers ,Monday,2024-08-19 12:01
Persona 3 Reload,609 viewers ,steam-atlusjp-official,2024-08-19 12:01
Euro Truck Simulator 2,439 viewers ,SCS Software,2024-08-19 12:01
Green Hell,418 viewers ,Creepy Jar,2024-08-19 12:01
Pan'orama,315 viewers ,kacper_ar,2024-08-19 12:01
DREDGE,314 viewers ,Community Stream 1,2024-08-19 12:01
Enlisted,307 viewers ,Gaijin Stream,2024-08-19 12:01
Tales And Tactics,303 viewers ,Yogscast Games,2024-08-19 12:01
"Ready, Steady, Ship!",294 viewers ,UntoldTales_Streaming2,2024-08-19 12:01
Dragon Eclipse,286 viewers ,a.zasadny,2024-08-19 12:01
Backpack Hero,284 viewers ,BinaryCounter,2024-08-19 12:01
Zoria: Age of Shattering,283 viewers ,Feanen,2024-08-19 12:01
Intravenous 2,280 viewers ,Supertehteh,2024-08-19 12:01
Sigilfarer,269 viewers ,Feanen_AP,2024-08-19 12:01
Feed the Deep,391 viewers ,muscat,2024-08-19 12:01
Snufkin: Melody of Moominvalley,50 viewers ,Daria_Driver,2024-08-19 12:01
Visions of Mana,50 viewers ,SQEX_PC03,2024-08-19 12:01
Diplomacy is Not an Option,50 viewers ,LuckyStiff,2024-08-19 12:01
Car Manufacture,48 viewers ,Stereo Games,2024-08-19 12:01
Stray Cats in Cozy Town,47 viewers ,Stormbringer,2024-08-19 12:01
HumanitZ,47 viewers ,HumanitZ Official,2024-08-19 12:01
Dungeons of Hinterberg,44 viewers ,doh.stream,2024-08-19 12:01
Control Ultimate Edition,44 viewers ,controlsteamstream,2024-08-19 12:01
Terra Nil,43 viewers ,Devolver Stream,2024-08-19 12:01
Gladiator Guild Manager,42 viewers ,gamedesignchatter,2024-08-19 12:01
Shoulders of Giants: Ultimate,42 viewers ,movingpieces,2024-08-19 12:01
Bloodstained: Ritual of the Night,42 viewers ,Question_505,2024-08-19 12:01
