GameName,SteamCurrentViewers,PersonID,Datetime
Level Zero: Extraction,"5,440 viewers ",tinyStreamer08,2024-08-14 12:01
Stray Cats in Cozy Town,"2,259 viewers ",Stormbringer,2024-08-14 12:01
Nova Drift,"1,347 viewers ",Pixeljam Games,2024-08-14 12:01
Tavern Manager Simulator,"1,277 viewers ",One More Time Studio,2024-08-14 12:01
Fields of Mistria,"1,269 viewers ",andrew,2024-08-14 12:01
Persona 3 Reload,894 viewers ,steam-atlusjp-official,2024-08-14 12:01
Crime Scene Cleaner,507 viewers ,Intuition,2024-08-14 12:01
Thank Goodness You're Here!,468 viewers ,Nick_Verge,2024-08-14 12:01
Euro Truck Simulator 2,427 viewers ,SCS Software,2024-08-14 12:01
Knock on the Coffin Lid,355 viewers ,RedBoon,2024-08-14 12:01
The Elder Scrolls Online,278 viewers ,bethesdasteamstream,2024-08-14 12:01
Cat Quest III,273 viewers ,Inspiral_Carpets,2024-08-14 12:01
Three Goblin Wobblin',242 viewers ,Yogscast Games,2024-08-14 12:01
"Warhammer 40,000: Speed Freeks",238 viewers ,SpeedFreeksLIVE,2024-08-14 12:01
Enlisted,222 viewers ,Gaijin Stream,2024-08-14 12:01
UBOAT,220 viewers ,playwaystream1,2024-08-14 12:01
JDM: Rise of the Scorpion,213 viewers ,Tost,2024-08-14 12:01
Operation: Polygon Storm,213 viewers ,UntoldTales_Streaming5,2024-08-14 12:01
American Truck Simulator,201 viewers ,SCS Garage,2024-08-14 12:01
Prince of Persia The Lost Crown,179 viewers ,UbiKosmonape,2024-08-14 12:01
Dark Hours,187 viewers ,Poke Hacktag,2024-08-14 12:01
V Rising,161 viewers ,sls_khct,2024-08-14 12:01
Metaphor: ReFantazio,157 viewers ,ATLUS West,2024-08-14 12:01
Buckshot Roulette,155 viewers ,Benjamin Butler,2024-08-14 12:01
Inscryption,154 viewers ,Devolver Stream,2024-08-14 12:01
Dark Hours: Prologue,129 viewers ,Raven,2024-08-14 12:01
Crime Boss: Rockay City,125 viewers ,AnimatedAnt_505,2024-08-14 12:01
The Crush House,120 viewers ,restream05,2024-08-14 12:01
Into the Radius 2,108 viewers ,CM Games VR,2024-08-14 12:01
Creatures of Ava,64 viewers ,AVA Stream,2024-08-14 12:01
Control Ultimate Edition,63 viewers ,controlsteamstream,2024-08-14 12:01
Worshippers of Cthulhu,61 viewers ,Crytivo_Stream_Room,2024-08-14 12:01
Ale & Tale Tavern: First Pints,61 viewers ,saibrosai,2024-08-14 12:01
Retail Company Simulator,60 viewers ,rpgtcgstrategy,2024-08-14 12:01
FOUNDRY,59 viewers ,livecontent*****055,2024-08-14 12:01
Pathfinder: Wrath of the Righteous - Enhanced Edition,58 viewers ,kim,2024-08-14 12:01
Deadlock Station,57 viewers ,Christoffer Sköld,2024-08-14 12:01
Kitaria Fables,54 viewers ,Klopoke,2024-08-14 12:01
Hidden Through Time 2: Discovery,54 viewers ,Rogueside,2024-08-14 12:01
Hauntsville,2 viewers ,Hauntsville,2024-08-14 12:01
Flutter Away,2 viewers ,Runaway Play,2024-08-14 12:01
CYBER INTERNET CLUB SIMULATOR,2 viewers ,gabby.cara,2024-08-14 12:01
Indigo Park,2 viewers ,makaylalewin,2024-08-14 12:01
Townsmen - A Kingdom Rebuilt,2 viewers ,hg.testing4,2024-08-14 12:01
Frontline: World At War,2 viewers ,radlobstergames,2024-08-14 12:01
Citadelum,2 viewers ,aby.test1.es,2024-08-14 12:01
WE ARE FOOTBALL 2024,2 viewers ,broadcast18,2024-08-14 12:01
Black Forest,2 viewers ,Black Forest Official,2024-08-14 12:01
Paris Transylvania,2 viewers ,Magneticlake,2024-08-14 12:01
Heavy Cargo - The Truck Simulator,2 viewers ,Aerosoft Official,2024-08-14 12:01
