GameName,SteamCurrentViewers,PersonID,Datetime
The Elder Scrolls Online,"4,820 viewers ",bethesdasteamstream,2024-08-12 13:02
Neko Odyssey,"3,380 viewers ",Yogscast Games,2024-08-12 13:02
Fields of Mistria,"2,842 viewers ",andrew,2024-08-12 13:02
Homura Hime,"2,501 viewers ",PLAYISM_CS,2024-08-12 13:02
Prince of Persia The Lost Crown,"1,343 viewers ",UbiKosmonape,2024-08-12 13:02
Euro Truck Simulator 2,528 viewers ,SCS Software,2024-08-12 13:02
Knock on the Coffin Lid,439 viewers ,RedBoon,2024-08-12 13:02
UBOAT,396 viewers ,playwaystream1,2024-08-12 13:02
Cat Quest III,356 viewers ,Inspiral_Carpets,2024-08-12 13:02
Retail Company Simulator,336 viewers ,rpgtcgstrategy,2024-08-12 13:02
Thank Goodness You're Here!,301 viewers ,Nick_Verge,2024-08-12 13:02
Buckshot Roulette,273 viewers ,Benjamin Butler,2024-08-12 13:02
JDM: Rise of the Scorpion,263 viewers ,Tost,2024-08-12 13:02
Inscryption,252 viewers ,Devolver Stream,2024-08-12 13:02
Enlisted,237 viewers ,Gaijin Stream,2024-08-12 13:02
V Rising,225 viewers ,sls_khct,2024-08-12 13:02
Dark Hours,225 viewers ,Poke Hacktag,2024-08-12 13:02
Stray Cats in Cozy Town,206 viewers ,Stormbringer,2024-08-12 13:02
"Warhammer 40,000: Speed Freeks",206 viewers ,SpeedFreeksLIVE,2024-08-12 13:02
Rival Stars Horse Racing,202 viewers ,PikPok Official,2024-08-12 13:02
The Crush House,194 viewers ,restream05,2024-08-12 13:02
Brawlhalla,175 viewers ,ProBrawlhalla,2024-08-12 13:02
DREDGE,174 viewers ,Community Stream 1,2024-08-12 13:02
Dark Hours: Prologue,169 viewers ,Raven,2024-08-12 13:02
Atlas Fallen,156 viewers ,Streamforge Broadcast #1,2024-08-12 13:02
Coral Island,155 viewers ,Novita - Stairway Games,2024-08-12 13:02
Kingdom Rush 5: Alliance TD,154 viewers ,Octarina IH,2024-08-12 13:02
World of Warships,153 viewers ,Helga_WG,2024-08-12 13:02
"Warhammer 40,000: Darktide",146 viewers ,[Fatshark] Nacho,2024-08-12 13:02
Slay the Princess,145 viewers ,blacktabbygames,2024-08-12 13:02
WHAT THE CAR?,10 viewers ,Triband,2024-08-12 13:02
Endzone - A World Apart,10 viewers ,Assemble Entertainment #01,2024-08-12 13:02
