GameName,SteamCurrentViewers,PersonID,Datetime
shapez 2,"2,519 viewers ",tobspr Games - Stream 1,2024-08-18 12:01
For The King II,"1,973 viewers ",For The King 2,2024-08-18 12:01
Crime Scene Cleaner,"1,556 viewers ",Intuition,2024-08-18 12:01
Level Zero: Extraction,"1,547 viewers ",tinyStreamer08,2024-08-18 12:01
Fields of Mistria,"1,342 viewers ",andrew,2024-08-18 12:01
本草归元录,"1,200 viewers ",YK,2024-08-18 12:01
Dawn of Defiance,"1,155 viewers ",Monday,2024-08-18 12:01
Persona 3 Reload,801 viewers ,steam-atlusjp-official,2024-08-18 12:01
Euro Truck Simulator 2,672 viewers ,SCS Software,2024-08-18 12:01
Storage Hustle,634 viewers ,Ignavus,2024-08-18 12:01
Operation: Polygon Storm,356 viewers ,UntoldTales_Streaming5,2024-08-18 12:01
Bang-On Balls: Chronicles,355 viewers ,Untold Tales_Streaming,2024-08-18 12:01
Pan'orama,354 viewers ,kacper_ar,2024-08-18 12:01
Backpack Hero,340 viewers ,BinaryCounter,2024-08-18 12:01
Werewolf: The Apocalypse - Purgatory,335 viewers ,jakub.radkowski,2024-08-18 12:01
American Truck Simulator,333 viewers ,SCS Garage,2024-08-18 12:01
Farewell North,332 viewers ,Mooneye,2024-08-18 12:01
World of Warships,331 viewers ,Helga_WG,2024-08-18 12:01
Zoria: Age of Shattering,331 viewers ,Feanen,2024-08-18 12:01
Flame Keeper,331 viewers ,UntoldTales_Streaming4,2024-08-18 12:01
Creatures of Ava,330 viewers ,AVA Stream,2024-08-18 12:01
Thank Goodness You're Here!,326 viewers ,Nick_Verge,2024-08-18 12:01
Dragon Eclipse,320 viewers ,a.zasadny,2024-08-18 12:01
Forever Skies,317 viewers ,recenzent2020,2024-08-18 12:01
Coridden,312 viewers ,Betoniarka,2024-08-18 12:01
DREDGE,310 viewers ,Community Stream 1,2024-08-18 12:01
Everdream Valley,308 viewers ,rosa84,2024-08-18 12:01
Tools Up! Ultimate Edition,304 viewers ,RumHam871115,2024-08-18 12:01
"Ready, Steady, Ship!",300 viewers ,UntoldTales_Streaming2,2024-08-18 12:01
V Rising,287 viewers ,sls_khct,2024-08-18 12:01
The Elder Scrolls Online,283 viewers ,bethesdasteamstream,2024-08-18 12:01
ASKA,268 viewers ,ThunderfulPaige | Community,2024-08-18 12:01
Feed the Deep,265 viewers ,muscat,2024-08-18 12:01
EcoGnomix,253 viewers ,Irox Games,2024-08-18 12:01
Sigilfarer,250 viewers ,Feanen_AP,2024-08-18 12:01
Boti: Byteland Overclocked,243 viewers ,Robert,2024-08-18 12:01
Arco,243 viewers ,superherojar26,2024-08-18 12:01
Bytebond,236 viewers ,Jacob,2024-08-18 12:01
PowerWash Simulator,234 viewers ,FuturLabStream,2024-08-18 12:01
"Warhammer 40,000: Rogue Trader",212 viewers ,MetaPublishing,2024-08-18 12:01
Vampire Survivors,218 viewers ,jack_poncle,2024-08-18 12:01
Until Then,211 viewers ,Maximilange,2024-08-18 12:01
"Warhammer 40,000: Speed Freeks",215 viewers ,SpeedFreeksLIVE,2024-08-18 12:01
UBOAT,203 viewers ,playwaystream1,2024-08-18 12:01
Enshrouded,185 viewers ,phaze,2024-08-18 12:01
JDM: Rise of the Scorpion,178 viewers ,Tost,2024-08-18 12:01
Balatro,176 viewers ,Playstack,2024-08-18 12:01
Crime Boss: Rockay City,165 viewers ,AnimatedAnt_505,2024-08-18 12:01
Brawlhalla,160 viewers ,ProBrawlhalla,2024-08-18 12:01
Farming Simulator 22,156 viewers ,pepperm!nt,2024-08-18 12:01
"Warhammer 40,000: Darktide",150 viewers ,[Fatshark] Nacho,2024-08-18 12:01
Prince of Persia The Lost Crown,148 viewers ,UbiKosmonape,2024-08-18 12:01
shapez,148 viewers ,tobspr Games - Stream 3,2024-08-18 12:01
Into the Radius 2,146 viewers ,CM Games VR,2024-08-18 12:01
Buckshot Roulette,142 viewers ,Benjamin Butler,2024-08-18 12:01
Two Point Campus,129 viewers ,TwoPoint_Abby,2024-08-18 12:01
Intravenous 2,125 viewers ,Supertehteh,2024-08-18 12:01
RISK: Global Domination,123 viewers ,SMG Studio,2024-08-18 12:01
Hellbreach: Vegas,123 viewers ,ben,2024-08-18 12:01
S.T.A.L.K.E.R. 2: Heart of Chornobyl,118 viewers ,[GSC]McCulkin,2024-08-18 12:01
