1,Portal 2,620,397072,5232,402304,0.977,2024-08-06 12:22
2,People Playground,1118200,250720,3471,254191,0.9749,2024-08-06 12:22
3,Stardew Valley,413150,728898,12559,741457,0.9748,2024-08-06 12:22
4,Vampire Survivors,1794680,229695,3458,233153,0.9734,2024-08-06 12:22
5,Hades,1145360,261351,4458,265809,0.972,2024-08-06 12:22
6,Portal,400,159995,2487,162482,0.9716,2024-08-06 12:22
7,HoloCure - Save the Fans!,2420510,30245,222,30467,0.9706999999999999,2024-08-06 12:22
8,Terraria,105600,1285164,31636,1316800,0.9691,2024-08-06 12:22
10,Half-Life: Alyx,546560,88598,1510,90108,0.9677,2024-08-06 12:22
9,RimWorld,294100,187572,3828,191400,0.9677,2024-08-06 12:22
11,Left 4 Dead 2,550,855970,21852,877822,0.9673999999999999,2024-08-06 12:22
12,The Henry Stickmin Collection,1089980,44978,616,45594,0.9672,2024-08-06 12:22
13,Senren＊Banka,1144400,24196,232,24428,0.9671,2024-08-06 12:22
14,Pizza Tower,2231450,59217,922,60139,0.9670000000000001,2024-08-06 12:22
15,A Short Hike,1055540,16789,129,16918,0.9661,2024-08-06 12:22
16,Euro Truck Simulator 2,227300,767338,20582,787920,0.9659,2024-08-06 12:22
17,Slay the Spire,646570,158071,3502,161573,0.9654,2024-08-06 12:22
18,Slime Rancher,433340,120653,2563,123216,0.9651000000000001,2024-08-06 12:22
19,ULTRAKILL,1229490,119515,2571,122086,0.9648,2024-08-06 12:22
21,Totally Accurate Battle Simulator,508440,123245,2716,125961,0.9645,2024-08-06 12:22
20,Mount & Blade: Warband,48700,158371,3662,162033,0.9645,2024-08-06 12:22
22,The Binding of Isaac: Rebirth,250900,288413,7351,295764,0.9643999999999999,2024-08-06 12:22
23,Lethal Company,1966720,407553,11002,418555,0.9641,2024-08-06 12:22
25,Cats Hidden in Paris,2313250,15964,155,16119,0.9638,2024-08-06 12:22
24,OneShot,420530,45270,789,46059,0.9638,2024-08-06 12:22
28,Katana ZERO,460950,65429,1292,66721,0.9637,2024-08-06 12:22
27,Helltaker,1289310,116987,2648,119635,0.9637,2024-08-06 12:22
26,Half-Life 2,220,192597,4765,197362,0.9637,2024-08-06 12:22
29,Cats Hidden in Jingle Jam,2608050,9000,40,9040,0.9636,2024-08-06 12:22
30,VPet,1920960,40265,687,40952,0.9634999999999999,2024-08-06 12:22
31,Counter-Strike,10,233501,6144,239645,0.963,2024-08-06 12:22
32,Bloons TD 6,960090,312862,8620,321482,0.9628,2024-08-06 12:22
33,Resident Evil 4,2050650,140095,3453,143548,0.9626,2024-08-06 12:22
34,BeamNG.drive,284160,255375,7071,262446,0.9620000000000001,2024-08-06 12:22
36,ATRI -My Dear Moments-,1230140,17525,221,17746,0.9619,2024-08-06 12:22
35,Plants vs. Zombies: Game of the Year,3590,126015,3146,129161,0.9619,2024-08-06 12:22
38,Papa's Freezeria Deluxe,2291760,9048,65,9113,0.9612,2024-08-06 12:22
37,Deep Rock Galactic,548430,295356,8593,303949,0.9612,2024-08-06 12:22
39,Hollow Knight,367520,353063,10506,363569,0.9611,2024-08-06 12:22
40,Dyson Sphere Program,1366540,78197,1867,80064,0.9608,2024-08-06 12:22
42,A Hat in Time,253230,49024,1048,50072,0.9606,2024-08-06 12:22
41,Dishonored,205100,77422,1858,79280,0.9606,2024-08-06 12:22
43,Celeste,504230,100584,2558,103142,0.9605,2024-08-06 12:22
44,Garry's Mod,4000,1054102,35537,1089639,0.9603,2024-08-06 12:22
45,Entropy : Zero 2,1583720,23831,403,24234,0.9601999999999999,2024-08-06 12:22
46,Rhythm Doctor,774181,19668,312,19980,0.9598,2024-08-06 12:22
49,Firework,1288310,38473,805,39278,0.9597,2024-08-06 12:22
48,Stray,1332010,138888,3864,142752,0.9597,2024-08-06 12:22
47,tModLoader,1281930,255905,7729,263634,0.9597,2024-08-06 12:22
51,Our Life: Beginnings & Always,1129190,11261,125,11386,0.9595999999999999,2024-08-06 12:22
50,Baldur's Gate 3,1086940,617288,20447,637735,0.9595999999999999,2024-08-06 12:22
52,The Room 4: Old Sins,1361320,14568,203,14771,0.9592,2024-08-06 12:22
54,South Park™: The Stick of Truth™,213670,60642,1490,62132,0.9589,2024-08-06 12:22
53,Dead Cells,588650,150811,4379,155190,0.9589,2024-08-06 12:22
55,Sheepy: A Short Adventure,1568400,10140,111,10251,0.9588,2024-08-06 12:22
56,The Chronicles Of Myrtana: Archolos,1467450,14352,206,14558,0.9587,2024-08-06 12:22
57,Grimm's Hollow,1170880,13056,178,13234,0.9586,2024-08-06 12:22
58,DAVE THE DIVER,1868140,104216,2930,107146,0.9581999999999999,2024-08-06 12:22
59,The WereCleaner,2795000,4531,11,4542,0.9581000000000001,2024-08-06 12:22
60,OMORI,1150690,70018,1841,71859,0.958,2024-08-06 12:22
61,Subnautica,264710,270538,8741,279279,0.9579000000000001,2024-08-06 12:22
62,Volcano Princess,1669980,34115,756,34871,0.9578,2024-08-06 12:22
64,TOEM,1307580,6463,49,6512,0.9575,2024-08-06 12:22
63,Chants of Sennaar,1931770,15091,243,15334,0.9575,2024-08-06 12:22
65,Hotline Miami,219150,94622,2698,97320,0.9573999999999999,2024-08-06 12:22
66,The Wolf Among Us,250320,32824,736,33560,0.9573,2024-08-06 12:22
67,Satisfactory,526870,160487,5040,165527,0.9569,2024-08-06 12:22
70,Crab Champions,774801,22155,447,22602,0.9567,2024-08-06 12:22
69,Brotato,1942280,75626,2130,77756,0.9567,2024-08-06 12:22
68,Resident Evil 2,883710,153551,4834,158385,0.9567,2024-08-06 12:22
72,Neon White,1533420,15264,266,15530,0.9564,2024-08-06 12:22
71,The Room,288160,26523,581,27104,0.9564,2024-08-06 12:22
73,"Papers, Please",239030,67934,1919,69853,0.9561,2024-08-06 12:22
75,STAR WARS™ Empire at War: Gold Pack,32470,35723,873,36596,0.956,2024-08-06 12:22
74,BattleBlock Theater,238460,68665,1948,70613,0.956,2024-08-06 12:22
76,Pineapple on pizza,2263010,22067,464,22531,0.9559000000000001,2024-08-06 12:22
78,Steam Engine Simulator,2381620,6984,74,7058,0.9555,2024-08-06 12:22
77,The Walking Dead,207610,66236,1907,68143,0.9555,2024-08-06 12:22
79,Inscryption,1092790,113028,3571,116599,0.9554,2024-08-06 12:22
82,Phoenix Wright: Ace Attorney Trilogy,787480,30784,746,31530,0.9553,2024-08-06 12:22
81,Factorio,427520,181284,6120,187404,0.9553,2024-08-06 12:22
80,Undertale,391540,227345,7859,235204,0.9553,2024-08-06 12:22
83,American Truck Simulator,270880,152798,5054,157852,0.9551999999999999,2024-08-06 12:22
84,VTOL VR,667970,16491,322,16813,0.9551000000000001,2024-08-06 12:22
86,Placid Plastic Duck Simulator,1999360,14442,270,14712,0.9548000000000001,2024-08-06 12:22
85,Balatro,2379780,44708,1217,45925,0.9548000000000001,2024-08-06 12:22
87,There Is No Game: Wrong Dimension,1240210,21401,475,21876,0.9547,2024-08-06 12:22
88,VA-11 Hall-A: Cyberpunk Bartender Action,447530,33673,862,34535,0.9545999999999999,2024-08-06 12:22
89,Persona 4 Golden,1113000,68782,2073,70855,0.9544,2024-08-06 12:22
91,CLANNAD,324160,8771,128,8899,0.9542,2024-08-06 12:22
90,Bomb Rush Cyberfunk,1353230,10546,174,10720,0.9542,2024-08-06 12:22
93,Project Kat - Paper Lily Prologue,1698960,4745,36,4781,0.9540000000000001,2024-08-06 12:22
92,东方夜雀食堂 - Touhou Mystia's Izakaya,1584090,22489,525,23014,0.9540000000000001,2024-08-06 12:22
94,Baba Is You,736260,19926,447,20373,0.9539,2024-08-06 12:22
95,PowerWash Simulator,1290000,44075,1249,45324,0.9537,2024-08-06 12:22
96,Oxygen Not Included,457140,114146,3830,117976,0.9536,2024-08-06 12:22
97,One Finger Death Punch,264200,15902,336,16238,0.9534,2024-08-06 12:22
98,Finding Paradise,337340,17057,372,17429,0.9533,2024-08-06 12:22
100,The Room Two,425580,18210,411,18621,0.9531999999999999,2024-08-06 12:22
99,Doki Doki Literature Club,698780,193970,7044,201014,0.9531999999999999,2024-08-06 12:22
101,The Witcher 3: Wild Hunt,292030,758868,31047,789915,0.953,2024-08-06 12:22
103,Hi-Fi RUSH,1817230,30040,803,30843,0.9529000000000001,2024-08-06 12:22
102,Don't Starve,219740,103776,3516,107292,0.9529000000000001,2024-08-06 12:22
106,Ravenfield,636480,66498,2126,68624,0.9526,2024-08-06 12:22
105,Persona 5 Royal,1687950,72016,2332,74348,0.9526,2024-08-06 12:22
104,Ori and the Will of the Wisps,1057090,124883,4390,129273,0.9526,2024-08-06 12:22
107,Broforce,274190,55428,1720,57148,0.9525,2024-08-06 12:22
109,SANABI,1562700,27331,727,28058,0.9523999999999999,2024-08-06 12:22
108,POSTAL 2,223470,99764,3421,103185,0.9523999999999999,2024-08-06 12:22
110,Dishonored RHCP,217980,13187,273,13460,0.9523,2024-08-06 12:22
111,Iron Snout,424280,16899,390,17289,0.9521,2024-08-06 12:22
113,Wobbledogs,1424330,10060,185,10245,0.9520000000000001,2024-08-06 12:22
112,Cookie Clicker,1454400,65444,2127,67571,0.9520000000000001,2024-08-06 12:22
115,Just Shapes & Beats,531510,19434,478,19912,0.9518000000000001,2024-08-06 12:22
114,Half-Life,70,126500,4554,131054,0.9518000000000001,2024-08-06 12:22
117,An Arcade Full of Cats,2368470,5727,72,5799,0.9517,2024-08-06 12:22
116,Before Your Eyes,1082430,14029,308,14337,0.9517,2024-08-06 12:22
118,The Case of the Golden Idol,1677770,6700,97,6797,0.9516,2024-08-06 12:22
120,A Castle Full of Cats,2070550,3445,21,3466,0.9515,2024-08-06 12:22
119,Phasmophobia,739630,668156,28203,696359,0.9515,2024-08-06 12:22
122,20 Small Mazes,2570630,5184,61,5245,0.9512999999999999,2024-08-06 12:22
121,God of War,1593500,129553,4750,134303,0.9512999999999999,2024-08-06 12:22
123,INSIDE,304430,58475,1922,60397,0.9511,2024-08-06 12:22
127,Kind Words,1070710,8614,155,8769,0.951,2024-08-06 12:22
126,Stronghold Crusader HD,40970,17709,439,18148,0.951,2024-08-06 12:22
125,Half-Life 2: Episode Two,420,39584,1214,40798,0.951,2024-08-06 12:22
124,Cuphead,268910,160352,6083,166435,0.951,2024-08-06 12:22
128,DUSK,519860,21554,569,22123,0.9509000000000001,2024-08-06 12:22
130,魔女的夜宴,2458530,5388,69,5457,0.9508,2024-08-06 12:22
129,Keep Talking and Nobody Explodes,341800,13485,305,13790,0.9508,2024-08-06 12:22
131,Gorogoa,557600,16165,393,16558,0.9506999999999999,2024-08-06 12:22
134,星空列车与白的旅行,1567800,4054,38,4092,0.9506,2024-08-06 12:22
133,Outlast,238320,113396,4182,117578,0.9506,2024-08-06 12:22
132,Counter-Strike: Source,240,166855,6429,173284,0.9506,2024-08-06 12:22
136,Tales of the Black Forest,1093910,12331,273,12604,0.9505,2024-08-06 12:22
135,Blade & Sorcery,629730,50350,1648,51998,0.9505,2024-08-06 12:22
137,Risk of Rain 2,632360,270675,11001,281676,0.9504,2024-08-06 12:22
139,Lil Gator Game,1586800,4136,41,4177,0.9503,2024-08-06 12:22
138,A Date with Death,2415010,6378,98,6476,0.9503,2024-08-06 12:22
141,Patrick's Parabox,1260520,3489,27,3516,0.9501999999999999,2024-08-06 12:22
140,Tomb Raider,203160,225822,9078,234900,0.9501999999999999,2024-08-06 12:22
144,Purrgatory,1713610,4064,41,4105,0.95,2024-08-06 12:22
143,Juice Galaxy,1708150,5155,68,5223,0.95,2024-08-06 12:22
142,The Hungry Lamb: Traveling in the Late Ming Dynasty,2593370,31465,952,32417,0.95,2024-08-06 12:22
146,STEINS;GATE,412830,16831,429,17260,0.9499,2024-08-06 12:22
145,The Murder of Sonic the Hedgehog,2324650,20750,566,21316,0.9499,2024-08-06 12:22
149,Paper Lily - Chapter 1,2220360,3671,33,3704,0.9497,2024-08-06 12:22
148,Sid Meier's Civilization V,8930,191025,7665,198690,0.9497,2024-08-06 12:22
147,Fallout: New Vegas,22380,206255,8331,214586,0.9497,2024-08-06 12:22
151,文字遊戲：第零章,1507970,4462,53,4515,0.9495,2024-08-06 12:22
150,CULTIC,1684930,6015,94,6109,0.9495,2024-08-06 12:22
155,"Please, Touch The Artwork 2",2600140,2904,17,2921,0.9494,2024-08-06 12:22
154,Epic Battle Fantasy 5,432350,5108,70,5178,0.9494,2024-08-06 12:22
153,Touhou Luna Nights,851100,13033,310,13343,0.9494,2024-08-06 12:22
152,Life is Strange™,319630,159192,6320,165512,0.9494,2024-08-06 12:22
157,Ib,1901370,3692,35,3727,0.9493,2024-08-06 12:22
156,GRIS,683320,70066,2516,72582,0.9493,2024-08-06 12:22
158,东北之夏,2121360,11567,266,11833,0.9492,2024-08-06 12:22
159,I Wani Hug that Gator!,1895350,2916,19,2935,0.9489,2024-08-06 12:22
160,Webbed,1390350,12548,305,12853,0.9487000000000001,2024-08-06 12:22
161,Riddle Joker,1277930,5116,75,5191,0.9486,2024-08-06 12:22
162,A Building Full of Cats,1969080,3568,36,3604,0.9484,2024-08-06 12:22
163,Cube Escape Collection,1292940,5966,101,6067,0.9481999999999999,2024-08-06 12:22
165,Trombone Champ,1059990,8647,184,8831,0.9481,2024-08-06 12:22
164,山河旅探 Murders on the Yangtze River,1746030,12209,302,12511,0.9481,2024-08-06 12:22
166,100 hidden frogs,1806840,5709,95,5804,0.948,2024-08-06 12:22
168,Gunpoint,206190,12354,309,12663,0.9479000000000001,2024-08-06 12:22
167,Sally Face - Episode One,541570,18416,525,18941,0.9479000000000001,2024-08-06 12:22
169,Don't Starve Together,322330,442946,20017,462963,0.9478,2024-08-06 12:22
171,Virtual Cottage,1369320,9304,209,9513,0.9477,2024-08-06 12:22
170,To the Moon,206440,72965,2772,75737,0.9477,2024-08-06 12:22
173,Outcore,1275670,12151,307,12458,0.9476,2024-08-06 12:22
172,The Expendabros,312990,17574,500,18074,0.9476,2024-08-06 12:22
175,Underground Blossom,2291850,5390,89,5479,0.9475,2024-08-06 12:22
174,Castle Crashers,204360,111330,4484,115814,0.9475,2024-08-06 12:22
176,Eternal Senia,351640,11579,289,11868,0.9473999999999999,2024-08-06 12:22
181,Slay the Princess,1989270,13398,355,13753,0.9473,2024-08-06 12:22
180,LIZARDS MUST DIE,2532550,24042,752,24794,0.9473,2024-08-06 12:22
179,Milk inside a bag of milk inside a bag of milk,1392820,25043,791,25834,0.9473,2024-08-06 12:22
178,Clone Drone in the Danger Zone,597170,28014,908,28922,0.9473,2024-08-06 12:22
177,Divinity: Original Sin 2,435150,173745,7371,181116,0.9473,2024-08-06 12:22
182,West of Loathing,597220,9059,207,9266,0.9470999999999999,2024-08-06 12:22
183,"Hot Dogs, Horseshoes & Hand Grenades",450540,19898,603,20501,0.9469,2024-08-06 12:22
184,東方天空璋 ～ Hidden Star in Four Seasons.,745880,4408,65,4473,0.9468000000000001,2024-08-06 12:22
