186,Gravitas,1067310,6489,128,6617,0.9466,2024-08-06 12:22
185,The Forest,242760,528559,24873,553432,0.9466,2024-08-06 12:22
187,Fran Bow,362680,16263,472,16735,0.9465,2024-08-06 12:22
189,Milk outside a bag of milk outside a bag of milk,1604000,15088,433,15521,0.9462999999999999,2024-08-06 12:22
188,Batman: Arkham Asylum GOTY Edition,35140,62906,2436,65342,0.9462999999999999,2024-08-06 12:22
193,SuchArt: Creative Space,1469280,6670,137,6807,0.9462,2024-08-06 12:22
192,Mon Bazou,1520370,12296,331,12627,0.9462,2024-08-06 12:22
191,Super Hexagon,221640,23558,764,24322,0.9462,2024-08-06 12:22
190,Duck Game,312530,36376,1291,37667,0.9462,2024-08-06 12:22
195,Wobbly Life,1211020,21165,671,21836,0.9460999999999999,2024-08-06 12:22
194,Left 4 Dead,500,54898,2096,56994,0.9460999999999999,2024-08-06 12:22
198,Lost in Play,1328840,5546,103,5649,0.946,2024-08-06 12:22
197,The Test,1241510,18936,585,19521,0.946,2024-08-06 12:22
196,Return of the Obra Dinn,653530,25035,829,25864,0.946,2024-08-06 12:22
200,Aventura Copilului Albastru și Urât,1530140,2412,17,2429,0.9458,2024-08-06 12:22
199,Kingdom Rush,246420,13031,364,13395,0.9458,2024-08-06 12:22
203,Summer Pockets,897220,3396,42,3438,0.9457,2024-08-06 12:22
202,DOOM (1993),2280,17634,541,18175,0.9457,2024-08-06 12:22
201,Doki Doki Literature Club Plus!,1388880,23402,771,24173,0.9457,2024-08-06 12:22
204,The Looker,1985690,13260,375,13635,0.9456,2024-08-06 12:22
205,MADNESS: Project Nexus,488860,14011,405,14416,0.9455,2024-08-06 12:22
206,Mirror,644560,83085,3423,86508,0.9454,2024-08-06 12:22
208,The Supper,1171370,3677,52,3729,0.9451999999999999,2024-08-06 12:22
207,第七号列车 - Train No. 7,1708870,6287,132,6419,0.9451999999999999,2024-08-06 12:22
209,海沙风云 Far Away,1250760,6210,130,6340,0.9451,2024-08-06 12:22
210,Zup! S,617670,13586,397,13983,0.945,2024-08-06 12:22
214,Maitetsu:Last Run!!,1434480,3952,61,4013,0.9449,2024-08-06 12:22
213,Monument Valley,1927720,4158,67,4225,0.9449,2024-08-06 12:22
212,The Last Campfire,990630,9513,246,9759,0.9449,2024-08-06 12:22
211,箭箭剑 Arrow a Row,2495980,14381,428,14809,0.9449,2024-08-06 12:22
216,Mark of the Ninja,214560,15333,473,15806,0.9445,2024-08-06 12:22
215,METAL GEAR RISING: REVENGEANCE,235460,73736,3063,76799,0.9445,2024-08-06 12:22
219,WolfQuest: Anniversary Edition,926990,7919,194,8113,0.9444,2024-08-06 12:22
218,Cruelty Squad,1388770,17378,557,17935,0.9444,2024-08-06 12:22
217,Devil May Cry 5,601150,122155,5402,127557,0.9444,2024-08-06 12:22
221,Hylics,397740,5000,96,5096,0.9443,2024-08-06 12:22
220,NEKOPARA Vol. 2,420110,12140,351,12491,0.9443,2024-08-06 12:22
225,NEKOPARA Vol. 4,1406990,8201,207,8408,0.9440999999999999,2024-08-06 12:22
224,SIGNALIS,1262350,18816,620,19436,0.9440999999999999,2024-08-06 12:22
223,LEGO® Star Wars™: The Complete Saga,32440,21839,748,22587,0.9440999999999999,2024-08-06 12:22
222,Marvel’s Spider-Man Remastered,1817070,93120,4028,97148,0.9440999999999999,2024-08-06 12:22
228,Cube Escape: Paradox,909080,9280,247,9527,0.9440000000000001,2024-08-06 12:22
227,Dorfromantik,1455840,25243,894,26137,0.9440000000000001,2024-08-06 12:22
226,Batman: Arkham City GOTY,200260,60240,2475,62715,0.9440000000000001,2024-08-06 12:22
229,The Test: Final Revelation,1428310,5148,103,5251,0.9439,2024-08-06 12:22
230,planetarian HD,623080,2684,30,2714,0.9437000000000001,2024-08-06 12:22
232,Half-Life 2: VR Mod,658920,5851,129,5980,0.9434999999999999,2024-08-06 12:22
231,Post Void,1285670,9811,272,10083,0.9434999999999999,2024-08-06 12:22
234,乡村狂想曲,2109460,14466,456,14922,0.9434,2024-08-06 12:22
233,The Coffin of Andy and Leyley,2378900,21212,737,21949,0.9434,2024-08-06 12:22
235,Sekiro™: Shadows Die Twice,814380,278474,13569,292043,0.9433,2024-08-06 12:22
240,巫兎 - KANNAGI USAGI -,2551500,5379,115,5494,0.9431999999999999,2024-08-06 12:22
239,Alba: A Wildlife Adventure,1337010,5622,123,5745,0.9431999999999999,2024-08-06 12:22
238,Tiny Bunny,1421250,17885,601,18486,0.9431999999999999,2024-08-06 12:22
237,Stacklands,1948280,23137,826,23963,0.9431999999999999,2024-08-06 12:22
236,Age of Empires II (2013),221380,95644,4242,99886,0.9431999999999999,2024-08-06 12:22
242,Cafe Stella,1829980,4003,71,4074,0.9431,2024-08-06 12:22
241,NEKOPARA Vol. 3,602520,11496,342,11838,0.9431,2024-08-06 12:22
244,Pseudoregalia,2365810,10079,288,10367,0.943,2024-08-06 12:22
243,The Walking Dead: Season Two,261030,28864,1082,29946,0.943,2024-08-06 12:22
245,Bloody Hell,2056220,4839,99,4938,0.9429000000000001,2024-08-06 12:22
247,Monster Prom 3: Monster Roadtrip,1665190,2789,36,2825,0.9427,2024-08-06 12:22
246,The Test: Hypothesis Rising,1282200,5637,127,5764,0.9427,2024-08-06 12:22
250,BAD END THEATER,1764390,7105,180,7285,0.9426000000000001,2024-08-06 12:22
249,Samsara Room,1281800,8232,222,8454,0.9426000000000001,2024-08-06 12:22
248,DOOM,379720,183720,8817,192537,0.9426000000000001,2024-08-06 12:22
