149,Kitten Burst,1592360,0.8936,915,24,2024-08-06 12:22
150,Cataclismo,1422440,0.893,44891,3152,2024-08-06 12:22
151,Crypt of the NecroDancer: Hatsune Miku Character DLC,2828720,0.8923000000000001,0,0,2024-08-06 12:22
152,Gooba Ball,2878140,0.8923000000000001,462,457,2024-08-06 12:22
153,Humans are not that against Lizardwomen,2715650,0.892,5517,717,2024-08-06 12:22
154,Fields of Mistria,2142790,0.8919,22590,5512,2024-08-06 12:22
155,Toy Shire: Room One,2517850,0.8915000000000001,2077,1290,2024-08-06 12:22
156,Love Sucks: Night Two,1719310,0.8915000000000001,5992,156,2024-08-06 12:22
157,False Dream,2753720,0.8913,523,342,2024-08-06 12:22
158,Pesticide Not Required: Prologue,2480450,0.8913,497,367,2024-08-06 12:22
159,Superscout,2862610,0.8912,5181,5385,2024-08-06 12:22
160,Intravenous 2: Mercenarism,2651330,0.8911,3916,843,2024-08-06 12:22
161,CAT & ONION,2781210,0.8911,367,10,2024-08-06 12:22
162,Selaco,1592280,0.8909999999999999,34725,1528,2024-08-06 12:22
163,Ignited in Cavern,2738080,0.8909999999999999,413,103,2024-08-06 12:22
164,Dungeon Keeper™ 2,2616460,0.8906999999999999,2006,930,2024-08-06 12:22
165,100 Aliens Cats,2845270,0.8906000000000001,1206,14154,2024-08-06 12:22
166,Minds Beneath Us,1610440,0.8906000000000001,8204,663,2024-08-06 12:22
167,Cozy Space Survivors,2657850,0.8906000000000001,397,31,2024-08-06 12:22
168,Grocery Store Simulator,2961880,0.8904000000000001,3513,1824,2024-08-06 12:22
169,Riven,1712350,0.8901,17975,1712,2024-08-06 12:22
170,Minimalist Tower Defense,2617400,0.8901,2386,439,2024-08-06 12:22
171,Workers & Resources: Soviet Republic,784150,0.89,119570,8264,2024-08-06 12:22
172,Purrfectly Hidden Cats - Kittenrock,2786450,0.89,138,30,2024-08-06 12:22
173,The Operator,1771980,0.8898999999999999,8447,1343,2024-08-06 12:22
174,攻城与召唤 Siege and Summons 【5分钟一局 策略竞技 】,2888980,0.8898999999999999,6008,576,2024-08-06 12:22
175,Dungeon Tycoon: Prologue,3090980,0.8898,1255,4436,2024-08-06 12:22
176,Working Sakuya,2861150,0.8896999999999999,2590,63,2024-08-06 12:22
177,Cryptis,2421370,0.8896,462,29,2024-08-06 12:22
178,Fruit Mountain,2753620,0.8896,644,311,2024-08-06 12:22
179,LurkBait Twitch Fishing,2767520,0.8896,739,499,2024-08-06 12:22
180,纯爱独白：小小 Purelove Monologue: Xiaoxiao,2475040,0.8895000000000001,2147,71,2024-08-06 12:22
181,Assetto Corsa Competizione - 24H Nürburgring Pack,2700610,0.889,0,0,2024-08-06 12:22
182,风与鸟 - Wind and Bird,2269860,0.8887999999999999,430,103,2024-08-06 12:22
183,Dawnsbury Days,2693730,0.888,705,158,2024-08-06 12:22
184,Ogu and the Secret Forest,1985960,0.8879,3890,1070,2024-08-06 12:22
185,Free Stars: The Ur-Quan Masters,2645580,0.8879,1312,92,2024-08-06 12:22
186,The Heroes Around Me,1768470,0.8878,3425,118,2024-08-06 12:22
187,With My Past,2524360,0.8876000000000001,1006,68,2024-08-06 12:22
188,Letter Lancers: Prologue,2925450,0.8873000000000001,82,44,2024-08-06 12:22
189,The Shell Part II: Purgatorio,2712550,0.8870999999999999,1979,125,2024-08-06 12:22
190,King of the Bridge,2523120,0.8868,1018,116,2024-08-06 12:22
191,Where Dragon Spirits 龙魂在哪里,2904170,0.8868,334,205,2024-08-06 12:22
192,天缘传说,2993680,0.8867,5913,371,2024-08-06 12:22
193,Like a Dragon: Infinite Wealth,2072450,0.8859,42507,46161,2024-08-06 12:22
194,Esports Godfather,1278540,0.8856999999999999,5862,5183,2024-08-06 12:22
195,Placid Plastic Desktop,2852770,0.8856999999999999,263,88,2024-08-06 12:22
196,Alex Jones: NWO Wars,2487350,0.8856,5056,115,2024-08-06 12:22
197,Kādomon: Hyper Auto Battlers Prologue,1985320,0.8856,822,141,2024-08-06 12:22
198,Press Any Key,2914320,0.8856,73,25,2024-08-06 12:22
199,Botany Manor,1425350,0.8852,4847,258,2024-08-06 12:22
200,The Talos Principle 2 - Road to Elysium,2981410,0.8852,0,0,2024-08-06 12:22
201,Apprehending the Adventurer Chan! ~Live2D Tentacles Simulator~,3012420,0.8848999999999999,4608,309,2024-08-06 12:22
202,"Braid, Anniversary Edition",499180,0.8845999999999999,3636,570,2024-08-06 12:22
203,Why do you love me?,2802790,0.8845999999999999,192,7,2024-08-06 12:22
204,Kill It With Fire 2,2357000,0.8845000000000001,4248,448,2024-08-06 12:22
205,Imitosis,2878280,0.8845000000000001,116,5,2024-08-06 12:22
206,DAVE THE DIVER - Godzilla Content Pack,2841140,0.8844,0,0,2024-08-06 12:22
207,Lil' Guardsman,1924360,0.8844,5821,363,2024-08-06 12:22
208,Nothing Together,2788630,0.8837,653,491,2024-08-06 12:22
209,Dusk Pub,1974520,0.8835,19042,679,2024-08-06 12:22
210,Children of the Sun,1309950,0.8835,10917,224,2024-08-06 12:22
211,Love n Life: Lucky Teacher,2445340,0.8835,7776,380,2024-08-06 12:22
212,Scroll Of Taiwu - 五方神龙,2764950,0.8835,0,0,2024-08-06 12:22
213,Frogmonster,1853760,0.8835,2175,39,2024-08-06 12:22
214,Star Stuff,1955110,0.8834000000000001,877,39,2024-08-06 12:22
215,Ova Magica,1299170,0.8833,6157,333,2024-08-06 12:22
216,Cyber Manhunt 2: New World - The Hacking Simulator,2421410,0.8831,7882,3707,2024-08-06 12:22
217,Krypta FM,2973390,0.8829,696,173,2024-08-06 12:22
218,Cats and Seek : Dino Park,2729000,0.8828,305,37,2024-08-06 12:22
219,Yolk Heroes: A Long Tamago,2417850,0.8826,2635,544,2024-08-06 12:22
220,CONSCRIPT,1286990,0.8823000000000001,16603,489,2024-08-06 12:22
221,Turbo Kid,1733250,0.8823000000000001,3593,158,2024-08-06 12:22
222,Victoria 3: Trains Bonus Pack,2800730,0.8822,0,0,2024-08-06 12:22
223,Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,2229850,0.8820999999999999,10852,6617,2024-08-06 12:22
224,Mister Furry: Hot Muscles,1578220,0.8820999999999999,6984,65,2024-08-06 12:22
225,Hidden Cats in Berlin,2736480,0.882,193,25,2024-08-06 12:22
226,Death of a Wish,2302080,0.882,1724,29,2024-08-06 12:22
227,Escape from Ever After: Onboarding,2789420,0.8819,1100,555,2024-08-06 12:22
228,BUNNY GARDEN,2654470,0.8817,14921,3454,2024-08-06 12:22
229,KLETKA Demo,3065470,0.8812000000000001,0,1302,2024-08-06 12:22
230,Anger Foot,1978590,0.8809,26484,1080,2024-08-06 12:22
231,My Furry Protogen 2 🐾,2591910,0.8809,1140,80,2024-08-06 12:22
232,Meow Moments: Celebrating Together,2647300,0.8809,196,23,2024-08-06 12:22
233,Chrono Ark,1188930,0.8805,34603,7084,2024-08-06 12:22
234,Instruments of Destruction,1428100,0.8802,12869,335,2024-08-06 12:22
235,For the GHOSTs,2487390,0.88,443,48,2024-08-06 12:22
236,FOREWARNED,1562420,0.8798999999999999,23624,2173,2024-08-06 12:22
237,UBOAT - Supporter Pack,3129990,0.8798,0,0,2024-08-06 12:22
238,Irotoridori No Sekai HD - The Colorful World,2591380,0.8797,1375,53,2024-08-06 12:22
239,Momodora: Moonlit Farewell,1747760,0.8795999999999999,24475,1373,2024-08-06 12:22
240,GGST Additional Character 12 - A.B.A,2524050,0.8795999999999999,0,0,2024-08-06 12:22
241,Logiart Grimoire,2492390,0.8795000000000001,709,80,2024-08-06 12:22
242,Abnormal1999:Sector 49,3057180,0.8795000000000001,75,112,2024-08-06 12:22
243,Geneforge 2 - Infestation,2480560,0.8794,2489,215,2024-08-06 12:22
244,Asleep - Ato 1,1583850,0.8793000000000001,1701,87,2024-08-06 12:22
245,Nexus 5X,1983990,0.8791,8115,266,2024-08-06 12:22
246,Plushie from the Sky,1679510,0.879,2466,46,2024-08-06 12:22
247,Go-Go Town!,2195120,0.8789,15784,2280,2024-08-06 12:22
248,Sucker for Love: Date to Die For,2240790,0.8789,7785,491,2024-08-06 12:22
249,Bite Night,2951520,0.8789,259,9,2024-08-06 12:22
250,Cult of the Lamb: Sinful Pack,2646130,0.8787999999999999,0,0,2024-08-06 12:22
