GameID,Rank,Positive,Negative,Total,Rating,Date
620,1,397765,5242,403007,0.977,2024-08-13
1118200,2,251606,3491,255097,0.9749,2024-08-13
413150,3,731623,12588,744211,0.9748,2024-08-13
1794680,4,229969,3473,233442,0.9734,2024-08-13
1145360,5,261665,4470,266135,0.972,2024-08-13
400,6,160388,2494,162882,0.9716,2024-08-13
2420510,7,30323,223,30546,0.9706999999999999,2024-08-13
105600,8,1287452,31711,1319163,0.9691,2024-08-13
294100,9,187887,3834,191721,0.9677,2024-08-13
546560,10,88851,1526,90377,0.9676,2024-08-13
550,11,857650,21898,879548,0.9673999999999999,2024-08-13
1089980,12,45121,615,45736,0.9673,2024-08-13
1144400,13,24360,234,24594,0.9671,2024-08-13
2231450,14,59339,923,60262,0.9670000000000001,2024-08-13
1055540,15,16833,130,16963,0.9661,2024-08-13
227300,16,768972,20633,789605,0.9659,2024-08-13
646570,17,158492,3504,161996,0.9654,2024-08-13
433340,18,120858,2569,123427,0.9651000000000001,2024-08-13
1229490,19,120238,2604,122842,0.9647,2024-08-13
508440,21,123507,2722,126229,0.9645,2024-08-13
48700,20,158484,3665,162149,0.9645,2024-08-13
250900,22,289132,7385,296517,0.9643999999999999,2024-08-13
1966720,23,409140,11084,420224,0.9640000000000001,2024-08-13
2313250,25,15999,156,16155,0.9638,2024-08-13
420530,24,45386,790,46176,0.9638,2024-08-13
2608050,29,9020,40,9060,0.9637,2024-08-13
460950,28,65578,1295,66873,0.9637,2024-08-13
1289310,27,117077,2654,119731,0.9637,2024-08-13
220,26,193089,4783,197872,0.9637,2024-08-13
1920960,30,40402,693,41095,0.9634,2024-08-13
10,31,233670,6149,239819,0.963,2024-08-13
960090,32,314128,8670,322798,0.9628,2024-08-13
2050650,33,140724,3470,144194,0.9626,2024-08-13
284160,34,256564,7083,263647,0.9621,2024-08-13
1230140,35,17666,223,17889,0.9620000000000001,2024-08-13
3590,36,126323,3146,129469,0.9619,2024-08-13
548430,37,296638,8639,305277,0.9612,2024-08-13
2291760,39,9104,67,9171,0.9611,2024-08-13
367520,38,354069,10535,364604,0.9611,2024-08-13
1366540,40,78270,1874,80144,0.9606999999999999,2024-08-13
253230,41,49047,1049,50096,0.9606,2024-08-13
205100,42,77522,1870,79392,0.9605,2024-08-13
504230,43,101223,2584,103807,0.9604,2024-08-13
1583720,45,23962,403,24365,0.9603,2024-08-13
4000,44,1055891,35587,1091478,0.9603,2024-08-13
1129190,49,11285,125,11410,0.9597,2024-08-13
