GameID,Rank,Positive,Negative,Total,Rating,Date
774181,48,19689,314,20003,0.9597,2024-08-13
1288310,47,38506,806,39312,0.9597,2024-08-13
1281930,46,257192,7774,264966,0.9597,2024-08-13
1332010,51,139496,3890,143386,0.9595999999999999,2024-08-13
1086940,50,619649,20532,640181,0.9595999999999999,2024-08-13
1361320,52,14601,203,14804,0.9593,2024-08-13
1568400,55,10316,115,10431,0.9588,2024-08-13
213670,54,60795,1498,62293,0.9588,2024-08-13
588650,53,151035,4393,155428,0.9588,2024-08-13
1467450,56,14390,207,14597,0.9587,2024-08-13
1170880,57,13085,178,13263,0.9586,2024-08-13
2795000,58,4735,13,4748,0.9584,2024-08-13
1868140,59,104641,2948,107589,0.9581999999999999,2024-08-13
1150690,61,70237,1847,72084,0.958,2024-08-13
264710,60,271344,8742,280086,0.958,2024-08-13
1669980,62,34305,758,35063,0.9579000000000001,2024-08-13
1307580,63,6506,49,6555,0.9576,2024-08-13
1931770,64,15295,249,15544,0.9575,2024-08-13
250320,65,32855,735,33590,0.9573999999999999,2024-08-13
219150,66,94854,2713,97567,0.9573,2024-08-13
526870,67,160815,5048,165863,0.9570000000000001,2024-08-13
883710,68,153920,4834,158754,0.9568000000000001,2024-08-13
774801,70,22229,452,22681,0.9566,2024-08-13
1942280,69,75868,2146,78014,0.9566,2024-08-13
288160,71,26549,583,27132,0.9564,2024-08-13
1533420,72,15349,272,15621,0.9562,2024-08-13
239030,73,68039,1919,69958,0.9561,2024-08-13
32470,75,35785,876,36661,0.956,2024-08-13
238460,74,68723,1948,70671,0.956,2024-08-13
2263010,76,22106,466,22572,0.9559000000000001,2024-08-13
2381620,78,7021,74,7095,0.9556,2024-08-13
207610,77,66610,1913,68523,0.9556,2024-08-13
1092790,79,113449,3588,117037,0.9554,2024-08-13
787480,83,30994,753,31747,0.9553,2024-08-13
270880,82,153192,5061,158253,0.9553,2024-08-13
427520,81,181605,6116,187721,0.9553,2024-08-13
391540,80,227991,7884,235875,0.9553,2024-08-13
2379780,84,45310,1217,46527,0.9551999999999999,2024-08-13
1999360,86,14487,270,14757,0.9549,2024-08-13
667970,85,16574,329,16903,0.9549,2024-08-13
1240210,87,21482,475,21957,0.9548000000000001,2024-08-13
447530,88,33714,863,34577,0.9545999999999999,2024-08-13
1353230,90,10598,173,10771,0.9544,2024-08-13
1113000,89,68920,2077,70997,0.9544,2024-08-13
324160,91,8782,127,8909,0.9543,2024-08-13
1698960,93,4766,36,4802,0.9541,2024-08-13
1584090,92,22605,526,23131,0.9541,2024-08-13
736260,94,19964,447,20411,0.9540000000000001,2024-08-13
1290000,96,44199,1256,45455,0.9537,2024-08-13
457140,95,114399,3832,118231,0.9537,2024-08-13
264200,98,15905,337,16242,0.9534,2024-08-13
337340,97,17114,373,17487,0.9534,2024-08-13
425580,100,18241,412,18653,0.9531999999999999,2024-08-13
698780,99,194223,7051,201274,0.9531999999999999,2024-08-13
1817230,103,30141,805,30946,0.9529000000000001,2024-08-13
219740,102,103835,3518,107353,0.9529000000000001,2024-08-13
292030,101,759834,31106,790940,0.9529000000000001,2024-08-13
636480,104,66620,2126,68746,0.9527,2024-08-13
1562700,106,27668,731,28399,0.9526,2024-08-13
1687950,105,72563,2355,74918,0.9526,2024-08-13
274190,108,55479,1722,57201,0.9525,2024-08-13
1057090,107,125043,4400,129443,0.9525,2024-08-13
223470,109,99937,3431,103368,0.9523999999999999,2024-08-13
217980,110,13206,274,13480,0.9523,2024-08-13
1424330,111,10104,185,10289,0.9521999999999999,2024-08-13
424280,112,16900,390,17290,0.9521,2024-08-13
1454400,114,65695,2145,67840,0.9519,2024-08-13
70,113,126849,4565,131414,0.9519,2024-08-13
2368470,117,5771,72,5843,0.9518000000000001,2024-08-13
1677770,116,6736,97,6833,0.9518000000000001,2024-08-13
531510,115,19461,479,19940,0.9518000000000001,2024-08-13
2070550,119,3463,21,3484,0.9516,2024-08-13
2570630,118,5266,61,5327,0.9516,2024-08-13
1082430,121,14113,313,14426,0.9515,2024-08-13
739630,120,670111,28315,698426,0.9515,2024-08-13
2458530,122,5509,69,5578,0.9512999999999999,2024-08-13
304430,124,58611,1926,60537,0.9512,2024-08-13
1593500,123,130278,4803,135081,0.9512,2024-08-13
420,125,39702,1215,40917,0.9511,2024-08-13
1567800,128,4089,37,4126,0.951,2024-08-13
1070710,127,8619,155,8774,0.951,2024-08-13
268910,126,160876,6111,166987,0.951,2024-08-13
40970,130,17736,441,18177,0.9509000000000001,2024-08-13
519860,129,21581,570,22151,0.9509000000000001,2024-08-13
341800,131,13504,305,13809,0.9508,2024-08-13
557600,133,16189,393,16582,0.9506999999999999,2024-08-13
240,132,167101,6432,173533,0.9506999999999999,2024-08-13
238320,134,113592,4186,117778,0.9506,2024-08-13
1708150,136,5246,67,5313,0.9505,2024-08-13
629730,135,50522,1655,52177,0.9505,2024-08-13
1586800,139,4151,41,4192,0.9504,2024-08-13
1093910,138,12370,275,12645,0.9504,2024-08-13
632360,137,271207,11025,282232,0.9504,2024-08-13
1260520,140,3505,27,3532,0.9503,2024-08-13
2415010,143,6457,101,6558,0.9501999999999999,2024-08-13
2593370,142,32240,974,33214,0.9501999999999999,2024-08-13
203160,141,225956,9093,235049,0.9501999999999999,2024-08-13
1713610,144,4081,41,4122,0.9501000000000001,2024-08-13
412830,146,16866,429,17295,0.95,2024-08-13
2324650,145,20808,565,21373,0.95,2024-08-13
2600140,148,2978,17,2995,0.9499,2024-08-13
2220360,147,3741,34,3775,0.9499,2024-08-13
8930,150,191103,7667,198770,0.9497,2024-08-13
22380,149,206619,8352,214971,0.9497,2024-08-13
1507970,153,4460,53,4513,0.9495,2024-08-13
1684930,152,6028,94,6122,0.9495,2024-08-13
851100,151,13040,310,13350,0.9495,2024-08-13
432350,155,5109,70,5179,0.9494,2024-08-13
319630,154,159285,6326,165611,0.9494,2024-08-13
683320,156,70182,2520,72702,0.9493,2024-08-13
1901370,158,3714,36,3750,0.9492,2024-08-13
2121360,157,11586,266,11852,0.9492,2024-08-13
1390350,159,12581,305,12886,0.9487000000000001,2024-08-13
1277930,160,5155,76,5231,0.9486,2024-08-13
1969080,161,3590,36,3626,0.9484999999999999,2024-08-13
1292940,162,5982,101,6083,0.9483,2024-08-13
1895350,166,2972,23,2995,0.9481,2024-08-13
1806840,165,5717,95,5812,0.9481,2024-08-13
1059990,164,8653,184,8837,0.9481,2024-08-13
541570,163,18486,525,19011,0.9481,2024-08-13
1746030,167,12330,307,12637,0.948,2024-08-13
206190,168,12519,315,12834,0.9479000000000001,2024-08-13
1369320,169,9320,208,9528,0.9478,2024-08-13
1275670,171,12292,310,12602,0.9477,2024-08-13
322330,170,443601,20067,463668,0.9477,2024-08-13
2291850,174,5398,89,5487,0.9476,2024-08-13
312990,173,17567,500,18067,0.9476,2024-08-13
206440,172,73158,2781,75939,0.9476,2024-08-13
204360,175,111851,4503,116354,0.9475,2024-08-13
351640,176,11578,289,11867,0.9473999999999999,2024-08-13
2532550,179,24089,756,24845,0.9473,2024-08-13
1392820,178,25257,799,26056,0.9473,2024-08-13
597170,177,28103,911,29014,0.9473,2024-08-13
1989270,181,13637,365,14002,0.9472,2024-08-13
435150,180,173936,7390,181326,0.9472,2024-08-13
597220,182,9067,207,9274,0.9470999999999999,2024-08-13
450540,183,19933,602,20535,0.9470000000000001,2024-08-13
1067310,185,6504,128,6632,0.9467,2024-08-13
362680,184,16330,472,16802,0.9467,2024-08-13
745880,187,4407,66,4473,0.9466,2024-08-13
242760,186,529327,24909,554236,0.9466,2024-08-13
1328840,188,5574,101,5675,0.9465,2024-08-13
1604000,189,15132,432,15564,0.9464,2024-08-13
1520370,190,12347,331,12678,0.9462999999999999,2024-08-13
1211020,194,21356,676,22032,0.9462,2024-08-13
221640,193,23562,764,24326,0.9462,2024-08-13
312530,192,36398,1292,37690,0.9462,2024-08-13
35140,191,63091,2447,65538,0.9462,2024-08-13
1469280,197,6676,138,6814,0.9460999999999999,2024-08-13
1241510,196,18979,585,19564,0.9460999999999999,2024-08-13
500,195,54977,2101,57078,0.9460999999999999,2024-08-13
897220,199,3427,42,3469,0.946,2024-08-13
653530,198,25098,831,25929,0.946,2024-08-13
1530140,200,2415,17,2432,0.9459000000000001,2024-08-13
246420,201,13131,367,13498,0.9458,2024-08-13
1388880,202,23444,771,24215,0.9457,2024-08-13
1927720,203,4286,68,4354,0.9455,2024-08-13
1985690,206,13287,379,13666,0.9454,2024-08-13
488860,205,14033,407,14440,0.9454,2024-08-13
644560,204,83074,3421,86495,0.9454,2024-08-13
1171370,208,3683,52,3735,0.9451999999999999,2024-08-13
1708870,207,6299,132,6431,0.9451999999999999,2024-08-13
1434480,209,3977,61,4038,0.9451,2024-08-13
926990,210,8079,194,8273,0.945,2024-08-13
990630,213,9582,248,9830,0.9449,2024-08-13
617670,212,13599,399,13998,0.9449,2024-08-13
2495980,211,14455,432,14887,0.9449,2024-08-13
1250760,214,6228,133,6361,0.9448000000000001,2024-08-13
1388770,216,17436,555,17991,0.9445999999999999,2024-08-13
235460,215,73882,3068,76950,0.9445999999999999,2024-08-13
397740,218,5025,96,5121,0.9445,2024-08-13
601150,217,122529,5407,127936,0.9445,2024-08-13
214560,219,15334,474,15808,0.9444,2024-08-13
420110,220,12140,351,12491,0.9443,2024-08-13
1817070,221,93396,4033,97429,0.9442,2024-08-13
909080,225,9298,247,9545,0.9440999999999999,2024-08-13
1262350,224,18950,626,19576,0.9440999999999999,2024-08-13
32440,223,21871,747,22618,0.9440999999999999,2024-08-13
1455840,222,25267,893,26160,0.9440999999999999,2024-08-13
1428310,227,5155,103,5258,0.9440000000000001,2024-08-13
1406990,226,8200,208,8408,0.9440000000000001,2024-08-13
200260,228,60370,2483,62853,0.9439,2024-08-13
623080,229,2684,30,2714,0.9437000000000001,2024-08-13
658920,230,5873,129,6002,0.9436,2024-08-13
1285670,232,9832,273,10105,0.9434999999999999,2024-08-13
2378900,231,21399,743,22142,0.9434999999999999,2024-08-13
1337010,234,5649,123,5772,0.9434,2024-08-13
2109460,233,14492,458,14950,0.9434,2024-08-13
2365810,236,10174,288,10462,0.9433,2024-08-13
814380,235,279500,13628,293128,0.9433,2024-08-13
2551500,238,5407,116,5523,0.9431999999999999,2024-08-13
221380,237,95670,4242,99912,0.9431999999999999,2024-08-13
1829980,243,4037,72,4109,0.9431,2024-08-13
2056220,242,4874,99,4973,0.9431,2024-08-13
602520,241,11497,342,11839,0.9431,2024-08-13
1421250,240,17905,603,18508,0.9431,2024-08-13
261030,239,28917,1082,29999,0.9431,2024-08-13
1996010,245,2996,41,3037,0.943,2024-08-13
1948280,244,23180,831,24011,0.943,2024-08-13
2171440,246,7924,209,8133,0.9428,2024-08-13
1665190,248,2793,36,2829,0.9427,2024-08-13
1764390,247,7121,180,7301,0.9427,2024-08-13
1282200,250,5644,128,5772,0.9426000000000001,2024-08-13
379720,249,184024,8825,192849,0.9426000000000001,2024-08-13
