UUID,Rank,GameID,Country,Date,SystemDate
98eba432-a0cf-4cb4-a8e5-12d108b74f12,1,730,AT,2024-08-11,2024-08-14 18:45
9a789329-0b9d-4a0e-9bff-d168546f83a5,3,236390,AT,2024-08-11,2024-08-14 18:45
0f3631db-7834-4f1e-ba8b-bb67335bed2b,4,306130,AT,2024-08-11,2024-08-14 18:45
681e9cff-ade4-4255-8b16-6896a7d4c7d3,5,2074920,AT,2024-08-11,2024-08-14 18:45
2c74751e-2c1f-474f-ab0e-b8a7d9d8fe97,6,1857090,AT,2024-08-11,2024-08-14 18:45
d265ad8f-bd7e-4a8d-90c8-330353c373f6,7,2933620,AT,2024-08-11,2024-08-14 18:45
34a8feb4-625b-473a-ba5d-058066b57592,8,238960,AT,2024-08-11,2024-08-14 18:45
953f6c60-292e-4342-a607-0777fddeff51,9,1245620,AT,2024-08-11,2024-08-14 18:45
e4fae392-a054-483a-94fe-fde04d68e640,10,1593500,AT,2024-08-11,2024-08-14 18:45
1a7f4e2d-b59e-4133-9160-c3b4e4cdb186,11,2183900,AT,2024-08-11,2024-08-14 18:45
5e37a7c0-26e6-4f3a-b8a0-a0af5712a868,12,1222670,AT,2024-08-11,2024-08-14 18:45
ff9ec42a-f094-4034-94b1-d58af5775348,14,1086940,AT,2024-08-11,2024-08-14 18:45
c2b57005-98c7-45cb-9ac4-2ca8b17a1019,15,397540,AT,2024-08-11,2024-08-14 18:45
09d35053-46f5-4a15-b532-e87787579ddf,16,2195250,AT,2024-08-11,2024-08-14 18:45
5139b2e4-873e-489b-a2f7-60fe2513cff6,17,2139460,AT,2024-08-11,2024-08-14 18:45
de37fcc4-cdf6-4ce5-ba55-e297011f6ec2,18,1449850,AT,2024-08-11,2024-08-14 18:45
351b5935-05fc-47ee-9c46-95f5a39c2d63,19,553850,AT,2024-08-11,2024-08-14 18:45
403e13f2-f61b-4df7-b318-4bcfbbc1a995,20,271590,AT,2024-08-11,2024-08-14 18:45
c25055d6-6ea5-4f8e-935d-a997d1e3aaf3,21,230410,AT,2024-08-11,2024-08-14 18:45
a6c1b128-6bc6-4531-9008-5ed119eaad5b,22,39210,AT,2024-08-11,2024-08-14 18:45
d005bba1-3ab6-4af3-a594-953096c0ac6a,23,578080,AT,2024-08-11,2024-08-14 18:45
3726cc88-232e-471b-b104-d36def1b2ba7,24,2638370,AT,2024-08-11,2024-08-14 18:45
7b263dac-0508-48bc-9ce3-df6d9a69926a,26,381210,AT,2024-08-11,2024-08-14 18:45
d6c17374-eef2-48aa-bb71-f79bc52db871,27,252490,AT,2024-08-11,2024-08-14 18:45
455c23f9-1bd4-413a-b8ae-70a7c0728b84,28,2567870,AT,2024-08-11,2024-08-14 18:45
8e1dc0db-ff30-4dfc-ae51-d77703a6b9d0,29,2778580,AT,2024-08-11,2024-08-14 18:45
11b5c134-f25a-4ba3-8424-ece6305f2006,30,1085660,AT,2024-08-11,2024-08-14 18:45
22e13af2-7a9d-49c8-8378-a942615cb239,32,1172470,AT,2024-08-11,2024-08-14 18:45
af1e941e-9221-4293-acdd-c495e7c9afce,35,227300,AT,2024-08-11,2024-08-14 18:45
9c2d9b64-c933-4ad4-a5d2-09ed6bf900ab,36,1237970,AT,2024-08-11,2024-08-14 18:45
81b863a7-3649-44c1-8110-32d22256d912,37,311210,AT,2024-08-11,2024-08-14 18:45
5ead9891-a7ae-4640-8693-9a27fb8aab2e,38,377160,AT,2024-08-11,2024-08-14 18:45
8d963cd4-aaed-4e57-b714-cfb0139afc66,40,440,AT,2024-08-11,2024-08-14 18:45
8a74c4d1-8d89-416e-a168-233692216964,41,2344520,AT,2024-08-11,2024-08-14 18:45
c445af44-785d-4f43-b04b-192738577b55,42,2142790,AT,2024-08-11,2024-08-14 18:45
0644ad16-9064-4654-bc82-bbbb55e38b6f,43,1172620,AT,2024-08-11,2024-08-14 18:45
e1e35311-c93a-4c64-9b6d-6d74f0378aeb,44,570,AT,2024-08-11,2024-08-14 18:45
c0adc15d-0c99-47d9-bd74-7d047a98a60d,45,2808930,AT,2024-08-11,2024-08-14 18:45
748157b1-e845-49d5-9237-6098b482ab37,47,1250410,AT,2024-08-11,2024-08-14 18:45
53fcd70c-b168-48d6-8e51-2a44c0a64aca,49,2362300,AT,2024-08-11,2024-08-14 18:45
15f771c7-20b7-401d-8000-3141b4798f48,50,2396240,AT,2024-08-11,2024-08-14 18:45
94572531-ec5a-4ef0-a87b-32be392d2004,51,2358720,AT,2024-08-11,2024-08-14 18:45
a85220f4-f8bf-4b3f-99a1-4b66819ea57a,53,2215430,AT,2024-08-11,2024-08-14 18:45
7d835a10-59b6-4cf1-a70c-113f01b48465,55,275850,AT,2024-08-11,2024-08-14 18:45
e102398e-b1c9-44d8-bfee-0fb79c1f3a4a,56,1149460,AT,2024-08-11,2024-08-14 18:45
5315a515-2461-40b5-9881-98bb14b732b8,57,489830,AT,2024-08-11,2024-08-14 18:45
c6491a6a-5ebb-42da-9935-b435061532c4,58,1286680,AT,2024-08-11,2024-08-14 18:45
d85a12d4-ecf1-40d8-9ea7-412b834cc0fc,60,782330,AT,2024-08-11,2024-08-14 18:45
23ff3ce2-1804-48d3-9298-eb8d9b9dced0,61,1326470,AT,2024-08-11,2024-08-14 18:45
07bbc25d-b456-40ea-a9ab-1d6dfe2ea483,62,49520,AT,2024-08-11,2024-08-14 18:45
e11c1213-8acb-43b4-aee8-a7db44ff5bf0,63,1203620,AT,2024-08-11,2024-08-14 18:45
015bacb1-da72-4dc7-9200-cdda1e1ba278,64,202970,AT,2024-08-11,2024-08-14 18:45
c0eaebba-31a4-48e9-8979-c9eb2a326fb2,65,1151340,AT,2024-08-11,2024-08-14 18:45
43b2d805-e671-45df-9302-31a8458214f7,67,2519060,AT,2024-08-11,2024-08-14 18:45
183e3a18-a3c3-4374-994b-143aebb92156,69,393080,AT,2024-08-11,2024-08-14 18:45
08e2dec4-8deb-49aa-a3ca-0d1233357ab4,70,1716740,AT,2024-08-11,2024-08-14 18:45
6b9db5db-8bcd-4ff4-bfa4-a284ba4544cf,71,359550,AT,2024-08-11,2024-08-14 18:45
c290b5ed-1d15-4c82-a363-93e2a2567e63,73,1599340,AT,2024-08-11,2024-08-14 18:45
67b2266f-46a1-42c2-b9a8-aebbfa2cd952,74,1144200,AT,2024-08-11,2024-08-14 18:45
173d9538-4dc2-468f-b14c-143775c5affb,75,2305840,AT,2024-08-11,2024-08-14 18:45
96dfcbdc-7c00-497c-8ff6-7cddecd68e62,77,2488620,AT,2024-08-11,2024-08-14 18:45
ef46cc23-8a0c-4fe5-ae5c-638a1287f016,78,1363080,AT,2024-08-11,2024-08-14 18:45
f59a77c7-3c22-477b-9a87-7e852d786950,80,1551360,AT,2024-08-11,2024-08-14 18:45
2c1fc7e6-d696-421b-9376-ff6aea080d33,81,2751000,AT,2024-08-11,2024-08-14 18:45
ac94cbdd-3efb-416c-bb50-db26c0e9c3ff,82,582660,AT,2024-08-11,2024-08-14 18:45
679e1eff-b97a-4f00-ad89-2786d8f979c8,83,494840,AT,2024-08-11,2024-08-14 18:45
13018d58-5742-4815-9669-266b614046ee,85,1232580,AT,2024-08-11,2024-08-14 18:45
a06cbe5a-72db-484b-8b3f-972833b7ebfc,86,2141910,AT,2024-08-11,2024-08-14 18:45
90c08df0-52b5-492c-ab8e-28a395c62f53,88,1091500,AT,2024-08-11,2024-08-14 18:45
5feeebfa-2176-472a-b478-48b51fa605a2,89,413150,AT,2024-08-11,2024-08-14 18:45
a444b99d-c3c9-4e75-bb4a-821b76e4994f,90,594650,AT,2024-08-11,2024-08-14 18:45
e77e2b2e-5ec9-46a4-b54f-9724d4500daa,91,1244460,AT,2024-08-11,2024-08-14 18:45
ad63622a-6d44-46b1-821d-d9b693981b73,92,546560,AT,2024-08-11,2024-08-14 18:45
