UUID,Rank,GameID,Country,Date
2137172f-7c3b-462f-9087-4a2d89f0e7e4,1,1675200,IT,2024-08-13
b7b1241d-e6e7-45ac-9c96-cd89f09f5c06,2,1091500,IT,2024-08-13
81e7e2cb-a3b1-4b74-9f46-71301292c5fa,3,730,IT,2024-08-13
c3a62f5e-4146-4c75-8df9-3063f3fbad11,4,2358720,IT,2024-08-13
33485319-e8e3-4f95-aaba-02e8f2af0243,5,1086940,IT,2024-08-13
39b713bf-fa22-40d4-80a4-ac402f26e23d,6,2074920,IT,2024-08-13
a285f2ee-3673-40f7-bb8c-872facb2a4cc,7,32470,IT,2024-08-13
24cf7688-987a-48d8-a693-10eed04f42f5,8,1245620,IT,2024-08-13
30450bd2-7b70-4cf4-855b-cc6fa0d3f165,9,33369,IT,2024-08-13
12264396-7a0b-4720-bb69-8d8c9a854086,10,397540,IT,2024-08-13
6bae76ad-963d-4305-a225-6dae8b8019e4,11,2933620,IT,2024-08-13
dc121edd-9890-40e7-b5fe-f3b8a63211cc,12,311210,IT,2024-08-13
568ad27d-7403-4e04-906b-9a07dc6cd49d,13,1313140,IT,2024-08-13
256be1b7-1e80-48b0-843f-756a93bb7bd7,14,38848,IT,2024-08-13
bdcaf965-0ef6-4f85-81bb-371632909437,15,1593500,IT,2024-08-13
de5ac566-0f35-40d0-aadf-dc795122f9f8,16,5700,IT,2024-08-13
90cdeb77-2a91-4e35-8fd8-7c8b501d70a7,17,236390,IT,2024-08-13
cdc0865f-698a-4a90-b0dc-63680fe5cac1,18,393080,IT,2024-08-13
fe1fc30e-c63b-43b2-a7df-dc2823bfc242,19,271590,IT,2024-08-13
dfb66f19-adb6-43dc-ba7b-4940b1775050,20,2141910,IT,2024-08-13
88990504-ec47-4efb-bbde-33ebec1617c6,21,2183900,IT,2024-08-13
85ebbb6b-cc63-4916-acbe-bbb52d0452f6,22,2638370,IT,2024-08-13
0294e795-9402-4bb0-a80e-c196f5042ab4,23,199943,IT,2024-08-13
b9728e4e-d6bc-4db3-8590-25d74cf0f897,24,2808930,IT,2024-08-13
05b36db9-8661-4f02-8d0b-fc51600b400d,25,1665460,IT,2024-08-13
27e779b6-1301-48f5-ad06-cd42622e7954,26,2778580,IT,2024-08-13
84b792eb-8c94-41a1-8e83-9ec96d0bedd9,27,1687950,IT,2024-08-13
1720bcb2-6993-498f-8993-02db185100f2,28,2139460,IT,2024-08-13
de8a9ebd-10b4-4b03-b466-48c31d5722a6,29,230410,IT,2024-08-13
ae3106e7-f45b-43a0-9615-444b3b1f1e55,30,2138330,IT,2024-08-13
cb492fc8-a740-4030-8409-e131b3238f64,31,2669320,IT,2024-08-13
d4021d62-3f59-4337-b640-b7317a9859c6,32,489830,IT,2024-08-13
42b3fb42-fa40-418e-a2f1-0f7f81577ff1,33,570,IT,2024-08-13
38cfe682-657c-4bd4-bf7d-3fc674372e97,34,381210,IT,2024-08-13
4be97907-ac04-430f-b897-9f70eb215513,35,30424,IT,2024-08-13
4f22320a-703f-44ee-92ba-15799c76d089,36,2161700,IT,2024-08-13
b0ef4b30-863a-4612-ac24-148905dbdb7c,37,377160,IT,2024-08-13
9f27afcf-6a14-4ecf-980a-d58bee88523a,38,39210,IT,2024-08-13
ee9c0e62-70c3-4ea6-8ef1-d591dcd47d2a,39,306130,IT,2024-08-13
896deb01-7d10-4f82-8fb0-9fe68d88a7f4,40,227300,IT,2024-08-13
92051788-36d2-4f50-ba8f-e6d2bbc0b574,41,2461850,IT,2024-08-13
d9c60aa4-2ad1-47d0-9c86-954cb94362c7,42,553850,IT,2024-08-13
717df780-7ffb-4e97-9d31-1a23fbc9652d,43,6998,IT,2024-08-13
22217dae-41ea-4e1f-a510-890eafc329cc,44,782330,IT,2024-08-13
65ae8d2f-40a4-486e-8531-49f2b6b3ab3a,45,1962663,IT,2024-08-13
670ea41c-9c57-47c8-8c44-23f9126900d2,46,202970,IT,2024-08-13
ed36857f-f49b-475a-a6b6-76b6fe3264bd,47,1085660,IT,2024-08-13
80aeaec5-53ad-4038-a0aa-34c41600ddb5,48,42023,IT,2024-08-13
d1151336-bce9-4a4b-a3e0-924f6ddb0fb5,49,1151340,IT,2024-08-13
9d204b7b-b7b9-43b3-904b-9f4e4b6bf555,50,2840770,IT,2024-08-13
0bf4192b-a2e1-4e6b-930f-783c5bdae755,51,1599340,IT,2024-08-13
51dba328-10f7-4878-852b-cfcb97556eb2,52,15435,IT,2024-08-13
8160ecaa-3f4d-4aea-8c37-bb4ded75a19d,53,2567870,IT,2024-08-13
d541d968-c86d-435c-beb5-ebd9149ad8bb,54,739630,IT,2024-08-13
5e698953-fb7c-4626-b6e4-026682f1cb12,55,1449850,IT,2024-08-13
c20c4c78-71a3-4696-a9e7-b2093673ee67,56,2488620,IT,2024-08-13
dbf04066-6c87-40d0-8765-aa9f3435fc58,57,1237970,IT,2024-08-13
e88e3f28-febf-4dc3-a393-ad55fe0fbc94,58,578080,IT,2024-08-13
e8985363-2d19-44d9-9824-a3f143e924b5,59,2751000,IT,2024-08-13
8f472977-5f10-481e-8791-16f0352b0173,60,1790600,IT,2024-08-13
aafa8d22-79b2-467d-b3c8-7462ae86d9c0,61,359550,IT,2024-08-13
95b391fe-5515-4ba5-b0d2-d6707506338c,62,2344520,IT,2024-08-13
ab62495a-190e-4dea-8629-bfce6f8cd1fd,63,49520,IT,2024-08-13
867e12b1-63ac-486c-83ac-0e9ae6e0d22d,64,1222670,IT,2024-08-13
70a855f7-9b63-4cb3-903b-4b549d7b704e,65,1172470,IT,2024-08-13
f8c2f61c-b50b-42bc-b815-00186d4f82e6,66,1172620,IT,2024-08-13
ea95fe5f-c5c4-4ada-9f20-d0d033f44956,67,552990,IT,2024-08-13
75c87816-e2d4-4a0b-bbe0-32e92baded52,68,1169040,IT,2024-08-13
a91c2b30-8336-41db-9ad3-2d6830165606,69,413150,IT,2024-08-13
8544974f-4e17-4679-85db-a69c5d30457d,70,252490,IT,2024-08-13
80324072-94e3-4c26-97bb-2452751a7b97,71,1934680,IT,2024-08-13
5a036d8f-aeda-4981-96f4-8f891ba4958d,72,124923,IT,2024-08-13
8d2340d8-0aba-4f35-9aec-034156337e55,73,238960,IT,2024-08-13
bd8f8a22-2760-4cdc-a846-1f485f37b4f4,74,582010,IT,2024-08-13
d11cd089-c58a-4208-baf2-28761f102aac,75,1997040,IT,2024-08-13
a3952738-d6f0-4ab4-974d-eeb294705c06,76,2890190,IT,2024-08-13
5e80dbe2-4b35-4524-9d42-1608478a5243,77,250900,IT,2024-08-13
58237806-00e9-4ae0-8dd2-7e65c77ab9e8,78,546560,IT,2024-08-13
bc0ef623-6a36-4db4-94c4-0652a8120e73,79,692569,IT,2024-08-13
223c6774-9538-46d7-aaac-3851c31ac1c4,80,805550,IT,2024-08-13
dd990f7d-65cf-4fdf-afcf-993f1976ba0d,81,2000950,IT,2024-08-13
1e5f887b-1ad3-4a33-b41b-9141552669a7,82,1203220,IT,2024-08-13
e0f099ef-96eb-43a3-879b-e5717759317e,83,1517290,IT,2024-08-13
5697e4b0-e3fb-4a17-9bee-4c8f5e846f78,84,1446780,IT,2024-08-13
081518e6-744e-429b-ab68-55ed81733247,85,2142790,IT,2024-08-13
8870590f-a1d0-4f0a-a6dc-648c9925407d,86,1938090,IT,2024-08-13
4dc026b0-beac-4add-90b7-27ef2a7c7172,87,244210,IT,2024-08-13
12be6a76-318a-4dd1-850d-d2ff009dfd6b,88,582660,IT,2024-08-13
1cd6eefc-8481-4d6c-9fd8-b0fe5ec18602,89,36119,IT,2024-08-13
da4456ec-ee2b-4bbb-93af-0a4d38250939,90,1286680,IT,2024-08-13
940bc0eb-b41a-4307-ae53-65ead933c896,91,1985810,IT,2024-08-13
3ddc0f46-2b85-40a6-bb29-f33b168ac53e,92,1622910,IT,2024-08-13
db312099-bb5e-4d6a-8f57-a799e423854c,93,1551360,IT,2024-08-13
112e5d05-bbd8-4f83-8ed1-c64b8bcd95fa,94,1282100,IT,2024-08-13
d39efc1a-517f-4b8e-a4eb-6d4027655c5b,95,436150,IT,2024-08-13
235a588f-214f-45b0-8176-c5dd31cfd912,96,33357,IT,2024-08-13
c6fe29f9-6743-4245-aae7-4eb346b842a0,97,1378990,IT,2024-08-13
11a15cb7-cfaa-4210-83c7-f939fb7ab66e,98,33215,IT,2024-08-13
9563e326-c24a-4ec1-b26e-7155ff7d6a66,99,440,IT,2024-08-13
9229de9d-7d1c-4950-be7f-e3396be73077,100,1142710,IT,2024-08-13
20b24fd7-e56b-4c35-b1f6-ba2cd940f367,1,730,BR,2024-08-13
105b3229-8585-42ea-a534-d2159272f917,2,1091500,BR,2024-08-13
bc3c2ec9-0092-449c-9c50-164a72c44356,3,32470,BR,2024-08-13
b6c0e66e-65ff-4c2b-8b77-947cf1f5ea15,4,1313140,BR,2024-08-13
9c3bd7a6-2f9d-40b5-9a01-26c744d702e5,5,2161700,BR,2024-08-13
8c9cff88-5b5d-47b2-91ad-bf38f91d324e,6,2358720,BR,2024-08-13
a642d820-0458-4562-bc9c-f8ada309b498,7,1687950,BR,2024-08-13
f43203a5-cdfd-438d-b4ad-f8da0d9b662c,8,2933620,BR,2024-08-13
8246472a-3738-4c6c-aa54-f4886e2da596,9,2669320,BR,2024-08-13
9b6da7fc-26cc-41be-bc9d-92d20e722975,10,271590,BR,2024-08-13
8a98525e-964f-4b35-9650-5ab36cd11409,11,5700,BR,2024-08-13
57c47151-7fbd-4bb1-8c96-d99f0d1b7305,12,570,BR,2024-08-13
a37eb20f-da66-4ce8-a03d-e56df16182e5,13,578080,BR,2024-08-13
c31c476a-c2b7-40c8-bd7f-6d6539d325ef,14,1593500,BR,2024-08-13
540a0242-50ec-4000-bac6-49265a85a118,15,2138330,BR,2024-08-13
