GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1281191,1818773,2024-08-09
578080,2,652110,3257248,2024-08-09
570,3,638841,1295114,2024-08-09
2923300,4,356259,917272,2024-08-09
1203220,5,289000,385770,2024-08-09
1172470,6,287593,624473,2024-08-09
271590,7,169586,364548,2024-08-09
2139460,8,148228,231668,2024-08-09
252490,9,134229,245243,2024-08-09
238960,10,123089,229337,2024-08-09
431960,11,115615,150375,2024-08-09
1245620,12,114320,953426,2024-08-09
236390,13,99940,121318,2024-08-09
413150,14,99302,236614,2024-08-09
1086940,15,86250,875343,2024-08-09
1938090,16,84126,491670,2024-08-09
251570,17,83405,125419,2024-08-09
440,18,82884,253997,2024-08-09
2074920,19,78825,264860,2024-08-09
359550,20,62284,201933,2024-08-09
2252570,21,61901,89478,2024-08-09
1782210,22,59320,75967,2024-08-09
2195250,23,58562,107359,2024-08-09
381210,24,58426,105093,2024-08-09
289070,25,56247,162657,2024-08-09
553850,26,54024,458709,2024-08-09
230410,27,52614,189837,2024-08-09
1085660,28,49187,316750,2024-08-09
221100,29,48784,73418,2024-08-09
394360,30,47392,78108,2024-08-09
582010,31,47154,334684,2024-08-09
322330,32,46086,115925,2024-08-09
2357570,33,44489,75608,2024-08-09
1222670,34,42909,96328,2024-08-09
1281930,35,42603,47602,2024-08-09
39210,36,42153,95150,2024-08-09
480,37,41352,102705,2024-08-09
1623730,38,39524,2101867,2024-08-09
227300,39,38677,69754,2024-08-09
1449850,40,38041,262689,2024-08-09
1973530,41,37979,38950,2024-08-09
1248130,42,37232,105636,2024-08-09
1174180,43,37166,77655,2024-08-09
3047030,44,36636,36636,2024-08-09
105600,45,36097,489886,2024-08-09
436150,46,35269,47136,2024-08-09
1238810,47,34937,116104,2024-08-09
438100,48,34501,52956,2024-08-09
346110,49,34483,248405,2024-08-09
4000,50,32758,73863,2024-08-09
1366800,51,31628,35101,2024-08-09
304930,52,31244,112703,2024-08-09
550,53,29351,162399,2024-08-09
1599340,54,29272,1325305,2024-08-09
2344520,55,27595,39782,2024-08-09
252950,56,27515,147632,2024-08-09
108600,57,27157,65505,2024-08-09
2977660,58,27089,90669,2024-08-09
1091500,59,26472,1054388,2024-08-09
261550,60,26169,248216,2024-08-09
892970,61,26122,502387,2024-08-09
1364780,62,25919,70573,2024-08-09
739630,63,24819,112717,2024-08-09
1818450,64,24779,38437,2024-08-09
275850,65,24749,212613,2024-08-09
377160,66,24693,472962,2024-08-09
294100,67,24687,62257,2024-08-09
2016590,68,24427,57164,2024-08-09
2448970,69,24060,39325,2024-08-09
1142710,70,23608,166754,2024-08-09
489830,71,22773,69906,2024-08-09
548430,72,22762,54160,2024-08-09
218620,73,22643,247709,2024-08-09
292030,74,20735,103329,2024-08-09
2709440,75,20524,20524,2024-08-09
960090,76,20334,53943,2024-08-09
594650,77,20149,45091,2024-08-09
250900,78,19855,70701,2024-08-09
1158310,79,19844,98872,2024-08-09
513710,80,19397,68322,2024-08-09
1049590,81,19110,52853,2024-08-09
1568590,82,18632,702845,2024-08-09
1905180,83,18542,20080,2024-08-09
1238840,84,18387,53714,2024-08-09
1293830,85,18353,75689,2024-08-09
322170,86,17941,88346,2024-08-09
813780,87,17911,38725,2024-08-09
284160,88,17888,26844,2024-08-09
629520,89,17879,21920,2024-08-09
1623660,90,17706,97173,2024-08-09
2338770,91,17600,30363,2024-08-09
236850,92,17252,48165,2024-08-09
1551360,93,17245,81096,2024-08-09
8930,94,17226,91363,2024-08-09
646570,95,16700,33086,2024-08-09
766570,96,16110,24544,2024-08-09
1172620,97,16053,66906,2024-08-09
582660,98,15691,60395,2024-08-09
393380,99,15666,35151,2024-08-09
427520,100,15375,34700,2024-08-09
240,101,15344,100056,2024-08-09
107410,102,15320,56679,2024-08-09
1966720,103,15241,240817,2024-08-09
1325860,104,15117,16688,2024-08-09
2073850,105,15027,242619,2024-08-09
291550,106,14952,34816,2024-08-09
444200,107,14924,56669,2024-08-09
1517290,108,14162,107376,2024-08-09
306130,109,14029,49234,2024-08-09
1329410,110,14002,39075,2024-08-09
10,111,13704,319586,2024-08-09
2399830,112,13640,98047,2024-08-09
2567870,113,13623,94480,2024-08-09
1665460,114,13562,21316,2024-08-09
244210,115,13259,19661,2024-08-09
1466860,116,13252,73928,2024-08-09
2426960,117,13233,22281,2024-08-09
2349820,118,13023,37249,2024-08-09
281990,119,12768,68602,2024-08-09
457140,120,12762,27486,2024-08-09
232090,121,12657,69987,2024-08-09
1426210,122,12641,32685,2024-08-09
714010,123,12617,15141,2024-08-09
1454400,124,12610,67867,2024-08-09
761890,125,12265,27227,2024-08-09
1920960,126,12229,85551,2024-08-09
255710,127,12117,60386,2024-08-09
814380,128,11782,125315,2024-08-09
386360,129,11473,31169,2024-08-09
1446780,130,11445,231360,2024-08-09
552990,131,10942,411338,2024-08-09
526870,132,10619,34238,2024-08-09
311210,133,10586,63681,2024-08-09
1151340,134,10561,73368,2024-08-09
2445690,135,10353,20280,2024-08-09
529340,136,10207,70100,2024-08-09
365670,137,10049,10654,2024-08-09
1326470,138,9946,414257,2024-08-09
2670630,139,9887,51363,2024-08-09
648800,140,9782,101096,2024-08-09
2291060,141,9763,18641,2024-08-09
1904540,142,9633,83715,2024-08-09
1997040,143,9552,18967,2024-08-09
700330,144,9383,13908,2024-08-09
216150,145,9119,13850,2024-08-09
990080,146,8962,879308,2024-08-09
270880,147,8885,19153,2024-08-09
1203620,148,8867,160405,2024-08-09
945360,149,8811,447476,2024-08-09
2855560,150,8793,9508,2024-08-09
632360,151,8743,71548,2024-08-09
2526380,152,8739,9914,2024-08-09
2707930,153,8667,12607,2024-08-09
1687950,154,8636,35474,2024-08-09
949230,155,8547,104697,2024-08-09
1283970,156,8477,8588,2024-08-09
1778820,157,8456,49977,2024-08-09
3076520,158,8061,8563,2024-08-09
1250410,159,8024,61829,2024-08-09
2141910,160,7897,12058,2024-08-09
376210,161,7717,11973,2024-08-09
2142790,162,7604,7604,2024-08-09
2379780,163,7596,37977,2024-08-09
1144200,164,7545,55174,2024-08-09
1476970,165,7446,13048,2024-08-09
3016800,166,7422,10488,2024-08-09
1118200,167,7337,17015,2024-08-09
686810,168,7279,18280,2024-08-09
2646460,169,7182,46833,2024-08-09
1237970,170,7168,27631,2024-08-09
286160,171,6959,37198,2024-08-09
779340,172,6931,192298,2024-08-09
374320,173,6925,129975,2024-08-09
2638370,174,6908,6995,2024-08-09
367520,175,6848,20324,2024-08-09
440900,176,6775,53402,2024-08-09
1604030,177,6713,150645,2024-08-09
1677740,178,6655,43705,2024-08-09
233860,179,6640,10971,2024-08-09
1716740,180,6581,330723,2024-08-09
242760,181,6570,78097,2024-08-09
1812620,182,6421,8794,2024-08-09
1158160,183,6223,15418,2024-08-09
1468810,184,6200,184171,2024-08-09
494840,185,6069,7201,2024-08-09
2215430,186,6020,77154,2024-08-09
812140,187,6012,62069,2024-08-09
1868140,188,5960,98480,2024-08-09
1267910,189,5922,11867,2024-08-09
1909840,190,5870,6340,2024-08-09
1919590,191,5849,59006,2024-08-09
380600,192,5761,9926,2024-08-09
262060,193,5738,20064,2024-08-09
728880,194,5735,12716,2024-08-09
214950,195,5682,118240,2024-08-09
48700,196,5624,33054,2024-08-09
899770,197,5577,264708,2024-08-09
835570,198,5565,19178,2024-08-09
244850,199,5548,23888,2024-08-09
304390,200,5546,225831,2024-08-09
412220,201,5494,5494,2024-08-09
958260,202,5430,11284,2024-08-09
1286830,203,5393,34210,2024-08-09
2050650,204,5302,168191,2024-08-09
1973710,205,5295,20201,2024-08-09
784150,206,5195,8264,2024-08-09
1942280,207,5155,32216,2024-08-09
976730,208,5114,161024,2024-08-09
2321470,209,5108,56943,2024-08-09
518790,210,5092,23612,2024-08-09
435150,211,5039,93701,2024-08-09
1260320,212,5019,104174,2024-08-09
933110,213,5016,20146,2024-08-09
431730,214,5005,5165,2024-08-09
239140,215,4979,45876,2024-08-09
1659040,216,4917,9043,2024-08-09
359320,217,4916,28923,2024-08-09
1407200,218,4902,8024,2024-08-09
1943950,219,4881,16529,2024-08-09
1447430,220,4878,11085,2024-08-09
1258080,221,4798,7990,2024-08-09
444090,222,4793,60743,2024-08-09
264710,223,4733,51156,2024-08-09
2591280,224,4702,12066,2024-08-09
231430,225,4637,164688,2024-08-09
22380,226,4635,51038,2024-08-09
1145360,227,4626,54240,2024-08-09
2051620,228,4569,5404,2024-08-09
977400,229,4536,7340,2024-08-09
282070,230,4480,9503,2024-08-09
3590,231,4423,16225,2024-08-09
2881650,232,4392,204439,2024-08-09
2849080,233,4371,21133,2024-08-09
2420110,234,4371,40462,2024-08-09
703080,235,4348,38630,2024-08-09
49520,236,4335,124678,2024-08-09
1328670,237,4327,59817,2024-08-09
1361210,238,4312,108395,2024-08-09
4700,239,4300,8453,2024-08-09
1363080,240,4294,173178,2024-08-09
1062090,241,4278,12354,2024-08-09
1284210,242,4278,8324,2024-08-09
1366540,243,4243,59815,2024-08-09
1811260,244,4229,110878,2024-08-09
1240440,245,4200,272586,2024-08-09
534380,246,4177,274983,2024-08-09
1465360,247,4149,11145,2024-08-09
1818750,248,4142,153433,2024-08-09
379430,249,4137,96069,2024-08-09
268500,250,4103,133022,2024-08-09
962130,251,4093,32012,2024-08-09
2951630,252,4059,7980,2024-08-09
805550,253,4045,12376,2024-08-09
2808930,254,4031,5211,2024-08-09
386180,255,3980,12170,2024-08-09
397540,256,3973,93820,2024-08-09
1282100,257,3960,110856,2024-08-09
2325290,258,3956,8806,2024-08-09
1794680,259,3929,77061,2024-08-09
1147690,260,3927,8032,2024-08-09
1432860,261,3919,12706,2024-08-09
877280,262,3908,6966,2024-08-09
2250040,263,3895,10040,2024-08-09
985810,264,3887,79883,2024-08-09
627690,265,3858,18578,2024-08-09
392160,266,3791,15198,2024-08-09
1201240,267,3779,8166,2024-08-09
1063730,268,3749,913634,2024-08-09
1129580,269,3679,31057,2024-08-09
323190,270,3662,29361,2024-08-09
1149460,271,3651,52501,2024-08-09
1222680,272,3597,86196,2024-08-09
8500,273,3593,10627,2024-08-09
2668080,274,3492,9964,2024-08-09
2471100,275,3488,4779,2024-08-09
2208920,276,3484,15679,2024-08-09
1009850,277,3484,5049,2024-08-09
602960,278,3454,19655,2024-08-09
1569040,279,3441,88767,2024-08-09
1384160,280,3434,31156,2024-08-09
1859910,281,3420,24278,2024-08-09
570940,282,3413,24501,2024-08-09
1284190,283,3404,28416,2024-08-09
2066020,284,3394,18854,2024-08-09
1184370,285,3384,46724,2024-08-09
1599600,286,3362,12460,2024-08-09
221380,287,3316,27927,2024-08-09
644930,288,3316,22395,2024-08-09
1677280,289,3290,36646,2024-08-09
1189490,290,3288,26379,2024-08-09
1066780,291,3273,24308,2024-08-09
1119730,292,3256,6133,2024-08-09
655500,293,3227,3842,2024-08-09
872410,294,3188,16482,2024-08-09
460930,295,3188,45704,2024-08-09
400750,296,3179,8831,2024-08-09
916440,297,3130,25302,2024-08-09
632810,298,3111,7956,2024-08-09
1371580,299,3106,47654,2024-08-09
12210,300,3093,11696,2024-08-09
356190,301,3092,68183,2024-08-09
815370,302,3091,20003,2024-08-09
2186680,303,3088,45405,2024-08-09
34330,304,3077,54115,2024-08-09
1167630,305,3076,8339,2024-08-09
1290000,306,3076,10512,2024-08-09
1482520,307,3065,3473,2024-08-09
2488620,308,3059,8216,2024-08-09
1343400,309,3034,12569,2024-08-09
400040,310,3027,3533,2024-08-09
924970,311,3023,65987,2024-08-09
505460,312,3012,11791,2024-08-09
208650,313,2974,27406,2024-08-09
2281730,314,2973,7141,2024-08-09
787860,315,2967,59466,2024-08-09
447040,316,2957,18138,2024-08-09
594570,317,2955,84920,2024-08-09
993090,318,2939,4052,2024-08-09
1401590,319,2929,14314,2024-08-09
881100,320,2923,9256,2024-08-09
1874880,321,2914,12342,2024-08-09
2231380,322,2904,14382,2024-08-09
1259420,323,2900,27450,2024-08-09
203770,324,2897,141439,2024-08-09
477160,325,2885,127517,2024-08-09
1145350,326,2880,103567,2024-08-09
504230,327,2879,7782,2024-08-09
601510,328,2871,21520,2024-08-09
671860,329,2859,87323,2024-08-09
1128810,330,2851,11716,2024-08-09
588650,331,2818,14910,2024-08-09
10500,332,2813,27559,2024-08-09
1637320,333,2774,6883,2024-08-09
1506830,334,2757,108295,2024-08-09
1922560,335,2744,9670,2024-08-09
1891700,336,2729,3387,2024-08-09
471710,337,2685,7154,2024-08-09
219990,338,2674,61458,2024-08-09
493340,339,2672,21971,2024-08-09
1948980,340,2667,28936,2024-08-09
787480,341,2651,4724,2024-08-09
1593500,342,2627,73529,2024-08-09
2161700,343,2608,45002,2024-08-09
2305840,344,2603,2603,2024-08-09
1787090,345,2580,3869,2024-08-09
620,346,2577,98460,2024-08-09
992300,347,2545,7267,2024-08-09
2427700,348,2545,36557,2024-08-09
880940,349,2521,20957,2024-08-09
1621690,350,2509,34508,2024-08-09
573090,351,2500,6820,2024-08-09
1325200,352,2491,41325,2024-08-09
1304930,353,2483,36689,2024-08-09
219740,354,2469,16796,2024-08-09
335300,355,2466,12106,2024-08-09
2003310,356,2465,5338,2024-08-09
1449690,357,2451,2451,2024-08-09
905370,358,2414,15008,2024-08-09
552500,359,2412,104323,2024-08-09
632470,360,2406,8081,2024-08-09
736190,361,2392,32593,2024-08-09
305620,362,2387,14433,2024-08-09
363970,363,2372,65882,2024-08-09
568220,364,2370,7928,2024-08-09
495420,365,2353,22728,2024-08-09
1151640,366,2352,56557,2024-08-09
1846380,367,2351,14063,2024-08-09
1013320,368,2347,3343,2024-08-09
508440,369,2347,13674,2024-08-09
581320,370,2342,14606,2024-08-09
2961880,371,2315,2315,2024-08-09
1404210,372,2304,19921,2024-08-09
552520,373,2302,92445,2024-08-09
1824220,374,2278,16959,2024-08-09
220200,375,2277,19149,2024-08-09
1549250,376,2274,46103,2024-08-09
2280,377,2269,2269,2024-08-09
2524890,378,2265,25014,2024-08-09
325610,379,2254,26346,2024-08-09
516750,380,2248,5509,2024-08-09
1229490,381,2246,28076,2024-08-09
1367080,382,2243,25422,2024-08-09
786520,383,2239,3747,2024-08-09
635260,384,2227,5369,2024-08-09
266840,385,2220,11074,2024-08-09
613100,386,2219,15910,2024-08-09
2552430,387,2217,11152,2024-08-09
2894940,388,2204,2709,2024-08-09
268910,389,2202,19026,2024-08-09
2551020,390,2198,13663,2024-08-09
72850,391,2194,287411,2024-08-09
1190000,392,2192,22561,2024-08-09
1971870,393,2181,38129,2024-08-09
976310,394,2172,35147,2024-08-09
1797880,395,2162,7787,2024-08-09
601150,396,2161,88894,2024-08-09
977950,397,2150,9330,2024-08-09
588430,398,2144,42656,2024-08-09
1364930,399,2144,2144,2024-08-09
1313140,400,2129,61780,2024-08-09
1588010,401,2125,3824,2024-08-09
1418630,402,2117,107982,2024-08-09
1190970,403,2115,18170,2024-08-09
1274570,404,2115,7969,2024-08-09
466560,405,2110,20235,2024-08-09
669330,406,2094,4932,2024-08-09
2078450,407,2092,2719,2024-08-09
1888160,408,2082,156171,2024-08-09
2484110,409,2079,4756,2024-08-09
1527950,410,2069,35879,2024-08-09
552100,411,2065,2501,2024-08-09
881020,412,2065,114054,2024-08-09
204360,413,2062,16013,2024-08-09
1669000,414,2062,42877,2024-08-09
1876890,415,2061,22824,2024-08-09
1222690,416,2056,4964,2024-08-09
431240,417,2046,20750,2024-08-09
1928420,418,2045,41396,2024-08-09
2167580,419,2037,38641,2024-08-09
1985810,420,2036,3693,2024-08-09
