GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1280074,1818773,2024-08-13
578080,2,663186,3257248,2024-08-13
570,3,641131,1295114,2024-08-13
2923300,4,437514,917272,2024-08-13
1203220,5,267102,385770,2024-08-13
1172470,6,239544,624473,2024-08-13
271590,7,165840,364548,2024-08-13
2139460,8,145457,231668,2024-08-13
252490,9,125853,245243,2024-08-13
431960,10,119237,150375,2024-08-13
238960,11,114485,229337,2024-08-13
1245620,12,106930,953426,2024-08-13
413150,13,106044,236614,2024-08-13
236390,14,92591,121318,2024-08-13
1086940,15,90246,875343,2024-08-13
1938090,16,83096,491670,2024-08-13
440,17,82310,253997,2024-08-13
251570,18,80828,125419,2024-08-13
2074920,19,68124,264860,2024-08-13
2252570,20,64681,89478,2024-08-13
2195250,21,62283,107359,2024-08-13
359550,22,61244,201933,2024-08-13
289070,23,57691,162657,2024-08-13
1782210,24,57411,75967,2024-08-13
230410,25,55179,189837,2024-08-13
582010,26,52550,334684,2024-08-13
381210,27,51466,105093,2024-08-13
221100,28,50131,73418,2024-08-13
394360,29,49377,78108,2024-08-13
322330,30,47255,115925,2024-08-13
3016800,31,47109,51382,2024-08-13
2709570,32,46745,46745,2024-08-13
2357570,33,43678,75608,2024-08-13
1281930,34,43100,47602,2024-08-13
436150,35,43064,47136,2024-08-13
1085660,36,42868,316750,2024-08-13
480,37,42577,102705,2024-08-13
39210,38,40483,95150,2024-08-13
1623730,39,39893,2101867,2024-08-13
1222670,40,39578,96328,2024-08-13
1238810,41,37654,116104,2024-08-13
553850,42,37646,458709,2024-08-13
3047030,43,37232,38782,2024-08-13
346110,44,36984,248405,2024-08-13
227300,45,36799,69754,2024-08-13
438100,46,36793,52956,2024-08-13
1174180,47,36714,77655,2024-08-13
1248130,48,36257,105636,2024-08-13
105600,49,35781,489886,2024-08-13
2977660,50,34452,90669,2024-08-13
304930,51,32224,112703,2024-08-13
1366800,52,32196,35101,2024-08-13
4000,53,32116,73863,2024-08-13
2344520,54,31366,39782,2024-08-13
550,55,29994,162399,2024-08-13
1449850,56,28575,262689,2024-08-13
1091500,57,27701,1054388,2024-08-13
739630,58,27687,112717,2024-08-13
108600,59,27567,65505,2024-08-13
252950,60,27441,147632,2024-08-13
489830,61,27141,69906,2024-08-13
377160,62,27046,472962,2024-08-13
261550,63,26477,248216,2024-08-13
892970,64,26139,502387,2024-08-13
1818450,65,25910,38437,2024-08-13
1364780,66,25759,70573,2024-08-13
1599340,67,25568,1325305,2024-08-13
294100,68,25470,62257,2024-08-13
1142710,69,23882,166754,2024-08-13
275850,70,23139,212613,2024-08-13
2016590,71,22586,57164,2024-08-13
548430,72,22099,54160,2024-08-13
2709440,73,21806,21806,2024-08-13
594650,74,21690,45091,2024-08-13
292030,75,20835,103329,2024-08-13
2448970,76,20785,39325,2024-08-13
1158310,77,20470,98872,2024-08-13
513710,78,20267,68322,2024-08-13
250900,79,20179,70701,2024-08-13
218620,80,20122,247709,2024-08-13
1568590,81,19757,702845,2024-08-13
1049590,82,19466,52853,2024-08-13
1238840,83,19216,53714,2024-08-13
2338770,84,18560,30363,2024-08-13
960090,85,18398,53943,2024-08-13
813780,86,18263,38725,2024-08-13
236850,87,18253,48165,2024-08-13
629520,88,18164,21920,2024-08-13
8930,89,17721,91363,2024-08-13
1623660,90,17718,97173,2024-08-13
322170,91,17682,88346,2024-08-13
284160,92,17538,26844,2024-08-13
1905180,93,17037,20080,2024-08-13
766570,94,16839,24544,2024-08-13
646570,95,16798,33086,2024-08-13
1293830,96,16279,75689,2024-08-13
393380,97,16153,35151,2024-08-13
582660,98,16127,60395,2024-08-13
427520,99,15811,34700,2024-08-13
306130,100,15184,49234,2024-08-13
1172620,101,15025,66906,2024-08-13
2073850,102,15015,242619,2024-08-13
2399830,103,14981,98047,2024-08-13
1517290,104,14847,107376,2024-08-13
240,105,14721,100056,2024-08-13
1966720,106,14643,240817,2024-08-13
1325860,107,14587,16688,2024-08-13
714010,108,14546,15141,2024-08-13
444200,109,14383,56669,2024-08-13
107410,110,14373,56679,2024-08-13
1329410,111,14305,39075,2024-08-13
10,112,14174,319586,2024-08-13
1454400,113,14143,67867,2024-08-13
1973530,114,14058,38950,2024-08-13
291550,115,13996,34816,2024-08-13
2426960,116,13988,22281,2024-08-13
1551360,117,13609,81096,2024-08-13
281990,118,13554,68602,2024-08-13
1466860,119,13470,73928,2024-08-13
457140,120,13298,27486,2024-08-13
2567870,121,13196,94480,2024-08-13
1426210,122,13102,32685,2024-08-13
1446780,123,13070,231360,2024-08-13
232090,124,12940,69987,2024-08-13
244210,125,12752,19661,2024-08-13
814380,126,12617,125315,2024-08-13
311210,127,12509,63681,2024-08-13
1920960,128,12498,85551,2024-08-13
255710,129,12350,60386,2024-08-13
761890,130,12348,27227,2024-08-13
2349820,131,12322,37249,2024-08-13
1237970,132,11743,27631,2024-08-13
386360,133,11621,31169,2024-08-13
1151340,134,11364,73368,2024-08-13
552990,135,11244,411338,2024-08-13
397540,136,10964,93820,2024-08-13
1313140,137,10939,61780,2024-08-13
526870,138,10487,34238,2024-08-13
1665460,139,10438,21316,2024-08-13
365670,140,10258,10654,2024-08-13
2142790,141,10199,11359,2024-08-13
529340,142,10194,70100,2024-08-13
648800,143,9949,101096,2024-08-13
1476970,144,9907,13048,2024-08-13
427410,145,9906,21753,2024-08-13
1904540,146,9810,83715,2024-08-13
1326470,147,9613,414257,2024-08-13
949230,148,9527,104697,2024-08-13
1687950,149,9481,35474,2024-08-13
700330,150,9413,13908,2024-08-13
2670630,151,9158,51363,2024-08-13
632360,152,9127,71548,2024-08-13
990080,153,9023,879308,2024-08-13
2291060,154,8990,18641,2024-08-13
2707930,155,8828,12607,2024-08-13
270880,156,8807,19153,2024-08-13
2855560,157,8743,9508,2024-08-13
1283970,158,8728,8979,2024-08-13
1203620,159,8670,160405,2024-08-13
2526380,160,8657,9914,2024-08-13
216150,161,8487,13850,2024-08-13
2379780,162,8385,37977,2024-08-13
2141910,163,8206,12058,2024-08-13
1593500,164,8204,73529,2024-08-13
3076520,165,8061,8563,2024-08-13
1250410,166,8052,61829,2024-08-13
1778820,167,8035,49977,2024-08-13
945360,168,8018,447476,2024-08-13
2445690,169,7887,20280,2024-08-13
1716740,170,7685,330723,2024-08-13
1997040,171,7543,18967,2024-08-13
376210,172,7513,11973,2024-08-13
779340,173,7253,192298,2024-08-13
1868140,174,7198,98480,2024-08-13
1118200,175,7141,17015,2024-08-13
2646460,176,7068,46833,2024-08-13
286160,177,6937,37198,2024-08-13
233860,178,6882,10971,2024-08-13
440900,179,6872,53402,2024-08-13
367520,180,6816,20324,2024-08-13
686810,181,6769,18280,2024-08-13
1604030,182,6638,150645,2024-08-13
374320,183,6628,129975,2024-08-13
1144200,184,6600,55174,2024-08-13
1468810,185,6568,184171,2024-08-13
1812620,186,6560,8794,2024-08-13
1677740,187,6546,43705,2024-08-13
49520,188,6504,124678,2024-08-13
1919590,189,6302,59006,2024-08-13
1158160,190,6271,15418,2024-08-13
242760,191,6243,78097,2024-08-13
2215430,192,6073,77154,2024-08-13
494840,193,5958,7201,2024-08-13
2881650,194,5933,204439,2024-08-13
728880,195,5925,12716,2024-08-13
812140,196,5825,62069,2024-08-13
1267910,197,5822,11867,2024-08-13
412220,198,5817,5817,2024-08-13
380600,199,5813,9926,2024-08-13
214950,200,5720,118240,2024-08-13
48700,201,5702,33054,2024-08-13
835570,202,5594,19178,2024-08-13
1973710,203,5473,20201,2024-08-13
435150,204,5468,93701,2024-08-13
244850,205,5457,23888,2024-08-13
2050650,206,5361,168191,2024-08-13
22380,207,5311,51038,2024-08-13
784150,208,5230,8264,2024-08-13
1286830,209,5211,34210,2024-08-13
899770,210,5205,264708,2024-08-13
1260320,211,5171,104174,2024-08-13
262060,212,5135,20064,2024-08-13
431730,213,5087,5165,2024-08-13
231430,214,5066,164688,2024-08-13
304390,215,5065,225831,2024-08-13
239140,216,5064,45876,2024-08-13
1407200,217,5036,8024,2024-08-13
1942280,218,5018,32216,2024-08-13
933110,219,5007,20146,2024-08-13
1659040,220,4956,9043,2024-08-13
2321470,221,4950,56943,2024-08-13
1943950,222,4941,16529,2024-08-13
976730,223,4909,161024,2024-08-13
518790,224,4862,23612,2024-08-13
359320,225,4858,28923,2024-08-13
1794680,226,4849,77061,2024-08-13
1447430,227,4820,11085,2024-08-13
444090,228,4790,60743,2024-08-13
2808930,229,4772,5211,2024-08-13
1909840,230,4733,6340,2024-08-13
1258080,231,4702,7990,2024-08-13
1328670,232,4678,59817,2024-08-13
2051620,233,4661,5404,2024-08-13
1145360,234,4640,54240,2024-08-13
264710,235,4548,51156,2024-08-13
1282100,236,4521,110856,2024-08-13
1366540,237,4489,59815,2024-08-13
1361210,238,4475,108395,2024-08-13
977400,239,4383,7340,2024-08-13
3590,240,4369,16225,2024-08-13
1149460,241,4363,52501,2024-08-13
1284210,242,4359,8324,2024-08-13
2420110,243,4355,40462,2024-08-13
268500,244,4323,133022,2024-08-13
1062090,245,4304,12354,2024-08-13
4700,246,4300,8453,2024-08-13
379430,247,4299,96069,2024-08-13
1222680,248,4280,86196,2024-08-13
703080,249,4274,38630,2024-08-13
534380,250,4256,274983,2024-08-13
1811260,251,4233,110878,2024-08-13
1240440,252,4230,272586,2024-08-13
2325290,253,4223,8806,2024-08-13
1465360,254,4198,11145,2024-08-13
1859910,255,4151,24278,2024-08-13
2250040,256,4114,10040,2024-08-13
2591280,257,4089,12066,2024-08-13
1063730,258,4079,913634,2024-08-13
1363080,259,4074,173178,2024-08-13
392160,260,4069,15198,2024-08-13
962130,261,4001,32012,2024-08-13
877280,262,3969,6966,2024-08-13
386180,263,3941,12170,2024-08-13
805550,264,3877,12376,2024-08-13
1599600,265,3872,12460,2024-08-13
1147690,266,3868,8032,2024-08-13
1009850,267,3791,5049,2024-08-13
1201240,268,3791,8166,2024-08-13
1818750,269,3783,153433,2024-08-13
1129580,270,3694,31057,2024-08-13
2427700,271,3690,36557,2024-08-13
1119730,272,3664,6133,2024-08-13
8500,273,3620,10627,2024-08-13
1189490,274,3606,26379,2024-08-13
644930,275,3591,22395,2024-08-13
627690,276,3571,18578,2024-08-13
1184370,277,3561,46724,2024-08-13
1569040,278,3534,88767,2024-08-13
2951630,279,3516,7980,2024-08-13
400750,280,3492,8831,2024-08-13
1343400,281,3453,12569,2024-08-13
985810,282,3448,79883,2024-08-13
1284190,283,3445,28416,2024-08-13
221380,284,3437,27927,2024-08-13
655500,285,3388,3842,2024-08-13
1066780,286,3375,24308,2024-08-13
1432860,287,3364,12706,2024-08-13
2471100,288,3352,4779,2024-08-13
602960,289,3303,19655,2024-08-13
993090,290,3296,4052,2024-08-13
570940,291,3274,24501,2024-08-13
2208920,292,3271,15679,2024-08-13
2186680,293,3268,45405,2024-08-13
282070,294,3261,9503,2024-08-13
872410,295,3261,16482,2024-08-13
323190,296,3256,29361,2024-08-13
1371580,297,3238,47654,2024-08-13
1677280,298,3230,36646,2024-08-13
1477070,299,3211,3628,2024-08-13
924970,300,3201,65987,2024-08-13
916440,301,3196,25302,2024-08-13
958260,302,3188,11284,2024-08-13
1384160,303,3179,31156,2024-08-13
632810,304,3145,7956,2024-08-13
815370,305,3126,20003,2024-08-13
1092790,306,3087,17072,2024-08-13
1482520,307,3082,3473,2024-08-13
2638370,308,3079,6995,2024-08-13
460930,309,3076,45704,2024-08-13
782330,310,3069,104891,2024-08-13
34330,311,3066,54115,2024-08-13
356190,312,3052,68183,2024-08-13
400040,313,3031,3533,2024-08-13
12210,314,3021,11696,2024-08-13
1167630,315,3020,8339,2024-08-13
1846380,316,3018,14063,2024-08-13
2849080,317,3005,21133,2024-08-13
1401590,318,2960,14314,2024-08-13
881100,319,2942,9256,2024-08-13
10500,320,2939,27559,2024-08-13
594570,321,2931,84920,2024-08-13
505460,322,2922,11791,2024-08-13
1128810,323,2914,11716,2024-08-13
1145350,324,2903,103567,2024-08-13
2161700,325,2893,45002,2024-08-13
1874880,326,2875,12342,2024-08-13
504230,327,2867,7782,2024-08-13
1259420,328,2867,27450,2024-08-13
