GameID,Cost,Date
730,Free To Play,2024-08-13
2923300,Free To Play,2024-08-13
570,Free To Play,2024-08-13
578080,Free To Play,2024-08-13
1172470,Free To Play,2024-08-13
2139460,Free To Play,2024-08-13
1203220,Free To Play,2024-08-13
271590,NT$ 662.00,2024-08-13
431960,NT$ 120.00,2024-08-13
440,Free To Play,2024-08-13
1245620,"NT$ 1,790.00",2024-08-13
1938090,"NT$ 1,790.00",2024-08-13
1086940,"NT$ 1,599.00",2024-08-13
252490,NT$ 694.00,2024-08-13
413150,NT$ 318.00,2024-08-13
238960,NT$ 318.00,2024-08-13
1782210,Free To Play,2024-08-13
251570,NT$ 670.00,2024-08-13
359550,NT$ 569.00,2024-08-13
2074920,Free To Play,2024-08-13
236390,Free To Play,2024-08-13
230410,Free To Play,2024-08-13
436150,Free To Play,2024-08-13
1085660,Free To Play,2024-08-13
289070,"NT$ 1,790.00",2024-08-13
381210,NT$ 379.00,2024-08-13
438100,Free To Play,2024-08-13
39210,Free To Play,2024-08-13
553850,"NT$ 1,190.00",2024-08-13
2357570,Free To Play,2024-08-13
2195250,"NT$ 1,999.00",2024-08-13
1281930,Free To Play,2024-08-13
550,NT$ 188.00,2024-08-13
2977660,Free To Play,2024-08-13
2252570,"NT$ 1,299.00",2024-08-13
1222670,Free To Play,2024-08-13
394360,"NT$ 1,268.00",2024-08-13
582010,NT$ 303.00,2024-08-13
304930,Free To Play,2024-08-13
105600,NT$ 188.00,2024-08-13
322330,NT$ 268.00,2024-08-13
1623730,NT$ 488.00,2024-08-13
221100,"NT$ 1,499.00",2024-08-13
1174180,"NT$ 1,790.00",2024-08-13
108600,NT$ 328.00,2024-08-13
1366800,NT$ 144.00,2024-08-13
3016800,NT$ 144.00,2024-08-13
489830,NT$ 299.00,2024-08-13
346110,NT$ 268.00,2024-08-13
1091500,NT$ 799.00,2024-08-13
294100,NT$ 529.00,2024-08-13
1449850,Free To Play,2024-08-13
2344520,"NT$ 1,575.00",2024-08-13
377160,NT$ 239.00,2024-08-13
1599340,NT$ 239.00,2024-08-13
2016590,Free To Play,2024-08-13
252950,Free To Play,2024-08-13
1623660,Free To Play,2024-08-13
218620,NT$ 188.00,2024-08-13
2709570,Free To Play,2024-08-13
275850,NT$ 898.00,2024-08-13
4000,NT$ 278.00,2024-08-13
739630,NT$ 198.00,2024-08-13
892970,NT$ 318.00,2024-08-13
1238810,NT$ 209.00,2024-08-13
261550,"NT$ 1,399.00",2024-08-13
960090,NT$ 248.00,2024-08-13
1142710,"NT$ 1,790.00",2024-08-13
1966720,NT$ 188.00,2024-08-13
813780,NT$ 679.00,2024-08-13
