GameID,Cost,Date
2358720,"NT$ 1,280.00",2024-08-08
578080,Free,2024-08-08
730,Free,2024-08-08
1675200,,2024-08-08
1449850,Free,2024-08-08
2638370,NT$ 328.00,2024-08-08
2074920,Free,2024-08-08
570,Free,2024-08-08
2396980,NT$ 439.00,2024-08-08
1203220,Free,2024-08-08
2183900,"NT$ 1,590.00",2024-08-08
553850,"NT$ 1,190.00",2024-08-08
1245620,"NT$ 1,790.00",2024-08-08
1172470,Free,2024-08-08
381210,NT$ 151.00,2024-08-08
2139460,Free,2024-08-08
1086940,"NT$ 1,599.00",2024-08-08
1085660,Free,2024-08-08
230410,Free,2024-08-08
1222670,Free,2024-08-08
271590,NT$ 662.00,2024-08-08
2933620,"NT$ 2,219.00",2024-08-08
2344520,"NT$ 1,575.00",2024-08-08
2142790,NT$ 248.00,2024-08-08
311210,NT$ 659.00,2024-08-08
236390,Free,2024-08-08
552990,Free,2024-08-08
2778580,"NT$ 1,190.00",2024-08-08
2669320,"NT$ 2,099.00",2024-08-08
2567870,NT$ 102.00,2024-08-08
546560,NT$ 305.00,2024-08-08
440,Free,2024-08-08
252490,NT$ 694.00,2024-08-08
359550,NT$ 569.00,2024-08-08
1237970,NT$ 79.00,2024-08-08
992300,NT$ 63.00,2024-08-08
1149460,NT$ 283.00,2024-08-08
431960,NT$ 120.00,2024-08-08
1238810,NT$ 209.00,2024-08-08
2395210,NT$ 499.00,2024-08-08
1151340,"NT$ 1,199.00",2024-08-08
306130,NT$ 599.00,2024-08-08
814380,NT$ 795.00,2024-08-08
1517290,NT$ 239.00,2024-08-08
2305840,NT$ 340.00,2024-08-08
1962663,Free,2024-08-08
1091500,"NT$ 1,599.00",2024-08-08
1938090,,2024-08-08
413150,NT$ 398.00,2024-08-08
1973530,Free,2024-08-08
2849960,NT$ 488.00,2024-08-08
2764370,Free,2024-08-08
2215430,"NT$ 1,490.00",2024-08-08
548430,NT$ 144.00,2024-08-08
202970,NT$ 623.00,2024-08-08
958260,Free,2024-08-08
1144200,NT$ 846.00,2024-08-08
1089090,NT$ 297.00,2024-08-08
2519060,"NT$ 2,219.00",2024-08-08
1985810,NT$ 626.00,2024-08-08
739630,NT$ 248.00,2024-08-08
227300,NT$ 428.00,2024-08-08
2195250,"NT$ 1,999.00",2024-08-08
107410,NT$ 174.00,2024-08-08
2357570,Free,2024-08-08
2670630,NT$ 238.00,2024-08-08
1659040,NT$ 420.00,2024-08-08
1326470,NT$ 488.00,2024-08-08
1172620,"NT$ 1,088.00",2024-08-08
251570,NT$ 670.00,2024-08-08
1282100,NT$ 550.00,2024-08-08
1623730,NT$ 488.00,2024-08-08
494840,NT$ 146.00,2024-08-08
1818450,Free,2024-08-08
1665460,Free,2024-08-08
1551360,"NT$ 1,688.00",2024-08-08
1672500,"NT$ 1,790.00",2024-08-08
2000950,NT$ 605.00,2024-08-08
2366980,NT$ 296.00,2024-08-08
294100,NT$ 529.00,2024-08-08
2073850,Free,2024-08-08
2488620,"NT$ 1,439.00",2024-08-08
1332010,NT$ 323.00,2024-08-08
2016590,Free,2024-08-08
2668080,Free,2024-08-08
1774580,NT$ 899.00,2024-08-08
1238840,NT$ 164.00,2024-08-08
2197680,"NT$ 1,490.00",2024-08-08
1158310,"NT$ 1,268.00",2024-08-08
1174180,"NT$ 1,790.00",2024-08-08
1966720,NT$ 188.00,2024-08-08
2336880,NT$ 884.00,2024-08-08
2526380,Free,2024-08-08
