GameID,Cost,Date
730,Free To Play,2024-08-12
2923300,Free To Play,2024-08-12
570,Free To Play,2024-08-12
578080,Free To Play,2024-08-12
1172470,Free To Play,2024-08-12
1203220,Free To Play,2024-08-12
2139460,Free To Play,2024-08-12
271590,NT$ 662.00,2024-08-12
431960,NT$ 120.00,2024-08-12
1245620,"NT$ 1,790.00",2024-08-12
440,Free To Play,2024-08-12
413150,NT$ 318.00,2024-08-12
252490,NT$ 694.00,2024-08-12
1938090,NT$ 694.00,2024-08-12
1086940,"NT$ 1,599.00",2024-08-12
238960,"NT$ 1,599.00",2024-08-12
1782210,Free To Play,2024-08-12
251570,NT$ 670.00,2024-08-12
2074920,Free To Play,2024-08-12
236390,Free To Play,2024-08-12
359550,NT$ 569.00,2024-08-12
436150,Free To Play,2024-08-12
230410,Free To Play,2024-08-12
289070,"NT$ 1,790.00",2024-08-12
3047030,Free To Play,2024-08-12
438100,Free To Play,2024-08-12
1085660,Free To Play,2024-08-12
381210,NT$ 379.00,2024-08-12
2357570,Free To Play,2024-08-12
39210,Free To Play,2024-08-12
1281930,Free To Play,2024-08-12
2195250,"NT$ 1,999.00",2024-08-12
553850,"NT$ 1,190.00",2024-08-12
2977660,Free To Play,2024-08-12
582010,NT$ 920.00,2024-08-12
3016800,NT$ 920.00,2024-08-12
2252570,"NT$ 1,299.00",2024-08-12
322330,NT$ 268.00,2024-08-12
394360,"NT$ 1,268.00",2024-08-12
1623730,NT$ 488.00,2024-08-12
1222670,Free To Play,2024-08-12
550,NT$ 188.00,2024-08-12
105600,NT$ 188.00,2024-08-12
304930,Free To Play,2024-08-12
1174180,"NT$ 1,790.00",2024-08-12
1449850,Free To Play,2024-08-12
221100,"NT$ 1,499.00",2024-08-12
346110,NT$ 268.00,2024-08-12
1366800,NT$ 144.00,2024-08-12
108600,NT$ 328.00,2024-08-12
2344520,"NT$ 1,575.00",2024-08-12
294100,NT$ 529.00,2024-08-12
218620,NT$ 188.00,2024-08-12
1091500,"NT$ 1,599.00",2024-08-12
489830,NT$ 299.00,2024-08-12
2016590,Free To Play,2024-08-12
377160,NT$ 239.00,2024-08-12
1238810,NT$ 209.00,2024-08-12
1599340,NT$ 209.00,2024-08-12
1623660,Free To Play,2024-08-12
2709570,Free To Play,2024-08-12
4000,NT$ 278.00,2024-08-12
261550,"NT$ 1,399.00",2024-08-12
275850,NT$ 898.00,2024-08-12
1364780,"NT$ 1,680.00",2024-08-12
739630,NT$ 198.00,2024-08-12
1142710,"NT$ 1,790.00",2024-08-12
960090,NT$ 248.00,2024-08-12
252950,NT$ 248.00,2024-08-12
892970,NT$ 318.00,2024-08-12
1973530,Free To Play,2024-08-12
2448970,Free To Play,2024-08-12
250900,NT$ 268.00,2024-08-12
646570,NT$ 499.00,2024-08-12
232090,NT$ 688.00,2024-08-12
513710,NT$ 745.00,2024-08-12
582660,NT$ 200.00,2024-08-12
2399830,"NT$ 1,382.00",2024-08-12
813780,NT$ 679.00,2024-08-12
1966720,NT$ 188.00,2024-08-12
1454400,NT$ 102.00,2024-08-12
8930,NT$ 895.00,2024-08-12
1158310,"NT$ 1,268.00",2024-08-12
2073850,Free To Play,2024-08-12
548430,NT$ 144.00,2024-08-12
2349820,Free To Play,2024-08-12
2338770,"NT$ 1,790.00",2024-08-12
227300,NT$ 428.00,2024-08-12
629520,NT$ 102.00,2024-08-12
281990,"NT$ 1,018.00",2024-08-12
311210,NT$ 659.00,2024-08-12
1920960,Free To Play,2024-08-12
1238840,NT$ 164.00,2024-08-12
322170,NT$ 102.00,2024-08-12
240,NT$ 188.00,2024-08-12
236850,"NT$ 1,018.00",2024-08-12
427520,NT$ 600.00,2024-08-12
1248130,NT$ 650.00,2024-08-12
292030,NT$ 868.00,2024-08-12
766570,Free To Play,2024-08-12
