GameID,Cost,Date
730,Free To Play,2024-08-15
2923300,Free To Play,2024-08-15
570,Free To Play,2024-08-15
578080,Free To Play,2024-08-15
1172470,Free To Play,2024-08-15
1203220,Free To Play,2024-08-15
2139460,Free To Play,2024-08-15
1245620,"NT$ 1,790.00",2024-08-15
271590,NT$ 662.00,2024-08-15
1938090,NT$ 662.00,2024-08-15
1086940,"NT$ 1,599.00",2024-08-15
431960,NT$ 120.00,2024-08-15
413150,NT$ 318.00,2024-08-15
238960,NT$ 318.00,2024-08-15
252490,NT$ 694.00,2024-08-15
359550,NT$ 569.00,2024-08-15
251570,NT$ 670.00,2024-08-15
2074920,Free To Play,2024-08-15
440,Free To Play,2024-08-15
236390,Free To Play,2024-08-15
230410,Free To Play,2024-08-15
381210,NT$ 379.00,2024-08-15
289070,"NT$ 1,790.00",2024-08-15
1085660,Free To Play,2024-08-15
39210,Free To Play,2024-08-15
436150,Free To Play,2024-08-15
2357570,Free To Play,2024-08-15
438100,Free To Play,2024-08-15
553850,"NT$ 1,190.00",2024-08-15
2195250,"NT$ 1,999.00",2024-08-15
2252570,NT$ 519.00,2024-08-15
550,NT$ 188.00,2024-08-15
582010,NT$ 303.00,2024-08-15
1281930,Free To Play,2024-08-15
1222670,Free To Play,2024-08-15
394360,"NT$ 1,268.00",2024-08-15
1782210,Free To Play,2024-08-15
105600,NT$ 188.00,2024-08-15
1623730,NT$ 488.00,2024-08-15
1366800,NT$ 144.00,2024-08-15
1091500,NT$ 799.00,2024-08-15
108600,NT$ 328.00,2024-08-15
221100,"NT$ 1,499.00",2024-08-15
1174180,"NT$ 1,790.00",2024-08-15
489830,NT$ 299.00,2024-08-15
294100,NT$ 529.00,2024-08-15
346110,NT$ 268.00,2024-08-15
304930,Free To Play,2024-08-15
252950,Free To Play,2024-08-15
377160,NT$ 239.00,2024-08-15
2016590,Free To Play,2024-08-15
1449850,Free To Play,2024-08-15
1599340,Free To Play,2024-08-15
322330,NT$ 268.00,2024-08-15
2977660,Free To Play,2024-08-15
739630,NT$ 198.00,2024-08-15
2344520,"NT$ 1,575.00",2024-08-15
1623660,Free To Play,2024-08-15
4000,NT$ 278.00,2024-08-15
2709570,Free To Play,2024-08-15
892970,NT$ 318.00,2024-08-15
275850,NT$ 898.00,2024-08-15
1142710,"NT$ 1,790.00",2024-08-15
813780,NT$ 679.00,2024-08-15
960090,NT$ 248.00,2024-08-15
3047030,Free To Play,2024-08-15
1238810,NT$ 209.00,2024-08-15
261550,"NT$ 1,399.00",2024-08-15
1973530,Free To Play,2024-08-15
250900,NT$ 268.00,2024-08-15
1966720,NT$ 188.00,2024-08-15
548430,NT$ 144.00,2024-08-15
646570,NT$ 499.00,2024-08-15
2073850,Free To Play,2024-08-15
218620,NT$ 188.00,2024-08-15
1158310,"NT$ 1,268.00",2024-08-15
1313140,NT$ 244.00,2024-08-15
8930,NT$ 895.00,2024-08-15
2448970,NT$ 895.00,2024-08-15
1364780,"NT$ 1,680.00",2024-08-15
1454400,NT$ 102.00,2024-08-15
322170,NT$ 102.00,2024-08-15
582660,NT$ 200.00,2024-08-15
311210,"NT$ 1,998.00",2024-08-15
2399830,"NT$ 1,382.00",2024-08-15
227300,NT$ 428.00,2024-08-15
