GameID,Cost,Date
730,Free To Play,2024-08-18
2923300,Free To Play,2024-08-18
570,Free To Play,2024-08-18
578080,Free To Play,2024-08-18
1172470,Free To Play,2024-08-18
2139460,Free To Play,2024-08-18
1203220,Free To Play,2024-08-18
271590,NT$ 974.00,2024-08-18
1245620,"NT$ 1,790.00",2024-08-18
1086940,"NT$ 1,599.00",2024-08-18
431960,NT$ 120.00,2024-08-18
1938090,NT$ 120.00,2024-08-18
252490,NT$ 694.00,2024-08-18
413150,NT$ 398.00,2024-08-18
440,Free To Play,2024-08-18
251570,NT$ 670.00,2024-08-18
238960,NT$ 670.00,2024-08-18
2074920,Free To Play,2024-08-18
359550,NT$ 569.00,2024-08-18
236390,Free To Play,2024-08-18
289070,"NT$ 1,790.00",2024-08-18
230410,Free To Play,2024-08-18
438100,Free To Play,2024-08-18
1966720,NT$ 188.00,2024-08-18
1085660,Free To Play,2024-08-18
436150,Free To Play,2024-08-18
2195250,"NT$ 1,999.00",2024-08-18
582010,NT$ 303.00,2024-08-18
381210,NT$ 379.00,2024-08-18
2357570,Free To Play,2024-08-18
1782210,Free To Play,2024-08-18
39210,Free To Play,2024-08-18
2252570,NT$ 519.00,2024-08-18
553850,"NT$ 1,190.00",2024-08-18
550,NT$ 188.00,2024-08-18
1091500,NT$ 799.00,2024-08-18
594650,NT$ 639.00,2024-08-18
1281930,Free To Play,2024-08-18
394360,"NT$ 1,268.00",2024-08-18
1222670,Free To Play,2024-08-18
1623730,NT$ 488.00,2024-08-18
322330,NT$ 268.00,2024-08-18
221100,"NT$ 1,499.00",2024-08-18
105600,NT$ 188.00,2024-08-18
2977660,Free To Play,2024-08-18
3047030,Free To Play,2024-08-18
108600,NT$ 328.00,2024-08-18
1174180,"NT$ 1,790.00",2024-08-18
1449850,Free To Play,2024-08-18
1366800,NT$ 144.00,2024-08-18
346110,NT$ 268.00,2024-08-18
489830,NT$ 299.00,2024-08-18
294100,NT$ 529.00,2024-08-18
304930,Free To Play,2024-08-18
1599340,Free To Play,2024-08-18
377160,NT$ 239.00,2024-08-18
2344520,"NT$ 1,575.00",2024-08-18
2709570,Free To Play,2024-08-18
2016590,Free To Play,2024-08-18
4000,NT$ 278.00,2024-08-18
739630,NT$ 248.00,2024-08-18
261550,"NT$ 1,399.00",2024-08-18
1142710,"NT$ 1,790.00",2024-08-18
218620,NT$ 188.00,2024-08-18
1238810,NT$ 209.00,2024-08-18
252950,NT$ 209.00,2024-08-18
892970,NT$ 318.00,2024-08-18
813780,NT$ 679.00,2024-08-18
1623660,Free To Play,2024-08-18
275850,NT$ 898.00,2024-08-18
2448970,NT$ 898.00,2024-08-18
1313140,NT$ 244.00,2024-08-18
1364780,"NT$ 1,680.00",2024-08-18
960090,NT$ 248.00,2024-08-18
250900,NT$ 268.00,2024-08-18
646570,NT$ 499.00,2024-08-18
1158310,"NT$ 1,268.00",2024-08-18
8930,NT$ 895.00,2024-08-18
2399830,"NT$ 1,382.00",2024-08-18
292030,NT$ 217.00,2024-08-18
227300,NT$ 428.00,2024-08-18
281990,"NT$ 1,018.00",2024-08-18
1454400,NT$ 102.00,2024-08-18
513710,NT$ 745.00,2024-08-18
397540,NT$ 178.00,2024-08-18
322170,NT$ 102.00,2024-08-18
2073850,Free To Play,2024-08-18
232090,NT$ 688.00,2024-08-18
1687950,NT$ 716.00,2024-08-18
2338770,"NT$ 1,790.00",2024-08-18
582660,NT$ 200.00,2024-08-18
548430,NT$ 438.00,2024-08-18
1446780,NT$ 280.00,2024-08-18
1248130,NT$ 650.00,2024-08-18
629520,NT$ 102.00,2024-08-18
427520,NT$ 600.00,2024-08-18
1973530,Free To Play,2024-08-18
236850,"NT$ 1,018.00",2024-08-18
1517290,NT$ 239.00,2024-08-18
2162800,NT$ 326.00,2024-08-18
2358720,"NT$ 1,280.00",2024-08-18
1675200,,2024-08-18
1575940,NT$ 596.00,2024-08-18
2183900,"NT$ 1,590.00",2024-08-18
2933620,"NT$ 2,219.00",2024-08-18
1040200,NT$ 288.00,2024-08-18
