GameID,Cost,Date
440,Free To Play,2024-08-07
570,Free To Play,2024-08-07
730,Free To Play,2024-08-07
4000,NT$ 278.00,2024-08-07
17390,NT$ 134.00,2024-08-07
33230,NT$ 71.00,2024-08-07
39210,"NT$ 1,599.00",2024-08-07
42700,NT$ 618.00,2024-08-07
105600,NT$ 188.00,2024-08-07
107410,NT$ 174.00,2024-08-07
108600,NT$ 328.00,2024-08-07
202970,NT$ 623.00,2024-08-07
212500,Free To Play,2024-08-07
215080,Free To Play,2024-08-07
216150,Free To Play,2024-08-07
221100,"NT$ 1,499.00",2024-08-07
227300,NT$ 428.00,2024-08-07
228380,NT$ 279.00,2024-08-07
230410,Free To Play,2024-08-07
233860,NT$ 438.00,2024-08-07
236390,Free To Play,2024-08-07
236850,"NT$ 1,018.00",2024-08-07
238960,Free To Play,2024-08-07
242760,NT$ 318.00,2024-08-07
244210,NT$ 318.00,2024-08-07
250900,NT$ 268.00,2024-08-07
251570,NT$ 670.00,2024-08-07
252490,NT$ 694.00,2024-08-07
261550,"NT$ 1,399.00",2024-08-07
262060,NT$ 61.00,2024-08-07
266410,NT$ 278.00,2024-08-07
268910,NT$ 468.00,2024-08-07
270880,NT$ 428.00,2024-08-07
271590,NT$ 662.00,2024-08-07
275850,NT$ 898.00,2024-08-07
281990,"NT$ 1,018.00",2024-08-07
282070,NT$ 65.00,2024-08-07
282800,NT$ 138.00,2024-08-07
283940,NT$ 208.00,2024-08-07
284160,NT$ 408.00,2024-08-07
290470,Free To Play,2024-08-07
294100,NT$ 529.00,2024-08-07
304390,NT$ 849.00,2024-08-07
306130,NT$ 599.00,2024-08-07
311210,NT$ 659.00,2024-08-07
322330,NT$ 268.00,2024-08-07
323190,NT$ 73.00,2024-08-07
339610,Free To Play,2024-08-07
343780,NT$ 208.00,2024-08-07
346110,NT$ 268.00,2024-08-07
359550,NT$ 569.00,2024-08-07
361420,NT$ 895.00,2024-08-07
365360,NT$ 349.00,2024-08-07
365450,NT$ 28.00,2024-08-07
372000,NT$ 63.00,2024-08-07
377160,NT$ 599.00,2024-08-07
380600,Free To Play,2024-08-07
381210,NT$ 151.00,2024-08-07
386180,Free To Play,2024-08-07
386360,Free To Play,2024-08-07
386940,NT$ 134.00,2024-08-07
389430,Free To Play,2024-08-07
389730,NT$ 247.00,2024-08-07
393080,NT$ 655.00,2024-08-07
393380,"NT$ 1,000.00",2024-08-07
394360,"NT$ 1,268.00",2024-08-07
397540,"NT$ 1,789.00",2024-08-07
413150,NT$ 398.00,2024-08-07
427520,NT$ 600.00,2024-08-07
431240,NT$ 148.00,2024-08-07
431960,NT$ 120.00,2024-08-07
438100,Free To Play,2024-08-07
444090,Free To Play,2024-08-07
444200,Free To Play,2024-08-07
447040,NT$ 254.00,2024-08-07
475150,NT$ 93.00,2024-08-07
476600,NT$ 659.00,2024-08-07
481090,NT$ 25.00,2024-08-07
489830,"NT$ 1,199.00",2024-08-07
494840,NT$ 146.00,2024-08-07
505460,NT$ 438.00,2024-08-07
