GameID,Cost,Date
2358720,"NT$ 1,280.00",2024-08-20
730,Free To Play,2024-08-20
2923300,Free To Play,2024-08-20
570,Free To Play,2024-08-20
578080,Free To Play,2024-08-20
2139460,Free To Play,2024-08-20
1172470,Free To Play,2024-08-20
1203220,Free To Play,2024-08-20
271590,NT$ 480.00,2024-08-20
431960,NT$ 120.00,2024-08-20
1086940,"NT$ 1,599.00",2024-08-20
1938090,"NT$ 1,599.00",2024-08-20
252490,NT$ 694.00,2024-08-20
440,Free To Play,2024-08-20
1245620,"NT$ 1,790.00",2024-08-20
413150,NT$ 398.00,2024-08-20
238960,NT$ 398.00,2024-08-20
1782210,Free To Play,2024-08-20
359550,NT$ 569.00,2024-08-20
236390,Free To Play,2024-08-20
251570,NT$ 670.00,2024-08-20
436150,Free To Play,2024-08-20
2074920,Free To Play,2024-08-20
230410,Free To Play,2024-08-20
289070,NT$ 179.00,2024-08-20
438100,Free To Play,2024-08-20
1966720,NT$ 188.00,2024-08-20
381210,NT$ 379.00,2024-08-20
2357570,Free To Play,2024-08-20
1085660,Free To Play,2024-08-20
39210,Free To Play,2024-08-20
2252570,NT$ 519.00,2024-08-20
2195250,"NT$ 1,999.00",2024-08-20
2977660,Free To Play,2024-08-20
582010,NT$ 303.00,2024-08-20
550,NT$ 188.00,2024-08-20
1281930,Free To Play,2024-08-20
1091500,"NT$ 1,599.00",2024-08-20
394360,"NT$ 1,268.00",2024-08-20
1222670,Free To Play,2024-08-20
304930,Free To Play,2024-08-20
553850,"NT$ 1,190.00",2024-08-20
221100,"NT$ 1,499.00",2024-08-20
1366800,NT$ 144.00,2024-08-20
105600,NT$ 188.00,2024-08-20
322330,NT$ 268.00,2024-08-20
108600,NT$ 328.00,2024-08-20
489830,NT$ 299.00,2024-08-20
594650,NT$ 639.00,2024-08-20
1623730,NT$ 488.00,2024-08-20
294100,NT$ 529.00,2024-08-20
1174180,"NT$ 1,790.00",2024-08-20
1599340,"NT$ 1,790.00",2024-08-20
346110,NT$ 268.00,2024-08-20
1449850,Free To Play,2024-08-20
377160,NT$ 239.00,2024-08-20
252950,NT$ 239.00,2024-08-20
2016590,Free To Play,2024-08-20
2709570,Free To Play,2024-08-20
4000,NT$ 278.00,2024-08-20
218620,NT$ 188.00,2024-08-20
892970,NT$ 318.00,2024-08-20
2344520,"NT$ 1,575.00",2024-08-20
739630,NT$ 248.00,2024-08-20
813780,NT$ 679.00,2024-08-20
232090,NT$ 688.00,2024-08-20
261550,"NT$ 1,399.00",2024-08-20
