GameID,Cost,Date
440,Free To Play,2024-08-06
570,Free To Play,2024-08-06
730,Free To Play,2024-08-06
4000,NT$ 278.00,2024-08-06
8500,Free To Play,2024-08-06
33230,NT$ 71.00,2024-08-06
39210,Free To Play,2024-08-06
42700,NT$ 618.00,2024-08-06
105600,NT$ 188.00,2024-08-06
107410,NT$ 174.00,2024-08-06
108600,NT$ 328.00,2024-08-06
109600,Free To Play,2024-08-06
202970,NT$ 623.00,2024-08-06
212500,Free To Play,2024-08-06
216150,NT$ 899.00,2024-08-06
221100,"NT$ 1,499.00",2024-08-06
223750,Free To Play,2024-08-06
227300,NT$ 428.00,2024-08-06
228380,NT$ 279.00,2024-08-06
230410,Free To Play,2024-08-06
233860,NT$ 438.00,2024-08-06
236390,Free To Play,2024-08-06
236850,"NT$ 1,018.00",2024-08-06
238960,Free To Play,2024-08-06
242760,NT$ 318.00,2024-08-06
244210,NT$ 318.00,2024-08-06
244850,NT$ 318.00,2024-08-06
250900,NT$ 268.00,2024-08-06
251570,NT$ 670.00,2024-08-06
252490,NT$ 694.00,2024-08-06
261550,"NT$ 1,399.00",2024-08-06
262060,NT$ 61.00,2024-08-06
264710,NT$ 895.00,2024-08-06
266410,NT$ 278.00,2024-08-06
268910,NT$ 468.00,2024-08-06
270880,NT$ 428.00,2024-08-06
271590,NT$ 662.00,2024-08-06
275850,NT$ 898.00,2024-08-06
281990,"NT$ 1,018.00",2024-08-06
282070,NT$ 18.00,2024-08-06
284160,NT$ 408.00,2024-08-06
286160,NT$ 468.00,2024-08-06
291550,Free To Play,2024-08-06
292030,NT$ 868.00,2024-08-06
292730,NT$ 567.00,2024-08-06
294100,NT$ 529.00,2024-08-06
304390,NT$ 849.00,2024-08-06
306130,NT$ 599.00,2024-08-06
311210,NT$ 659.00,2024-08-06
322330,NT$ 268.00,2024-08-06
323190,NT$ 73.00,2024-08-06
326360,Free To Play,2024-08-06
346110,NT$ 268.00,2024-08-06
359550,NT$ 569.00,2024-08-06
363150,"NT$ 1,980.00",2024-08-06
372000,NT$ 102.00,2024-08-06
374320,"NT$ 1,290.00",2024-08-06
377160,NT$ 599.00,2024-08-06
380600,Free To Play,2024-08-06
381210,NT$ 151.00,2024-08-06
386940,NT$ 134.00,2024-08-06
389430,Free To Play,2024-08-06
389730,NT$ 247.00,2024-08-06
393380,"NT$ 1,000.00",2024-08-06
394360,"NT$ 1,268.00",2024-08-06
413150,NT$ 398.00,2024-08-06
418370,NT$ 560.00,2024-08-06
427520,NT$ 600.00,2024-08-06
431240,NT$ 148.00,2024-08-06
431960,NT$ 120.00,2024-08-06
436150,Free To Play,2024-08-06
438100,Free To Play,2024-08-06
444200,Free To Play,2024-08-06
447040,NT$ 254.00,2024-08-06
475150,NT$ 93.00,2024-08-06
481090,NT$ 18.00,2024-08-06
489830,"NT$ 1,199.00",2024-08-06
494840,NT$ 146.00,2024-08-06
518790,NT$ 318.00,2024-08-06
529340,"NT$ 1,268.00",2024-08-06
546560,NT$ 305.00,2024-08-06
548430,NT$ 144.00,2024-08-06
550470,Free To Play,2024-08-06
552990,Free To Play,2024-08-06
553850,"NT$ 1,190.00",2024-08-06
559650,NT$ 85.00,2024-08-06
578080,Free To Play,2024-08-06
582010,NT$ 920.00,2024-08-06
582660,NT$ 200.00,2024-08-06
594650,NT$ 799.00,2024-08-06
597820,NT$ 142.00,2024-08-06
601150,NT$ 870.00,2024-08-06
602960,NT$ 649.00,2024-08-06
606280,NT$ 139.00,2024-08-06
617290,NT$ 568.00,2024-08-06
629520,NT$ 102.00,2024-08-06
637090,NT$ 254.00,2024-08-06
648800,NT$ 468.00,2024-08-06
673750,NT$ 175.00,2024-08-06
675010,NT$ 549.00,2024-08-06
686810,NT$ 899.00,2024-08-06
703080,NT$ 975.00,2024-08-06
704270,NT$ 545.00,2024-08-06
704850,NT$ 318.00,2024-08-06
714210,Free To Play,2024-08-06
719640,Free To Play,2024-08-06
728880,NT$ 675.00,2024-08-06
731490,NT$ 479.00,2024-08-06
739630,NT$ 248.00,2024-08-06
756800,NT$ 488.00,2024-08-06
761890,Free To Play,2024-08-06
766570,Free To Play,2024-08-06
767560,Free To Play,2024-08-06
784150,NT$ 649.00,2024-08-06
787480,NT$ 880.00,2024-08-06
803330,NT$ 69.00,2024-08-06
805550,"NT$ 1,190.00",2024-08-06
813780,NT$ 679.00,2024-08-06
814380,NT$ 795.00,2024-08-06
831560,"NT$ 1,990.00",2024-08-06
835570,Free To Play,2024-08-06
872410,"NT$ 1,790.00",2024-08-06
892970,NT$ 318.00,2024-08-06
905370,"NT$ 1,490.00",2024-08-06
916440,"NT$ 1,699.00",2024-08-06
949230,"NT$ 1,398.00",2024-08-06
958260,Free To Play,2024-08-06
960090,NT$ 248.00,2024-08-06
960170,NT$ 698.00,2024-08-06
983380,NT$ 295.00,2024-08-06
985810,Free To Play,2024-08-06
990080,"NT$ 1,690.00",2024-08-06
993090,NT$ 138.00,2024-08-06
1002300,NT$ 152.00,2024-08-06
1017180,NT$ 278.00,2024-08-06
1030840,"NT$ 1,190.00",2024-08-06
1049590,Free To Play,2024-08-06
1056640,Free To Play,2024-08-06
1063730,"NT$ 1,290.00",2024-08-06
1084160,NT$ 335.00,2024-08-06
1085660,Free To Play,2024-08-06
1086940,"NT$ 1,599.00",2024-08-06
1088850,NT$ 298.00,2024-08-06
1089090,NT$ 297.00,2024-08-06
1091500,"NT$ 1,599.00",2024-08-06
1105420,Free To Play,2024-08-06
1119730,NT$ 113.00,2024-08-06
1121560,"NT$ 1,990.00",2024-08-06
1142710,"NT$ 1,790.00",2024-08-06
1144200,NT$ 846.00,2024-08-06
1145350,NT$ 488.00,2024-08-06
1149460,NT$ 283.00,2024-08-06
1151340,"NT$ 1,199.00",2024-08-06
1158160,NT$ 899.00,2024-08-06
1158310,"NT$ 1,268.00",2024-08-06
1167630,NT$ 849.00,2024-08-06
1172470,Free To Play,2024-08-06
1172620,"NT$ 1,088.00",2024-08-06
1173810,NT$ 399.00,2024-08-06
1173820,NT$ 399.00,2024-08-06
1174180,"NT$ 1,790.00",2024-08-06
1189490,NT$ 236.00,2024-08-06
1190000,NT$ 403.00,2024-08-06
1196590,"NT$ 1,120.00",2024-08-06
1203220,Free To Play,2024-08-06
1203620,NT$ 499.00,2024-08-06
1205970,NT$ 227.00,2024-08-06
1214470,NT$ 690.00,2024-08-06
1222670,Free To Play,2024-08-06
1222680,NT$ 199.00,2024-08-06
1222700,NT$ 159.00,2024-08-06
1235721,NT$ 549.00,2024-08-06
1235733,NT$ 549.00,2024-08-06
