GameID,Cost,Date
730,Free To Play,2024-08-14
2923300,Free To Play,2024-08-14
570,Free To Play,2024-08-14
578080,Free To Play,2024-08-14
1172470,Free To Play,2024-08-14
2139460,Free To Play,2024-08-14
1203220,Free To Play,2024-08-14
271590,NT$ 662.00,2024-08-14
1245620,"NT$ 1,790.00",2024-08-14
431960,NT$ 120.00,2024-08-14
1938090,NT$ 120.00,2024-08-14
1086940,"NT$ 1,599.00",2024-08-14
413150,NT$ 318.00,2024-08-14
252490,NT$ 694.00,2024-08-14
238960,NT$ 694.00,2024-08-14
440,Free To Play,2024-08-14
251570,NT$ 670.00,2024-08-14
359550,NT$ 569.00,2024-08-14
2074920,Free To Play,2024-08-14
236390,Free To Play,2024-08-14
1085660,Free To Play,2024-08-14
230410,Free To Play,2024-08-14
381210,NT$ 379.00,2024-08-14
289070,"NT$ 1,790.00",2024-08-14
39210,"NT$ 1,790.00",2024-08-14
438100,Free To Play,2024-08-14
2357570,Free To Play,2024-08-14
553850,"NT$ 1,190.00",2024-08-14
2195250,"NT$ 1,999.00",2024-08-14
436150,Free To Play,2024-08-14
550,NT$ 188.00,2024-08-14
582010,NT$ 303.00,2024-08-14
2252570,"NT$ 1,299.00",2024-08-14
105600,NT$ 188.00,2024-08-14
1281930,Free To Play,2024-08-14
1222670,Free To Play,2024-08-14
394360,"NT$ 1,268.00",2024-08-14
1623730,NT$ 488.00,2024-08-14
322330,NT$ 268.00,2024-08-14
1366800,NT$ 144.00,2024-08-14
1782210,Free To Play,2024-08-14
1174180,"NT$ 1,790.00",2024-08-14
1091500,NT$ 799.00,2024-08-14
221100,"NT$ 1,499.00",2024-08-14
108600,NT$ 328.00,2024-08-14
304930,Free To Play,2024-08-14
489830,NT$ 299.00,2024-08-14
2977660,Free To Play,2024-08-14
346110,NT$ 268.00,2024-08-14
294100,NT$ 529.00,2024-08-14
1449850,Free To Play,2024-08-14
377160,NT$ 239.00,2024-08-14
2344520,"NT$ 1,575.00",2024-08-14
2016590,Free To Play,2024-08-14
1599340,Free To Play,2024-08-14
1623660,Free To Play,2024-08-14
252950,Free To Play,2024-08-14
739630,NT$ 198.00,2024-08-14
2709570,Free To Play,2024-08-14
4000,NT$ 278.00,2024-08-14
275850,NT$ 898.00,2024-08-14
261550,"NT$ 1,399.00",2024-08-14
1238810,NT$ 209.00,2024-08-14
892970,NT$ 318.00,2024-08-14
960090,NT$ 248.00,2024-08-14
1142710,"NT$ 1,790.00",2024-08-14
813780,NT$ 679.00,2024-08-14
1966720,NT$ 188.00,2024-08-14
250900,NT$ 268.00,2024-08-14
646570,NT$ 499.00,2024-08-14
1364780,"NT$ 1,680.00",2024-08-14
1454400,NT$ 102.00,2024-08-14
1158310,"NT$ 1,268.00",2024-08-14
2448970,"NT$ 1,268.00",2024-08-14
548430,NT$ 144.00,2024-08-14
8930,NT$ 895.00,2024-08-14
2073850,Free To Play,2024-08-14
582660,NT$ 200.00,2024-08-14
311210,NT$ 659.00,2024-08-14
513710,NT$ 745.00,2024-08-14
2709440,NT$ 745.00,2024-08-14
2399830,"NT$ 1,382.00",2024-08-14
1973530,Free To Play,2024-08-14
1313140,NT$ 244.00,2024-08-14
322170,NT$ 102.00,2024-08-14
629520,NT$ 102.00,2024-08-14
281990,"NT$ 1,018.00",2024-08-14
227300,NT$ 428.00,2024-08-14
427520,NT$ 600.00,2024-08-14
2338770,"NT$ 1,790.00",2024-08-14
236850,"NT$ 1,018.00",2024-08-14
386360,Free To Play,2024-08-14
1151340,NT$ 299.00,2024-08-14
292030,NT$ 217.00,2024-08-14
1248130,NT$ 650.00,2024-08-14
1920960,Free To Play,2024-08-14
2349820,Free To Play,2024-08-14
306130,NT$ 179.00,2024-08-14
284160,NT$ 408.00,2024-08-14
291550,Free To Play,2024-08-14
2358720,"NT$ 1,280.00",2024-08-14
1675200,,2024-08-14
393080,NT$ 655.00,2024-08-14
2161700,"NT$ 1,134.00",2024-08-14
2183900,"NT$ 1,590.00",2024-08-14
1687950,NT$ 716.00,2024-08-14
2933620,"NT$ 2,219.00",2024-08-14
2138330,NT$ 679.00,2024-08-14
1456940,NT$ 295.00,2024-08-14
397540,NT$ 178.00,2024-08-14
2582560,"NT$ 2,099.00",2024-08-14
2669320,"NT$ 2,099.00",2024-08-14
2142790,NT$ 248.00,2024-08-14
2778580,"NT$ 1,190.00",2024-08-14
1446780,NT$ 280.00,2024-08-14
1118010,NT$ 455.00,2024-08-14
427410,NT$ 326.00,2024-08-14
2638370,NT$ 328.00,2024-08-14
1172620,NT$ 652.00,2024-08-14
2890190,NT$ 138.00,2024-08-14
2567870,NT$ 102.00,2024-08-14
1962663,Free,2024-08-14
202970,NT$ 623.00,2024-08-14
1649080,NT$ 199.00,2024-08-14
1622910,NT$ 424.00,2024-08-14
49520,NT$ 149.00,2024-08-14
2756770,NT$ 214.00,2024-08-14
1113000,NT$ 354.00,2024-08-14
1237970,NT$ 79.00,2024-08-14
2461850,"NT$ 1,110.00",2024-08-14
2215430,"NT$ 1,490.00",2024-08-14
1517290,NT$ 239.00,2024-08-14
1144200,NT$ 846.00,2024-08-14
858210,NT$ 238.00,2024-08-14
1985810,NT$ 626.00,2024-08-14
814380,NT$ 795.00,2024-08-14
782330,NT$ 299.00,2024-08-14
244210,NT$ 79.00,2024-08-14
535930,NT$ 178.00,2024-08-14
2366980,NT$ 296.00,2024-08-14
1948980,NT$ 204.00,2024-08-14
2400510,NT$ 241.00,2024-08-14
2840770,NT$ 995.00,2024-08-14
552990,Free,2024-08-14
1326470,NT$ 488.00,2024-08-14
2881650,NT$ 121.00,2024-08-14
2519060,"NT$ 2,219.00",2024-08-14
805550,NT$ 349.00,2024-08-14
502500,NT$ 206.00,2024-08-14
2672610,NT$ 300.00,2024-08-14
1382330,NT$ 537.00,2024-08-14
1551360,"NT$ 1,688.00",2024-08-14
546560,NT$ 305.00,2024-08-14
292730,NT$ 567.00,2024-08-14
1232580,NT$ 302.00,2024-08-14
1790600,"NT$ 1,890.00",2024-08-14
2670630,NT$ 238.00,2024-08-14
1250410,"NT$ 1,690.00",2024-08-14
2000950,NT$ 605.00,2024-08-14
1672500,"NT$ 1,790.00",2024-08-14
1286680,NT$ 433.00,2024-08-14
2379780,NT$ 232.00,2024-08-14
3128600,NT$ 82.00,2024-08-14
2015890,NT$ 122.00,2024-08-14
2646130,NT$ 76.00,2024-08-14
1629520,NT$ 160.00,2024-08-14
728880,NT$ 168.00,2024-08-14
1190970,NT$ 484.00,2024-08-14
444200,Free,2024-08-14
1716740,"NT$ 1,333.00",2024-08-14
2808930,Free,2024-08-14
945360,NT$ 110.00,2024-08-14
2336880,NT$ 884.00,2024-08-14
