GameID,Cost,Date
2358720,"NT$ 1,280.00",2024-08-09
730,Free,2024-08-09
578080,Free,2024-08-09
1675200,,2024-08-09
553850,"NT$ 1,190.00",2024-08-09
1449850,Free,2024-08-09
2074920,Free,2024-08-09
2933620,"NT$ 2,219.00",2024-08-09
2638370,NT$ 328.00,2024-08-09
570,Free,2024-08-09
2183900,"NT$ 1,590.00",2024-08-09
306130,NT$ 179.00,2024-08-09
1593500,NT$ 476.00,2024-08-09
1203220,Free,2024-08-09
1245620,"NT$ 1,790.00",2024-08-09
236390,Free,2024-08-09
2139460,Free,2024-08-09
1172470,Free,2024-08-09
381210,NT$ 379.00,2024-08-09
1086940,"NT$ 1,599.00",2024-08-09
230410,Free,2024-08-09
397540,NT$ 178.00,2024-08-09
2751000,NT$ 677.00,2024-08-09
2400510,NT$ 241.00,2024-08-09
1085660,Free,2024-08-09
311210,NT$ 659.00,2024-08-09
1222670,Free,2024-08-09
271590,NT$ 662.00,2024-08-09
252490,NT$ 694.00,2024-08-09
1237970,NT$ 79.00,2024-08-09
2142790,NT$ 248.00,2024-08-09
2396980,NT$ 439.00,2024-08-09
2396240,NT$ 439.00,2024-08-09
1151340,NT$ 299.00,2024-08-09
2778580,"NT$ 1,190.00",2024-08-09
2344520,"NT$ 1,575.00",2024-08-09
440,Free,2024-08-09
489830,NT$ 299.00,2024-08-09
377160,NT$ 239.00,2024-08-09
782330,NT$ 299.00,2024-08-09
359550,NT$ 569.00,2024-08-09
2567870,NT$ 102.00,2024-08-09
552990,Free,2024-08-09
2669320,"NT$ 2,099.00",2024-08-09
1962663,Free,2024-08-09
2305840,NT$ 340.00,2024-08-09
49520,NT$ 149.00,2024-08-09
413150,NT$ 318.00,2024-08-09
582660,NT$ 200.00,2024-08-09
202970,NT$ 623.00,2024-08-09
739630,NT$ 198.00,2024-08-09
1938090,,2024-08-09
1091500,"NT$ 1,599.00",2024-08-09
546560,NT$ 305.00,2024-08-09
1286680,NT$ 433.00,2024-08-09
1517290,NT$ 239.00,2024-08-09
1716740,"NT$ 1,333.00",2024-08-09
431960,NT$ 120.00,2024-08-09
1973530,Free,2024-08-09
814380,NT$ 795.00,2024-08-09
2215430,"NT$ 1,490.00",2024-08-09
1144200,NT$ 846.00,2024-08-09
427410,NT$ 326.00,2024-08-09
958260,Free,2024-08-09
548430,NT$ 144.00,2024-08-09
2764370,Free,2024-08-09
1238810,NT$ 209.00,2024-08-09
2357570,Free,2024-08-09
1985810,NT$ 626.00,2024-08-09
2670630,NT$ 238.00,2024-08-09
1665460,Free,2024-08-09
1172620,"NT$ 1,088.00",2024-08-09
1282100,NT$ 550.00,2024-08-09
992300,NT$ 63.00,2024-08-09
1149460,NT$ 283.00,2024-08-09
251570,NT$ 670.00,2024-08-09
1326470,NT$ 488.00,2024-08-09
2016590,Free,2024-08-09
2362300,NT$ 599.00,2024-08-09
2195250,"NT$ 1,999.00",2024-08-09
1659040,NT$ 420.00,2024-08-09
2366980,NT$ 296.00,2024-08-09
2336880,NT$ 884.00,2024-08-09
1174180,"NT$ 1,790.00",2024-08-09
1966720,NT$ 188.00,2024-08-09
1332010,NT$ 323.00,2024-08-09
2526380,Free,2024-08-09
2519060,"NT$ 2,219.00",2024-08-09
1623730,NT$ 488.00,2024-08-09
1551360,"NT$ 1,688.00",2024-08-09
2073850,Free,2024-08-09
2379780,NT$ 232.00,2024-08-09
294100,NT$ 529.00,2024-08-09
2790720,"NT$ 1,008.00",2024-08-09
1158310,"NT$ 1,268.00",2024-08-09
2395210,NT$ 499.00,2024-08-09
1672500,"NT$ 1,790.00",2024-08-09
108600,NT$ 328.00,2024-08-09
227300,NT$ 428.00,2024-08-09
1250410,"NT$ 1,690.00",2024-08-09
2961880,NT$ 152.00,2024-08-09
1407200,Free,2024-08-09
261640,NT$ 446.00,2024-08-09
2662170,NT$ 599.00,2024-08-09
2280,NT$ 285.00,2024-08-09
1089090,NT$ 297.00,2024-08-09
1562430,NT$ 486.00,2024-08-09
22380,NT$ 149.00,2024-08-09
494840,NT$ 146.00,2024-08-09
612880,NT$ 179.00,2024-08-09
1790600,"NT$ 1,890.00",2024-08-09
2138330,NT$ 799.00,2024-08-09
2881650,NT$ 121.00,2024-08-09
1232580,NT$ 302.00,2024-08-09
394360,"NT$ 1,268.00",2024-08-09
2406770,NT$ 566.00,2024-08-09
2000950,NT$ 605.00,2024-08-09
270880,NT$ 428.00,2024-08-09
281990,"NT$ 1,018.00",2024-08-09
1997040,Free,2024-08-09
1238840,NT$ 164.00,2024-08-09
1449690,NT$ 149.00,2024-08-09
2426960,Free,2024-08-09
284160,NT$ 408.00,2024-08-09
1774580,NT$ 899.00,2024-08-09
1643310,NT$ 825.00,2024-08-09
266410,NT$ 278.00,2024-08-09
1693980,NT$ 559.00,2024-08-09
648800,NT$ 468.00,2024-08-09
2322010,"NT$ 1,490.00",2024-08-09
2399830,"NT$ 1,382.00",2024-08-09
1629520,NT$ 160.00,2024-08-09
2488620,"NT$ 1,439.00",2024-08-09
1818450,Free,2024-08-09
379720,NT$ 119.00,2024-08-09
42700,NT$ 618.00,2024-08-09
1222680,NT$ 199.00,2024-08-09
380600,Free,2024-08-09
960090,NT$ 248.00,2024-08-09
1203620,NT$ 499.00,2024-08-09
1645820,NT$ 113.00,2024-08-09
2291060,"NT$ 1,950.00",2024-08-09
2672610,NT$ 300.00,2024-08-09
2315690,NT$ 895.00,2024-08-09
1222700,NT$ 159.00,2024-08-09
1846380,NT$ 199.00,2024-08-09
221100,"NT$ 1,499.00",2024-08-09
1286830,Free,2024-08-09
105600,NT$ 188.00,2024-08-09
1142710,"NT$ 1,790.00",2024-08-09
1177980,NT$ 326.00,2024-08-09
1962660,"NT$ 1,109.00",2024-08-09
444200,Free,2024-08-09
346110,NT$ 268.00,2024-08-09
1364780,"NT$ 1,680.00",2024-08-09
403640,NT$ 179.00,2024-08-09
