GameID,Cost,Date
730,Free To Play,2024-08-19
2923300,Free To Play,2024-08-19
570,Free To Play,2024-08-19
578080,Free To Play,2024-08-19
2139460,Free To Play,2024-08-19
1172470,Free To Play,2024-08-19
1203220,Free To Play,2024-08-19
271590,NT$ 974.00,2024-08-19
431960,NT$ 120.00,2024-08-19
1086940,"NT$ 1,599.00",2024-08-19
1245620,"NT$ 1,790.00",2024-08-19
1938090,"NT$ 1,790.00",2024-08-19
440,Free To Play,2024-08-19
413150,NT$ 398.00,2024-08-19
252490,NT$ 694.00,2024-08-19
238960,NT$ 694.00,2024-08-19
1782210,Free To Play,2024-08-19
359550,NT$ 569.00,2024-08-19
251570,NT$ 670.00,2024-08-19
236390,Free To Play,2024-08-19
230410,Free To Play,2024-08-19
2074920,Free To Play,2024-08-19
289070,"NT$ 1,790.00",2024-08-19
436150,Free To Play,2024-08-19
1966720,NT$ 188.00,2024-08-19
438100,Free To Play,2024-08-19
1085660,Free To Play,2024-08-19
381210,NT$ 379.00,2024-08-19
2357570,Free To Play,2024-08-19
39210,Free To Play,2024-08-19
582010,NT$ 303.00,2024-08-19
2195250,"NT$ 1,999.00",2024-08-19
1091500,NT$ 799.00,2024-08-19
2252570,NT$ 519.00,2024-08-19
550,NT$ 188.00,2024-08-19
1281930,Free To Play,2024-08-19
2977660,Free To Play,2024-08-19
394360,"NT$ 1,268.00",2024-08-19
1222670,Free To Play,2024-08-19
553850,"NT$ 1,190.00",2024-08-19
594650,NT$ 639.00,2024-08-19
322330,NT$ 268.00,2024-08-19
105600,NT$ 188.00,2024-08-19
1366800,NT$ 144.00,2024-08-19
221100,"NT$ 1,499.00",2024-08-19
304930,Free To Play,2024-08-19
1623730,NT$ 488.00,2024-08-19
489830,NT$ 299.00,2024-08-19
108600,NT$ 328.00,2024-08-19
1174180,"NT$ 1,790.00",2024-08-19
1599340,"NT$ 1,790.00",2024-08-19
294100,NT$ 529.00,2024-08-19
346110,NT$ 268.00,2024-08-19
377160,NT$ 239.00,2024-08-19
1449850,Free To Play,2024-08-19
1623660,Free To Play,2024-08-19
2016590,Free To Play,2024-08-19
252950,Free To Play,2024-08-19
2709570,Free To Play,2024-08-19
739630,NT$ 248.00,2024-08-19
4000,NT$ 278.00,2024-08-19
2344520,"NT$ 1,575.00",2024-08-19
218620,NT$ 188.00,2024-08-19
1238810,NT$ 209.00,2024-08-19
892970,NT$ 318.00,2024-08-19
3047030,Free To Play,2024-08-19
261550,"NT$ 1,399.00",2024-08-19
1142710,"NT$ 1,790.00",2024-08-19
813780,NT$ 679.00,2024-08-19
250900,NT$ 268.00,2024-08-19
1313140,NT$ 244.00,2024-08-19
646570,NT$ 499.00,2024-08-19
275850,NT$ 898.00,2024-08-19
960090,NT$ 248.00,2024-08-19
8930,NT$ 895.00,2024-08-19
1454400,NT$ 102.00,2024-08-19
2448970,NT$ 102.00,2024-08-19
1158310,"NT$ 1,268.00",2024-08-19
232090,NT$ 688.00,2024-08-19
2399830,"NT$ 1,382.00",2024-08-19
292030,NT$ 217.00,2024-08-19
582660,NT$ 200.00,2024-08-19
2073850,Free To Play,2024-08-19
513710,NT$ 745.00,2024-08-19
1687950,NT$ 716.00,2024-08-19
281990,"NT$ 1,018.00",2024-08-19
629520,NT$ 102.00,2024-08-19
1364780,"NT$ 1,680.00",2024-08-19
397540,NT$ 178.00,2024-08-19
2162800,NT$ 326.00,2024-08-19
1248130,NT$ 650.00,2024-08-19
322170,NT$ 102.00,2024-08-19
227300,NT$ 428.00,2024-08-19
548430,NT$ 438.00,2024-08-19
427520,NT$ 600.00,2024-08-19
386360,Free To Play,2024-08-19
1920960,Free To Play,2024-08-19
2889840,Free To Play,2024-08-19
1973530,Free To Play,2024-08-19
236850,"NT$ 1,018.00",2024-08-19
2358720,"NT$ 1,280.00",2024-08-19
1675200,,2024-08-19
