GameID,Cost,Date
730,Free To Play,2024-08-16
2923300,Free To Play,2024-08-16
570,Free To Play,2024-08-16
578080,Free To Play,2024-08-16
1172470,Free To Play,2024-08-16
2139460,Free To Play,2024-08-16
1203220,Free To Play,2024-08-16
271590,NT$ 974.00,2024-08-16
1245620,"NT$ 1,790.00",2024-08-16
1938090,"NT$ 1,790.00",2024-08-16
431960,NT$ 120.00,2024-08-16
252490,NT$ 694.00,2024-08-16
1086940,"NT$ 1,599.00",2024-08-16
413150,NT$ 398.00,2024-08-16
440,Free To Play,2024-08-16
238960,Free To Play,2024-08-16
359550,NT$ 569.00,2024-08-16
1782210,Free To Play,2024-08-16
251570,NT$ 670.00,2024-08-16
236390,Free To Play,2024-08-16
436150,Free To Play,2024-08-16
2074920,Free To Play,2024-08-16
230410,Free To Play,2024-08-16
289070,"NT$ 1,790.00",2024-08-16
438100,Free To Play,2024-08-16
1085660,Free To Play,2024-08-16
381210,NT$ 379.00,2024-08-16
594650,NT$ 639.00,2024-08-16
2357570,Free To Play,2024-08-16
39210,Free To Play,2024-08-16
2195250,"NT$ 1,999.00",2024-08-16
582010,NT$ 303.00,2024-08-16
553850,"NT$ 1,190.00",2024-08-16
550,NT$ 188.00,2024-08-16
2252570,NT$ 519.00,2024-08-16
1281930,Free To Play,2024-08-16
2977660,Free To Play,2024-08-16
394360,"NT$ 1,268.00",2024-08-16
1222670,Free To Play,2024-08-16
322330,NT$ 268.00,2024-08-16
304930,Free To Play,2024-08-16
105600,NT$ 188.00,2024-08-16
1449850,Free To Play,2024-08-16
1091500,NT$ 799.00,2024-08-16
1623730,NT$ 488.00,2024-08-16
108600,NT$ 328.00,2024-08-16
1366800,NT$ 144.00,2024-08-16
221100,"NT$ 1,499.00",2024-08-16
1174180,"NT$ 1,790.00",2024-08-16
489830,NT$ 299.00,2024-08-16
294100,NT$ 529.00,2024-08-16
1599340,NT$ 529.00,2024-08-16
346110,NT$ 268.00,2024-08-16
2709570,Free To Play,2024-08-16
252950,Free To Play,2024-08-16
377160,NT$ 239.00,2024-08-16
2016590,Free To Play,2024-08-16
1623660,Free To Play,2024-08-16
3047030,Free To Play,2024-08-16
2344520,"NT$ 1,575.00",2024-08-16
739630,NT$ 248.00,2024-08-16
4000,NT$ 278.00,2024-08-16
218620,NT$ 188.00,2024-08-16
2448970,NT$ 188.00,2024-08-16
1238810,NT$ 209.00,2024-08-16
892970,NT$ 318.00,2024-08-16
261550,"NT$ 1,399.00",2024-08-16
813780,NT$ 679.00,2024-08-16
1142710,"NT$ 1,790.00",2024-08-16
275850,NT$ 898.00,2024-08-16
960090,NT$ 248.00,2024-08-16
250900,NT$ 268.00,2024-08-16
1364780,"NT$ 1,680.00",2024-08-16
1966720,NT$ 188.00,2024-08-16
646570,NT$ 499.00,2024-08-16
1454400,NT$ 102.00,2024-08-16
232090,NT$ 688.00,2024-08-16
2073850,Free To Play,2024-08-16
8930,NT$ 895.00,2024-08-16
1313140,NT$ 244.00,2024-08-16
1158310,"NT$ 1,268.00",2024-08-16
582660,NT$ 200.00,2024-08-16
1973530,Free To Play,2024-08-16
548430,NT$ 438.00,2024-08-16
513710,NT$ 745.00,2024-08-16
2399830,"NT$ 1,382.00",2024-08-16
322170,NT$ 102.00,2024-08-16
281990,"NT$ 1,018.00",2024-08-16
227300,NT$ 428.00,2024-08-16
311210,"NT$ 1,998.00",2024-08-16
629520,NT$ 102.00,2024-08-16
2338770,"NT$ 1,790.00",2024-08-16
292030,NT$ 217.00,2024-08-16
1920960,Free To Play,2024-08-16
236850,"NT$ 1,018.00",2024-08-16
1687950,NT$ 716.00,2024-08-16
386360,Free To Play,2024-08-16
291550,Free To Play,2024-08-16
427520,NT$ 600.00,2024-08-16
1248130,NT$ 650.00,2024-08-16
2358720,"NT$ 1,280.00",2024-08-16
1575940,NT$ 596.00,2024-08-16
1675200,,2024-08-16
2162800,NT$ 326.00,2024-08-16
1845910,"NT$ 1,799.00",2024-08-16
2183900,"NT$ 1,590.00",2024-08-16
1040200,NT$ 288.00,2024-08-16
2582560,"NT$ 2,099.00",2024-08-16
2933620,"NT$ 2,219.00",2024-08-16
1562430,NT$ 486.00,2024-08-16
2161700,"NT$ 1,134.00",2024-08-16
2138330,NT$ 679.00,2024-08-16
2561450,NT$ 360.00,2024-08-16
397540,NT$ 178.00,2024-08-16
2669320,"NT$ 2,099.00",2024-08-16
2142790,NT$ 248.00,2024-08-16
2778580,"NT$ 1,190.00",2024-08-16
1172620,NT$ 652.00,2024-08-16
2059530,NT$ 246.00,2024-08-16
306130,NT$ 179.00,2024-08-16
1151340,NT$ 299.00,2024-08-16
2567870,NT$ 102.00,2024-08-16
1627720,NT$ 838.00,2024-08-16
2369390,NT$ 424.00,2024-08-16
2638370,NT$ 328.00,2024-08-16
1962663,Free,2024-08-16
1290000,NT$ 553.00,2024-08-16
1446780,NT$ 280.00,2024-08-16
552990,Free,2024-08-16
1118010,NT$ 455.00,2024-08-16
1144200,NT$ 846.00,2024-08-16
427410,NT$ 408.00,2024-08-16
985810,Free,2024-08-16
1456940,NT$ 295.00,2024-08-16
2215430,"NT$ 1,490.00",2024-08-16
552520,NT$ 254.00,2024-08-16
49520,NT$ 149.00,2024-08-16
1517290,NT$ 239.00,2024-08-16
2608270,NT$ 295.00,2024-08-16
1649080,NT$ 199.00,2024-08-16
1326470,NT$ 488.00,2024-08-16
2519060,"NT$ 2,219.00",2024-08-16
2890190,NT$ 138.00,2024-08-16
2426960,Free,2024-08-16
2780980,NT$ 188.00,2024-08-16
782330,NT$ 299.00,2024-08-16
1237970,NT$ 79.00,2024-08-16
1169040,NT$ 174.00,2024-08-16
1672500,"NT$ 1,790.00",2024-08-16
1934680,"NT$ 1,018.00",2024-08-16
244210,NT$ 79.00,2024-08-16
1846380,NT$ 199.00,2024-08-16
1790600,"NT$ 1,890.00",2024-08-16
1250410,"NT$ 1,690.00",2024-08-16
1551360,"NT$ 1,688.00",2024-08-16
2366980,NT$ 349.00,2024-08-16
2670630,NT$ 238.00,2024-08-16
1222680,NT$ 199.00,2024-08-16
2881650,NT$ 152.00,2024-08-16
2840770,NT$ 995.00,2024-08-16
535930,NT$ 178.00,2024-08-16
826630,NT$ 131.00,2024-08-16
1676840,NT$ 388.00,2024-08-16
2965660,NT$ 114.00,2024-08-16
1361210,"NT$ 1,149.00",2024-08-16
1113000,NT$ 354.00,2024-08-16
546560,NT$ 305.00,2024-08-16
1622910,NT$ 424.00,2024-08-16
2400510,NT$ 241.00,2024-08-16
2336880,NT$ 884.00,2024-08-16
284160,NT$ 408.00,2024-08-16
1629520,NT$ 160.00,2024-08-16
1716740,"NT$ 1,333.00",2024-08-16
2406770,NT$ 566.00,2024-08-16
2668080,Free,2024-08-16
2961880,NT$ 121.00,2024-08-16
1232580,NT$ 302.00,2024-08-16
648800,NT$ 468.00,2024-08-16
728880,NT$ 168.00,2024-08-16
2756770,NT$ 214.00,2024-08-16
805550,NT$ 349.00,2024-08-16
270880,NT$ 428.00,2024-08-16
1286830,Free,2024-08-16
1203620,NT$ 499.00,2024-08-16
444200,Free,2024-08-16
2526380,Free,2024-08-16
494840,NT$ 146.00,2024-08-16
858210,NT$ 238.00,2024-08-16
2013730,NT$ 81.00,2024-08-16
298110,NT$ 169.00,2024-08-16
2790720,"NT$ 1,008.00",2024-08-16
1286680,NT$ 433.00,2024-08-16
214490,NT$ 199.00,2024-08-16
585420,NT$ 378.00,2024-08-16
2461850,"NT$ 1,110.00",2024-08-16
1049590,Free,2024-08-16
1652250,NT$ 208.00,2024-08-16
1238840,NT$ 164.00,2024-08-16
266410,NT$ 278.00,2024-08-16
1665460,Free,2024-08-16
1190970,NT$ 484.00,2024-08-16
1774580,NT$ 899.00,2024-08-16
1818450,Free,2024-08-16
1363080,NT$ 999.00,2024-08-16
261640,NT$ 446.00,2024-08-16
1693980,NT$ 559.00,2024-08-16
1857090,NT$ 699.00,2024-08-16
371660,NT$ 354.00,2024-08-16
2379780,NT$ 258.00,2024-08-16
2672610,NT$ 300.00,2024-08-16
502500,NT$ 206.00,2024-08-16
949230,"NT$ 1,398.00",2024-08-16
2322010,"NT$ 1,490.00",2024-08-16
1778820,"NT$ 1,990.00",2024-08-16
304390,NT$ 849.00,2024-08-16
1284210,Free,2024-08-16
2488620,"NT$ 1,439.00",2024-08-16
1145350,NT$ 488.00,2024-08-16
2808930,Free,2024-08-16
2878980,"NT$ 2,090.00",2024-08-16
1948980,NT$ 204.00,2024-08-16
2366970,NT$ 314.00,2024-08-16
239140,NT$ 134.00,2024-08-16
1135690,NT$ 159.00,2024-08-16
1696780,,2024-08-16
686810,"NT$ 1,085.00",2024-08-16
534380,NT$ 847.00,2024-08-16
3009870,NT$ 152.00,2024-08-16
2396980,NT$ 439.00,2024-08-16
2646130,NT$ 76.00,2024-08-16
2015890,NT$ 122.00,2024-08-16
2484110,Free,2024-08-16
945360,NT$ 110.00,2024-08-16
1943950,NT$ 186.00,2024-08-16
2291060,"NT$ 1,950.00",2024-08-16
1316680,NT$ 203.00,2024-08-16
1260320,NT$ 419.00,2024-08-16
767560,Free,2024-08-16
1382330,NT$ 537.00,2024-08-16
3146530,NT$ 102.00,2024-08-16
632360,NT$ 588.00,2024-08-16
1222700,NT$ 159.00,2024-08-16
1262350,NT$ 222.00,2024-08-16
8500,Free,2024-08-16
2300320,"NT$ 1,199.00",2024-08-16
2331540,NT$ 76.00,2024-08-16
518790,NT$ 318.00,2024-08-16
1304930,NT$ 599.00,2024-08-16
2751000,NT$ 677.00,2024-08-16
990080,"NT$ 1,690.00",2024-08-16
2537920,NT$ 295.00,2024-08-16
1262560,NT$ 80.00,2024-08-16
1809540,NT$ 650.00,2024-08-16
1997040,Free,2024-08-16
3015760,NT$ 249.00,2024-08-16
1336980,NT$ 995.00,2024-08-16
1407200,Free,2024-08-16
1643320,"NT$ 1,699.00",2024-08-16
1384160,"NT$ 1,193.00",2024-08-16
1401590,"NT$ 1,359.00",2024-08-16
1426210,"NT$ 1,099.00",2024-08-16
2707930,Free,2024-08-16
2800450,NT$ 295.00,2024-08-16
307690,NT$ 96.00,2024-08-16
992300,NT$ 63.00,2024-08-16
2648050,NT$ 295.00,2024-08-16
220240,NT$ 142.00,2024-08-16
2479810,NT$ 566.00,2024-08-16
814380,"NT$ 1,590.00",2024-08-16
380600,Free,2024-08-16
1969870,Free,2024-08-16
1691320,NT$ 179.00,2024-08-16
1817230,NT$ 510.00,2024-08-16
1971870,"NT$ 1,670.00",2024-08-16
374320,"NT$ 1,290.00",2024-08-16
1177980,NT$ 326.00,2024-08-16
1659040,NT$ 488.00,2024-08-16
2995920,,2024-08-16
379720,NT$ 119.00,2024-08-16
517630,NT$ 93.00,2024-08-16
2437170,NT$ 702.00,2024-08-16
1466860,"NT$ 1,088.00",2024-08-16
1574820,NT$ 262.00,2024-08-16
1604030,NT$ 566.00,2024-08-16
936790,NT$ 537.00,2024-08-16
993090,NT$ 138.00,2024-08-16
1985810,"NT$ 1,899.00",2024-08-16
1222690,NT$ 109.00,2024-08-16
1272080,NT$ 585.00,2024-08-16
2050650,"NT$ 1,250.00",2024-08-16
264710,NT$ 895.00,2024-08-16
255710,NT$ 768.00,2024-08-16
958260,Free,2024-08-16
1265920,NT$ 495.00,2024-08-16
1343400,Free,2024-08-16
1098770,NT$ 241.00,2024-08-16
2552430,"NT$ 1,490.00",2024-08-16
2280,NT$ 285.00,2024-08-16
1328670,NT$ 239.00,2024-08-16
286160,NT$ 328.00,2024-08-16
526870,NT$ 599.00,2024-08-16
22380,NT$ 149.00,2024-08-16
2015880,NT$ 63.00,2024-08-16
1888160,"NT$ 1,790.00",2024-08-16
242640,NT$ 56.00,2024-08-16
393380,"NT$ 1,000.00",2024-08-16
223750,Free,2024-08-16
1628070,NT$ 207.00,2024-08-16
1794680,NT$ 110.00,2024-08-16
2315690,"NT$ 1,790.00",2024-08-16
1477070,NT$ 229.00,2024-08-16
2396240,NT$ 488.00,2024-08-16
997010,NT$ 599.00,2024-08-16
1599600,NT$ 328.00,2024-08-16
1875830,"NT$ 1,790.00",2024-08-16
761890,Free,2024-08-16
242760,NT$ 318.00,2024-08-16
1282100,"NT$ 1,100.00",2024-08-16
2790710,NT$ 690.00,2024-08-16
1119730,NT$ 113.00,2024-08-16
1874880,NT$ 899.00,2024-08-16
2701210,NT$ 156.00,2024-08-16
2689210,NT$ 840.00,2024-08-16
1789490,NT$ 295.00,2024-08-16
962130,"NT$ 1,088.00",2024-08-16
529340,"NT$ 1,268.00",2024-08-16
1092790,NT$ 378.00,2024-08-16
703080,NT$ 975.00,2024-08-16
1465360,NT$ 849.00,2024-08-16
2490990,"NT$ 1,790.00",2024-08-16
457140,NT$ 378.00,2024-08-16
3128600,NT$ 82.00,2024-08-16
799960,Free,2024-08-16
3080260,NT$ 660.00,2024-08-16
1476970,Free,2024-08-16
1868140,NT$ 350.00,2024-08-16
1888930,"NT$ 1,490.00",2024-08-16
107410,NT$ 698.00,2024-08-16
2815270,"NT$ 1,199.00",2024-08-16
1954420,Free,2024-08-16
976730,"NT$ 1,199.00",2024-08-16
1229490,NT$ 408.00,2024-08-16
1937780,"NT$ 1,090.00",2024-08-16
2695940,NT$ 102.00,2024-08-16
2646460,NT$ 599.00,2024-08-16
2054970,"NT$ 2,180.00",2024-08-16
2362300,NT$ 599.00,2024-08-16
1962660,"NT$ 2,219.00",2024-08-16
880940,NT$ 268.00,2024-08-16
2303350,NT$ 131.00,2024-08-16
2186680,NT$ 746.00,2024-08-16
268910,NT$ 468.00,2024-08-16
1454970,NT$ 595.00,2024-08-16
1817070,"NT$ 1,490.00",2024-08-16
1469610,NT$ 597.00,2024-08-16
939960,NT$ 255.00,2024-08-16
2380740,NT$ 408.00,2024-08-16
212500,Free,2024-08-16
2012510,Free,2024-08-16
2420110,"NT$ 1,490.00",2024-08-16
376210,NT$ 468.00,2024-08-16
2223840,NT$ 610.00,2024-08-16
1540210,NT$ 663.00,2024-08-16
2561440,NT$ 144.00,2024-08-16
2004210,NT$ 398.00,2024-08-16
620980,NT$ 488.00,2024-08-16
2739590,NT$ 328.00,2024-08-16
2458860,NT$ 329.00,2024-08-16
1284190,NT$ 408.00,2024-08-16
2445690,NT$ 245.00,2024-08-16
367520,NT$ 268.00,2024-08-16
2051620,Free,2024-08-16
1746860,NT$ 299.00,2024-08-16
2591280,NT$ 820.00,2024-08-16
678960,NT$ 201.00,2024-08-16
2254740,"NT$ 1,074.00",2024-08-16
