UUID,Rank,GameID,Country,Date,SystemDate
d25032e5-7422-40cd-b35e-01ef808c4319,1,730,AT,2024-08-06,2024-08-14 18:45
15848da9-1312-4377-aa24-ea6bdf0f23fb,3,2074920,AT,2024-08-06,2024-08-14 18:45
30681efd-6231-43aa-b599-ccf3994a64dd,4,1245620,AT,2024-08-06,2024-08-14 18:45
3e4a64bf-913c-490a-a32a-d9d3a254b8a2,5,2139460,AT,2024-08-06,2024-08-14 18:45
3c977d0e-12fb-450f-b296-fc00dbb87f83,6,238960,AT,2024-08-06,2024-08-14 18:45
177e31bb-9df8-4593-a193-ac65b83919e1,7,236390,AT,2024-08-06,2024-08-14 18:45
dda95367-b16a-4d7b-8087-4351d3df2500,8,1086940,AT,2024-08-06,2024-08-14 18:45
a7476e8a-f584-444e-83e4-e0bac3d2f850,9,2567870,AT,2024-08-06,2024-08-14 18:45
16b0c0ad-79da-4df4-938e-1a3784230569,10,381210,AT,2024-08-06,2024-08-14 18:45
13734fee-4f6c-4f30-87ba-2f0b36242615,11,2933620,AT,2024-08-06,2024-08-14 18:45
f652e10f-56bc-44bc-b837-936ca276683b,12,2142790,AT,2024-08-06,2024-08-14 18:45
657001a2-88da-4ae7-b83c-1f8417614377,13,1203620,AT,2024-08-06,2024-08-14 18:45
32ec356b-dc70-4280-8fcf-422b6b04318a,15,271590,AT,2024-08-06,2024-08-14 18:45
0b99fef9-bdf8-4cb0-8f04-64f291efed36,16,2195250,AT,2024-08-06,2024-08-14 18:45
92096519-83c2-450f-8835-d6c1a7c82809,17,1599340,AT,2024-08-06,2024-08-14 18:45
eeb119f4-8fbb-4e0d-817e-8cd549d3b374,19,578080,AT,2024-08-06,2024-08-14 18:45
bb11a088-6378-4088-a7c4-16224f93cb35,21,570,AT,2024-08-06,2024-08-14 18:45
f2160a0d-50c5-4232-8eda-1136feb50b52,22,1172470,AT,2024-08-06,2024-08-14 18:45
436758b7-38ad-4431-b0cb-59634e187884,23,2778580,AT,2024-08-06,2024-08-14 18:45
74ebccb0-4aed-4c94-9e07-9891bbb6b458,24,1222670,AT,2024-08-06,2024-08-14 18:45
1123e46a-c0d6-4f43-98f3-7c6796cbbfab,25,39210,AT,2024-08-06,2024-08-14 18:45
83122110-7cd9-4d31-89bf-0e17d7a7d76d,26,2808930,AT,2024-08-06,2024-08-14 18:45
f15da35f-83d9-4d22-8197-81456b9d5754,27,1363080,AT,2024-08-06,2024-08-14 18:45
67cdcb05-aa05-4abe-aa6b-5ead5bf6b086,28,230410,AT,2024-08-06,2024-08-14 18:45
