App_Id,Hours_Played(30days),Datetime
2358720,57515736,2024-08-23 12:44
730,648706694,2024-08-23 12:44
2923300,288110496,2024-08-23 12:44
570,332814077,2024-08-23 12:44
578080,209729839,2024-08-23 12:44
2139460,86724086,2024-08-23 12:44
1172470,88920492,2024-08-23 12:44
271590,86577893,2024-08-23 12:44
1938090,48555037,2024-08-23 12:44
1203220,90403595,2024-08-23 12:44
1086940,49216451,2024-08-23 12:44
431960,57767471,2024-08-23 12:44
440,49292424,2024-08-23 12:44
252490,68347218,2024-08-23 12:44
1245620,74227798,2024-08-23 12:44
413150,51382212,2024-08-23 12:44
359550,36854201,2024-08-23 12:44
236390,43633870,2024-08-23 12:44
230410,33879208,2024-08-23 12:44
238960,63659240,2024-08-23 12:44
436150,23441486,2024-08-23 12:44
1782210,36401732,2024-08-23 12:44
289070,33600650,2024-08-23 12:44
2357570,23771913,2024-08-23 12:44
251570,46606155,2024-08-23 12:44
2074920,49412207,2024-08-23 12:44
381210,32295954,2024-08-23 12:44
438100,21839518,2024-08-23 12:44
1966720,10414403,2024-08-23 12:44
39210,23337532,2024-08-23 12:44
1085660,30340102,2024-08-23 12:44
582010,20447530,2024-08-23 12:44
2252570,33997581,2024-08-23 12:44
2195250,33510229,2024-08-23 12:44
2977660,19445313,2024-08-23 12:44
550,17108528,2024-08-23 12:44
1222670,23437086,2024-08-23 12:44
1366800,18784969,2024-08-23 12:44
553850,19070944,2024-08-23 12:44
394360,26172562,2024-08-23 12:44
1281930,21981440,2024-08-23 12:44
221100,24673352,2024-08-23 12:44
1091500,17375440,2024-08-23 12:44
105600,20539420,2024-08-23 12:44
594650,12699209,2024-08-23 12:44
304930,18219994,2024-08-23 12:44
108600,17209126,2024-08-23 12:44
322330,19937836,2024-08-23 12:44
489830,14492153,2024-08-23 12:44
1599340,15017027,2024-08-23 12:44
294100,16089133,2024-08-23 12:44
252950,12512793,2024-08-23 12:44
3047030,19875615,2024-08-23 12:44
1623730,22056502,2024-08-23 12:44
1174180,20701177,2024-08-23 12:44
346110,18579814,2024-08-23 12:44
1623660,12042258,2024-08-23 12:44
218620,12417625,2024-08-23 12:44
2344520,8789543,2024-08-23 12:44
377160,15375792,2024-08-23 12:44
1449850,13415877,2024-08-23 12:44
4000,17092332,2024-08-23 12:44
480,20624320,2024-08-23 12:44
2016590,14210871,2024-08-23 12:44
1142710,14209964,2024-08-23 12:44
892970,13595808,2024-08-23 12:44
813780,11059055,2024-08-23 12:44
8930,10542778,2024-08-23 12:44
739630,12249342,2024-08-23 12:44
1973530,6803113,2024-08-23 12:44
2709570,6512514,2024-08-23 12:44
960090,11121913,2024-08-23 12:44
232090,8470850,2024-08-23 12:44
250900,11151084,2024-08-23 12:44
513710,10236085,2024-08-23 12:44
261550,13501603,2024-08-23 12:44
2073850,8793687,2024-08-23 12:44
1454400,8656929,2024-08-23 12:44
322170,10005095,2024-08-23 12:44
646570,9279641,2024-08-23 12:44
1158310,11310128,2024-08-23 12:44
397540,4479002,2024-08-23 12:44
2448970,13878713,2024-08-23 12:44
629520,9906582,2024-08-23 12:44
1248130,16093051,2024-08-23 12:44
275850,17280541,2024-08-23 12:44
1238810,11887623,2024-08-23 12:44
582660,10369864,2024-08-23 12:44
291550,7694471,2024-08-23 12:44
1446780,5650904,2024-08-23 12:44
281990,8248973,2024-08-23 12:44
1364780,10720296,2024-08-23 12:44
2399830,9266101,2024-08-23 12:44
227300,19437156,2024-08-23 12:44
386360,5317083,2024-08-23 12:44
306130,7987487,2024-08-23 12:44
427520,8794595,2024-08-23 12:44
284160,9507889,2024-08-23 12:44
548430,9325544,2024-08-23 12:44
236850,9949182,2024-08-23 12:44
292030,11063625,2024-08-23 12:44
632360,4934429,2024-08-23 12:44
1905180,8543614,2024-08-23 12:44
1313140,3895372,2024-08-23 12:44
1151340,6781077,2024-08-23 12:44
2162800,1107696,2024-08-23 12:44
2349820,6835412,2024-08-23 12:44
216150,5228701,2024-08-23 12:44
766570,7191238,2024-08-23 12:44
3076520,5620528,2024-08-23 12:44
1716740,4243066,2024-08-23 12:44
1687950,5242404,2024-08-23 12:44
2142790,2616355,2024-08-23 12:44
107410,7843467,2024-08-23 12:44
1551360,7401491,2024-08-23 12:44
1476970,5403145,2024-08-23 12:44
1329410,5531265,2024-08-23 12:44
2426960,7399881,2024-08-23 12:44
311210,4451149,2024-08-23 12:44
2338770,8495904,2024-08-23 12:44
1920960,5862150,2024-08-23 12:44
270880,5153700,2024-08-23 12:44
457140,7332978,2024-08-23 12:44
393380,8176643,2024-08-23 12:44
761890,6907608,2024-08-23 12:44
2670630,5903521,2024-08-23 12:44
49520,3002805,2024-08-23 12:44
1325860,6170033,2024-08-23 12:44
240,7621878,2024-08-23 12:44
1517290,6822914,2024-08-23 12:44
3092450,13538,2024-08-23 12:44
255710,6471125,2024-08-23 12:44
1238840,6755279,2024-08-23 12:44
2709440,5048063,2024-08-23 12:44
814380,5319538,2024-08-23 12:44
1172620,7460476,2024-08-23 12:44
1665460,5749177,2024-08-23 12:44
2141910,4643119,2024-08-23 12:44
2379780,4754050,2024-08-23 12:44
239140,2949758,2024-08-23 12:44
1466860,6367477,2024-08-23 12:44
1283970,4622617,2024-08-23 12:44
365670,5527952,2024-08-23 12:44
286160,3543624,2024-08-23 12:44
244210,6599150,2024-08-23 12:44
1818450,11020685,2024-08-23 12:44
1575940,1156802,2024-08-23 12:44
2707930,4912823,2024-08-23 12:44
552990,4633645,2024-08-23 12:44
1812620,4168883,2024-08-23 12:44
1778820,5236041,2024-08-23 12:44
1997040,4023955,2024-08-23 12:44
529340,5981530,2024-08-23 12:44
1621690,1320898,2024-08-23 12:44
1293830,7477089,2024-08-23 12:44
526870,6115174,2024-08-23 12:44
945360,3855256,2024-08-23 12:44
10,6714516,2024-08-23 12:44
1049590,6757640,2024-08-23 12:44
1250410,4638190,2024-08-23 12:44
1326470,5073105,2024-08-23 12:44
714010,5811411,2024-08-23 12:44
376210,3868101,2024-08-23 12:44
1794680,3206125,2024-08-23 12:44
427410,2245264,2024-08-23 12:44
1904540,5367561,2024-08-23 12:44
2780980,380416,2024-08-23 12:44
367520,4178983,2024-08-23 12:44
949230,5160304,2024-08-23 12:44
440900,3721894,2024-08-23 12:44
2526380,2956759,2024-08-23 12:44
976730,2455394,2024-08-23 12:44
1267910,3640778,2024-08-23 12:44
686810,3450029,2024-08-23 12:44
1144200,4661724,2024-08-23 12:44
990080,4966735,2024-08-23 12:44
22380,2814467,2024-08-23 12:44
431730,3143758,2024-08-23 12:44
1118200,3970556,2024-08-23 12:44
1040200,1489025,2024-08-23 12:44
2567870,7756564,2024-08-23 12:44
1284210,2415236,2024-08-23 12:44
700330,4571503,2024-08-23 12:44
648800,4855035,2024-08-23 12:44
1361210,2881843,2024-08-23 12:44
1240440,1702060,2024-08-23 12:44
1286830,2767163,2024-08-23 12:44
1973710,2467713,2024-08-23 12:44
1401590,1556587,2024-08-23 12:44
1203620,4168395,2024-08-23 12:44
2215430,3673927,2024-08-23 12:44
534380,2514064,2024-08-23 12:44
1604030,4000993,2024-08-23 12:44
985810,2451443,2024-08-23 12:44
374320,3981633,2024-08-23 12:44
961200,1057328,2024-08-23 12:44
2161700,2002723,2024-08-23 12:44
3132990,2129673,2024-08-23 12:44
233860,3537249,2024-08-23 12:44
1237970,2936981,2024-08-23 12:44
304390,2890604,2024-08-23 12:44
1063730,2361095,2024-08-23 12:44
1158160,3710126,2024-08-23 12:44
444090,2625367,2024-08-23 12:44
1818750,2404121,2024-08-23 12:44
1147690,2494660,2024-08-23 12:44
444200,6119807,2024-08-23 12:44
2582560,314733,2024-08-23 12:44
244850,2869554,2024-08-23 12:44
1009850,2053897,2024-08-23 12:44
933110,2845333,2024-08-23 12:44
977400,2583928,2024-08-23 12:44
1145360,2884333,2024-08-23 12:44
2051620,2507975,2024-08-23 12:44
1258080,2721407,2024-08-23 12:44
2250040,2309957,2024-08-23 12:44
214950,3043733,2024-08-23 12:44
588650,1585170,2024-08-23 12:44
1593500,2457329,2024-08-23 12:44
2050650,2857435,2024-08-23 12:44
1290000,1925357,2024-08-23 12:44
627690,2282726,2024-08-23 12:44
1942280,2567566,2024-08-23 12:44
2855560,3170681,2024-08-23 12:44
2291060,4129166,2024-08-23 12:44
1677740,3562211,2024-08-23 12:44
242760,3320615,2024-08-23 12:44
1363080,2591715,2024-08-23 12:44
359320,2104671,2024-08-23 12:44
779340,3126687,2024-08-23 12:44
655500,1651245,2024-08-23 12:44
1868140,3276594,2024-08-23 12:44
1468810,2677728,2024-08-23 12:44
1328670,2327653,2024-08-23 12:44
268500,2505761,2024-08-23 12:44
3590,2405892,2024-08-23 12:44
435150,2884032,2024-08-23 12:44
552520,1660510,2024-08-23 12:44
2325290,2206781,2024-08-23 12:44
2646460,4036217,2024-08-23 12:44
1919590,2670989,2024-08-23 12:44
1366540,2361820,2024-08-23 12:44
601510,1817569,2024-08-23 12:44
48700,2781465,2024-08-23 12:44
3145170,67032,2024-08-23 12:44
1371580,2017450,2024-08-23 12:44
1426210,4609325,2024-08-23 12:44
899770,4462392,2024-08-23 12:44
2471100,2243612,2024-08-23 12:44
379430,2323273,2024-08-23 12:44
993090,1964913,2024-08-23 12:44
8500,2095187,2024-08-23 12:44
264710,2911988,2024-08-23 12:44
3103840,992949,2024-08-23 12:44
1343400,1719967,2024-08-23 12:44
2881650,2511118,2024-08-23 12:44
221380,2088197,2024-08-23 12:44
958260,1509055,2024-08-23 12:44
2572370,37187,2024-08-23 12:44
1222680,1887895,2024-08-23 12:44
1891700,1780027,2024-08-23 12:44
2808930,2496186,2024-08-23 12:44
1384160,2185500,2024-08-23 12:44
962130,2315946,2024-08-23 12:44
386180,2209854,2024-08-23 12:44
1447430,2208595,2024-08-23 12:44
728880,2180614,2024-08-23 12:44
1062090,2416113,2024-08-23 12:44
504230,1815423,2024-08-23 12:44
262060,2419890,2024-08-23 12:44
1948980,1625551,2024-08-23 12:44
1599600,1398247,2024-08-23 12:44
812140,3208269,2024-08-23 12:44
380600,2955584,2024-08-23 12:44
2321470,2772204,2024-08-23 12:44
4700,2261055,2024-08-23 12:44
1568590,5239043,2024-08-23 12:44
1184370,2153017,2024-08-23 12:44
729040,734193,2024-08-23 12:44
877280,1810063,2024-08-23 12:44
231430,2325578,2024-08-23 12:44
518790,2568460,2024-08-23 12:44
1846380,1488808,2024-08-23 12:44
1659040,2548954,2024-08-23 12:44
1030840,483288,2024-08-23 12:44
881100,1867055,2024-08-23 12:44
2668080,1655759,2024-08-23 12:44
392160,2235323,2024-08-23 12:44
1811260,2384343,2024-08-23 12:44
1201240,2034598,2024-08-23 12:44
1169040,840179,2024-08-23 12:44
1432860,1820140,2024-08-23 12:44
1128810,1461625,2024-08-23 12:44
1282100,2087229,2024-08-23 12:44
1145350,1930107,2024-08-23 12:44
1201540,94330,2024-08-23 12:44
1874880,1493384,2024-08-23 12:44
570940,1980338,2024-08-23 12:44
1167630,1654258,2024-08-23 12:44
1260320,2246815,2024-08-23 12:44
1407200,2444789,2024-08-23 12:44
1824220,1414694,2024-08-23 12:44
2420110,2414930,2024-08-23 12:44
1149460,1579502,2024-08-23 12:44
2186680,1814908,2024-08-23 12:44
400040,1719782,2024-08-23 12:44
