GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1327873,1818773,2024-08-15
2923300,2,450112,917272,2024-08-15
570,3,615078,1295114,2024-08-15
578080,4,663866,3257248,2024-08-15
1203220,5,268431,385770,2024-08-15
1172470,6,254483,624473,2024-08-15
271590,7,161137,364548,2024-08-15
431960,8,115763,150375,2024-08-15
218,9,185880,221857,2024-08-15
413150,10,105604,236614,2024-08-15
1245620,11,101603,953426,2024-08-15
252490,12,107321,245243,2024-08-15
238960,13,106248,229337,2024-08-15
236390,14,89657,121318,2024-08-15
1938090,15,82247,491670,2024-08-15
436150,16,44196,47136,2024-08-15
251570,17,77214,125419,2024-08-15
1086940,18,85697,875343,2024-08-15
440,19,58501,253997,2024-08-15
2074920,20,65150,264860,2024-08-15
289070,21,58126,162657,2024-08-15
230410,22,52107,189837,2024-08-15
3047030,23,36648,38782,2024-08-15
359550,24,58081,201933,2024-08-15
2252570,25,63550,89478,2024-08-15
582010,26,57442,334684,2024-08-15
381210,27,54484,105093,2024-08-15
1782210,28,54730,75967,2024-08-15
438100,29,34518,52956,2024-08-15
1281930,30,41415,47602,2024-08-15
1085660,31,40579,316750,2024-08-15
2195250,32,60669,107359,2024-08-15
2357570,33,43993,75608,2024-08-15
394360,34,49366,78108,2024-08-15
1449850,35,27408,262689,2024-08-15
322330,36,46062,115925,2024-08-15
1623730,37,38517,2101867,2024-08-15
105600,38,35143,489886,2024-08-15
304930,39,30901,112703,2024-08-15
1238810,40,37950,116104,2024-08-15
1091500,41,32477,1054388,2024-08-15
1174180,42,35321,77655,2024-08-15
346110,43,35716,248405,2024-08-15
1222670,44,38857,96328,2024-08-15
39210,45,39157,95150,2024-08-15
550,46,29213,162399,2024-08-15
221100,47,46367,73418,2024-08-15
2977660,48,20254,90669,2024-08-15
1366800,49,31536,35101,2024-08-15
294100,50,24880,62257,2024-08-15
108600,51,27495,65505,2024-08-15
480,52,41732,102705,2024-08-15
553850,53,34732,458709,2024-08-15
1623660,54,17691,97173,2024-08-15
2016590,55,21361,57164,2024-08-15
2344520,56,29242,39782,2024-08-15
2709570,57,44086,47836,2024-08-15
489830,58,26632,69906,2024-08-15
1973530,59,16804,38950,2024-08-15
4000,60,31382,73863,2024-08-15
261550,61,26107,248216,2024-08-15
377160,62,25218,472962,2024-08-15
1364780,63,26352,70573,2024-08-15
227300,64,36109,69754,2024-08-15
1599340,65,26169,1325305,2024-08-15
513710,66,20340,68322,2024-08-15
2448970,67,20170,39325,2024-08-15
1142710,68,23065,166754,2024-08-15
1049590,69,19964,52853,2024-08-15
1422450,70,23335,23335,2024-08-15
250900,71,20328,70701,2024-08-15
1818450,72,27068,38437,2024-08-15
646570,73,16941,33086,2024-08-15
275850,74,20441,212613,2024-08-15
1454400,75,13835,67867,2024-08-15
292030,76,22134,103329,2024-08-15
739630,77,28779,112717,2024-08-15
1248130,78,34563,105636,2024-08-15
1920960,79,13074,85551,2024-08-15
582660,80,14615,60395,2024-08-15
8930,81,17264,91363,2024-08-15
1238840,82,19363,53714,2024-08-15
548430,83,21664,54160,2024-08-15
2349820,84,12490,37249,2024-08-15
1687950,85,14015,35474,2024-08-15
766570,86,16454,24544,2024-08-15
2338770,87,18379,30363,2024-08-15
218620,88,19351,247709,2024-08-15
1158310,89,19661,98872,2024-08-15
813780,90,18614,38725,2024-08-15
1905180,91,17282,20080,2024-08-15
3132990,92,37298,85277,2024-08-15
960090,93,17086,53943,2024-08-15
629520,94,17771,21920,2024-08-15
892970,95,24173,502387,2024-08-15
1313140,96,15536,61780,2024-08-15
281990,97,13243,68602,2024-08-15
2399830,98,13605,98047,2024-08-15
236850,99,17460,48165,2024-08-15
2073850,100,14565,242619,2024-08-15
1446780,101,15103,231360,2024-08-15
322170,102,17245,88346,2024-08-15
252950,103,27176,147632,2024-08-15
457140,104,13068,27486,2024-08-15
240,105,15315,100056,2024-08-15
2709440,106,19001,21806,2024-08-15
1293830,107,15828,75689,2024-08-15
232090,108,9038,69987,2024-08-15
2426960,109,12160,22281,2024-08-15
427520,110,15233,34700,2024-08-15
1517290,111,15120,107376,2024-08-15
814380,112,12819,125315,2024-08-15
3076520,113,8067,8563,2024-08-15
393380,114,15891,35151,2024-08-15
255710,115,12232,60386,2024-08-15
1325860,116,15559,16688,2024-08-15
1966720,117,13798,240817,2024-08-15
397540,118,11626,93820,2024-08-15
306130,119,14101,49234,2024-08-15
284160,120,17098,26844,2024-08-15
1476970,121,9526,13048,2024-08-15
216150,122,9412,13850,2024-08-15
1551360,123,13861,81096,2024-08-15
1151340,124,14015,73368,2024-08-15
1237970,125,10096,27631,2024-08-15
