App_Id,Hours_Played(30days),Datetime
2358720,85934595,2024-08-24 12:37
730,649705075,2024-08-24 12:37
2923300,290556979,2024-08-24 12:37
570,332952341,2024-08-24 12:37
578080,209562762,2024-08-24 12:37
2139460,85540367,2024-08-24 12:37
1172470,88689022,2024-08-24 12:37
271590,86465916,2024-08-24 12:37
1938090,48449960,2024-08-24 12:37
1203220,89790110,2024-08-24 12:37
1086940,49147531,2024-08-24 12:37
431960,57718575,2024-08-24 12:37
1245620,72178459,2024-08-24 12:37
252490,68266335,2024-08-24 12:37
440,49057761,2024-08-24 12:37
413150,50938652,2024-08-24 12:37
359550,36729846,2024-08-24 12:37
289070,33720461,2024-08-24 12:37
251570,46869111,2024-08-24 12:37
236390,43766915,2024-08-24 12:37
230410,33846458,2024-08-24 12:37
238960,64831250,2024-08-24 12:37
2357570,23997740,2024-08-24 12:37
1782210,36260042,2024-08-24 12:37
438100,21973933,2024-08-24 12:37
436150,24171440,2024-08-24 12:37
1966720,10662717,2024-08-24 12:37
2074920,48082143,2024-08-24 12:37
1085660,29666827,2024-08-24 12:37
381210,32197607,2024-08-24 12:37
2195250,33348949,2024-08-24 12:37
582010,20669306,2024-08-24 12:37
2252570,34062441,2024-08-24 12:37
550,17041644,2024-08-24 12:37
553850,18989541,2024-08-24 12:37
1222670,23414680,2024-08-24 12:37
394360,26176398,2024-08-24 12:37
221100,24669164,2024-08-24 12:37
2977660,19347419,2024-08-24 12:37
1366800,18868101,2024-08-24 12:37
39210,23059802,2024-08-24 12:37
1281930,21835120,2024-08-24 12:37
105600,20397625,2024-08-24 12:37
1091500,17446071,2024-08-24 12:37
108600,17172144,2024-08-24 12:37
322330,19919518,2024-08-24 12:37
1623730,21660651,2024-08-24 12:37
594650,12982197,2024-08-24 12:37
489830,14578813,2024-08-24 12:37
304930,18173130,2024-08-24 12:37
294100,16067512,2024-08-24 12:37
252950,12518524,2024-08-24 12:37
346110,18566373,2024-08-24 12:37
1174180,20467052,2024-08-24 12:37
2344520,9126458,2024-08-24 12:37
1449850,13408937,2024-08-24 12:37
1158310,11400449,2024-08-24 12:37
377160,15383458,2024-08-24 12:37
218620,12427095,2024-08-24 12:37
4000,17051572,2024-08-24 12:37
1142710,14245515,2024-08-24 12:37
1599340,14994436,2024-08-24 12:37
480,20607433,2024-08-24 12:37
1623660,12057178,2024-08-24 12:37
813780,11049465,2024-08-24 12:37
892970,13491372,2024-08-24 12:37
739630,12242111,2024-08-24 12:37
8930,10601222,2024-08-24 12:37
2016590,14003940,2024-08-24 12:37
2709570,6977370,2024-08-24 12:37
513710,10314147,2024-08-24 12:37
322170,10010978,2024-08-24 12:37
960090,11154774,2024-08-24 12:37
261550,13470320,2024-08-24 12:37
2399830,9277175,2024-08-24 12:37
1364780,10648365,2024-08-24 12:37
2073850,8805214,2024-08-24 12:37
1446780,5762870,2024-08-24 12:37
250900,11125077,2024-08-24 12:37
1454400,8684676,2024-08-24 12:37
397540,4668328,2024-08-24 12:37
232090,8472954,2024-08-24 12:37
1973530,6936484,2024-08-24 12:37
646570,9218992,2024-08-24 12:37
275850,16754382,2024-08-24 12:37
291550,7687594,2024-08-24 12:37
1248130,16081427,2024-08-24 12:37
227300,19281565,2024-08-24 12:37
629520,9925207,2024-08-24 12:37
1238810,11839543,2024-08-24 12:37
281990,8250720,2024-08-24 12:37
582660,10270165,2024-08-24 12:37
284160,9503392,2024-08-24 12:37
386360,5324256,2024-08-24 12:37
427520,8799617,2024-08-24 12:37
2448970,13475344,2024-08-24 12:37
306130,7999816,2024-08-24 12:37
236850,9946199,2024-08-24 12:37
548430,9312234,2024-08-24 12:37
292030,11012841,2024-08-24 12:37
632360,4943796,2024-08-24 12:37
107410,7858050,2024-08-24 12:37
1621690,1474545,2024-08-24 12:37
1905180,8561582,2024-08-24 12:37
1313140,4060444,2024-08-24 12:37
1151340,6708766,2024-08-24 12:37
1329410,5539374,2024-08-24 12:37
2162800,1345025,2024-08-24 12:37
2338770,8391693,2024-08-24 12:37
1716740,4324763,2024-08-24 12:37
457140,7285395,2024-08-24 12:37
216150,5201728,2024-08-24 12:37
2349820,6780414,2024-08-24 12:37
1687950,5319681,2024-08-24 12:37
311210,4465443,2024-08-24 12:37
393380,8158289,2024-08-24 12:37
270880,5117232,2024-08-24 12:37
1551360,7402216,2024-08-24 12:37
240,7635100,2024-08-24 12:37
1517290,6782406,2024-08-24 12:37
2142790,2752744,2024-08-24 12:37
1172620,7445071,2024-08-24 12:37
766570,7210292,2024-08-24 12:37
1466860,6364708,2024-08-24 12:37
3076520,5713427,2024-08-24 12:37
3047030,19813239,2024-08-24 12:37
239140,3070385,2024-08-24 12:37
286160,3539736,2024-08-24 12:37
2426960,7419828,2024-08-24 12:37
255710,6448972,2024-08-24 12:37
1476970,5440200,2024-08-24 12:37
761890,6880241,2024-08-24 12:37
49520,3062259,2024-08-24 12:37
1325860,6173339,2024-08-24 12:37
814380,5331036,2024-08-24 12:37
244210,6596077,2024-08-24 12:37
2670630,5868120,2024-08-24 12:37
1665460,5754692,2024-08-24 12:37
3092450,230052,2024-08-24 12:37
1920960,5845447,2024-08-24 12:37
1238840,6739430,2024-08-24 12:37
1575940,1297064,2024-08-24 12:37
1049590,6771617,2024-08-24 12:37
2709440,5249937,2024-08-24 12:37
945360,3855803,2024-08-24 12:37
552990,4647865,2024-08-24 12:37
1778820,5162056,2024-08-24 12:37
2379780,4731032,2024-08-24 12:37
1283970,4656651,2024-08-24 12:37
2141910,4668404,2024-08-24 12:37
529340,5939429,2024-08-24 12:37
2707930,4911302,2024-08-24 12:37
526870,6052223,2024-08-24 12:37
1818450,11058574,2024-08-24 12:37
2780980,444398,2024-08-24 12:37
1812620,4169112,2024-08-24 12:37
10,6603020,2024-08-24 12:37
1293830,7357289,2024-08-24 12:37
1250410,4645671,2024-08-24 12:37
949230,5139278,2024-08-24 12:37
686810,3453525,2024-08-24 12:37
1326470,5074662,2024-08-24 12:37
2526380,3080773,2024-08-24 12:37
376210,3906697,2024-08-24 12:37
427410,2308597,2024-08-24 12:37
1997040,4023273,2024-08-24 12:37
990080,4940226,2024-08-24 12:37
365670,5509398,2024-08-24 12:37
976730,2448641,2024-08-24 12:37
1118200,3967126,2024-08-24 12:37
1904540,5370400,2024-08-24 12:37
440900,3727147,2024-08-24 12:37
367520,4143554,2024-08-24 12:37
714010,5788899,2024-08-24 12:37
1794680,3234695,2024-08-24 12:37
1144200,4548101,2024-08-24 12:37
2567870,7497276,2024-08-24 12:37
985810,2496458,2024-08-24 12:37
648800,4827668,2024-08-24 12:37
1361210,2876812,2024-08-24 12:37
444200,6146061,2024-08-24 12:37
22380,2800926,2024-08-24 12:37
1040200,1607649,2024-08-24 12:37
1203620,4183773,2024-08-24 12:37
2291060,4212664,2024-08-24 12:37
2215430,3652499,2024-08-24 12:37
700330,4580628,2024-08-24 12:37
1284210,2444683,2024-08-24 12:37
534380,2548461,2024-08-24 12:37
1267910,3616378,2024-08-24 12:37
1240440,1711307,2024-08-24 12:37
2855560,3261273,2024-08-24 12:37
1009850,2065375,2024-08-24 12:37
1604030,3927350,2024-08-24 12:37
374320,3927972,2024-08-24 12:37
1677740,3573478,2024-08-24 12:37
933110,2847365,2024-08-24 12:37
1286830,2770078,2024-08-24 12:37
233860,3552322,2024-08-24 12:37
2161700,2029235,2024-08-24 12:37
3132990,2221605,2024-08-24 12:37
1973710,2465151,2024-08-24 12:37
431730,3135576,2024-08-24 12:37
1158160,3676113,2024-08-24 12:37
444090,2618978,2024-08-24 12:37
1401590,1598277,2024-08-24 12:37
961200,1088597,2024-08-24 12:37
1237970,2981345,2024-08-24 12:37
779340,3108960,2024-08-24 12:37
304390,2892566,2024-08-24 12:37
1063730,2369175,2024-08-24 12:37
1593500,2489472,2024-08-24 12:37
1818750,2300933,2024-08-24 12:37
2051620,2530338,2024-08-24 12:37
2250040,2348321,2024-08-24 12:37
244850,2865034,2024-08-24 12:37
1426210,4592638,2024-08-24 12:37
1942280,2576830,2024-08-24 12:37
2050650,2845810,2024-08-24 12:37
1043810,35394,2024-08-24 12:37
1363080,2600581,2024-08-24 12:37
588650,1617707,2024-08-24 12:37
1145360,2847073,2024-08-24 12:37
242760,3301556,2024-08-24 12:37
1868140,3219450,2024-08-24 12:37
2646460,3960862,2024-08-24 12:37
2582560,360970,2024-08-24 12:37
435150,2870030,2024-08-24 12:37
1290000,1931853,2024-08-24 12:37
3145170,104915,2024-08-24 12:37
1468810,2673180,2024-08-24 12:37
214950,3042815,2024-08-24 12:37
1366540,2362564,2024-08-24 12:37
2881650,2499654,2024-08-24 12:37
1147690,2493409,2024-08-24 12:37
1201540,151448,2024-08-24 12:37
1919590,2650379,2024-08-24 12:37
2808930,2501723,2024-08-24 12:37
268500,2506652,2024-08-24 12:37
993090,1980075,2024-08-24 12:37
1258080,2716653,2024-08-24 12:37
977400,2587310,2024-08-24 12:37
359320,2130962,2024-08-24 12:37
899770,4226031,2024-08-24 12:37
1371580,2028554,2024-08-24 12:37
655500,1654884,2024-08-24 12:37
728880,2204441,2024-08-24 12:37
1568590,5246957,2024-08-24 12:37
1599600,1409262,2024-08-24 12:37
627690,2285913,2024-08-24 12:37
3590,2402959,2024-08-24 12:37
552520,1691565,2024-08-24 12:37
379430,2342795,2024-08-24 12:37
221380,2088672,2024-08-24 12:37
2325290,2212133,2024-08-24 12:37
1328670,2324025,2024-08-24 12:37
812140,3170346,2024-08-24 12:37
1948980,1639592,2024-08-24 12:37
48700,2770799,2024-08-24 12:37
264710,2878874,2024-08-24 12:37
601510,1823916,2024-08-24 12:37
962130,2288154,2024-08-24 12:37
1384160,2125100,2024-08-24 12:37
8500,2099621,2024-08-24 12:37
1811260,2367115,2024-08-24 12:37
