UUID,Rank,GameID,Country,Date,SystemDate
cb75787c-d9a8-4d80-a405-1281f9e431dc,1,1675200,GB,2024-08-14,2024-08-14 18:45
36b45853-4476-4a60-8578-114ef9704c9d,2,393080,GB,2024-08-14,2024-08-14 18:45
c80ee85b-270c-4238-9263-8d641e6aaa19,3,730,GB,2024-08-14,2024-08-14 18:45
f0c9048c-f82e-47e8-8e9d-955e88172ea7,4,1091500,GB,2024-08-14,2024-08-14 18:45
b67c2c9e-2b81-46ee-afd3-9f15b981478b,5,1313140,GB,2024-08-14,2024-08-14 18:45
80ada956-24ca-44eb-a169-3af4ca477fa8,6,2183900,GB,2024-08-14,2024-08-14 18:45
deda4ca1-766b-4914-853d-ef36de7ecfa2,8,1172470,GB,2024-08-14,2024-08-14 18:45
6cf2c8b8-37f6-45d9-882b-12354aa88fb5,9,2161700,GB,2024-08-14,2024-08-14 18:45
344ae36d-24d4-4f3a-a40f-2d8bab4ea608,11,1687950,GB,2024-08-14,2024-08-14 18:45
57a4ec58-97fe-4b06-9881-2ad80c35537c,12,2933620,GB,2024-08-14,2024-08-14 18:45
cef09d65-3656-445a-b02f-387d10606de2,13,1086940,GB,2024-08-14,2024-08-14 18:45
699b3a64-5a9a-41c7-ab3c-caa630662817,14,2358720,GB,2024-08-14,2024-08-14 18:45
720a9445-8ec0-4a33-bb08-74f2a0155701,15,311210,GB,2024-08-14,2024-08-14 18:45
8b6ea33d-562d-4129-8b51-5d456651a8f6,17,1456940,GB,2024-08-14,2024-08-14 18:45
b2403d1c-cc9f-4cab-8c18-61e59d9538a6,18,306130,GB,2024-08-14,2024-08-14 18:45
da35938c-7d3f-44f0-820c-125aaaae9dd3,19,230410,GB,2024-08-14,2024-08-14 18:45
75ff0f32-a25a-4957-a1ad-ef176b60e19b,21,397540,GB,2024-08-14,2024-08-14 18:45
bb9f96b6-e822-4c21-a53e-0abb403af4b7,22,2074920,GB,2024-08-14,2024-08-14 18:45
d63dcc82-fb07-4617-a275-e21ace78e614,23,236390,GB,2024-08-14,2024-08-14 18:45
0d2d5fd8-7db9-45b8-a3dc-fcf9def95c3e,24,381210,GB,2024-08-14,2024-08-14 18:45
07885361-5ca8-418c-96d8-41f1da44a946,25,2366980,GB,2024-08-14,2024-08-14 18:45
387ac2ef-c3dd-4a15-bf7e-bcb367093698,26,2138330,GB,2024-08-14,2024-08-14 18:45
89de1951-f241-4f96-a56b-2ef49267a507,27,1222670,GB,2024-08-14,2024-08-14 18:45
d3da5fc5-0972-431e-88c4-3790b7d756bb,28,2142790,GB,2024-08-14,2024-08-14 18:45
