App_Id,Hours_Played(30days),Datetime
730,641112970,2024-08-15 12:03
2923300,289023377,2024-08-15 12:03
570,341292273,2024-08-15 12:03
578080,211709637,2024-08-15 12:03
1172470,87693871,2024-08-15 12:03
2139460,97040251,2024-08-15 12:03
1203220,93283007,2024-08-15 12:03
1245620,93866598,2024-08-15 12:03
271590,85676904,2024-08-15 12:03
1938090,49108282,2024-08-15 12:03
1086940,49101263,2024-08-15 12:03
431960,58014812,2024-08-15 12:03
413150,54314382,2024-08-15 12:03
238960,51593454,2024-08-15 12:03
252490,69610635,2024-08-15 12:03
359550,37603927,2024-08-15 12:03
251570,44319328,2024-08-15 12:03
2074920,62071024,2024-08-15 12:03
440,53224883,2024-08-15 12:03
236390,42578713,2024-08-15 12:03
230410,34206603,2024-08-15 12:03
381210,33049339,2024-08-15 12:03
289070,34316241,2024-08-15 12:03
1085660,36101539,2024-08-15 12:03
39210,25514559,2024-08-15 12:03
436150,19834962,2024-08-15 12:03
2357570,22918757,2024-08-15 12:03
438100,21239643,2024-08-15 12:03
553850,18730817,2024-08-15 12:03
2195250,35138645,2024-08-15 12:03
2252570,33950461,2024-08-15 12:03
582010,19316504,2024-08-15 12:03
550,17758539,2024-08-15 12:03
1281930,22482600,2024-08-15 12:03
1222670,23799065,2024-08-15 12:03
394360,25974903,2024-08-15 12:03
105600,21391627,2024-08-15 12:03
1782210,38655488,2024-08-15 12:03
1623730,26287538,2024-08-15 12:03
1091500,16504506,2024-08-15 12:03
1366800,17896316,2024-08-15 12:03
108600,17399264,2024-08-15 12:03
221100,24764766,2024-08-15 12:03
1174180,21961162,2024-08-15 12:03
489830,13583623,2024-08-15 12:03
294100,16044501,2024-08-15 12:03
346110,18422996,2024-08-15 12:03
252950,12468194,2024-08-15 12:03
377160,15254815,2024-08-15 12:03
304930,18517854,2024-08-15 12:03
2016590,15845145,2024-08-15 12:03
1449850,13242735,2024-08-15 12:03
1599340,15184102,2024-08-15 12:03
322330,20546078,2024-08-15 12:03
2977660,19672141,2024-08-15 12:03
739630,12035085,2024-08-15 12:03
1623660,12098518,2024-08-15 12:03
2344520,6520766,2024-08-15 12:03
4000,17350709,2024-08-15 12:03
892970,14348973,2024-08-15 12:03
2709570,1992553,2024-08-15 12:03
275850,18833468,2024-08-15 12:03
480,20664947,2024-08-15 12:03
1142710,14615121,2024-08-15 12:03
960090,11014773,2024-08-15 12:03
3047030,17854481,2024-08-15 12:03
813780,11080148,2024-08-15 12:03
261550,13630454,2024-08-15 12:03
1238810,11960656,2024-08-15 12:03
250900,11127582,2024-08-15 12:03
1966720,9051916,2024-08-15 12:03
1973530,6089093,2024-08-15 12:03
548430,9396138,2024-08-15 12:03
646570,9540293,2024-08-15 12:03
218620,13123403,2024-08-15 12:03
2073850,8751186,2024-08-15 12:03
1158310,11230604,2024-08-15 12:03
1313140,1805627,2024-08-15 12:03
8930,10421642,2024-08-15 12:03
2448970,14222779,2024-08-15 12:03
1454400,8559851,2024-08-15 12:03
322170,10085438,2024-08-15 12:03
1364780,11145799,2024-08-15 12:03
582660,11031976,2024-08-15 12:03
311210,4224009,2024-08-15 12:03
2399830,9503321,2024-08-15 12:03
227300,20209116,2024-08-15 12:03
629520,9745882,2024-08-15 12:03
513710,10286526,2024-08-15 12:03
2709440,2858803,2024-08-15 12:03
1248130,16156145,2024-08-15 12:03
386360,5263893,2024-08-15 12:03
3132990,630487,2024-08-15 12:03
281990,8292862,2024-08-15 12:03
291550,7911305,2024-08-15 12:03
1151340,7020372,2024-08-15 12:03
427520,8674803,2024-08-15 12:03
236850,9922897,2024-08-15 12:03
292030,11462555,2024-08-15 12:03
284160,9523519,2024-08-15 12:03
397540,3117005,2024-08-15 12:03
2889840,357509,2024-08-15 12:03
306130,7982488,2024-08-15 12:03
216150,5292192,2024-08-15 12:03
2338770,9149089,2024-08-15 12:03
1517290,6981037,2024-08-15 12:03
2142790,1303864,2024-08-15 12:03
2349820,7348933,2024-08-15 12:03
1238840,6659011,2024-08-15 12:03
427410,1436776,2024-08-15 12:03
1920960,5827431,2024-08-15 12:03
632360,5138208,2024-08-15 12:03
1687950,4381569,2024-08-15 12:03
1905180,8485176,2024-08-15 12:03
107410,7921871,2024-08-15 12:03
457140,7463193,2024-08-15 12:03
1172620,7357407,2024-08-15 12:03
1446780,5083677,2024-08-15 12:03
393380,8285363,2024-08-15 12:03
2426960,6927524,2024-08-15 12:03
2379780,4932909,2024-08-15 12:03
270880,5356718,2024-08-15 12:03
1476970,5125159,2024-08-15 12:03
232090,8260661,2024-08-15 12:03
240,7653256,2024-08-15 12:03
1325860,6163069,2024-08-15 12:03
761890,6947991,2024-08-15 12:03
255710,6585332,2024-08-15 12:03
766570,7203069,2024-08-15 12:03
2141910,4376793,2024-08-15 12:03
2670630,6390140,2024-08-15 12:03
814380,5358088,2024-08-15 12:03
286160,3572249,2024-08-15 12:03
1818450,10513398,2024-08-15 12:03
1237970,2215532,2024-08-15 12:03
1778820,5348032,2024-08-15 12:03
3076520,4154882,2024-08-15 12:03
244210,6688035,2024-08-15 12:03
1551360,7749944,2024-08-15 12:03
1049590,6798498,2024-08-15 12:03
529340,6422266,2024-08-15 12:03
2526380,1857134,2024-08-15 12:03
2707930,4905891,2024-08-15 12:03
1466860,6405124,2024-08-15 12:03
552990,4534381,2024-08-15 12:03
365670,5559828,2024-08-15 12:03
526870,6725739,2024-08-15 12:03
1283970,4406991,2024-08-15 12:03
945360,3845683,2024-08-15 12:03
1293830,8782915,2024-08-15 12:03
49520,2609262,2024-08-15 12:03
1812620,4144096,2024-08-15 12:03
1716740,4015437,2024-08-15 12:03
714010,5466496,2024-08-15 12:03
985810,1989013,2024-08-15 12:03
949230,5326672,2024-08-15 12:03
2567870,9369525,2024-08-15 12:03
376210,3488210,2024-08-15 12:03
367520,4508987,2024-08-15 12:03
1144200,4674519,2024-08-15 12:03
10,7408264,2024-08-15 12:03
2291060,3338129,2024-08-15 12:03
1326470,5156219,2024-08-15 12:03
1203620,4012540,2024-08-15 12:03
1904540,5428188,2024-08-15 12:03
1329410,5563706,2024-08-15 12:03
990080,5310733,2024-08-15 12:03
686810,3458363,2024-08-15 12:03
1593500,2062363,2024-08-15 12:03
976730,2530486,2024-08-15 12:03
374320,4352092,2024-08-15 12:03
1997040,3839234,2024-08-15 12:03
22380,2925393,2024-08-15 12:03
440900,3722583,2024-08-15 12:03
1250410,4659248,2024-08-15 12:03
1267910,3837613,2024-08-15 12:03
700330,4450381,2024-08-15 12:03
