GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
2358720,1,2130243,2415714,2024-08-26
730,2,1350929,1818773,2024-08-26
570,3,693134,1295114,2024-08-26
578080,4,632426,3257248,2024-08-26
2923300,5,446084,917272,2024-08-26
1203220,6,233584,385770,2024-08-26
1172470,7,209921,624473,2024-08-26
271590,8,171600,364548,2024-08-26
2139460,9,151847,231668,2024-08-26
431960,10,119019,150375,2024-08-26
1086940,11,114839,875343,2024-08-26
252490,12,108583,245243,2024-08-26
413150,13,97682,236614,2024-08-26
1938090,14,97065,491670,2024-08-26
236390,15,89861,121318,2024-08-26
1245620,16,87129,953426,2024-08-26
238960,17,84727,229337,2024-08-26
289070,18,83104,162657,2024-08-26
251570,19,80796,125419,2024-08-26
359550,20,75832,201933,2024-08-26
2252570,21,75081,89478,2024-08-26
440,22,71863,253997,2024-08-26
582010,23,69289,334684,2024-08-26
230410,24,65265,189837,2024-08-26
2195250,25,63142,107359,2024-08-26
2357570,26,55711,75608,2024-08-26
221100,27,55333,73418,2024-08-26
394360,28,54762,78108,2024-08-26
381210,29,52050,105093,2024-08-26
2074920,30,52042,264860,2024-08-26
1782210,31,48711,75967,2024-08-26
1222670,32,47516,96328,2024-08-26
480,33,47390,102705,2024-08-26
438100,34,46587,52956,2024-08-26
1248130,35,46397,105636,2024-08-26
322330,36,42975,115925,2024-08-26
436150,37,42412,47136,2024-08-26
227300,38,41985,69754,2024-08-26
1366800,39,41113,41113,2024-08-26
1966720,40,40674,240817,2024-08-26
594650,41,38585,60124,2024-08-26
1091500,42,38220,1054388,2024-08-26
1085660,43,38057,316750,2024-08-26
346110,44,37528,248405,2024-08-26
3047030,45,36864,40421,2024-08-26
39210,46,36605,95150,2024-08-26
1281930,47,36217,47602,2024-08-26
1623730,48,35697,2101867,2024-08-26
4000,49,35085,73863,2024-08-26
1174180,50,34486,77655,2024-08-26
105600,51,34093,489886,2024-08-26
489830,52,33590,69906,2024-08-26
1142710,53,33193,166754,2024-08-26
2709570,54,32825,47836,2024-08-26
2344520,55,32547,39782,2024-08-26
550,56,32440,162399,2024-08-26
108600,57,32289,65505,2024-08-26
892970,58,31172,502387,2024-08-26
553850,59,30587,458709,2024-08-26
294100,60,30235,62257,2024-08-26
1158310,61,30023,98872,2024-08-26
252950,62,29135,147632,2024-08-26
513710,63,28831,68322,2024-08-26
1238810,64,28740,116104,2024-08-26
377160,65,28556,472962,2024-08-26
304930,66,28539,112703,2024-08-26
739630,67,27679,112717,2024-08-26
2977660,68,27494,90669,2024-08-26
261550,69,27242,248216,2024-08-26
1818450,70,26570,38437,2024-08-26
1599340,71,26049,1325305,2024-08-26
292030,72,25707,103329,2024-08-26
1449850,73,25058,262689,2024-08-26
8930,74,24291,91363,2024-08-26
813780,75,23383,38725,2024-08-26
1364780,76,22795,70573,2024-08-26
1446780,77,22479,231360,2024-08-26
322170,78,21015,88346,2024-08-26
284160,79,20863,26844,2024-08-26
1049590,80,20551,52853,2024-08-26
218620,81,20321,247709,2024-08-26
250900,82,20302,70701,2024-08-26
236850,83,20184,48165,2024-08-26
629520,84,19966,21920,2024-08-26
275850,85,19928,212613,2024-08-26
2016590,86,19653,57164,2024-08-26
960090,87,19070,53943,2024-08-26
427520,88,19054,34700,2024-08-26
1621690,89,18554,34508,2024-08-26
2399830,90,18524,98047,2024-08-26
107410,91,18126,56679,2024-08-26
1623660,92,17871,97173,2024-08-26
1568590,93,17851,702845,2024-08-26
1905180,94,17850,20080,2024-08-26
766570,95,17473,24544,2024-08-26
646570,96,17456,33086,2024-08-26
1329410,97,17298,39075,2024-08-26
291550,98,17218,34816,2024-08-26
393380,99,17099,35151,2024-08-26
239140,100,16946,45876,2024-08-26
306130,101,16899,49234,2024-08-26
2073850,102,16688,242619,2024-08-26
548430,103,16464,54160,2024-08-26
281990,104,16403,68602,2024-08-26
1466860,105,16380,73928,2024-08-26
397540,106,16334,93820,2024-08-26
444200,107,16144,56669,2024-08-26
1551360,108,15939,81096,2024-08-26
1716740,109,15908,330723,2024-08-26
1454400,110,15881,67867,2024-08-26
2448970,111,15651,39325,2024-08-26
240,112,15627,100056,2024-08-26
1238840,113,15486,53714,2024-08-26
582660,114,15264,60395,2024-08-26
10,115,15133,319586,2024-08-26
2338770,116,15042,30363,2024-08-26
1687950,117,15033,35474,2024-08-26
1172620,118,14992,66906,2024-08-26
2349820,119,14774,37249,2024-08-26
244210,120,14604,19661,2024-08-26
1325860,121,14569,16688,2024-08-26
1293830,122,13965,75689,2024-08-26
457140,123,13961,27486,2024-08-26
2162800,124,13951,18806,2024-08-26
1151340,125,13817,73368,2024-08-26
1426210,126,13378,32685,2024-08-26
255710,127,13339,60386,2024-08-26
761890,128,13269,27227,2024-08-26
