GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
2358720,1,2298028,2415714,2024-08-24
730,2,1291711,1818773,2024-08-24
570,3,673585,1295114,2024-08-24
578080,4,607145,3257248,2024-08-24
2923300,5,480980,917272,2024-08-24
1203220,6,227476,385770,2024-08-24
1172470,7,200543,624473,2024-08-24
271590,8,158159,364548,2024-08-24
2139460,9,131199,231668,2024-08-24
431960,10,112465,150375,2024-08-24
252490,11,108969,245243,2024-08-24
413150,12,86372,236614,2024-08-24
236390,13,84369,121318,2024-08-24
238960,14,74943,229337,2024-08-24
1245620,15,73889,953426,2024-08-24
1938090,16,70772,491670,2024-08-24
1086940,17,69058,875343,2024-08-24
289070,18,68432,162657,2024-08-24
2252570,19,67528,89478,2024-08-24
251570,20,66244,125419,2024-08-24
440,21,66115,253997,2024-08-24
230410,22,61559,189837,2024-08-24
582010,23,59955,334684,2024-08-24
359550,24,56374,201933,2024-08-24
2195250,25,56119,107359,2024-08-24
2357570,26,55972,75608,2024-08-24
394360,27,49433,78108,2024-08-24
2074920,28,47400,264860,2024-08-24
1782210,29,47381,75967,2024-08-24
381210,30,45428,105093,2024-08-24
436150,31,44066,47136,2024-08-24
480,32,42598,102705,2024-08-24
221100,33,42258,73418,2024-08-24
322330,34,41167,115925,2024-08-24
1966720,35,38852,240817,2024-08-24
1222670,36,37832,96328,2024-08-24
438100,37,36658,52956,2024-08-24
105600,38,35497,489886,2024-08-24
1085660,39,35496,316750,2024-08-24
1281930,40,34554,47602,2024-08-24
227300,41,34228,69754,2024-08-24
3047030,42,33810,40421,2024-08-24
1366800,43,33265,38258,2024-08-24
1091500,44,32279,1054388,2024-08-24
346110,45,32255,248405,2024-08-24
1248130,46,31358,105636,2024-08-24
594650,47,31271,60124,2024-08-24
1623730,48,30903,2101867,2024-08-24
550,49,29756,162399,2024-08-24
4000,50,29641,73863,2024-08-24
1174180,51,29589,77655,2024-08-24
2709570,52,29292,47836,2024-08-24
1238810,53,29264,116104,2024-08-24
304930,54,28837,112703,2024-08-24
2977660,55,26964,90669,2024-08-24
39210,56,26448,95150,2024-08-24
108600,57,26164,65505,2024-08-24
2344520,58,26027,39782,2024-08-24
1158310,59,26022,98872,2024-08-24
553850,60,25804,458709,2024-08-24
1142710,61,25378,166754,2024-08-24
513710,62,24520,68322,2024-08-24
294100,63,24516,62257,2024-08-24
489830,64,24501,69906,2024-08-24
1364780,65,24251,70573,2024-08-24
1449850,66,23899,262689,2024-08-24
1818450,67,23312,38437,2024-08-24
261550,68,23116,248216,2024-08-24
1599340,69,22751,1325305,2024-08-24
377160,70,21440,472962,2024-08-24
292030,71,21223,103329,2024-08-24
218620,72,20840,247709,2024-08-24
1049590,73,20523,52853,2024-08-24
252950,74,20007,147632,2024-08-24
813780,75,19775,38725,2024-08-24
892970,76,19734,502387,2024-08-24
739630,77,19442,112717,2024-08-24
8930,78,19251,91363,2024-08-24
2016590,79,18618,57164,2024-08-24
1446780,80,18571,231360,2024-08-24
250900,81,18316,70701,2024-08-24
1905180,82,18196,20080,2024-08-24
1568590,83,18102,702845,2024-08-24
1329410,84,18008,39075,2024-08-24
1623660,85,17916,97173,2024-08-24
629520,86,17621,21920,2024-08-24
322170,87,17197,88346,2024-08-24
766570,88,17059,24544,2024-08-24
236850,89,16994,48165,2024-08-24
444200,90,16940,56669,2024-08-24
1973530,91,16785,38950,2024-08-24
1551360,92,16492,81096,2024-08-24
284160,93,16417,26844,2024-08-24
2448970,94,16402,39325,2024-08-24
1325860,95,15718,16688,2024-08-24
1238840,96,15064,53714,2024-08-24
393380,97,14919,35151,2024-08-24
960090,98,14907,53943,2024-08-24
548430,99,14889,54160,2024-08-24
646570,100,14873,33086,2024-08-24
2338770,101,14801,30363,2024-08-24
275850,102,14719,212613,2024-08-24
1454400,103,14415,67867,2024-08-24
2073850,104,14352,242619,2024-08-24
240,105,14269,100056,2024-08-24
