GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1281191,1818773,2024-08-09
2923300,2,356259,917272,2024-08-09
570,3,638841,1295114,2024-08-09
578080,4,652110,3257248,2024-08-09
1172470,5,287593,624473,2024-08-09
218,6,187171,221857,2024-08-09
2139460,7,148228,231668,2024-08-09
1203220,8,289000,385770,2024-08-09
1245620,9,114320,953426,2024-08-09
271590,10,169586,364548,2024-08-09
440,11,82884,253997,2024-08-09
252490,12,134229,245243,2024-08-09
431960,13,115615,150375,2024-08-09
1938090,14,84126,491670,2024-08-09
1086940,15,86250,875343,2024-08-09
238960,16,123089,229337,2024-08-09
1782210,17,59320,75967,2024-08-09
413150,18,99302,236614,2024-08-09
2074920,19,78825,264860,2024-08-09
251570,20,83405,125419,2024-08-09
359550,21,62284,201933,2024-08-09
236390,22,99940,121318,2024-08-09
1085660,23,49187,316750,2024-08-09
553850,24,54024,458709,2024-08-09
230410,25,52614,189837,2024-08-09
381210,26,58426,105093,2024-08-09
289070,27,56247,162657,2024-08-09
438100,28,34501,52956,2024-08-09
39210,29,42153,95150,2024-08-09
3047030,30,36636,36636,2024-08-09
2357570,31,44489,75608,2024-08-09
436150,32,35269,47136,2024-08-09
2195250,33,58562,107359,2024-08-09
1281930,34,42603,47602,2024-08-09
550,35,29351,162399,2024-08-09
2977660,36,27089,90669,2024-08-09
2252570,37,61901,89478,2024-08-09
322330,38,46086,115925,2024-08-09
1222670,39,42909,96328,2024-08-09
304930,40,31244,112703,2024-08-09
394360,41,47392,78108,2024-08-09
105600,42,36097,489886,2024-08-09
1623730,43,39524,2101867,2024-08-09
1599340,44,29272,1325305,2024-08-09
1174180,45,37166,77655,2024-08-09
221100,46,48784,73418,2024-08-09
1449850,47,38041,262689,2024-08-09
1366800,48,31628,35101,2024-08-09
582010,49,47154,334684,2024-08-09
108600,50,27157,65505,2024-08-09
2016590,51,24427,57164,2024-08-09
346110,52,34483,248405,2024-08-09
294100,53,24687,62257,2024-08-09
1973530,54,37979,38950,2024-08-09
1091500,55,26472,1054388,2024-08-09
2344520,56,27595,39782,2024-08-09
1623660,57,17706,97173,2024-08-09
252950,58,27515,147632,2024-08-09
489830,59,22773,69906,2024-08-09
377160,60,24693,472962,2024-08-09
275850,61,24749,212613,2024-08-09
4000,62,32758,73863,2024-08-09
960090,63,20334,53943,2024-08-09
480,64,41352,102705,2024-08-09
261550,65,26169,248216,2024-08-09
1238810,66,34937,116104,2024-08-09
739630,67,24819,112717,2024-08-09
2448970,68,24060,39325,2024-08-09
892970,69,26122,502387,2024-08-09
218620,70,22643,247709,2024-08-09
1966720,71,15241,240817,2024-08-09
