GameID,MostPlayedRank,PeakPlayers,AllTimePeak,Date
730,1,1280812,1818773,2024-08-16
2923300,2,474986,917272,2024-08-16
570,3,618380,1295114,2024-08-16
578080,4,649939,3257248,2024-08-16
218,5,186338,221857,2024-08-16
1172470,6,251860,624473,2024-08-16
2139460,7,144730,231668,2024-08-16
1203220,8,287970,385770,2024-08-16
271590,9,166161,364548,2024-08-16
1245620,10,101158,953426,2024-08-16
1938090,11,81391,491670,2024-08-16
431960,12,112948,150375,2024-08-16
252490,13,126447,245243,2024-08-16
1086940,14,85243,875343,2024-08-16
413150,15,105949,236614,2024-08-16
440,16,67387,253997,2024-08-16
238960,17,103214,229337,2024-08-16
1782210,18,54034,75967,2024-08-16
251570,19,79382,125419,2024-08-16
359550,20,57431,201933,2024-08-16
236390,21,85739,121318,2024-08-16
436150,22,45074,47136,2024-08-16
2074920,23,62793,264860,2024-08-16
230410,24,52005,189837,2024-08-16
289070,25,60379,162657,2024-08-16
438100,26,34880,52956,2024-08-16
1085660,27,37910,316750,2024-08-16
381210,28,54514,105093,2024-08-16
594650,29,60124,60124,2024-08-16
2357570,30,46655,75608,2024-08-16
39210,31,38127,95150,2024-08-16
2195250,32,61370,107359,2024-08-16
582010,33,58875,334684,2024-08-16
2252570,34,64692,89478,2024-08-16
553850,35,31757,458709,2024-08-16
550,36,29446,162399,2024-08-16
2977660,37,26858,90669,2024-08-16
1281930,38,40668,47602,2024-08-16
394360,39,49994,78108,2024-08-16
322330,40,41617,115925,2024-08-16
304930,41,29534,112703,2024-08-16
1222670,42,38087,96328,2024-08-16
105600,43,35205,489886,2024-08-16
1449850,44,36016,262689,2024-08-16
1422450,45,27128,27128,2024-08-16
1091500,46,34505,1054388,2024-08-16
1623730,47,38421,2101867,2024-08-16
1366800,48,32018,35101,2024-08-16
108600,49,27374,65505,2024-08-16
221100,50,46268,73418,2024-08-16
1174180,51,35213,77655,2024-08-16
489830,52,26964,69906,2024-08-16
1599340,53,26101,1325305,2024-08-16
294100,54,25785,62257,2024-08-16
346110,55,35400,248405,2024-08-16
3047030,56,37291,38782,2024-08-16
252950,57,26318,147632,2024-08-16
377160,58,24984,472962,2024-08-16
2709570,59,41448,47836,2024-08-16
2016590,60,22766,57164,2024-08-16
1623660,61,17595,97173,2024-08-16
2344520,62,26577,39782,2024-08-16
739630,63,27592,112717,2024-08-16
4000,64,30908,73863,2024-08-16
218620,65,18661,247709,2024-08-16
1238810,66,38454,116104,2024-08-16
2448970,67,21814,39325,2024-08-16
480,68,41455,102705,2024-08-16
261550,69,26512,248216,2024-08-16
892970,70,24286,502387,2024-08-16
1142710,71,23590,166754,2024-08-16
275850,72,19712,212613,2024-08-16
813780,73,19408,38725,2024-08-16
250900,74,20381,70701,2024-08-16
1364780,75,26512,70573,2024-08-16
960090,76,16952,53943,2024-08-16
646570,77,16700,33086,2024-08-16
1966720,78,13535,240817,2024-08-16
232090,79,12199,69987,2024-08-16
1454400,80,14161,67867,2024-08-16
8930,81,17442,91363,2024-08-16
2073850,82,14710,242619,2024-08-16
1313140,83,16475,61780,2024-08-16
1158310,84,19627,98872,2024-08-16
582660,85,15314,60395,2024-08-16
1973530,86,16804,38950,2024-08-16
513710,87,19981,68322,2024-08-16
548430,88,22670,54160,2024-08-16
2399830,89,13662,98047,2024-08-16
322170,90,17460,88346,2024-08-16
629520,91,17843,21920,2024-08-16
281990,92,13581,68602,2024-08-16
227300,93,36784,69754,2024-08-16
2338770,94,18150,30363,2024-08-16
292030,95,23508,103329,2024-08-16
311210,96,10858,63681,2024-08-16
1920960,97,12909,85551,2024-08-16
1687950,98,15061,35474,2024-08-16
236850,99,17662,48165,2024-08-16
714010,100,12896,15141,2024-08-16
427520,101,14981,34700,2024-08-16
1248130,102,35590,105636,2024-08-16
2349820,103,11781,37249,2024-08-16
386360,104,10952,31169,2024-08-16
1151340,105,13160,73368,2024-08-16
397540,106,12179,93820,2024-08-16
291550,107,13640,34816,2024-08-16
2709440,108,17568,21806,2024-08-16
1905180,109,17263,20080,2024-08-16
2426960,110,15139,22281,2024-08-16
306130,111,14483,49234,2024-08-16
216150,112,9058,13850,2024-08-16
284160,113,16781,26844,2024-08-16
2889840,114,12334,15979,2024-08-16
1238840,115,19108,53714,2024-08-16
1446780,116,15990,231360,2024-08-16
1517290,117,15086,107376,2024-08-16
457140,118,13281,27486,2024-08-16
3076520,119,8063,8563,2024-08-16
1551360,120,18981,81096,2024-08-16
2142790,121,9835,11359,2024-08-16
632360,122,8868,71548,2024-08-16
1293830,123,18317,75689,2024-08-16
1325860,124,15430,16688,2024-08-16
766570,125,16678,24544,2024-08-16
393380,126,16027,35151,2024-08-16
1476970,127,9578,13048,2024-08-16
107410,128,13869,56679,2024-08-16
255710,129,12289,60386,2024-08-16
1040200,130,12151,12151,2024-08-16
3132990,131,18255,85277,2024-08-16
2379780,132,8054,37977,2024-08-16
814380,133,12423,125315,2024-08-16
1172620,134,13368,66906,2024-08-16
427410,135,8503,21753,2024-08-16
761890,136,12113,27227,2024-08-16
1818450,137,25074,38437,2024-08-16
2526380,138,7892,9914,2024-08-16
1665460,139,13006,21316,2024-08-16
270880,140,8261,19153,2024-08-16
1466860,141,14192,73928,2024-08-16
1575940,142,7441,7441,2024-08-16
365670,143,9643,10654,2024-08-16
1778820,144,8107,49977,2024-08-16
1237970,145,9673,27631,2024-08-16
1049590,146,18561,52853,2024-08-16
529340,147,10180,70100,2024-08-16
2141910,148,7796,12058,2024-08-16
552990,149,11365,411338,2024-08-16
2670630,150,8587,51363,2024-08-16
1283970,151,9023,9023,2024-08-16
244210,152,13195,19661,2024-08-16
2707930,153,8317,12607,2024-08-16
945360,154,8064,447476,2024-08-16
2162800,155,7956,7956,2024-08-16
1794680,156,6525,77061,2024-08-16
49520,157,6439,124678,2024-08-16
526870,158,9696,34238,2024-08-16
1812620,159,6668,8794,2024-08-16
286160,160,6997,37198,2024-08-16
2567870,161,11728,94480,2024-08-16
1329410,162,13483,39075,2024-08-16
949230,163,9280,104697,2024-08-16
1716740,164,7280,330723,2024-08-16
376210,165,7650,11973,2024-08-16
2291060,166,8146,18641,2024-08-16
1997040,167,7257,18967,2024-08-16
367520,168,6771,20324,2024-08-16
1904540,169,10132,83715,2024-08-16
1144200,170,6174,55174,2024-08-16
1326470,171,9187,414257,2024-08-16
1267910,172,5476,11867,2024-08-16
976730,173,5023,161024,2024-08-16
700330,174,9076,13908,2024-08-16
1250410,175,7860,61829,2024-08-16
440900,176,6731,53402,2024-08-16
1203620,177,7574,160405,2024-08-16
990080,178,8561,879308,2024-08-16
374320,179,6629,129975,2024-08-16
10,180,13896,319586,2024-08-16
22380,181,4938,51038,2024-08-16
648800,182,9689,101096,2024-08-16
985810,183,5724,79883,2024-08-16
686810,184,6718,18280,2024-08-16
1361210,185,5396,108395,2024-08-16
1593500,186,7052,73529,2024-08-16
431730,187,4636,5165,2024-08-16
2161700,188,4855,45002,2024-08-16
3103840,189,7389,7389,2024-08-16
1118200,190,6756,17015,2024-08-16
233860,191,6689,10971,2024-08-16
1604030,192,6082,150645,2024-08-16
2215430,193,5764,77154,2024-08-16
304390,194,4874,225831,2024-08-16
444200,195,13920,56669,2024-08-16
1868140,196,6722,98480,2024-08-16
1240440,197,4083,272586,2024-08-16
1158160,198,5630,15418,2024-08-16
1468810,199,6742,184171,2024-08-16
779340,200,7177,192298,2024-08-16
1973710,201,4517,20201,2024-08-16
2050650,202,5356,168191,2024-08-16
2855560,203,8347,9508,2024-08-16
444090,204,4615,60743,2024-08-16
2646460,205,6752,46833,2024-08-16
1009850,206,3306,5049,2024-08-16
1948980,207,5949,28936,2024-08-16
1147690,208,3948,8032,2024-08-16
1818750,209,3569,153433,2024-08-16
1145360,210,4497,54240,2024-08-16
1919590,211,6170,59006,2024-08-16
239140,212,6092,45876,2024-08-16
2881650,213,6376,204439,2024-08-16
1286830,214,5052,34210,2024-08-16
977400,215,4127,7340,2024-08-16
933110,216,5292,20146,2024-08-16
1599600,217,3261,12460,2024-08-16
899770,218,4939,264708,2024-08-16
242760,219,6232,78097,2024-08-16
1063730,220,3932,913634,2024-08-16
1426210,221,12301,32685,2024-08-16
3590,222,4257,16225,2024-08-16
268500,223,4250,133022,2024-08-16
48700,224,5591,33054,2024-08-16
627690,225,3670,18578,2024-08-16
262060,226,4668,20064,2024-08-16
244850,227,5158,23888,2024-08-16
1290000,228,3414,10512,2024-08-16
435150,229,5186,93701,2024-08-16
1942280,230,4984,32216,2024-08-16
1258080,231,4652,7990,2024-08-16
1447430,232,5255,11085,2024-08-16
1366540,233,4527,59815,2024-08-16
1328670,234,4472,59817,2024-08-16
214950,235,5559,118240,2024-08-16
359320,236,4967,28923,2024-08-16
812140,237,5768,62069,2024-08-16
264710,238,4196,51156,2024-08-16
1282100,239,3996,110856,2024-08-16
1222680,240,4431,86196,2024-08-16
2321470,241,4452,56943,2024-08-16
1568590,242,20347,702845,2024-08-16
2325290,243,4546,8806,2024-08-16
958260,244,5843,11284,2024-08-16
1284210,245,4242,8324,2024-08-16
877280,246,4026,6966,2024-08-16
1384160,247,2994,31156,2024-08-16
2471100,248,3170,4779,2024-08-16
2051620,249,4956,5404,2024-08-16
1659040,250,4312,9043,2024-08-16
2808930,251,4009,5211,2024-08-16
655500,252,3316,3842,2024-08-16
1677740,253,6247,43705,2024-08-16
