Rank,GameID,GameName,Cost,Country,Datetime
1,730,Counter-Strike 2,Free To Play,CZ,2024-08-27 12:05
2,2358720,Black Myth: Wukong,"NT$ 1,280.00",CZ,2024-08-27 12:05
3,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",CZ,2024-08-27 12:05
4,1030840,Mafia: Definitive Edition,NT$ 238.00,CZ,2024-08-27 12:05
5,1675200,Steam Deck,NT$ 238.00,CZ,2024-08-27 12:05
6,570,Dota 2,Free To Play,CZ,2024-08-27 12:05
7,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",CZ,2024-08-27 12:05
8,2344520,Diablo® IV,NT$ 945.00,CZ,2024-08-27 12:05
9,271590,Grand Theft Auto V,NT$ 480.00,CZ,2024-08-27 12:05
11,236390,War Thunder,Free To Play,CZ,2024-08-27 12:05
12,1934680,Age of Mythology: Retold,"NT$ 1,018.00",CZ,2024-08-27 12:05
13,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",CZ,2024-08-27 12:05
14,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,CZ,2024-08-27 12:05
15,252490,Rust,NT$ 694.00,CZ,2024-08-27 12:05
17,1086940,Baldur's Gate 3,"NT$ 1,599.00",CZ,2024-08-27 12:05
18,227300,Euro Truck Simulator 2,NT$ 428.00,CZ,2024-08-27 12:05
19,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,CZ,2024-08-27 12:05
20,239140,Dying Light,NT$ 60.00,CZ,2024-08-27 12:05
21,230410,Warframe,Free To Play,CZ,2024-08-27 12:05
22,2488620,F1® 24,"NT$ 1,199.00",CZ,2024-08-27 12:05
24,412020,Metro Exodus,NT$ 175.00,CZ,2024-08-27 12:05
25,2450700,Drug Lord Tycoon,NT$ 226.00,CZ,2024-08-27 12:05
26,1527950,Wartales,NT$ 406.00,CZ,2024-08-27 12:05
27,381210,Dead by Daylight,NT$ 379.00,CZ,2024-08-27 12:05
28,238960,Path of Exile(not available in your region),NT$ 379.00,CZ,2024-08-27 12:05
29,2162800,shapez 2,NT$ 326.00,CZ,2024-08-27 12:05
30,2139460,Once Human,Free To Play,CZ,2024-08-27 12:05
31,50130,Mafia II (Classic),Free To Play,CZ,2024-08-27 12:05
32,1245620,ELDEN RING,"NT$ 1,790.00",CZ,2024-08-27 12:05
33,1621690,Core Keeper,NT$ 262.00,CZ,2024-08-27 12:05
34,1091500,Cyberpunk 2077,"NT$ 1,599.00",CZ,2024-08-27 12:05
35,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",CZ,2024-08-27 12:05
36,284160,BeamNG.drive,NT$ 408.00,CZ,2024-08-27 12:05
37,2144640,Endzone 2,NT$ 367.00,CZ,2024-08-27 12:05
38,1575940,Sins of a Solar Empire II,NT$ 596.00,CZ,2024-08-27 12:05
39,739630,Phasmophobia,NT$ 248.00,CZ,2024-08-27 12:05
40,444200,World of Tanks Blitz,Free To Play,CZ,2024-08-27 12:05
41,2300320,Farming Simulator 25,"NT$ 1,199.00",CZ,2024-08-27 12:05
42,2437170,SMITE 2,NT$ 702.00,CZ,2024-08-27 12:05
43,578080,PUBG: BATTLEGROUNDS,Free To Play,CZ,2024-08-27 12:05
44,440,Team Fortress 2,Free To Play,CZ,2024-08-27 12:05
45,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 799.00,CZ,2024-08-27 12:05
46,518790,theHunter: Call of the Wild™,NT$ 318.00,CZ,2024-08-27 12:05
47,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",CZ,2024-08-27 12:05
48,294100,RimWorld,NT$ 529.00,CZ,2024-08-27 12:05
49,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",CZ,2024-08-27 12:05
50,1966720,Lethal Company,NT$ 188.00,CZ,2024-08-27 12:05
51,1599340,Lost Ark(not available in your region),NT$ 188.00,CZ,2024-08-27 12:05
53,289070,Sid Meier’s Civilization® VI,NT$ 179.00,CZ,2024-08-27 12:05
54,3112270,Wartales - The Pits,NT$ 268.00,CZ,2024-08-27 12:05
55,594650,Hunt: Showdown 1896,NT$ 799.00,CZ,2024-08-27 12:05
56,2186680,"Warhammer 40,000: Rogue Trader",NT$ 484.00,CZ,2024-08-27 12:05
57,39210,FINAL FANTASY XIV Online(not available in your region),NT$ 484.00,CZ,2024-08-27 12:05
58,1174180,Red Dead Redemption 2,"NT$ 1,790.00",CZ,2024-08-27 12:05
59,379430,Kingdom Come: Deliverance,NT$ 877.00,CZ,2024-08-27 12:05
60,1172470,Apex Legends™,Free To Play,CZ,2024-08-27 12:05
61,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",CZ,2024-08-27 12:05
62,553850,HELLDIVERS™ 2,"NT$ 1,190.00",CZ,2024-08-27 12:05
63,360430,Mafia III: Definitive Edition,NT$ 224.00,CZ,2024-08-27 12:05
64,1222140,Detroit: Become Human,NT$ 396.00,CZ,2024-08-27 12:05
65,1043810,Tactical Breach Wizards,NT$ 295.00,CZ,2024-08-27 12:05
67,2853730,Skull and Bones,NT$ 716.00,CZ,2024-08-27 12:05
68,648800,Raft,NT$ 468.00,CZ,2024-08-27 12:05
70,1248130,Farming Simulator 22,NT$ 650.00,CZ,2024-08-27 12:05
71,1167630,Teardown,NT$ 849.00,CZ,2024-08-27 12:05
72,582660,Black Desert,NT$ 200.00,CZ,2024-08-27 12:05
75,1201540,HELLCARD,NT$ 244.00,CZ,2024-08-27 12:05
77,1040200,Crime Scene Cleaner,NT$ 288.00,CZ,2024-08-27 12:05
78,1949030,Sherlock Holmes The Awakened,NT$ 389.00,CZ,2024-08-27 12:05
79,394360,Hearts of Iron IV,NT$ 380.00,CZ,2024-08-27 12:05
80,2878600,Harry Potter: Quidditch Champions,NT$ 950.00,CZ,2024-08-27 12:05
81,1465360,SnowRunner,NT$ 849.00,CZ,2024-08-27 12:05
83,1551360,Forza Horizon 5,"NT$ 1,688.00",CZ,2024-08-27 12:05
84,2567870,Chained Together,NT$ 102.00,CZ,2024-08-27 12:05
85,1129580,Medieval Dynasty,NT$ 629.00,CZ,2024-08-27 12:05
