Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",HK,2024-08-22 12:03
2,578080,PUBG: BATTLEGROUNDS,Free To Play,HK,2024-08-22 12:03
3,730,Counter-Strike 2,Free To Play,HK,2024-08-22 12:03
4,1329410,雀魂麻將(MahjongSoul),Free To Play,HK,2024-08-22 12:03
5,230410,Warframe,Free To Play,HK,2024-08-22 12:03
6,1203220,NARAKA: BLADEPOINT,Free To Play,HK,2024-08-22 12:03
7,2672610,Black Myth: Wukong Deluxe Edition Upgrade,NT$ 300.00,HK,2024-08-22 12:03
8,2357570,Overwatch® 2,Free To Play,HK,2024-08-22 12:03
9,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",HK,2024-08-22 12:03
10,2897760,Romantic Escapades(hidden by your preferences),NT$ 328.00,HK,2024-08-22 12:03
11,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",HK,2024-08-22 12:03
13,2139460,Once Human,Free To Play,HK,2024-08-22 12:03
15,1172470,Apex Legends™,Free To Play,HK,2024-08-22 12:03
16,2074920,The First Descendant,Free To Play,HK,2024-08-22 12:03
17,2344520,Diablo® IV,NT$ 945.00,HK,2024-08-22 12:03
18,271590,Grand Theft Auto V,NT$ 480.00,HK,2024-08-22 12:03
19,552990,World of Warships,Free To Play,HK,2024-08-22 12:03
20,2458860,Summer Clover(hidden by your preferences),NT$ 329.00,HK,2024-08-22 12:03
21,985810,GrandChase,Free To Play,HK,2024-08-22 12:03
22,582010,Monster Hunter: World,NT$ 303.00,HK,2024-08-22 12:03
23,1672500,GUNDAM BREAKER 4,"NT$ 1,790.00",HK,2024-08-22 12:03
24,1140620,CosmicBreak Universal,Free To Play,HK,2024-08-22 12:03
25,431960,Wallpaper Engine,NT$ 120.00,HK,2024-08-22 12:03
26,289070,Sid Meier’s Civilization® VI,NT$ 179.00,HK,2024-08-22 12:03
27,2808930,Lust Goddess(hidden by your preferences),Free To Play,HK,2024-08-22 12:03
28,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",HK,2024-08-22 12:03
29,1552140,Suzukuri Dungeon: Karin in the Mountain,NT$ 326.00,HK,2024-08-22 12:03
30,1446780,MONSTER HUNTER RISE,NT$ 280.00,HK,2024-08-22 12:03
31,2668080,Snowbreak: Containment Zone,Free To Play,HK,2024-08-22 12:03
32,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,HK,2024-08-22 12:03
33,239140,Dying Light,NT$ 60.00,HK,2024-08-22 12:03
34,663090,Granado Espada,Free To Play,HK,2024-08-22 12:03
35,1665460,eFootball™ 2024,Free To Play,HK,2024-08-22 12:03
36,960170,DJMAX RESPECT V,NT$ 139.00,HK,2024-08-22 12:03
37,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",HK,2024-08-22 12:03
38,2739590,Mad Island(hidden by your preferences),NT$ 328.00,HK,2024-08-22 12:03
39,949230,Cities: Skylines II,"NT$ 1,398.00",HK,2024-08-22 12:03
40,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",HK,2024-08-22 12:03
