Rank,GameID,GameName,Cost,Country,Datetime
1,730,Counter-Strike 2,Free To Play,FI,2024-08-24 12:04
2,2358720,Black Myth: Wukong,"NT$ 1,280.00",FI,2024-08-24 12:04
3,570,Dota 2,Free To Play,FI,2024-08-24 12:04
4,1675200,Steam Deck,Free To Play,FI,2024-08-24 12:04
5,230410,Warframe,Free To Play,FI,2024-08-24 12:04
6,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",FI,2024-08-24 12:04
7,238960,Path of Exile(not available in your region),"NT$ 2,219.00",FI,2024-08-24 12:04
8,1043810,Tactical Breach Wizards,NT$ 295.00,FI,2024-08-24 12:04
9,236390,War Thunder,Free To Play,FI,2024-08-24 12:04
10,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",FI,2024-08-24 12:04
11,578080,PUBG: BATTLEGROUNDS,Free To Play,FI,2024-08-24 12:04
12,2344520,Diablo® IV,NT$ 945.00,FI,2024-08-24 12:04
13,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",FI,2024-08-24 12:04
15,2670630,Supermarket Simulator,NT$ 238.00,FI,2024-08-24 12:04
16,1245620,ELDEN RING,"NT$ 1,790.00",FI,2024-08-24 12:04
17,1086940,Baldur's Gate 3,"NT$ 1,599.00",FI,2024-08-24 12:04
18,440,Team Fortress 2,Free To Play,FI,2024-08-24 12:04
19,2139460,Once Human,Free To Play,FI,2024-08-24 12:04
20,1172470,Apex Legends™,Free To Play,FI,2024-08-24 12:04
21,39210,FINAL FANTASY XIV Online(not available in your region),Free To Play,FI,2024-08-24 12:04
22,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",FI,2024-08-24 12:04
23,594650,Hunt: Showdown 1896,NT$ 799.00,FI,2024-08-24 12:04
24,252490,Rust,NT$ 694.00,FI,2024-08-24 12:04
25,2074920,The First Descendant,Free To Play,FI,2024-08-24 12:04
26,271590,Grand Theft Auto V,NT$ 480.00,FI,2024-08-24 12:04
28,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,FI,2024-08-24 12:04
29,1030840,Mafia: Definitive Edition,NT$ 238.00,FI,2024-08-24 12:04
30,1599340,Lost Ark(not available in your region),NT$ 238.00,FI,2024-08-24 12:04
31,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,FI,2024-08-24 12:04
32,2853730,Skull and Bones,NT$ 716.00,FI,2024-08-24 12:04
33,1575940,Sins of a Solar Empire II,NT$ 596.00,FI,2024-08-24 12:04
34,1091500,Cyberpunk 2077,"NT$ 1,599.00",FI,2024-08-24 12:04
35,2357570,Overwatch® 2,Free To Play,FI,2024-08-24 12:04
36,381210,Dead by Daylight,NT$ 379.00,FI,2024-08-24 12:04
37,516750,My Summer Car,NT$ 268.00,FI,2024-08-24 12:04
39,1605220,Dune: Spice Wars,NT$ 311.00,FI,2024-08-24 12:04
40,1040200,Crime Scene Cleaner,NT$ 288.00,FI,2024-08-24 12:04
41,2406770,Bodycam,NT$ 452.00,FI,2024-08-24 12:04
42,2567870,Chained Together,NT$ 102.00,FI,2024-08-24 12:04
43,289070,Sid Meier’s Civilization® VI,NT$ 179.00,FI,2024-08-24 12:04
44,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",FI,2024-08-24 12:04
45,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",FI,2024-08-24 12:04
46,553850,HELLDIVERS™ 2,"NT$ 1,190.00",FI,2024-08-24 12:04
47,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",FI,2024-08-24 12:04
48,2908950,Tunnel Escape,NT$ 262.00,FI,2024-08-24 12:04
49,2162800,shapez 2,NT$ 326.00,FI,2024-08-24 12:04
