Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",AU,2024-08-21 12:05
2,730,Counter-Strike 2,Free To Play,AU,2024-08-21 12:05
3,2357570,Overwatch® 2,Free To Play,AU,2024-08-21 12:05
4,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",AU,2024-08-21 12:05
5,1575940,Sins of a Solar Empire II,NT$ 596.00,AU,2024-08-21 12:05
6,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",AU,2024-08-21 12:05
7,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",AU,2024-08-21 12:05
8,2139460,Once Human,Free To Play,AU,2024-08-21 12:05
9,236390,War Thunder,Free To Play,AU,2024-08-21 12:05
10,1086940,Baldur's Gate 3,"NT$ 1,599.00",AU,2024-08-21 12:05
12,2162800,shapez 2,NT$ 326.00,AU,2024-08-21 12:05
13,230410,Warframe,Free To Play,AU,2024-08-21 12:05
14,1245620,ELDEN RING,"NT$ 1,790.00",AU,2024-08-21 12:05
15,397540,Borderlands 3,NT$ 178.00,AU,2024-08-21 12:05
16,1030840,Mafia: Definitive Edition,NT$ 238.00,AU,2024-08-21 12:05
17,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",AU,2024-08-21 12:05
18,2074920,The First Descendant,Free To Play,AU,2024-08-21 12:05
19,570,Dota 2,Free To Play,AU,2024-08-21 12:05
20,594650,Hunt: Showdown 1896,NT$ 639.00,AU,2024-08-21 12:05
21,1151340,Fallout 76,NT$ 299.00,AU,2024-08-21 12:05
22,1985810,Call of Duty®: Black Ops Cold War,"NT$ 1,899.00",AU,2024-08-21 12:05
23,39210,FINAL FANTASY XIV Online(not available in your region),"NT$ 1,899.00",AU,2024-08-21 12:05
24,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,AU,2024-08-21 12:05
25,238960,Path of Exile(not available in your region),NT$ 716.00,AU,2024-08-21 12:05
26,1985820,Call of Duty®: Vanguard,"NT$ 1,899.00",AU,2024-08-21 12:05
27,1172470,Apex Legends™,Free To Play,AU,2024-08-21 12:05
28,1040200,Crime Scene Cleaner,NT$ 288.00,AU,2024-08-21 12:05
29,252490,Rust,NT$ 694.00,AU,2024-08-21 12:05
30,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",AU,2024-08-21 12:05
31,381210,Dead by Daylight,NT$ 379.00,AU,2024-08-21 12:05
32,1446780,MONSTER HUNTER RISE,NT$ 280.00,AU,2024-08-21 12:05
33,306130,The Elder Scrolls® Online,NT$ 179.00,AU,2024-08-21 12:05
34,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,AU,2024-08-21 12:05
35,271590,Grand Theft Auto V,NT$ 480.00,AU,2024-08-21 12:05
36,578080,PUBG: BATTLEGROUNDS,Free To Play,AU,2024-08-21 12:05
37,440,Team Fortress 2,Free To Play,AU,2024-08-21 12:05
38,1599340,Lost Ark(not available in your region),Free To Play,AU,2024-08-21 12:05
39,1934680,Age of Mythology: Retold,"NT$ 1,018.00",AU,2024-08-21 12:05
40,2674290,kings call,Free To Play,AU,2024-08-21 12:05
41,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",AU,2024-08-21 12:05
43,2672610,Black Myth: Wukong Deluxe Edition Upgrade,NT$ 300.00,AU,2024-08-21 12:05
44,2142790,Fields of Mistria,NT$ 248.00,AU,2024-08-21 12:05
45,582010,Monster Hunter: World,NT$ 303.00,AU,2024-08-21 12:05
46,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,AU,2024-08-21 12:05
