Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",PL,2024-08-23 12:05
2,730,Counter-Strike 2,Free To Play,PL,2024-08-23 12:05
3,2344520,Diablo® IV,NT$ 945.00,PL,2024-08-23 12:05
4,1675200,Steam Deck,NT$ 945.00,PL,2024-08-23 12:05
5,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,PL,2024-08-23 12:05
6,1030840,Mafia: Definitive Edition,NT$ 238.00,PL,2024-08-23 12:05
7,570,Dota 2,Free To Play,PL,2024-08-23 12:05
8,236390,War Thunder,Free To Play,PL,2024-08-23 12:05
9,1326470,Sons Of The Forest,NT$ 488.00,PL,2024-08-23 12:05
10,230410,Warframe,Free To Play,PL,2024-08-23 12:05
11,238960,Path of Exile(not available in your region),Free To Play,PL,2024-08-23 12:05
13,271590,Grand Theft Auto V,NT$ 480.00,PL,2024-08-23 12:05
14,1043810,Tactical Breach Wizards,NT$ 295.00,PL,2024-08-23 12:05
15,289070,Sid Meier’s Civilization® VI,NT$ 179.00,PL,2024-08-23 12:05
16,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",PL,2024-08-23 12:05
17,381210,Dead by Daylight,NT$ 379.00,PL,2024-08-23 12:05
18,239140,Dying Light,NT$ 60.00,PL,2024-08-23 12:05
19,227300,Euro Truck Simulator 2,NT$ 428.00,PL,2024-08-23 12:05
20,1086940,Baldur's Gate 3,"NT$ 1,599.00",PL,2024-08-23 12:05
22,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",PL,2024-08-23 12:05
23,397540,Borderlands 3,NT$ 773.00,PL,2024-08-23 12:05
24,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",PL,2024-08-23 12:05
26,380600,Fishing Planet,Free To Play,PL,2024-08-23 12:05
28,1040200,Crime Scene Cleaner,NT$ 288.00,PL,2024-08-23 12:05
29,1599340,Lost Ark(not available in your region),NT$ 288.00,PL,2024-08-23 12:05
30,1245620,ELDEN RING,"NT$ 1,790.00",PL,2024-08-23 12:05
31,412020,Metro Exodus,NT$ 175.00,PL,2024-08-23 12:05
32,2406770,Bodycam,NT$ 452.00,PL,2024-08-23 12:05
33,2300320,Farming Simulator 25,"NT$ 1,199.00",PL,2024-08-23 12:05
34,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",PL,2024-08-23 12:05
35,552520,Far Cry® 5,"NT$ 1,699.00",PL,2024-08-23 12:05
37,1575940,Sins of a Solar Empire II,NT$ 596.00,PL,2024-08-23 12:05
38,2074920,The First Descendant,Free To Play,PL,2024-08-23 12:05
39,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",PL,2024-08-23 12:05
40,444200,World of Tanks Blitz,Free To Play,PL,2024-08-23 12:05
41,739630,Phasmophobia,NT$ 248.00,PL,2024-08-23 12:05
42,440,Team Fortress 2,Free To Play,PL,2024-08-23 12:05
43,2567870,Chained Together,NT$ 102.00,PL,2024-08-23 12:05
44,2139460,Once Human,Free To Play,PL,2024-08-23 12:05
45,252490,Rust,NT$ 694.00,PL,2024-08-23 12:05
46,2853730,Skull and Bones,NT$ 716.00,PL,2024-08-23 12:05
47,578080,PUBG: BATTLEGROUNDS,Free To Play,PL,2024-08-23 12:05
48,2961880,Grocery Store Simulator,NT$ 152.00,PL,2024-08-23 12:05
49,2369390,Far Cry® 6,"NT$ 1,699.00",PL,2024-08-23 12:05
50,1091500,Cyberpunk 2077,"NT$ 1,599.00",PL,2024-08-23 12:05
51,594650,Hunt: Showdown 1896,NT$ 799.00,PL,2024-08-23 12:05
52,2162800,shapez 2,NT$ 326.00,PL,2024-08-23 12:05
53,1289670,EA Play,NT$ 169.00,PL,2024-08-23 12:05
54,761890,Albion Online,Free To Play,PL,2024-08-23 12:05
55,582010,Monster Hunter: World,NT$ 303.00,PL,2024-08-23 12:05
56,1966720,Lethal Company,NT$ 188.00,PL,2024-08-23 12:05
58,394360,Hearts of Iron IV,"NT$ 1,268.00",PL,2024-08-23 12:05
60,1363080,Manor Lords,NT$ 999.00,PL,2024-08-23 12:05
62,1818450,STALCRAFT: X,Free To Play,PL,2024-08-23 12:05
63,284160,BeamNG.drive,NT$ 408.00,PL,2024-08-23 12:05
64,1167630,Teardown,NT$ 424.00,PL,2024-08-23 12:05
65,1248130,Farming Simulator 22,NT$ 650.00,PL,2024-08-23 12:05
66,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,PL,2024-08-23 12:05
67,905370,Conqueror's Blade(not available in your region),NT$ 328.00,PL,2024-08-23 12:05
68,306130,The Elder Scrolls® Online,NT$ 599.00,PL,2024-08-23 12:05
69,2357570,Overwatch® 2,Free To Play,PL,2024-08-23 12:05
70,236850,Europa Universalis IV,"NT$ 1,018.00",PL,2024-08-23 12:05
71,1551360,Forza Horizon 5,"NT$ 1,688.00",PL,2024-08-23 12:05
72,553850,HELLDIVERS™ 2,"NT$ 1,190.00",PL,2024-08-23 12:05
73,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,PL,2024-08-23 12:05
74,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 799.00,PL,2024-08-23 12:05
75,1446780,MONSTER HUNTER RISE,NT$ 280.00,PL,2024-08-23 12:05
76,2670630,Supermarket Simulator,NT$ 238.00,PL,2024-08-23 12:05
77,1898300,ASKA,NT$ 326.00,PL,2024-08-23 12:05
78,250900,The Binding of Isaac: Rebirth,NT$ 268.00,PL,2024-08-23 12:05
79,648800,Raft,NT$ 468.00,PL,2024-08-23 12:05
