Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",AT,2024-08-26 12:04
2,730,Counter-Strike 2,Free To Play,AT,2024-08-26 12:04
3,1675200,Steam Deck,Free To Play,AT,2024-08-26 12:04
4,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",AT,2024-08-26 12:04
5,236390,War Thunder,Free To Play,AT,2024-08-26 12:04
6,2344520,Diablo® IV,NT$ 945.00,AT,2024-08-26 12:04
7,570,Dota 2,Free To Play,AT,2024-08-26 12:04
8,2162800,shapez 2,NT$ 326.00,AT,2024-08-26 12:04
9,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",AT,2024-08-26 12:04
10,2300320,Farming Simulator 25,"NT$ 1,199.00",AT,2024-08-26 12:04
11,1575940,Sins of a Solar Empire II,NT$ 596.00,AT,2024-08-26 12:04
12,2139460,Once Human,Free To Play,AT,2024-08-26 12:04
13,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",AT,2024-08-26 12:04
14,230410,Warframe,Free To Play,AT,2024-08-26 12:04
15,578080,PUBG: BATTLEGROUNDS,Free To Play,AT,2024-08-26 12:04
16,2853730,Skull and Bones,NT$ 716.00,AT,2024-08-26 12:04
17,1086940,Baldur's Gate 3,"NT$ 1,599.00",AT,2024-08-26 12:04
18,238960,Path of Exile(not available in your region),"NT$ 1,599.00",AT,2024-08-26 12:04
19,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",AT,2024-08-26 12:04
20,381210,Dead by Daylight,NT$ 379.00,AT,2024-08-26 12:04
21,1245620,ELDEN RING,"NT$ 1,790.00",AT,2024-08-26 12:04
22,2074920,The First Descendant,Free To Play,AT,2024-08-26 12:04
23,271590,Grand Theft Auto V,NT$ 480.00,AT,2024-08-26 12:04
24,1934680,Age of Mythology: Retold,"NT$ 1,018.00",AT,2024-08-26 12:04
25,1040200,Crime Scene Cleaner,NT$ 288.00,AT,2024-08-26 12:04
26,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,AT,2024-08-26 12:04
27,594650,Hunt: Showdown 1896,NT$ 799.00,AT,2024-08-26 12:04
28,1059530,Valve Index® Headset(not available in your region),NT$ 799.00,AT,2024-08-26 12:04
29,1172470,Apex Legends™,Free To Play,AT,2024-08-26 12:04
32,227300,Euro Truck Simulator 2,NT$ 428.00,AT,2024-08-26 12:04
34,306130,The Elder Scrolls® Online,NT$ 599.00,AT,2024-08-26 12:04
35,1599340,Lost Ark(not available in your region),NT$ 599.00,AT,2024-08-26 12:04
36,1030840,Mafia: Definitive Edition,NT$ 238.00,AT,2024-08-26 12:04
37,1250410,Microsoft Flight Simulator 40th Anniversary Edition,"NT$ 1,690.00",AT,2024-08-26 12:04
38,1248130,Farming Simulator 22,NT$ 650.00,AT,2024-08-26 12:04
39,1091500,Cyberpunk 2077,"NT$ 1,599.00",AT,2024-08-26 12:04
40,1621690,Core Keeper,NT$ 262.00,AT,2024-08-26 12:04
41,1363080,Manor Lords,NT$ 999.00,AT,2024-08-26 12:04
43,1158310,Crusader Kings III,"NT$ 1,268.00",AT,2024-08-26 12:04
44,1043810,Tactical Breach Wizards,NT$ 295.00,AT,2024-08-26 12:04
46,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",AT,2024-08-26 12:04
47,2488620,F1® 24,"NT$ 1,199.00",AT,2024-08-26 12:04
48,2567870,Chained Together,NT$ 102.00,AT,2024-08-26 12:04
49,289070,Sid Meier’s Civilization® VI,NT$ 179.00,AT,2024-08-26 12:04
50,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,AT,2024-08-26 12:04
51,294100,RimWorld,NT$ 529.00,AT,2024-08-26 12:04
52,1857090,Norland,NT$ 699.00,AT,2024-08-26 12:04
53,252490,Rust,NT$ 694.00,AT,2024-08-26 12:04
55,1222670,The Sims™ 4,Free To Play,AT,2024-08-26 12:04
56,39210,FINAL FANTASY XIV Online(not available in your region),Free To Play,AT,2024-08-26 12:04
57,1401590,Disney Dreamlight Valley,"NT$ 1,019.00",AT,2024-08-26 12:04
58,394360,Hearts of Iron IV,"NT$ 1,268.00",AT,2024-08-26 12:04
59,756800,Contraband Police,NT$ 488.00,AT,2024-08-26 12:04
60,582010,Monster Hunter: World,NT$ 920.00,AT,2024-08-26 12:04
61,1203620,Enshrouded,NT$ 499.00,AT,2024-08-26 12:04
62,648800,Raft,NT$ 468.00,AT,2024-08-26 12:04
63,1313140,Cult of the Lamb,NT$ 488.00,AT,2024-08-26 12:04
64,1284210,Guild Wars 2,Free To Play,AT,2024-08-26 12:04
65,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",AT,2024-08-26 12:04
66,513710,SCUM,NT$ 298.00,AT,2024-08-26 12:04
68,2399830,ARK: Survival Ascended,"NT$ 1,382.00",AT,2024-08-26 12:04
70,2808930,Lust Goddess(hidden by your preferences),Free To Play,AT,2024-08-26 12:04
72,1172620,Sea of Thieves: 2024 Edition,"NT$ 1,088.00",AT,2024-08-26 12:04
74,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",AT,2024-08-26 12:04
