Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",NO,2024-08-20 12:06
2,730,Counter-Strike 2,Free To Play,NO,2024-08-20 12:06
3,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",NO,2024-08-20 12:06
4,2139460,Once Human,Free To Play,NO,2024-08-20 12:06
5,578080,PUBG: BATTLEGROUNDS,Free To Play,NO,2024-08-20 12:06
6,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",NO,2024-08-20 12:06
7,2162800,shapez 2,NT$ 326.00,NO,2024-08-20 12:06
8,1575940,Sins of a Solar Empire II,NT$ 596.00,NO,2024-08-20 12:06
9,2074920,The First Descendant,Free To Play,NO,2024-08-20 12:06
11,236390,War Thunder,Free To Play,NO,2024-08-20 12:06
12,1245620,ELDEN RING,"NT$ 1,790.00",NO,2024-08-20 12:06
13,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",NO,2024-08-20 12:06
14,39210,FINAL FANTASY XIV Online(not available in your region),"NT$ 1,490.00",NO,2024-08-20 12:06
15,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",NO,2024-08-20 12:06
16,1091500,Cyberpunk 2077,"NT$ 1,599.00",NO,2024-08-20 12:06
17,1086940,Baldur's Gate 3,"NT$ 1,599.00",NO,2024-08-20 12:06
19,230410,Warframe,Free To Play,NO,2024-08-20 12:06
21,1040200,Crime Scene Cleaner,NT$ 288.00,NO,2024-08-20 12:06
22,594650,Hunt: Showdown 1896,NT$ 639.00,NO,2024-08-20 12:06
23,1172470,Apex Legends™,Free To Play,NO,2024-08-20 12:06
24,1313140,Cult of the Lamb,NT$ 488.00,NO,2024-08-20 12:06
25,1172620,Sea of Thieves: 2024 Edition,"NT$ 1,088.00",NO,2024-08-20 12:06
26,238960,Path of Exile(not available in your region),"NT$ 1,088.00",NO,2024-08-20 12:06
28,440,Team Fortress 2,Free To Play,NO,2024-08-20 12:06
29,1222670,The Sims™ 4,Free To Play,NO,2024-08-20 12:06
30,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,NO,2024-08-20 12:06
31,252490,Rust,NT$ 694.00,NO,2024-08-20 12:06
33,1599340,Lost Ark(not available in your region),NT$ 694.00,NO,2024-08-20 12:06
34,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 799.00,NO,2024-08-20 12:06
36,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",NO,2024-08-20 12:06
38,553850,HELLDIVERS™ 2,"NT$ 1,190.00",NO,2024-08-20 12:06
39,2252570,Football Manager 2024,NT$ 519.00,NO,2024-08-20 12:06
40,2369390,Far Cry® 6,NT$ 424.00,NO,2024-08-20 12:06
42,1030840,Mafia: Definitive Edition,NT$ 238.00,NO,2024-08-20 12:06
43,271590,Grand Theft Auto V,NT$ 480.00,NO,2024-08-20 12:06
44,1562430,DREDGE,NT$ 486.00,NO,2024-08-20 12:06
45,381210,Dead by Daylight,NT$ 379.00,NO,2024-08-20 12:06
46,2161700,Persona 3 Reload,"NT$ 1,890.00",NO,2024-08-20 12:06
47,1845910,Dragon Age™: The Veilguard,"NT$ 1,799.00",NO,2024-08-20 12:06
48,227300,Euro Truck Simulator 2,NT$ 428.00,NO,2024-08-20 12:06
50,582660,Black Desert,NT$ 200.00,NO,2024-08-20 12:06
51,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",NO,2024-08-20 12:06
52,570,Dota 2,Free To Play,NO,2024-08-20 12:06
54,1607250,MY HERO ULTRA RUMBLE,Free To Play,NO,2024-08-20 12:06
55,2567870,Chained Together,NT$ 102.00,NO,2024-08-20 12:06
57,2059530,Dawn of Defiance,NT$ 246.00,NO,2024-08-20 12:06
58,397540,Borderlands 3,NT$ 178.00,NO,2024-08-20 12:06
59,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,NO,2024-08-20 12:06
60,1790600,DRAGON BALL: Sparking! ZERO,"NT$ 1,890.00",NO,2024-08-20 12:06
61,1250410,Microsoft Flight Simulator 40th Anniversary Edition,"NT$ 1,690.00",NO,2024-08-20 12:06
63,648800,Raft,NT$ 468.00,NO,2024-08-20 12:06
64,289070,Sid Meier’s Civilization® VI,NT$ 179.00,NO,2024-08-20 12:06
65,2670630,Supermarket Simulator,NT$ 238.00,NO,2024-08-20 12:06
66,2142790,Fields of Mistria,NT$ 248.00,NO,2024-08-20 12:06
67,552520,Far Cry® 5,NT$ 254.00,NO,2024-08-20 12:06
68,2322010,God of War Ragnarök,"NT$ 1,490.00",NO,2024-08-20 12:06
70,1085660,Destiny 2,Free To Play,NO,2024-08-20 12:06
72,9900,Star Trek Online,Free To Play,NO,2024-08-20 12:06
73,739630,Phasmophobia,NT$ 248.00,NO,2024-08-20 12:06
