Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",IT,2024-08-21 12:05
2,1675200,Steam Deck,"NT$ 1,280.00",IT,2024-08-21 12:05
3,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",IT,2024-08-21 12:05
4,730,Counter-Strike 2,Free To Play,IT,2024-08-21 12:05
5,1030840,Mafia: Definitive Edition,NT$ 238.00,IT,2024-08-21 12:05
6,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",IT,2024-08-21 12:05
7,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",IT,2024-08-21 12:05
8,1086940,Baldur's Gate 3,"NT$ 1,599.00",IT,2024-08-21 12:05
9,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",IT,2024-08-21 12:05
10,2074920,The First Descendant,Free To Play,IT,2024-08-21 12:05
11,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",IT,2024-08-21 12:05
12,2357570,Overwatch® 2,Free To Play,IT,2024-08-21 12:05
13,570,Dota 2,Free To Play,IT,2024-08-21 12:05
15,2139460,Once Human,Free To Play,IT,2024-08-21 12:05
16,1245620,ELDEN RING,"NT$ 1,790.00",IT,2024-08-21 12:05
17,271590,Grand Theft Auto V,NT$ 480.00,IT,2024-08-21 12:05
19,230410,Warframe,Free To Play,IT,2024-08-21 12:05
20,236390,War Thunder,Free To Play,IT,2024-08-21 12:05
21,2141910,Magic: The Gathering Arena(not available in your region),Free To Play,IT,2024-08-21 12:05
22,2252570,Football Manager 2024,NT$ 519.00,IT,2024-08-21 12:05
23,397540,Borderlands 3,NT$ 178.00,IT,2024-08-21 12:05
25,1172470,Apex Legends™,Free To Play,IT,2024-08-21 12:05
26,578080,PUBG: BATTLEGROUNDS,Free To Play,IT,2024-08-21 12:05
27,2162800,shapez 2,NT$ 326.00,IT,2024-08-21 12:05
28,594650,Hunt: Showdown 1896,NT$ 639.00,IT,2024-08-21 12:05
29,1599340,Lost Ark(not available in your region),NT$ 639.00,IT,2024-08-21 12:05
30,1934680,Age of Mythology: Retold,"NT$ 1,018.00",IT,2024-08-21 12:05
31,1449850,Yu-Gi-Oh! Master Duel,Free To Play,IT,2024-08-21 12:05
32,1575940,Sins of a Solar Empire II,NT$ 596.00,IT,2024-08-21 12:05
34,381210,Dead by Daylight,NT$ 379.00,IT,2024-08-21 12:05
35,582010,Monster Hunter: World,NT$ 303.00,IT,2024-08-21 12:05
36,1790600,DRAGON BALL: Sparking! ZERO,"NT$ 1,890.00",IT,2024-08-21 12:05
37,289070,Sid Meier’s Civilization® VI,NT$ 179.00,IT,2024-08-21 12:05
38,1059530,Valve Index® Headset(not available in your region),NT$ 179.00,IT,2024-08-21 12:05
39,2672610,Black Myth: Wukong Deluxe Edition Upgrade,NT$ 300.00,IT,2024-08-21 12:05
40,1446780,MONSTER HUNTER RISE,NT$ 280.00,IT,2024-08-21 12:05
41,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,IT,2024-08-21 12:05
42,1151340,Fallout 76,NT$ 299.00,IT,2024-08-21 12:05
43,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",IT,2024-08-21 12:05
44,2344520,Diablo® IV,"NT$ 1,575.00",IT,2024-08-21 12:05
45,227300,Euro Truck Simulator 2,NT$ 428.00,IT,2024-08-21 12:05
46,412020,Metro Exodus,NT$ 175.00,IT,2024-08-21 12:05
47,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,IT,2024-08-21 12:05
49,1401590,Disney Dreamlight Valley,"NT$ 1,019.00",IT,2024-08-21 12:05
50,377160,Fallout 4,NT$ 239.00,IT,2024-08-21 12:05
51,1665460,eFootball™ 2024,Free To Play,IT,2024-08-21 12:05
52,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",IT,2024-08-21 12:05
53,782330,DOOM Eternal,NT$ 299.00,IT,2024-08-21 12:05
54,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,IT,2024-08-21 12:05
55,2808930,Lust Goddess(hidden by your preferences),Free To Play,IT,2024-08-21 12:05
56,1172620,Sea of Thieves: 2024 Edition,"NT$ 1,088.00",IT,2024-08-21 12:05
57,306130,The Elder Scrolls® Online,NT$ 179.00,IT,2024-08-21 12:05
58,1562430,DREDGE,NT$ 486.00,IT,2024-08-21 12:05
59,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",IT,2024-08-21 12:05
61,1167630,Teardown,NT$ 424.00,IT,2024-08-21 12:05
62,1997040,MARVEL SNAP,Free To Play,IT,2024-08-21 12:05
63,39210,FINAL FANTASY XIV Online(not available in your region),Free To Play,IT,2024-08-21 12:05
64,739630,Phasmophobia,NT$ 248.00,IT,2024-08-21 12:05
65,1353230,Bomb Rush Cyberfunk,NT$ 299.00,IT,2024-08-21 12:05
67,585420,Trailmakers,NT$ 75.00,IT,2024-08-21 12:05
68,1623730,Palworld,NT$ 488.00,IT,2024-08-21 12:05
69,1118010,Monster Hunter World: Iceborne,NT$ 455.00,IT,2024-08-21 12:05
70,588650,Dead Cells,NT$ 349.00,IT,2024-08-21 12:05
71,1284210,Guild Wars 2,Free To Play,IT,2024-08-21 12:05
73,553850,HELLDIVERS™ 2,"NT$ 1,190.00",IT,2024-08-21 12:05
75,1845910,Dragon Age™: The Veilguard,"NT$ 1,799.00",IT,2024-08-21 12:05
78,582660,Black Desert,NT$ 200.00,IT,2024-08-21 12:05
79,2567870,Chained Together,NT$ 102.00,IT,2024-08-21 12:05
81,1551360,Forza Horizon 5,"NT$ 1,688.00",IT,2024-08-21 12:05
82,284160,BeamNG.drive,NT$ 408.00,IT,2024-08-21 12:05
83,2369390,Far Cry® 6,NT$ 424.00,IT,2024-08-21 12:05
84,1169040,Necesse,NT$ 174.00,IT,2024-08-21 12:05
85,49520,Borderlands 2,NT$ 149.00,IT,2024-08-21 12:05
86,1716740,Starfield,"NT$ 1,333.00",IT,2024-08-21 12:05
87,250900,The Binding of Isaac: Rebirth,NT$ 268.00,IT,2024-08-21 12:05
88,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,IT,2024-08-21 12:05
89,1203220,NARAKA: BLADEPOINT,Free To Play,IT,2024-08-21 12:05
90,380600,Fishing Planet,Free To Play,IT,2024-08-21 12:05
91,1040200,Crime Scene Cleaner,NT$ 288.00,IT,2024-08-21 12:05
92,1966720,Lethal Company,NT$ 188.00,IT,2024-08-21 12:05
93,1085660,Destiny 2,Free To Play,IT,2024-08-21 12:05
94,1818450,STALCRAFT: X,Free To Play,IT,2024-08-21 12:05
95,214950,Total War: ROME II - Emperor Edition,"NT$ 1,690.00",IT,2024-08-21 12:05
96,1544020,The Callisto Protocol™,NT$ 269.00,IT,2024-08-21 12:05
97,1142710,Total War: WARHAMMER III,"NT$ 1,790.00",IT,2024-08-21 12:05
