Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",global,2024-08-10 12:05
2,730,Counter-Strike 2,Free To Play,global,2024-08-10 12:05
3,578080,PUBG: BATTLEGROUNDS,Free To Play,global,2024-08-10 12:05
4,1675200,Steam Deck,Free To Play,global,2024-08-10 12:05
5,1593500,God of War,NT$ 476.00,global,2024-08-10 12:05
6,2074920,The First Descendant,Free To Play,global,2024-08-10 12:05
7,570,Dota 2,Free To Play,global,2024-08-10 12:05
8,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",global,2024-08-10 12:05
9,33369,Borderlands Collection: Pandora's Box,"NT$ 1,119.00",global,2024-08-10 12:05
10,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",global,2024-08-10 12:05
11,397540,Borderlands 3,NT$ 178.00,global,2024-08-10 12:05
12,1245620,ELDEN RING,"NT$ 1,790.00",global,2024-08-10 12:05
13,553850,HELLDIVERS™ 2,"NT$ 1,190.00",global,2024-08-10 12:05
14,306130,The Elder Scrolls® Online,NT$ 179.00,global,2024-08-10 12:05
15,236390,War Thunder,Free To Play,global,2024-08-10 12:05
16,1449850,Yu-Gi-Oh! Master Duel,Free To Play,global,2024-08-10 12:05
17,1086940,Baldur's Gate 3,"NT$ 1,599.00",global,2024-08-10 12:05
18,1203220,NARAKA: BLADEPOINT,Free To Play,global,2024-08-10 12:05
19,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,global,2024-08-10 12:05
20,2139460,Once Human,Free To Play,global,2024-08-10 12:05
21,230410,Warframe,Free To Play,global,2024-08-10 12:05
22,1172470,Apex Legends™,Free To Play,global,2024-08-10 12:05
23,1085660,Destiny 2,Free To Play,global,2024-08-10 12:05
24,1222670,The Sims™ 4,Free To Play,global,2024-08-10 12:05
25,1237970,Titanfall® 2,NT$ 79.00,global,2024-08-10 12:05
26,311210,Call of Duty®: Black Ops III,NT$ 659.00,global,2024-08-10 12:05
27,271590,Grand Theft Auto V,NT$ 662.00,global,2024-08-10 12:05
28,2344520,Diablo® IV,"NT$ 1,575.00",global,2024-08-10 12:05
29,381210,Dead by Daylight,NT$ 379.00,global,2024-08-10 12:05
30,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,global,2024-08-10 12:05
31,377160,Fallout 4,NT$ 239.00,global,2024-08-10 12:05
32,782330,DOOM Eternal,NT$ 299.00,global,2024-08-10 12:05
33,2142790,Fields of Mistria,NT$ 248.00,global,2024-08-10 12:05
34,1151340,Fallout 76,NT$ 299.00,global,2024-08-10 12:05
35,413150,Stardew Valley,NT$ 318.00,global,2024-08-10 12:05
36,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",global,2024-08-10 12:05
37,252490,Rust,NT$ 694.00,global,2024-08-10 12:05
38,49520,Borderlands 2,NT$ 149.00,global,2024-08-10 12:05
39,2400510,Dungeons & Degenerate Gamblers,NT$ 241.00,global,2024-08-10 12:05
40,5700,Grand Theft Auto V: Premium Edition & Great White Shark Card Bundle,NT$ 662.00,global,2024-08-10 12:05
41,2567870,Chained Together,NT$ 102.00,global,2024-08-10 12:05
42,2751000,Prince of Persia The Lost Crown,NT$ 677.00,global,2024-08-10 12:05
43,440,Team Fortress 2,Free To Play,global,2024-08-10 12:05
44,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,global,2024-08-10 12:05
45,739630,Phasmophobia,NT$ 198.00,global,2024-08-10 12:05
46,1286680,Tiny Tina's Wonderlands,NT$ 433.00,global,2024-08-10 12:05
47,1716740,Starfield,"NT$ 1,333.00",global,2024-08-10 12:05
48,38150,Tiny Tina's Wonderlands Chaotic Great Edition,NT$ 470.00,global,2024-08-10 12:05
49,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",global,2024-08-10 12:05
