Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",AU,2024-08-23 12:05
2,730,Counter-Strike 2,Free To Play,AU,2024-08-23 12:05
3,570,Dota 2,Free To Play,AU,2024-08-23 12:05
4,230410,Warframe,Free To Play,AU,2024-08-23 12:05
5,1043810,Tactical Breach Wizards,NT$ 295.00,AU,2024-08-23 12:05
6,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",AU,2024-08-23 12:05
7,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",AU,2024-08-23 12:05
8,1575940,Sins of a Solar Empire II,NT$ 596.00,AU,2024-08-23 12:05
9,2139460,Once Human,Free To Play,AU,2024-08-23 12:05
10,236390,War Thunder,Free To Play,AU,2024-08-23 12:05
12,1245620,ELDEN RING,"NT$ 1,790.00",AU,2024-08-23 12:05
13,397540,Borderlands 3,NT$ 773.00,AU,2024-08-23 12:05
14,252490,Rust,NT$ 694.00,AU,2024-08-23 12:05
15,2344520,Diablo® IV,NT$ 945.00,AU,2024-08-23 12:05
16,2357570,Overwatch® 2,Free To Play,AU,2024-08-23 12:05
17,238960,Path of Exile(not available in your region),Free To Play,AU,2024-08-23 12:05
18,1086940,Baldur's Gate 3,"NT$ 1,599.00",AU,2024-08-23 12:05
19,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",AU,2024-08-23 12:05
20,2074920,The First Descendant,Free To Play,AU,2024-08-23 12:05
21,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",AU,2024-08-23 12:05
23,578080,PUBG: BATTLEGROUNDS,Free To Play,AU,2024-08-23 12:05
24,2668080,Snowbreak: Containment Zone,Free To Play,AU,2024-08-23 12:05
25,2406770,Bodycam,NT$ 452.00,AU,2024-08-23 12:05
26,2162800,shapez 2,NT$ 326.00,AU,2024-08-23 12:05
27,381210,Dead by Daylight,NT$ 379.00,AU,2024-08-23 12:05
28,1030840,Mafia: Definitive Edition,NT$ 238.00,AU,2024-08-23 12:05
29,1172470,Apex Legends™,Free To Play,AU,2024-08-23 12:05
30,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,AU,2024-08-23 12:05
31,39210,FINAL FANTASY XIV Online(not available in your region),NT$ 569.00,AU,2024-08-23 12:05
33,582010,Monster Hunter: World,NT$ 303.00,AU,2024-08-23 12:05
