Rank,GameID,GameName,Cost,Country,Datetime
1,730,Counter-Strike 2,Free To Play,SE,2024-08-10 12:05
3,238960,Path of Exile(not available in your region),Free To Play,SE,2024-08-10 12:05
4,1593500,God of War,NT$ 476.00,SE,2024-08-10 12:05
6,578080,PUBG: BATTLEGROUNDS,Free To Play,SE,2024-08-10 12:05
7,236390,War Thunder,Free To Play,SE,2024-08-10 12:05
8,553850,HELLDIVERS™ 2,"NT$ 1,190.00",SE,2024-08-10 12:05
9,1245620,ELDEN RING,"NT$ 1,790.00",SE,2024-08-10 12:05
10,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",SE,2024-08-10 12:05
11,570,Dota 2,Free To Play,SE,2024-08-10 12:05
12,397540,Borderlands 3,NT$ 178.00,SE,2024-08-10 12:05
13,252490,Rust,NT$ 694.00,SE,2024-08-10 12:05
14,2074920,The First Descendant,Free To Play,SE,2024-08-10 12:05
15,1222670,The Sims™ 4,Free To Play,SE,2024-08-10 12:05
17,306130,The Elder Scrolls® Online,NT$ 179.00,SE,2024-08-10 12:05
18,1172470,Apex Legends™,Free To Play,SE,2024-08-10 12:05
19,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",SE,2024-08-10 12:05
20,1086940,Baldur's Gate 3,"NT$ 1,599.00",SE,2024-08-10 12:05
21,271590,Grand Theft Auto V,NT$ 662.00,SE,2024-08-10 12:05
22,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",SE,2024-08-10 12:05
23,2567870,Chained Together,NT$ 102.00,SE,2024-08-10 12:05
25,2139460,Once Human,Free To Play,SE,2024-08-10 12:05
26,230410,Warframe,Free To Play,SE,2024-08-10 12:05
28,377160,Fallout 4,NT$ 239.00,SE,2024-08-10 12:05
30,782330,DOOM Eternal,NT$ 299.00,SE,2024-08-10 12:05
31,1151340,Fallout 76,NT$ 299.00,SE,2024-08-10 12:05
32,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,SE,2024-08-10 12:05
33,39210,FINAL FANTASY XIV Online(not available in your region),NT$ 299.00,SE,2024-08-10 12:05
35,2396240,SteamWorld Heist II,NT$ 439.00,SE,2024-08-10 12:05
36,1085660,Destiny 2,Free To Play,SE,2024-08-10 12:05
38,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,SE,2024-08-10 12:05
39,1232580,Knock on the Coffin Lid,NT$ 302.00,SE,2024-08-10 12:05
40,582660,Black Desert,NT$ 200.00,SE,2024-08-10 12:05
42,2751000,Prince of Persia The Lost Crown,NT$ 677.00,SE,2024-08-10 12:05
43,1716740,Starfield,"NT$ 1,333.00",SE,2024-08-10 12:05
44,440,Team Fortress 2,Free To Play,SE,2024-08-10 12:05
45,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,SE,2024-08-10 12:05
47,1237970,Titanfall® 2,NT$ 79.00,SE,2024-08-10 12:05
48,381210,Dead by Daylight,NT$ 379.00,SE,2024-08-10 12:05
49,739630,Phasmophobia,NT$ 198.00,SE,2024-08-10 12:05
50,2400510,Dungeons & Degenerate Gamblers,NT$ 241.00,SE,2024-08-10 12:05
51,2358720,Black Myth: Wukong,"NT$ 1,280.00",SE,2024-08-10 12:05
52,1286680,Tiny Tina's Wonderlands,NT$ 433.00,SE,2024-08-10 12:05
53,2142790,Fields of Mistria,NT$ 248.00,SE,2024-08-10 12:05
54,49520,Borderlands 2,NT$ 149.00,SE,2024-08-10 12:05
56,1158310,Crusader Kings III,"NT$ 1,268.00",SE,2024-08-10 12:05
57,1091500,Cyberpunk 2077,"NT$ 1,599.00",SE,2024-08-10 12:05
58,2344520,Diablo® IV,"NT$ 1,575.00",SE,2024-08-10 12:05
59,216150,MapleStory(not available in your region),"NT$ 1,575.00",SE,2024-08-10 12:05
60,1326470,Sons Of The Forest,NT$ 488.00,SE,2024-08-10 12:05
61,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",SE,2024-08-10 12:05
64,427410,Abiotic Factor,NT$ 326.00,SE,2024-08-10 12:05
65,394360,Hearts of Iron IV,"NT$ 1,268.00",SE,2024-08-10 12:05
67,311210,Call of Duty®: Black Ops III,NT$ 659.00,SE,2024-08-10 12:05
68,1599340,Lost Ark(not available in your region),NT$ 659.00,SE,2024-08-10 12:05
69,413150,Stardew Valley,NT$ 318.00,SE,2024-08-10 12:05
70,1144200,Ready or Not,NT$ 846.00,SE,2024-08-10 12:05
71,548430,Deep Rock Galactic,NT$ 144.00,SE,2024-08-10 12:05
72,227300,Euro Truck Simulator 2,NT$ 428.00,SE,2024-08-10 12:05
73,1174180,Red Dead Redemption 2,"NT$ 1,790.00",SE,2024-08-10 12:05
74,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",SE,2024-08-10 12:05
75,2280,DOOM + DOOM II,NT$ 285.00,SE,2024-08-10 12:05
76,1332010,Stray,NT$ 323.00,SE,2024-08-10 12:05
77,1562430,DREDGE,NT$ 486.00,SE,2024-08-10 12:05
78,236850,Europa Universalis IV,"NT$ 1,018.00",SE,2024-08-10 12:05
79,380600,Fishing Planet,Free To Play,SE,2024-08-10 12:05
80,284160,BeamNG.drive,NT$ 408.00,SE,2024-08-10 12:05
81,546560,Half-Life: Alyx,NT$ 305.00,SE,2024-08-10 12:05
82,1643310,Dungeons 4,NT$ 825.00,SE,2024-08-10 12:05
83,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 799.00,SE,2024-08-10 12:05
84,1808680,Snufkin: Melody of Moominvalley,NT$ 262.00,SE,2024-08-10 12:05
86,2366980,Thank Goodness You're Here!,NT$ 296.00,SE,2024-08-10 12:05
89,1774580,STAR WARS Jedi: Survivor™,NT$ 899.00,SE,2024-08-10 12:05
90,1363080,Manor Lords,NT$ 999.00,SE,2024-08-10 12:05
91,1517290,Battlefield™ 2042,NT$ 239.00,SE,2024-08-10 12:05
92,494840,UBOAT,NT$ 146.00,SE,2024-08-10 12:05
94,1142710,Total War: WARHAMMER III,"NT$ 1,790.00",SE,2024-08-10 12:05
95,1172620,Sea of Thieves: 2024 Edition,"NT$ 1,088.00",SE,2024-08-10 12:05
97,518790,theHunter: Call of the Wild™,NT$ 318.00,SE,2024-08-10 12:05
98,2362300,Train Sim World® 4,NT$ 599.00,SE,2024-08-10 12:05
99,1717250,Ratten Reich,NT$ 262.00,SE,2024-08-10 12:05
100,261640,Borderlands: The Pre-Sequel,NT$ 446.00,SE,2024-08-10 12:05
