Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",TH,2024-08-24 12:04
2,570,Dota 2,Free To Play,TH,2024-08-24 12:04
4,1203220,NARAKA: BLADEPOINT,Free To Play,TH,2024-08-24 12:04
5,578080,PUBG: BATTLEGROUNDS,Free To Play,TH,2024-08-24 12:04
6,271590,Grand Theft Auto V,NT$ 480.00,TH,2024-08-24 12:04
7,2139460,Once Human,Free To Play,TH,2024-08-24 12:04
8,993090,Lossless Scaling,NT$ 138.00,TH,2024-08-24 12:04
9,730,Counter-Strike 2,Free To Play,TH,2024-08-24 12:04
10,238960,Path of Exile(not available in your region),Free To Play,TH,2024-08-24 12:04
11,2074920,The First Descendant,Free To Play,TH,2024-08-24 12:04
12,582010,Monster Hunter: World,NT$ 303.00,TH,2024-08-24 12:04
14,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",TH,2024-08-24 12:04
15,1672500,GUNDAM BREAKER 4,"NT$ 1,790.00",TH,2024-08-24 12:04
16,1245620,ELDEN RING,"NT$ 1,790.00",TH,2024-08-24 12:04
17,513710,SCUM,NT$ 298.00,TH,2024-08-24 12:04
18,2344520,Diablo® IV,NT$ 945.00,TH,2024-08-24 12:04
19,1665460,eFootball™ 2024,Free To Play,TH,2024-08-24 12:04
21,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",TH,2024-08-24 12:04
22,230410,Warframe,Free To Play,TH,2024-08-24 12:04
23,1446780,MONSTER HUNTER RISE,NT$ 280.00,TH,2024-08-24 12:04
24,1118010,Monster Hunter World: Iceborne,NT$ 455.00,TH,2024-08-24 12:04
25,381210,Dead by Daylight,NT$ 379.00,TH,2024-08-24 12:04
26,1172470,Apex Legends™,Free To Play,TH,2024-08-24 12:04
27,1030840,Mafia: Definitive Edition,NT$ 238.00,TH,2024-08-24 12:04
29,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",TH,2024-08-24 12:04
31,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,TH,2024-08-24 12:04
32,2908950,Tunnel Escape,NT$ 262.00,TH,2024-08-24 12:04
33,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",TH,2024-08-24 12:04
34,239140,Dying Light,NT$ 60.00,TH,2024-08-24 12:04
35,1158160,Coral Island,NT$ 899.00,TH,2024-08-24 12:04
