Rank,GameID,GameName,Cost,Country,Datetime
1,578080,PUBG: BATTLEGROUNDS,Free To Play,KR,2024-08-22 12:03
2,2358720,Black Myth: Wukong,"NT$ 1,280.00",KR,2024-08-22 12:03
3,2139460,Once Human,Free To Play,KR,2024-08-22 12:03
4,1049590,Eternal Return,Free To Play,KR,2024-08-22 12:03
5,2074920,The First Descendant,Free To Play,KR,2024-08-22 12:03
6,960170,DJMAX RESPECT V,NT$ 139.00,KR,2024-08-22 12:03
8,230410,Warframe,Free To Play,KR,2024-08-22 12:03
9,2344520,Diablo® IV,NT$ 945.00,KR,2024-08-22 12:03
10,985810,GrandChase,Free To Play,KR,2024-08-22 12:03
11,1973530,Limbus Company,Free To Play,KR,2024-08-22 12:03
12,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",KR,2024-08-22 12:03
13,730,Counter-Strike 2,Free To Play,KR,2024-08-22 12:03
14,2739990,Mahjong Soul(not available in your region),Free To Play,KR,2024-08-22 12:03
17,1859910,Legend of Mortal,NT$ 369.00,KR,2024-08-22 12:03
19,289070,Sid Meier’s Civilization® VI,NT$ 179.00,KR,2024-08-22 12:03
20,1477590,EZ2ON REBOOT : R,NT$ 402.00,KR,2024-08-22 12:03
21,3038800,DJMAX RESPECT V - V LIBERTY PACK,NT$ 341.00,KR,2024-08-22 12:03
22,1446780,MONSTER HUNTER RISE,NT$ 280.00,KR,2024-08-22 12:03
23,1172470,Apex Legends™,Free To Play,KR,2024-08-22 12:03
24,1976440,CounterSide(not available in your region),Free To Play,KR,2024-08-22 12:03
26,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",KR,2024-08-22 12:03
27,582010,Monster Hunter: World,NT$ 303.00,KR,2024-08-22 12:03
28,2252570,Football Manager 2024,"NT$ 1,299.00",KR,2024-08-22 12:03
29,1040200,Crime Scene Cleaner,NT$ 288.00,KR,2024-08-22 12:03
30,271590,Grand Theft Auto V,NT$ 480.00,KR,2024-08-22 12:03
31,2357570,Overwatch® 2,Free To Play,KR,2024-08-22 12:03
32,1245620,ELDEN RING,"NT$ 1,790.00",KR,2024-08-22 12:03
34,1449850,Yu-Gi-Oh! Master Duel,Free To Play,KR,2024-08-22 12:03
35,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",KR,2024-08-22 12:03
36,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",KR,2024-08-22 12:03
37,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,KR,2024-08-22 12:03
38,1118010,Monster Hunter World: Iceborne,NT$ 455.00,KR,2024-08-22 12:03
39,2567870,Chained Together,NT$ 102.00,KR,2024-08-22 12:03
40,1086940,Baldur's Gate 3,"NT$ 1,599.00",KR,2024-08-22 12:03
41,2349820,Hero's Land,Free To Play,KR,2024-08-22 12:03
42,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",KR,2024-08-22 12:03
43,1030840,Mafia: Definitive Edition,NT$ 238.00,KR,2024-08-22 12:03
45,108600,Project Zomboid,NT$ 328.00,KR,2024-08-22 12:03
46,1623730,Palworld,NT$ 488.00,KR,2024-08-22 12:03
47,1534980,Terminus: Zombie Survivors,NT$ 262.00,KR,2024-08-22 12:03
48,2963870,Metal Slug: Awakening(not available in your region),NT$ 262.00,KR,2024-08-22 12:03
49,570,Dota 2,Free To Play,KR,2024-08-22 12:03
50,2162800,shapez 2,NT$ 326.00,KR,2024-08-22 12:03
51,1966720,Lethal Company,NT$ 188.00,KR,2024-08-22 12:03
53,2681820,DJMAX RESPECT V - V EXTENSION V PACK,NT$ 142.00,KR,2024-08-22 12:03
54,236390,War Thunder,Free To Play,KR,2024-08-22 12:03
55,1629520,A Little to the Left,NT$ 160.00,KR,2024-08-22 12:03
57,728880,Overcooked! 2,NT$ 168.00,KR,2024-08-22 12:03
58,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",KR,2024-08-22 12:03
59,1290000,PowerWash Simulator,NT$ 553.00,KR,2024-08-22 12:03
60,413150,Stardew Valley,NT$ 398.00,KR,2024-08-22 12:03
61,397540,Borderlands 3,NT$ 178.00,KR,2024-08-22 12:03
62,1825750,Soulworker : Your Destiny Awaits(not available in your region),NT$ 178.00,KR,2024-08-22 12:03
63,1085660,Destiny 2,Free To Play,KR,2024-08-22 12:03
64,431960,Wallpaper Engine,NT$ 120.00,KR,2024-08-22 12:03
65,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",KR,2024-08-22 12:03
66,2668080,Snowbreak: Containment Zone,Free To Play,KR,2024-08-22 12:03
67,1575940,Sins of a Solar Empire II,NT$ 596.00,KR,2024-08-22 12:03
68,1672500,GUNDAM BREAKER 4,"NT$ 1,790.00",KR,2024-08-22 12:03
70,2021880,Ara: History Untold,"NT$ 1,688.00",KR,2024-08-22 12:03
71,427410,Abiotic Factor,NT$ 408.00,KR,2024-08-22 12:03
72,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",KR,2024-08-22 12:03
73,381210,Dead by Daylight,NT$ 379.00,KR,2024-08-22 12:03
74,588650,Dead Cells,NT$ 349.00,KR,2024-08-22 12:03
75,552990,World of Warships,Free To Play,KR,2024-08-22 12:03
77,2307471,DJMAX RESPECT V - V EXTENSION IV PACK,NT$ 81.00,KR,2024-08-22 12:03
78,2670630,Supermarket Simulator,NT$ 238.00,KR,2024-08-22 12:03
79,1943950,Escape the Backrooms,NT$ 186.00,KR,2024-08-22 12:03
80,1778820,TEKKEN 8,"NT$ 1,990.00",KR,2024-08-22 12:03
81,2073850,THE FINALS,Free To Play,KR,2024-08-22 12:03
82,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,KR,2024-08-22 12:03
83,1158310,Crusader Kings III,"NT$ 1,268.00",KR,2024-08-22 12:03
84,239140,Dying Light,NT$ 60.00,KR,2024-08-22 12:03
85,1665460,eFootball™ 2024,Free To Play,KR,2024-08-22 12:03
86,648800,Raft,NT$ 468.00,KR,2024-08-22 12:03
87,3124940,Warframe:  Sevagoth Prime Access - Weapons Pack,NT$ 719.00,KR,2024-08-22 12:03
88,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",KR,2024-08-22 12:03
89,1926210,EZ2ON REBOOT : R - PRESTIGE PASS,NT$ 436.00,KR,2024-08-22 12:03
90,2717010,KALPA: Cosmic Symphony,NT$ 328.00,KR,2024-08-22 12:03
92,835570,Conqueror's Blade,Free To Play,KR,2024-08-22 12:03
