Rank,GameID,GameName,Cost,Country,Datetime
1,1675200,Steam Deck,NT$ 102.00,GB,2024-08-10 12:05
2,730,Counter-Strike 2,Free To Play,GB,2024-08-10 12:05
3,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",GB,2024-08-10 12:05
4,397540,Borderlands 3,NT$ 178.00,GB,2024-08-10 12:05
5,33369,Borderlands Collection: Pandora's Box,"NT$ 1,119.00",GB,2024-08-10 12:05
6,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",GB,2024-08-10 12:05
7,1593500,God of War,NT$ 476.00,GB,2024-08-10 12:05
8,2074920,The First Descendant,Free To Play,GB,2024-08-10 12:05
9,306130,The Elder Scrolls® Online,NT$ 179.00,GB,2024-08-10 12:05
10,553850,HELLDIVERS™ 2,"NT$ 1,190.00",GB,2024-08-10 12:05
11,236390,War Thunder,Free To Play,GB,2024-08-10 12:05
12,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,GB,2024-08-10 12:05
13,230410,Warframe,Free To Play,GB,2024-08-10 12:05
14,2366980,Thank Goodness You're Here!,NT$ 296.00,GB,2024-08-10 12:05
15,1222670,The Sims™ 4,Free To Play,GB,2024-08-10 12:05
16,377160,Fallout 4,NT$ 239.00,GB,2024-08-10 12:05
17,2139460,Once Human,Free To Play,GB,2024-08-10 12:05
18,381210,Dead by Daylight,NT$ 379.00,GB,2024-08-10 12:05
19,1086940,Baldur's Gate 3,"NT$ 1,599.00",GB,2024-08-10 12:05
20,2400510,Dungeons & Degenerate Gamblers,NT$ 241.00,GB,2024-08-10 12:05
21,311210,Call of Duty®: Black Ops III,NT$ 659.00,GB,2024-08-10 12:05
22,1245620,ELDEN RING,"NT$ 1,790.00",GB,2024-08-10 12:05
23,578080,PUBG: BATTLEGROUNDS,Free To Play,GB,2024-08-10 12:05
24,252490,Rust,NT$ 694.00,GB,2024-08-10 12:05
25,39210,FINAL FANTASY XIV Online(not available in your region),NT$ 694.00,GB,2024-08-10 12:05
26,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,GB,2024-08-10 12:05
27,49520,Borderlands 2,NT$ 149.00,GB,2024-08-10 12:05
28,440,Team Fortress 2,Free To Play,GB,2024-08-10 12:05
29,238960,Path of Exile(not available in your region),Free To Play,GB,2024-08-10 12:05
30,38150,Tiny Tina's Wonderlands Chaotic Great Edition,NT$ 470.00,GB,2024-08-10 12:05
31,1172470,Apex Legends™,Free To Play,GB,2024-08-10 12:05
32,199943,Fallout 4: Game of the Year Edition,NT$ 479.00,GB,2024-08-10 12:05
33,782330,DOOM Eternal,NT$ 299.00,GB,2024-08-10 12:05
34,1085660,Destiny 2,Free To Play,GB,2024-08-10 12:05
35,2142790,Fields of Mistria,NT$ 248.00,GB,2024-08-10 12:05
36,5700,Grand Theft Auto V: Premium Edition & Great White Shark Card Bundle,NT$ 662.00,GB,2024-08-10 12:05
37,1237970,Titanfall® 2,NT$ 79.00,GB,2024-08-10 12:05
38,1151340,Fallout 76,NT$ 299.00,GB,2024-08-10 12:05
39,271590,Grand Theft Auto V,NT$ 662.00,GB,2024-08-10 12:05
40,37745,Not A Real Casino Bundle,NT$ 595.00,GB,2024-08-10 12:05
41,2358720,Black Myth: Wukong,"NT$ 1,280.00",GB,2024-08-10 12:05
42,570,Dota 2,Free To Play,GB,2024-08-10 12:05
43,413150,Stardew Valley,NT$ 318.00,GB,2024-08-10 12:05
44,2751000,Prince of Persia The Lost Crown,NT$ 677.00,GB,2024-08-10 12:05
