Rank,GameID,GameName,Cost,Country,Datetime
1,1675200,Steam Deck,NT$ 238.00,IT,2024-08-17 12:05
2,2139460,Once Human,Free To Play,IT,2024-08-17 12:05
3,2358720,Black Myth: Wukong,"NT$ 1,280.00",IT,2024-08-17 12:05
4,730,Counter-Strike 2,Free To Play,IT,2024-08-17 12:05
5,1575940,Sins of a Solar Empire II,NT$ 596.00,IT,2024-08-17 12:05
6,1091500,Cyberpunk 2077,NT$ 799.00,IT,2024-08-17 12:05
7,1086940,Baldur's Gate 3,"NT$ 1,599.00",IT,2024-08-17 12:05
8,2074920,The First Descendant,Free To Play,IT,2024-08-17 12:05
9,1845910,Dragon Age™: The Veilguard,"NT$ 1,799.00",IT,2024-08-17 12:05
10,2808930,Lust Goddess(hidden by your preferences),Free To Play,IT,2024-08-17 12:05
11,1562430,DREDGE,NT$ 486.00,IT,2024-08-17 12:05
12,2162800,shapez 2,NT$ 326.00,IT,2024-08-17 12:05
13,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",IT,2024-08-17 12:05
14,1172620,Sea of Thieves: 2024 Edition,NT$ 652.00,IT,2024-08-17 12:05
16,2141910,Magic: The Gathering Arena(not available in your region),NT$ 652.00,IT,2024-08-17 12:05
17,1245620,ELDEN RING,"NT$ 1,790.00",IT,2024-08-17 12:05
18,1313140,Cult of the Lamb,NT$ 244.00,IT,2024-08-17 12:05
20,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",IT,2024-08-17 12:05
21,230410,Warframe,Free To Play,IT,2024-08-17 12:05
22,397540,Borderlands 3,NT$ 178.00,IT,2024-08-17 12:05
23,2561450,DREDGE - The Iron Rig,NT$ 360.00,IT,2024-08-17 12:05
24,236390,War Thunder,Free To Play,IT,2024-08-17 12:05
25,2369390,Far Cry® 6,NT$ 424.00,IT,2024-08-17 12:05
26,594650,Hunt: Showdown 1896,NT$ 639.00,IT,2024-08-17 12:05
27,1172470,Apex Legends™,Free To Play,IT,2024-08-17 12:05
28,2161700,Persona 3 Reload,"NT$ 1,134.00",IT,2024-08-17 12:05
29,1222670,The Sims™ 4,Free To Play,IT,2024-08-17 12:05
30,570,Dota 2,Free To Play,IT,2024-08-17 12:05
31,1040200,Crime Scene Cleaner,NT$ 288.00,IT,2024-08-17 12:05
32,227300,Euro Truck Simulator 2,NT$ 428.00,IT,2024-08-17 12:05
33,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 679.00,IT,2024-08-17 12:05
35,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",IT,2024-08-17 12:05
36,1687950,Persona 5 Royal,NT$ 716.00,IT,2024-08-17 12:05
37,1790600,DRAGON BALL: Sparking! ZERO,"NT$ 1,890.00",IT,2024-08-17 12:05
39,271590,Grand Theft Auto V,NT$ 974.00,IT,2024-08-17 12:05
40,381210,Dead by Daylight,NT$ 379.00,IT,2024-08-17 12:05
42,2252570,Football Manager 2024,NT$ 519.00,IT,2024-08-17 12:05
43,2344520,Diablo® IV,"NT$ 1,575.00",IT,2024-08-17 12:05
45,1203220,NARAKA: BLADEPOINT,Free To Play,IT,2024-08-17 12:05
47,552520,Far Cry® 5,NT$ 254.00,IT,2024-08-17 12:05
49,1059530,Valve Index® Headset(not available in your region),NT$ 254.00,IT,2024-08-17 12:05
50,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,IT,2024-08-17 12:05
51,805550,Assetto Corsa Competizione,NT$ 349.00,IT,2024-08-17 12:05
53,1627720,Lies of P,NT$ 838.00,IT,2024-08-17 12:05
54,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,IT,2024-08-17 12:05
55,1085660,Destiny 2,Free To Play,IT,2024-08-17 12:05
56,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",IT,2024-08-17 12:05
58,292030,The Witcher 3: Wild Hunt,NT$ 217.00,IT,2024-08-17 12:05
59,1846380,Need for Speed™ Unbound,NT$ 199.00,IT,2024-08-17 12:05
61,582010,Monster Hunter: World,NT$ 303.00,IT,2024-08-17 12:05
63,250900,The Binding of Isaac: Rebirth,NT$ 268.00,IT,2024-08-17 12:05
64,1599340,Lost Ark(not available in your region),NT$ 268.00,IT,2024-08-17 12:05
66,394360,Hearts of Iron IV,"NT$ 1,268.00",IT,2024-08-17 12:05
67,578080,PUBG: BATTLEGROUNDS,Free To Play,IT,2024-08-17 12:05
68,1169040,Necesse,NT$ 174.00,IT,2024-08-17 12:05
69,546560,Half-Life: Alyx,NT$ 305.00,IT,2024-08-17 12:05
70,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",IT,2024-08-17 12:05
71,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,IT,2024-08-17 12:05
72,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",IT,2024-08-17 12:05
75,1934680,Age of Mythology: Retold,"NT$ 1,018.00",IT,2024-08-17 12:05
76,1151340,Fallout 76,NT$ 299.00,IT,2024-08-17 12:05
77,1665460,eFootball™ 2024,Free To Play,IT,2024-08-17 12:05
78,377160,Fallout 4,NT$ 239.00,IT,2024-08-17 12:05
80,2567870,Chained Together,NT$ 102.00,IT,2024-08-17 12:05
83,553850,HELLDIVERS™ 2,"NT$ 1,190.00",IT,2024-08-17 12:05
84,782330,DOOM Eternal,NT$ 299.00,IT,2024-08-17 12:05
86,826630,Iron Harvest,NT$ 131.00,IT,2024-08-17 12:05
88,1446780,MONSTER HUNTER RISE,NT$ 280.00,IT,2024-08-17 12:05
89,2963870,Metal Slug: Awakening(not available in your region),NT$ 280.00,IT,2024-08-17 12:05
90,252490,Rust,NT$ 694.00,IT,2024-08-17 12:05
91,371660,Far Cry® Primal,NT$ 354.00,IT,2024-08-17 12:05
92,1109680,Regiments,NT$ 438.00,IT,2024-08-17 12:05
93,2542770,Regiments - Winds of Change,NT$ 238.00,IT,2024-08-17 12:05
94,582660,Black Desert,NT$ 200.00,IT,2024-08-17 12:05
96,284160,BeamNG.drive,NT$ 408.00,IT,2024-08-17 12:05
98,1222680,Need for Speed™ Heat,NT$ 199.00,IT,2024-08-17 12:05
99,244210,Assetto Corsa,NT$ 79.00,IT,2024-08-17 12:05
