Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",TW,2024-08-27 12:05
2,2139460,Once Human,Free To Play,TW,2024-08-27 12:05
3,2668080,Snowbreak: Containment Zone,Free To Play,TW,2024-08-27 12:05
4,1672500,GUNDAM BREAKER 4,"NT$ 1,790.00",TW,2024-08-27 12:05
5,578080,PUBG: BATTLEGROUNDS,Free To Play,TW,2024-08-27 12:05
6,1934680,Age of Mythology: Retold,"NT$ 1,018.00",TW,2024-08-27 12:05
7,2344520,Diablo® IV,NT$ 945.00,TW,2024-08-27 12:05
8,2855560,流亡黯道,Free To Play,TW,2024-08-27 12:05
9,730,Counter-Strike 2,Free To Play,TW,2024-08-27 12:05
10,835570,Conqueror's Blade,Free To Play,TW,2024-08-27 12:05
11,1203220,NARAKA: BLADEPOINT,Free To Play,TW,2024-08-27 12:05
12,1329410,雀魂麻將(MahjongSoul),Free To Play,TW,2024-08-27 12:05
13,2074920,The First Descendant,Free To Play,TW,2024-08-27 12:05
14,230410,Warframe,Free To Play,TW,2024-08-27 12:05
15,1621690,Core Keeper,NT$ 262.00,TW,2024-08-27 12:05
16,1172470,Apex Legends™,Free To Play,TW,2024-08-27 12:05
17,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",TW,2024-08-27 12:05
18,1245620,ELDEN RING,"NT$ 1,790.00",TW,2024-08-27 12:05
19,2891040,Transformative Summer: Life with a TS Companion(hidden by your preferences),NT$ 259.00,TW,2024-08-27 12:05
20,2490990,Visions of Mana,"NT$ 1,790.00",TW,2024-08-27 12:05
21,1859910,Legend of Mortal,NT$ 369.00,TW,2024-08-27 12:05
22,2325290,Sky: Children of the Light,Free To Play,TW,2024-08-27 12:05
23,2608350,Snezhinka:Sentinel Girls2,NT$ 135.00,TW,2024-08-27 12:05
24,1049590,Eternal Return,Free To Play,TW,2024-08-27 12:05
25,2878980,NBA 2K25,"NT$ 2,090.00",TW,2024-08-27 12:05
26,271590,Grand Theft Auto V,NT$ 480.00,TW,2024-08-27 12:05
27,1534980,Terminus: Zombie Survivors,NT$ 262.00,TW,2024-08-27 12:05
28,1364780,Street Fighter™ 6,"NT$ 1,680.00",TW,2024-08-27 12:05
29,394360,Hearts of Iron IV,NT$ 380.00,TW,2024-08-27 12:05
30,2458860,Summer Clover(hidden by your preferences),NT$ 329.00,TW,2024-08-27 12:05
31,985810,GrandChase,Free To Play,TW,2024-08-27 12:05
33,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",TW,2024-08-27 12:05
34,513710,SCUM,NT$ 298.00,TW,2024-08-27 12:05
35,1809540,Nine Sols,NT$ 650.00,TW,2024-08-27 12:05
36,2346550,Rise of Eros(hidden by your preferences),Free To Play,TW,2024-08-27 12:05
37,2672610,Black Myth: Wukong Deluxe Edition Upgrade,NT$ 300.00,TW,2024-08-27 12:05
38,1449850,Yu-Gi-Oh! Master Duel,Free To Play,TW,2024-08-27 12:05
39,289070,Sid Meier’s Civilization® VI,NT$ 179.00,TW,2024-08-27 12:05
40,1201540,HELLCARD,NT$ 244.00,TW,2024-08-27 12:05
41,728880,Overcooked! 2,NT$ 675.00,TW,2024-08-27 12:05
42,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,TW,2024-08-27 12:05
43,2908950,Tunnel Escape,NT$ 262.00,TW,2024-08-27 12:05
45,2808930,Lust Goddess(hidden by your preferences),Free To Play,TW,2024-08-27 12:05
47,2305500,FAIRY TAIL: DUNGEONS,NT$ 198.00,TW,2024-08-27 12:05
49,1676840,For The King II,NT$ 388.00,TW,2024-08-27 12:05
50,960170,DJMAX RESPECT V,NT$ 698.00,TW,2024-08-27 12:05
51,2495450,Winter Memories,NT$ 254.00,TW,2024-08-27 12:05
52,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",TW,2024-08-27 12:05
53,2051010,Professional Baseball Spirits 2024-2025,"NT$ 1,673.00",TW,2024-08-27 12:05
54,2357570,Overwatch® 2,Free To Play,TW,2024-08-27 12:05
55,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,TW,2024-08-27 12:05
56,1086940,Baldur's Gate 3,"NT$ 1,599.00",TW,2024-08-27 12:05
57,1527950,Wartales,NT$ 406.00,TW,2024-08-27 12:05
58,1566880,SWORD ART ONLINE Last Recollection,NT$ 716.00,TW,2024-08-27 12:05
59,1650010,RIDE 5,NT$ 537.00,TW,2024-08-27 12:05
60,2897760,Romantic Escapades(hidden by your preferences),NT$ 328.00,TW,2024-08-27 12:05
61,1227890,Summer Memories,NT$ 79.00,TW,2024-08-27 12:05
63,813780,Age of Empires II: Definitive Edition,NT$ 679.00,TW,2024-08-27 12:05
64,2144640,Endzone 2,NT$ 367.00,TW,2024-08-27 12:05
65,431960,Wallpaper Engine,NT$ 120.00,TW,2024-08-27 12:05
67,2832330,Aeons Echo(hidden by your preferences),Free To Play,TW,2024-08-27 12:05
68,1059990,Trombone Champ,NT$ 268.00,TW,2024-08-27 12:05
69,251570,7 Days to Die,NT$ 670.00,TW,2024-08-27 12:05
70,2349820,Hero's Land,Free To Play,TW,2024-08-27 12:05
72,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",TW,2024-08-27 12:05
74,2429860,Living With Sister: Monochrome Fantasy,NT$ 190.00,TW,2024-08-27 12:05
75,381210,Dead by Daylight,NT$ 379.00,TW,2024-08-27 12:05
77,2420240,HAREM！RANCH LIFE,NT$ 295.00,TW,2024-08-27 12:05
78,236390,War Thunder,Free To Play,TW,2024-08-27 12:05
79,588650,Dead Cells,NT$ 349.00,TW,2024-08-27 12:05
80,1954420,RiichiCity - ACG mahjong games,Free To Play,TW,2024-08-27 12:05
