Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",DK,2024-08-21 12:05
3,730,Counter-Strike 2,Free To Play,DK,2024-08-21 12:05
4,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",DK,2024-08-21 12:05
5,1059530,Valve Index® Headset(not available in your region),"NT$ 2,099.00",DK,2024-08-21 12:05
6,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",DK,2024-08-21 12:05
7,1575940,Sins of a Solar Empire II,NT$ 596.00,DK,2024-08-21 12:05
8,2357570,Overwatch® 2,Free To Play,DK,2024-08-21 12:05
10,2162800,shapez 2,NT$ 326.00,DK,2024-08-21 12:05
11,1675200,Steam Deck,NT$ 326.00,DK,2024-08-21 12:05
12,2139460,Once Human,Free To Play,DK,2024-08-21 12:05
13,238960,Path of Exile(not available in your region),Free To Play,DK,2024-08-21 12:05
14,236390,War Thunder,Free To Play,DK,2024-08-21 12:05
15,1086940,Baldur's Gate 3,"NT$ 1,599.00",DK,2024-08-21 12:05
17,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",DK,2024-08-21 12:05
18,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",DK,2024-08-21 12:05
19,1030840,Mafia: Definitive Edition,NT$ 238.00,DK,2024-08-21 12:05
20,1040200,Crime Scene Cleaner,NT$ 288.00,DK,2024-08-21 12:05
21,2252570,Football Manager 2024,NT$ 519.00,DK,2024-08-21 12:05
22,252490,Rust,NT$ 694.00,DK,2024-08-21 12:05
23,570,Dota 2,Free To Play,DK,2024-08-21 12:05
24,594650,Hunt: Showdown 1896,NT$ 639.00,DK,2024-08-21 12:05
25,2074920,The First Descendant,Free To Play,DK,2024-08-21 12:05
26,1245620,ELDEN RING,"NT$ 1,790.00",DK,2024-08-21 12:05
29,1172470,Apex Legends™,Free To Play,DK,2024-08-21 12:05
30,39210,FINAL FANTASY XIV Online(not available in your region),Free To Play,DK,2024-08-21 12:05
31,1771300,Kingdom Come: Deliverance II,"NT$ 1,755.00",DK,2024-08-21 12:05
32,440900,Conan Exiles,NT$ 999.00,DK,2024-08-21 12:05
33,578080,PUBG: BATTLEGROUNDS,Free To Play,DK,2024-08-21 12:05
34,1286830,STAR WARS™: The Old Republic™,Free To Play,DK,2024-08-21 12:05
35,1599340,Lost Ark(not available in your region),Free To Play,DK,2024-08-21 12:05
37,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",DK,2024-08-21 12:05
38,397540,Borderlands 3,NT$ 178.00,DK,2024-08-21 12:05
39,1562430,DREDGE,NT$ 486.00,DK,2024-08-21 12:05
40,230410,Warframe,Free To Play,DK,2024-08-21 12:05
41,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",DK,2024-08-21 12:05
42,1934680,Age of Mythology: Retold,"NT$ 1,018.00",DK,2024-08-21 12:05
44,2567870,Chained Together,NT$ 102.00,DK,2024-08-21 12:05
46,271590,Grand Theft Auto V,NT$ 480.00,DK,2024-08-21 12:05
47,1151340,Fallout 76,NT$ 299.00,DK,2024-08-21 12:05
49,1284210,Guild Wars 2,Free To Play,DK,2024-08-21 12:05
50,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,DK,2024-08-21 12:05
51,381210,Dead by Daylight,NT$ 379.00,DK,2024-08-21 12:05
52,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,DK,2024-08-21 12:05
53,227300,Euro Truck Simulator 2,NT$ 428.00,DK,2024-08-21 12:05
54,394360,Hearts of Iron IV,"NT$ 1,268.00",DK,2024-08-21 12:05
55,582010,Monster Hunter: World,NT$ 303.00,DK,2024-08-21 12:05
56,1142710,Total War: WARHAMMER III,"NT$ 1,790.00",DK,2024-08-21 12:05
57,2780980,LOCKDOWN Protocol,NT$ 188.00,DK,2024-08-21 12:05
58,960090,Bloons TD 6,NT$ 248.00,DK,2024-08-21 12:05
59,377160,Fallout 4,NT$ 239.00,DK,2024-08-21 12:05
60,585420,Trailmakers,NT$ 75.00,DK,2024-08-21 12:05
62,1446780,MONSTER HUNTER RISE,NT$ 280.00,DK,2024-08-21 12:05
63,2369390,Far Cry® 6,NT$ 424.00,DK,2024-08-21 12:05
64,436150,Governor of Poker 3,Free To Play,DK,2024-08-21 12:05
66,494840,UBOAT,NT$ 488.00,DK,2024-08-21 12:05
67,306130,The Elder Scrolls® Online,NT$ 179.00,DK,2024-08-21 12:05
68,1158310,Crusader Kings III,"NT$ 1,268.00",DK,2024-08-21 12:05
69,2141910,Magic: The Gathering Arena(not available in your region),"NT$ 1,268.00",DK,2024-08-21 12:05
70,1476970,IdleOn - The Idle RPG,Free To Play,DK,2024-08-21 12:05
71,440,Team Fortress 2,Free To Play,DK,2024-08-21 12:05
72,2561450,DREDGE - The Iron Rig,NT$ 360.00,DK,2024-08-21 12:05
73,289070,Sid Meier’s Civilization® VI,NT$ 179.00,DK,2024-08-21 12:05
74,2961880,Grocery Store Simulator,NT$ 121.00,DK,2024-08-21 12:05
75,983380,Car Manufacture,NT$ 328.00,DK,2024-08-21 12:05
78,1962663,Call of Duty®: Warzone™,Free To Play,DK,2024-08-21 12:05
79,1845910,Dragon Age™: The Veilguard,"NT$ 1,799.00",DK,2024-08-21 12:05
81,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,DK,2024-08-21 12:05
82,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",DK,2024-08-21 12:05
83,1174180,Red Dead Redemption 2,"NT$ 1,790.00",DK,2024-08-21 12:05
84,1248130,Farming Simulator 22,NT$ 650.00,DK,2024-08-21 12:05
85,1966720,Lethal Company,NT$ 188.00,DK,2024-08-21 12:05
88,1289670,EA Play,NT$ 169.00,DK,2024-08-21 12:05
89,380600,Fishing Planet,Free To Play,DK,2024-08-21 12:05
90,200210,Realm of the Mad God Exalt,Free To Play,DK,2024-08-21 12:05
91,648800,Raft,NT$ 468.00,DK,2024-08-21 12:05
92,1534980,Terminus: Zombie Survivors,NT$ 262.00,DK,2024-08-21 12:05
93,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",DK,2024-08-21 12:05
94,1222670,The Sims™ 4,Free To Play,DK,2024-08-21 12:05
96,588650,Dead Cells,NT$ 349.00,DK,2024-08-21 12:05
97,2672610,Black Myth: Wukong Deluxe Edition Upgrade,NT$ 300.00,DK,2024-08-21 12:05
98,2488620,F1® 24,"NT$ 1,999.00",DK,2024-08-21 12:05
99,266410,iRacing,NT$ 278.00,DK,2024-08-21 12:05
100,553850,HELLDIVERS™ 2,"NT$ 1,190.00",DK,2024-08-21 12:05
