Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",global,2024-08-15 11:10
2,730,Counter-Strike 2,Free To Play,global,2024-08-15 11:10
3,578080,PUBG: BATTLEGROUNDS,Free To Play,global,2024-08-15 11:10
4,1675200,Steam Deck,Free To Play,global,2024-08-15 11:10
5,1091500,Cyberpunk 2077,NT$ 799.00,global,2024-08-15 11:10
6,1172470,Apex Legends™,Free To Play,global,2024-08-15 11:10
7,1040200,Crime Scene Cleaner,NT$ 288.00,global,2024-08-15 11:10
8,1313140,Cult of the Lamb,NT$ 244.00,global,2024-08-15 11:10
9,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",global,2024-08-15 11:10
10,393080,Call of Duty®: Modern Warfare® Remastered (2017),"NT$ 1,310.00",global,2024-08-15 11:10
11,570,Dota 2,Free To Play,global,2024-08-15 11:10
13,2074920,The First Descendant,Free To Play,global,2024-08-15 11:10
14,1687950,Persona 5 Royal,NT$ 716.00,global,2024-08-15 11:10
15,2161700,Persona 3 Reload,"NT$ 1,134.00",global,2024-08-15 11:10
16,1245620,ELDEN RING,"NT$ 1,790.00",global,2024-08-15 11:10
17,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",global,2024-08-15 11:10
18,236390,War Thunder,Free To Play,global,2024-08-15 11:10
19,230410,Warframe,Free To Play,global,2024-08-15 11:10
20,1086940,Baldur's Gate 3,"NT$ 1,599.00",global,2024-08-15 11:10
21,1203220,NARAKA: BLADEPOINT,Free To Play,global,2024-08-15 11:10
22,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 679.00,global,2024-08-15 11:10
24,2139460,Once Human,Free To Play,global,2024-08-15 11:10
25,271590,Grand Theft Auto V,NT$ 662.00,global,2024-08-15 11:10
26,381210,Dead by Daylight,NT$ 379.00,global,2024-08-15 11:10
27,306130,The Elder Scrolls® Online,NT$ 179.00,global,2024-08-15 11:10
28,397540,Borderlands 3,NT$ 178.00,global,2024-08-15 11:10
30,985810,GrandChase,Free To Play,global,2024-08-15 11:10
31,582010,Monster Hunter: World,NT$ 303.00,global,2024-08-15 11:10
32,2582560,EA SPORTS™ Madden NFL 25,"NT$ 2,099.00",global,2024-08-15 11:10
33,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",global,2024-08-15 11:10
34,1085660,Destiny 2,Free To Play,global,2024-08-15 11:10
35,1222670,The Sims™ 4,Free To Play,global,2024-08-15 11:10
36,553850,HELLDIVERS™ 2,"NT$ 1,190.00",global,2024-08-15 11:10
38,2142790,Fields of Mistria,NT$ 248.00,global,2024-08-15 11:10
39,1172620,Sea of Thieves: 2024 Edition,NT$ 652.00,global,2024-08-15 11:10
40,413150,Stardew Valley,NT$ 318.00,global,2024-08-15 11:10
41,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,global,2024-08-15 11:10
42,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",global,2024-08-15 11:10
43,2016590,Dark and Darker,Free To Play,global,2024-08-15 11:10
44,2344520,Diablo® IV,"NT$ 1,575.00",global,2024-08-15 11:10
45,292030,The Witcher 3: Wild Hunt,NT$ 217.00,global,2024-08-15 11:10
46,440,Team Fortress 2,Free To Play,global,2024-08-15 11:10
47,1151340,Fallout 76,NT$ 299.00,global,2024-08-15 11:10
48,427410,Abiotic Factor,NT$ 326.00,global,2024-08-15 11:10
49,1449850,Yu-Gi-Oh! Master Duel,Free To Play,global,2024-08-15 11:10
50,311210,Call of Duty®: Black Ops III,"NT$ 1,998.00",global,2024-08-15 11:10
51,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,global,2024-08-15 11:10
52,2567870,Chained Together,NT$ 102.00,global,2024-08-15 11:10
53,739630,Phasmophobia,NT$ 198.00,global,2024-08-15 11:10
54,1456940,Level Zero: Extraction,NT$ 295.00,global,2024-08-15 11:10
55,252490,Rust,NT$ 694.00,global,2024-08-15 11:10
56,1446780,MONSTER HUNTER RISE,NT$ 280.00,global,2024-08-15 11:10
57,552990,World of Warships,Free To Play,global,2024-08-15 11:10
58,1118010,Monster Hunter World: Iceborne,NT$ 455.00,global,2024-08-15 11:10
60,1962663,Call of Duty®: Warzone™,Free To Play,global,2024-08-15 11:10
61,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,global,2024-08-15 11:10
62,582660,Black Desert,NT$ 200.00,global,2024-08-15 11:10
64,1290000,PowerWash Simulator,NT$ 553.00,global,2024-08-15 11:10
65,431960,Wallpaper Engine,NT$ 120.00,global,2024-08-15 11:10
66,1649080,Two Point Campus,NT$ 199.00,global,2024-08-15 11:10
67,2890190,Cult of the Lamb: Pilgrim Pack,NT$ 138.00,global,2024-08-15 11:10
68,377160,Fallout 4,NT$ 239.00,global,2024-08-15 11:10
69,548430,Deep Rock Galactic,NT$ 144.00,global,2024-08-15 11:10
70,1049590,Eternal Return,Free To Play,global,2024-08-15 11:10
72,49520,Borderlands 2,NT$ 149.00,global,2024-08-15 11:10
73,2756770,Tavern Manager Simulator 🍻,NT$ 214.00,global,2024-08-15 11:10
74,2366980,Thank Goodness You're Here!,NT$ 296.00,global,2024-08-15 11:10
75,1144200,Ready or Not,NT$ 846.00,global,2024-08-15 11:10
76,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",global,2024-08-15 11:10
77,1622910,Still Wakes the Deep,NT$ 424.00,global,2024-08-15 11:10
78,1517290,Battlefield™ 2042,NT$ 239.00,global,2024-08-15 11:10
79,535930,Two Point Hospital,NT$ 178.00,global,2024-08-15 11:10
80,1237970,Titanfall® 2,NT$ 79.00,global,2024-08-15 11:10
81,2252570,Football Manager 2024,NT$ 519.00,global,2024-08-15 11:10
82,1113000,Persona 4 Golden,NT$ 354.00,global,2024-08-15 11:10
83,1938090,Call of Duty®,NT$ 354.00,global,2024-08-15 11:10
84,782330,DOOM Eternal,NT$ 299.00,global,2024-08-15 11:10
85,2357570,Overwatch® 2,Free To Play,global,2024-08-15 11:10
86,1174180,Red Dead Redemption 2,"NT$ 1,790.00",global,2024-08-15 11:10
87,244210,Assetto Corsa,NT$ 79.00,global,2024-08-15 11:10
88,2519060,Call of Duty®: Modern Warfare® III,"NT$ 2,219.00",global,2024-08-15 11:10
89,251570,7 Days to Die,NT$ 670.00,global,2024-08-15 11:10
90,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",global,2024-08-15 11:10
91,1326470,Sons Of The Forest,NT$ 488.00,global,2024-08-15 11:10
92,2461850,Senua’s Saga: Hellblade II,"NT$ 1,110.00",global,2024-08-15 11:10
93,1238810,Battlefield™ V,NT$ 209.00,global,2024-08-15 11:10
95,2881650,Content Warning,NT$ 121.00,global,2024-08-15 11:10
96,294100,RimWorld,NT$ 529.00,global,2024-08-15 11:10
98,227300,Euro Truck Simulator 2,NT$ 428.00,global,2024-08-15 11:10
99,1623730,Palworld,NT$ 488.00,global,2024-08-15 11:10
100,858210,Nova Drift,NT$ 238.00,global,2024-08-15 11:10
