Rank,GameID,GameName,Cost,Country,Datetime
1,730,Counter-Strike 2,Free To Play,AT,2024-08-12 13:11
3,1857090,Norland,NT$ 699.00,AT,2024-08-12 13:11
4,2074920,The First Descendant,Free To Play,AT,2024-08-12 13:11
5,236390,War Thunder,Free To Play,AT,2024-08-12 13:11
6,1593500,God of War,NT$ 476.00,AT,2024-08-12 13:11
7,306130,The Elder Scrolls® Online,NT$ 179.00,AT,2024-08-12 13:11
8,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",AT,2024-08-12 13:11
9,238960,Path of Exile(not available in your region),"NT$ 2,219.00",AT,2024-08-12 13:11
10,1245620,ELDEN RING,"NT$ 1,790.00",AT,2024-08-12 13:11
11,271590,Grand Theft Auto V,NT$ 662.00,AT,2024-08-12 13:11
12,381210,Dead by Daylight,NT$ 379.00,AT,2024-08-12 13:11
13,1086940,Baldur's Gate 3,"NT$ 1,599.00",AT,2024-08-12 13:11
15,578080,PUBG: BATTLEGROUNDS,Free To Play,AT,2024-08-12 13:11
17,230410,Warframe,Free To Play,AT,2024-08-12 13:11
18,397540,Borderlands 3,NT$ 178.00,AT,2024-08-12 13:11
19,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",AT,2024-08-12 13:11
20,1222670,The Sims™ 4,Free To Play,AT,2024-08-12 13:11
22,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,AT,2024-08-12 13:11
23,1449850,Yu-Gi-Oh! Master Duel,Free To Play,AT,2024-08-12 13:11
24,2139460,Once Human,Free To Play,AT,2024-08-12 13:11
25,2567870,Chained Together,NT$ 102.00,AT,2024-08-12 13:11
26,2142790,Fields of Mistria,NT$ 248.00,AT,2024-08-12 13:11
27,1172470,Apex Legends™,Free To Play,AT,2024-08-12 13:11
28,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",AT,2024-08-12 13:11
29,1203620,Enshrouded,NT$ 499.00,AT,2024-08-12 13:11
30,553850,HELLDIVERS™ 2,"NT$ 1,190.00",AT,2024-08-12 13:11
32,570,Dota 2,Free To Play,AT,2024-08-12 13:11
34,311210,Call of Duty®: Black Ops III,NT$ 659.00,AT,2024-08-12 13:11
35,1172620,Sea of Thieves: 2024 Edition,"NT$ 1,088.00",AT,2024-08-12 13:11
38,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,AT,2024-08-12 13:11
40,393080,Call of Duty®: Modern Warfare® Remastered (2017),NT$ 655.00,AT,2024-08-12 13:11
42,377160,Fallout 4,NT$ 239.00,AT,2024-08-12 13:11
43,2840770,Avatar: Frontiers of Pandora™,NT$ 995.00,AT,2024-08-12 13:11
44,1151340,Fallout 76,NT$ 299.00,AT,2024-08-12 13:11
46,227300,Euro Truck Simulator 2,NT$ 428.00,AT,2024-08-12 13:11
48,39210,FINAL FANTASY XIV Online(not available in your region),NT$ 881.00,AT,2024-08-12 13:11
50,252490,Rust,NT$ 694.00,AT,2024-08-12 13:11
52,1237970,Titanfall® 2,NT$ 79.00,AT,2024-08-12 13:11
53,2344520,Diablo® IV,"NT$ 1,575.00",AT,2024-08-12 13:11
54,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",AT,2024-08-12 13:11
55,782330,DOOM Eternal,NT$ 299.00,AT,2024-08-12 13:11
56,1017180,The Long Drive,NT$ 278.00,AT,2024-08-12 13:11
57,1085660,Destiny 2,Free To Play,AT,2024-08-12 13:11
58,1599340,Lost Ark(not available in your region),Free To Play,AT,2024-08-12 13:11
59,2808930,Lust Goddess(hidden by your preferences),Free To Play,AT,2024-08-12 13:11
60,1286680,Tiny Tina's Wonderlands,NT$ 433.00,AT,2024-08-12 13:11
62,2300320,Farming Simulator 25,"NT$ 1,199.00",AT,2024-08-12 13:11
63,2488620,F1® 24,"NT$ 1,439.00",AT,2024-08-12 13:11
64,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,AT,2024-08-12 13:11
66,1250410,Microsoft Flight Simulator 40th Anniversary Edition,"NT$ 1,690.00",AT,2024-08-12 13:11
67,594650,Hunt: Showdown,NT$ 799.00,AT,2024-08-12 13:11
68,49520,Borderlands 2,NT$ 149.00,AT,2024-08-12 13:11
70,2358720,Black Myth: Wukong,"NT$ 1,280.00",AT,2024-08-12 13:11
71,494840,UBOAT,NT$ 146.00,AT,2024-08-12 13:11
72,394360,Hearts of Iron IV,"NT$ 1,268.00",AT,2024-08-12 13:11
74,1248130,Farming Simulator 22,NT$ 650.00,AT,2024-08-12 13:11
75,1174180,Red Dead Redemption 2,"NT$ 1,790.00",AT,2024-08-12 13:11
76,1232580,Knock on the Coffin Lid,NT$ 302.00,AT,2024-08-12 13:11
79,1326470,Sons Of The Forest,NT$ 488.00,AT,2024-08-12 13:11
80,1551360,Forza Horizon 5,"NT$ 1,688.00",AT,2024-08-12 13:11
81,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",AT,2024-08-12 13:11
83,1144200,Ready or Not,NT$ 846.00,AT,2024-08-12 13:11
85,2362300,Train Sim World® 4,NT$ 599.00,AT,2024-08-12 13:11
86,427410,Abiotic Factor,NT$ 326.00,AT,2024-08-12 13:11
87,1158310,Crusader Kings III,"NT$ 1,268.00",AT,2024-08-12 13:11
89,281990,Stellaris,"NT$ 1,018.00",AT,2024-08-12 13:11
91,1149460,ICARUS,NT$ 283.00,AT,2024-08-12 13:11
93,294100,RimWorld,NT$ 529.00,AT,2024-08-12 13:11
94,2141910,Magic: The Gathering Arena(not available in your region),NT$ 529.00,AT,2024-08-12 13:11
95,413150,Stardew Valley,NT$ 318.00,AT,2024-08-12 13:11
96,2396240,SteamWorld Heist II,NT$ 439.00,AT,2024-08-12 13:11
97,284160,BeamNG.drive,NT$ 408.00,AT,2024-08-12 13:11
98,1517290,Battlefield™ 2042,NT$ 239.00,AT,2024-08-12 13:11
100,1465360,SnowRunner,NT$ 849.00,AT,2024-08-12 13:11
