Rank,GameID,GameName,Cost,Country,Datetime
1,2358720,Black Myth: Wukong,"NT$ 1,280.00",TW,2024-08-23 12:05
2,835570,Conqueror's Blade,Free To Play,TW,2024-08-23 12:05
3,2139460,Once Human,Free To Play,TW,2024-08-23 12:05
4,2668080,Snowbreak: Containment Zone,Free To Play,TW,2024-08-23 12:05
5,1329410,雀魂麻將(MahjongSoul),Free To Play,TW,2024-08-23 12:05
7,578080,PUBG: BATTLEGROUNDS,Free To Play,TW,2024-08-23 12:05
8,230410,Warframe,Free To Play,TW,2024-08-23 12:05
9,2344520,Diablo® IV,NT$ 945.00,TW,2024-08-23 12:05
10,730,Counter-Strike 2,Free To Play,TW,2024-08-23 12:05
12,1172470,Apex Legends™,Free To Play,TW,2024-08-23 12:05
13,2855560,流亡黯道,Free To Play,TW,2024-08-23 12:05
15,1446780,MONSTER HUNTER RISE,NT$ 280.00,TW,2024-08-23 12:05
16,582010,Monster Hunter: World,NT$ 303.00,TW,2024-08-23 12:05
17,1203220,NARAKA: BLADEPOINT,Free To Play,TW,2024-08-23 12:05
18,1973710,ヘブンバーンズレッド,Free To Play,TW,2024-08-23 12:05
19,2349820,Hero's Land,Free To Play,TW,2024-08-23 12:05
20,2074920,The First Descendant,Free To Play,TW,2024-08-23 12:05
21,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",TW,2024-08-23 12:05
22,1118010,Monster Hunter World: Iceborne,NT$ 455.00,TW,2024-08-23 12:05
23,958260,DEAD OR ALIVE Xtreme Venus Vacation,Free To Play,TW,2024-08-23 12:05
24,271590,Grand Theft Auto V,NT$ 480.00,TW,2024-08-23 12:05
25,1859910,Legend of Mortal,NT$ 369.00,TW,2024-08-23 12:05
27,2484250,ASTRA: Knights of Veda,Free To Play,TW,2024-08-23 12:05
28,2878980,NBA 2K25,"NT$ 2,090.00",TW,2024-08-23 12:05
29,1059990,Trombone Champ,NT$ 93.00,TW,2024-08-23 12:05
30,1245620,ELDEN RING,"NT$ 1,790.00",TW,2024-08-23 12:05
31,1449850,Yu-Gi-Oh! Master Duel,Free To Play,TW,2024-08-23 12:05
32,1336980,NOBUNAGA'S AMBITION: Awakening,"NT$ 1,990.00",TW,2024-08-23 12:05
33,1672500,GUNDAM BREAKER 4,"NT$ 1,790.00",TW,2024-08-23 12:05
34,1534980,Terminus: Zombie Survivors,NT$ 262.00,TW,2024-08-23 12:05
36,1377580,Soulworker,Free To Play,TW,2024-08-23 12:05
37,1049590,Eternal Return,Free To Play,TW,2024-08-23 12:05
39,236390,War Thunder,Free To Play,TW,2024-08-23 12:05
41,290470,Onigiri,Free To Play,TW,2024-08-23 12:05
42,2515020,FINAL FANTASY XVI,"NT$ 1,490.00",TW,2024-08-23 12:05
43,960170,DJMAX RESPECT V,NT$ 139.00,TW,2024-08-23 12:05
44,985810,GrandChase,Free To Play,TW,2024-08-23 12:05
45,1552140,Suzukuri Dungeon: Karin in the Mountain,NT$ 326.00,TW,2024-08-23 12:05
47,2672610,Black Myth: Wukong Deluxe Edition Upgrade,NT$ 300.00,TW,2024-08-23 12:05
49,2449710,Town of Sins(hidden by your preferences),Free To Play,TW,2024-08-23 12:05
50,534380,Dying Light 2 Stay Human: Reloaded Edition,NT$ 716.00,TW,2024-08-23 12:05
51,2357570,Overwatch® 2,Free To Play,TW,2024-08-23 12:05
52,289070,Sid Meier’s Civilization® VI,NT$ 179.00,TW,2024-08-23 12:05
53,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",TW,2024-08-23 12:05
54,1809540,Nine Sols,NT$ 650.00,TW,2024-08-23 12:05
55,1086940,Baldur's Gate 3,"NT$ 1,599.00",TW,2024-08-23 12:05
56,1295660,Sid Meier's Civilization® VII,"NT$ 2,090.00",TW,2024-08-23 12:05
57,397540,Borderlands 3,NT$ 773.00,TW,2024-08-23 12:05
58,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",TW,2024-08-23 12:05
59,1551360,Forza Horizon 5,"NT$ 1,688.00",TW,2024-08-23 12:05
60,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,TW,2024-08-23 12:05
61,1954420,RiichiCity - ACG mahjong games,Free To Play,TW,2024-08-23 12:05
