Rank,GameID,GameName,Cost,Country,Datetime
1,985810,GrandChase,Free To Play,BR,2024-08-15 11:10
2,730,Counter-Strike 2,Free To Play,BR,2024-08-15 11:10
4,1091500,Cyberpunk 2077,NT$ 799.00,BR,2024-08-15 11:10
5,2358720,Black Myth: Wukong,"NT$ 1,280.00",BR,2024-08-15 11:10
6,1313140,Cult of the Lamb,NT$ 244.00,BR,2024-08-15 11:10
7,1040200,Crime Scene Cleaner,NT$ 288.00,BR,2024-08-15 11:10
8,1687950,Persona 5 Royal,NT$ 716.00,BR,2024-08-15 11:10
9,2933620,Call of Duty®: Black Ops 6,"NT$ 2,219.00",BR,2024-08-15 11:10
10,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",BR,2024-08-15 11:10
12,2138330,Cyberpunk 2077: Phantom Liberty,NT$ 679.00,BR,2024-08-15 11:10
13,578080,PUBG: BATTLEGROUNDS,Free To Play,BR,2024-08-15 11:10
14,271590,Grand Theft Auto V,NT$ 662.00,BR,2024-08-15 11:10
15,570,Dota 2,Free To Play,BR,2024-08-15 11:10
16,2161700,Persona 3 Reload,"NT$ 1,134.00",BR,2024-08-15 11:10
17,582660,Black Desert,NT$ 200.00,BR,2024-08-15 11:10
18,292030,The Witcher 3: Wild Hunt,NT$ 217.00,BR,2024-08-15 11:10
19,1245620,ELDEN RING,"NT$ 1,790.00",BR,2024-08-15 11:10
20,2780980,LOCKDOWN Protocol,NT$ 188.00,BR,2024-08-15 11:10
21,1086940,Baldur's Gate 3,"NT$ 1,599.00",BR,2024-08-15 11:10
22,2638370,Five Nights at Freddy's: Into the Pit,NT$ 328.00,BR,2024-08-15 11:10
23,381210,Dead by Daylight,NT$ 379.00,BR,2024-08-15 11:10
25,582010,Monster Hunter: World,NT$ 303.00,BR,2024-08-15 11:10
26,489830,The Elder Scrolls V: Skyrim Special Edition,NT$ 299.00,BR,2024-08-15 11:10
28,230410,Warframe,Free To Play,BR,2024-08-15 11:10
29,1599340,Lost Ark(not available in your region),Free To Play,BR,2024-08-15 11:10
30,2344520,Diablo® IV,"NT$ 1,575.00",BR,2024-08-15 11:10
31,238960,Path of Exile(not available in your region),"NT$ 1,575.00",BR,2024-08-15 11:10
32,413150,Stardew Valley,NT$ 318.00,BR,2024-08-15 11:10
33,397540,Borderlands 3,NT$ 178.00,BR,2024-08-15 11:10
34,108600,Project Zomboid,NT$ 328.00,BR,2024-08-15 11:10
35,2074920,The First Descendant,Free To Play,BR,2024-08-15 11:10
36,39210,FINAL FANTASY XIV Online(not available in your region),Free To Play,BR,2024-08-15 11:10
37,2195250,EA SPORTS FC™ 24,"NT$ 1,999.00",BR,2024-08-15 11:10
38,393080,Call of Duty®: Modern Warfare® Remastered (2017),"NT$ 1,310.00",BR,2024-08-15 11:10
39,1172620,Sea of Thieves: 2024 Edition,NT$ 652.00,BR,2024-08-15 11:10
