Rank,GameID,GameName,Cost,Country,Datetime
1,578080,PUBG: BATTLEGROUNDS,Free To Play,KR,2024-08-09 12:05
2,2074920,The First Descendant,Free To Play,KR,2024-08-09 12:05
3,1449850,Yu-Gi-Oh! Master Duel,Free To Play,KR,2024-08-09 12:05
4,2139460,Once Human,Free To Play,KR,2024-08-09 12:05
5,1049590,Eternal Return,Free To Play,KR,2024-08-09 12:05
6,1973530,Limbus Company,Free To Play,KR,2024-08-09 12:05
7,2344520,Diablo® IV,"NT$ 1,575.00",KR,2024-08-09 12:05
8,1859910,Legend of Mortal,NT$ 369.00,KR,2024-08-09 12:05
9,1973710,ヘブンバーンズレッド,Free To Play,KR,2024-08-09 12:05
10,271590,Grand Theft Auto V,NT$ 662.00,KR,2024-08-09 12:05
11,985810,GrandChase,Free To Play,KR,2024-08-09 12:05
12,730,Counter-Strike 2,Free To Play,KR,2024-08-09 12:05
13,958260,DEAD OR ALIVE Xtreme Venus Vacation,Free To Play,KR,2024-08-09 12:05
14,2567870,Chained Together,NT$ 102.00,KR,2024-08-09 12:05
15,1593500,God of War,NT$ 476.00,KR,2024-08-09 12:05
16,1085660,Destiny 2,Free To Play,KR,2024-08-09 12:05
17,553850,HELLDIVERS™ 2,"NT$ 1,190.00",KR,2024-08-09 12:05
18,2358720,Black Myth: Wukong,"NT$ 1,280.00",KR,2024-08-09 12:05
19,1245620,ELDEN RING,"NT$ 1,790.00",KR,2024-08-09 12:05
20,1089090,ONE PIECE: PIRATE WARRIORS 4,NT$ 297.00,KR,2024-08-09 12:05
21,1172470,Apex Legends™,Free To Play,KR,2024-08-09 12:05
22,2183900,"Warhammer 40,000: Space Marine 2","NT$ 1,590.00",KR,2024-08-09 12:05
23,814380,Sekiro™: Shadows Die Twice - GOTY Edition,NT$ 795.00,KR,2024-08-09 12:05
24,1985960,Ogu and the Secret Forest,NT$ 268.00,KR,2024-08-09 12:05
25,1222670,The Sims™ 4,Free To Play,KR,2024-08-09 12:05
26,2751000,Prince of Persia The Lost Crown,NT$ 677.00,KR,2024-08-09 12:05
27,108600,Project Zomboid,NT$ 328.00,KR,2024-08-09 12:05
28,5700,Grand Theft Auto V: Premium Edition & Great White Shark Card Bundle,NT$ 662.00,KR,2024-08-09 12:05
29,1623730,Palworld,NT$ 488.00,KR,2024-08-09 12:05
30,1629520,A Little to the Left,NT$ 160.00,KR,2024-08-09 12:05
31,43117,Extra Tidy Bundle,NT$ 405.00,KR,2024-08-09 12:05
32,381210,Dead by Daylight,NT$ 379.00,KR,2024-08-09 12:05
33,306130,The Elder Scrolls® Online,NT$ 179.00,KR,2024-08-09 12:05
34,236390,War Thunder,Free To Play,KR,2024-08-09 12:05
35,2396980,Fate/stay night REMASTERED,NT$ 439.00,KR,2024-08-09 12:05
36,230410,Warframe,Free To Play,KR,2024-08-09 12:05
37,413150,Stardew Valley,NT$ 318.00,KR,2024-08-09 12:05
38,1086940,Baldur's Gate 3,"NT$ 1,599.00",KR,2024-08-09 12:05
39,33369,Borderlands Collection: Pandora's Box,"NT$ 1,119.00",KR,2024-08-09 12:05
40,1665460,eFootball™ 2024,Free To Play,KR,2024-08-09 12:05
41,2526380,Sword of Convallaria,Free To Play,KR,2024-08-09 12:05
42,2778580,ELDEN RING Shadow of the Erdtree,"NT$ 1,190.00",KR,2024-08-09 12:05
43,30424,Borderlands 3 Ultimate Edition,NT$ 732.00,KR,2024-08-09 12:05
44,1966720,Lethal Company,NT$ 188.00,KR,2024-08-09 12:05
45,3065160,Orc Hunter Wizard Emona(hidden by your preferences),NT$ 241.00,KR,2024-08-09 12:05
46,960170,DJMAX RESPECT V,NT$ 698.00,KR,2024-08-09 12:05
47,2325330,삼국지: 패왕,Free To Play,KR,2024-08-09 12:05
48,648800,Raft,NT$ 468.00,KR,2024-08-09 12:05
49,1716740,Starfield,"NT$ 1,333.00",KR,2024-08-09 12:05
50,570,Dota 2,Free To Play,KR,2024-08-09 12:05
51,2854170,"OPPAI Succubus Academy Sucky and Busty, Demonic and Lusty!(hidden by your preferences)",NT$ 599.00,KR,2024-08-09 12:05
52,1282100,REMNANT II®,NT$ 550.00,KR,2024-08-09 12:05
53,546560,Half-Life: Alyx,NT$ 305.00,KR,2024-08-09 12:05
54,1237970,Titanfall® 2,NT$ 79.00,KR,2024-08-09 12:05
55,2336880,Destiny 2: The Final Shape,NT$ 884.00,KR,2024-08-09 12:05
56,2669320,EA SPORTS FC™ 25,"NT$ 2,099.00",KR,2024-08-09 12:05
57,1943950,Escape the Backrooms,NT$ 186.00,KR,2024-08-09 12:05
58,552990,World of Warships,Free To Play,KR,2024-08-09 12:05
59,397540,Borderlands 3,NT$ 178.00,KR,2024-08-09 12:05
60,294100,RimWorld,NT$ 529.00,KR,2024-08-09 12:05
61,673750,Super Bunny Man,NT$ 175.00,KR,2024-08-09 12:05
62,2000950,Call of Duty®: Modern Warfare®,NT$ 605.00,KR,2024-08-09 12:05
63,1778820,TEKKEN 8,"NT$ 1,990.00",KR,2024-08-09 12:05
64,359550,Tom Clancy's Rainbow Six® Siege,NT$ 569.00,KR,2024-08-09 12:05
65,252490,Rust,NT$ 694.00,KR,2024-08-09 12:05
66,782330,DOOM Eternal,NT$ 299.00,KR,2024-08-09 12:05
67,13014,Monster Hunter World: Iceborne Master Edition Digital Deluxe,"NT$ 2,150.00",KR,2024-08-09 12:05
68,2215430,Ghost of Tsushima DIRECTOR'S CUT,"NT$ 1,490.00",KR,2024-08-09 12:05
69,2305840,Cat Quest III,NT$ 340.00,KR,2024-08-09 12:05
70,2349820,Hero's Land,Free To Play,KR,2024-08-09 12:05
71,1091500,Cyberpunk 2077,"NT$ 1,599.00",KR,2024-08-09 12:05
