App_Id,Name,Operation_Date,Rating_Summary,Total_Number_of_Rating,Cost,Game_Tag,Category,Datetime
252490,Rust,"Feb 8, 2018",Very Positive,"| 900,722 User Reviews",NT$ 694.00,"['Survival', 'Crafting', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Building', 'PvP', 'Sandbox', 'Adventure', 'First-Person', 'Action', 'Nudity', 'FPS', 'Shooter', 'Co-op', 'Online Co-Op', 'Indie', 'Early Access', 'Post-apocalyptic', 'Simulation']",multiplayer_coop,2024-08-05 12:10
728880,Overcooked! 2,"Aug 7, 2018",Very Positive,"| 46,289 User Reviews",NT$ 211.00,"['Multiplayer', 'Online Co-Op', 'Local Co-Op', 'Co-op', 'Casual', 'Funny', 'Cooking', '4 Player Local', 'Indie', 'Local Multiplayer', 'Action', 'Family Friendly', 'Cute', 'Controller', 'Comedy', 'Singleplayer', 'Difficult', 'Simulation', 'Strategy', 'Colorful']",multiplayer_coop,2024-08-05 12:10
835570,Conqueror's Blade,"Apr 6, 2020",Mixed,"| 30,491 User Reviews",Free To Play,"['PvP', 'Medieval', 'Massively Multiplayer', 'Action', 'Strategy', 'MMORPG', 'Sandbox', 'Free to Play', 'Character Customization', 'Alternate History', 'War', 'Wargame', 'RPG', 'Open World', 'Swordplay', 'RTS', 'Tactical', 'Third Person', 'Team-Based', 'Action RPG']",multiplayer_coop,2024-08-05 12:10
553850,HELLDIVERS™ 2,"Feb 8, 2024",Mostly Positive,"| 653,500 User Reviews","NT$ 1,190.00","['Online Co-Op', 'Third-Person Shooter', 'Multiplayer', 'PvE', 'Action', 'Shooter', 'Co-op', 'Sci-fi', 'Capitalism', 'Space', 'Third Person', 'Extraction Shooter', 'Comedy', 'Gore', 'Violent', 'Great Soundtrack', 'Difficult', 'Psychological Horror', 'Singleplayer', 'Open World']",multiplayer_coop,2024-08-05 12:10
582660,Black Desert,"Sep 14, 2021",Mostly Positive,"| 55,810 User Reviews",NT$ 200.00,"['MMORPG', 'Massively Multiplayer', 'Open World', 'RPG', 'Character Customization', 'Adventure', 'Fantasy', 'Action', 'Strategy', '3D', 'Medieval', 'Crafting', 'Atmospheric', 'Multiplayer', 'Magic', 'Simulation', 'PvP', 'Cooking', 'War', 'Combat']",multiplayer_coop,2024-08-05 12:10
548430,Deep Rock Galactic,"May 13, 2020",Overwhelmingly Positive,"| 242,051 User Reviews",NT$ 144.00,"['Dwarf', 'Co-op', 'PvE', 'FPS', 'Procedural Generation', 'Class-Based', 'Shooter', 'Exploration', 'First-Person', 'Loot', 'Sci-fi', 'Space', 'Action', 'Atmospheric', 'Looter Shooter', 'Combat', 'Survival', 'Horror', 'Dark', 'Action Roguelike']",multiplayer_coop,2024-08-05 12:10
1260320,Party Animals,"Sep 20, 2023",Mostly Positive,"| 36,927 User Reviews",NT$ 419.00,"['Casual', 'Multiplayer', 'Funny', 'Cute', 'Party Game', 'Fighting', 'Action', 'PvP', 'Co-op', 'Party', 'Family Friendly', 'Online Co-Op', 'Physics', '3D Fighter', 'Local Multiplayer', '4 Player Local', 'Indie', 'Team-Based', 'Local Co-Op', 'Action-Adventure']",multiplayer_coop,2024-08-05 12:10
413150,Stardew Valley,"Feb 26, 2016",Overwhelmingly Positive,"| 629,607 User Reviews",NT$ 398.00,"['Farming Sim', 'Pixel Graphics', 'Life Sim', 'Multiplayer', 'RPG', 'Relaxing', 'Agriculture', 'Simulation', 'Crafting', 'Sandbox', 'Indie', 'Building', 'Singleplayer', 'Casual', 'Open World', '2D', 'Cute', 'Dating Sim', 'Great Soundtrack', 'Fishing']",multiplayer_coop,2024-08-05 12:10
813780,Age of Empires II: Definitive Edition,"Nov 14, 2019",Very Positive,"| 129,534 User Reviews",NT$ 679.00,"['Strategy', 'RTS', 'City Builder', 'Multiplayer', 'Base Building', 'Historical', 'Singleplayer', 'Medieval', 'Resource Management', 'Classic', 'Tactical', 'Real-Time', 'Co-op', 'Remake', 'Isometric', 'Replay Value', '2D', 'Action', 'Great Soundtrack', 'Adventure']",multiplayer_coop,2024-08-05 12:10
2855560,流亡黯道,"Mar 1, 2024",Mixed,| 548 User Reviews,Free To Play,"['Action', 'Adventure', 'RPG', 'Action RPG', 'MMORPG', 'Dungeon Crawler', 'Hack and Slash', 'Isometric', 'Dark Fantasy', 'Loot', 'Horror', 'Character Customization', 'Inventory Management', 'PvP', 'Massively Multiplayer', 'Co-op', 'Multiplayer', 'Free to Play', 'Online Co-Op', 'Singleplayer']",multiplayer_coop,2024-08-05 12:10
