App_Id,Name,Operation_Date,Rating_Summary,Total_Number_of_Rating,Cost,Game_Tag,Category,Datetime
783770,Ironsight,"Jun 20, 2019",Mostly Positive,"| 21,973 User Reviews",Free To Play,"['Free to Play', 'Action', 'FPS', 'Multiplayer', 'Shooter', 'Battle Royale', 'Controller', 'Violent', 'Team-Based', 'PvP', 'Singleplayer', 'First-Person', 'Co-op', 'Gun Customization', 'Competitive', 'Online Co-Op', 'Military', 'Gore', 'Strategy', 'Casual']",action_fps,2024-08-05 12:10
1556790,Isonzo,"Sep 13, 2022",Very Positive,"| 10,056 User Reviews",NT$ 209.00,"['War', 'Atmospheric', 'Simulation', 'Indie', 'PvP', 'Realistic', 'Military', 'Team-Based', 'Massively Multiplayer', 'World War I', 'FPS', 'First-Person', 'Historical', 'Shooter', 'Singleplayer', 'Multiplayer', 'Action', 'Tactical', 'Combat', 'Strategy']",action_fps,2024-08-05 12:10
2116120,Incursion Red River,"Apr 10, 2024",Mostly Positive,"| 3,549 User Reviews",NT$ 288.00,"['Action', 'Realistic', 'Extraction Shooter', 'Shooter', 'FPS', 'Military', 'Tactical', 'PvE', 'Co-op', '3D', 'Early Access', 'Dark', 'Combat', 'Singleplayer', 'Looter Shooter', 'Multiplayer', 'First-Person', 'Controller', 'Gun Customization']",action_fps,2024-08-05 12:10
1456760,ROBOBEAT,"May 14, 2024",Overwhelmingly Positive,| 894 User Reviews,NT$ 318.00,"['Action Roguelike', 'Rhythm', 'FPS', 'Roguelike', 'Music', 'Psychedelic', 'Action', 'Adventure', 'Futuristic', 'Boomer Shooter', 'Shooter', 'Controller', 'Combat', 'Singleplayer', 'Robots', 'Arena Shooter', 'First-Person', ""Shoot 'Em Up"", 'Arcade', 'Looter Shooter']",action_fps,2024-08-05 12:10
2640,Call of Duty: United Offensive,"Oct 14, 2006",Very Positive,"| 1,796 User Reviews",NT$ 655.00,"['Action', 'World War II', 'FPS', 'Singleplayer', 'Multiplayer', 'Shooter', 'Military', 'Classic', 'Historical', 'War', 'First-Person', 'Atmospheric']",action_fps,2024-08-05 12:10
1715130,Crysis Remastered,"Sep 17, 2021",Mostly Positive,"| 9,913 User Reviews",NT$ 175.00,"['Action', 'FPS', 'Shooter', 'Sci-fi', 'Sandbox', 'Stealth', 'Aliens', 'Singleplayer', 'Atmospheric', 'Futuristic', 'Cinematic', 'Adventure', 'Realistic', 'Tactical', 'America', 'First-Person', 'Violent', 'Multiplayer', 'Survival', 'Remake']",action_fps,2024-08-05 12:10
1314563,Destiny 2: Beyond Light Pack,"Nov 10, 2020",Mixed,"| 4,519 User Reviews",NT$ 530.00,"['Free to Play', 'Open World', 'Looter Shooter', 'FPS', 'MMORPG', 'PvE', 'PvP', 'Co-op', 'Action', 'Shooter', 'Adventure', 'Multiplayer', 'First-Person', 'Loot', 'Sci-fi', 'Massively Multiplayer', 'Lore-Rich', 'Space', 'Competitive', 'Atmospheric']",action_fps,2024-08-05 12:10
2647760,Arma 3 Creator DLC: Reaction Forces,"Mar 26, 2024",Mostly Positive,| 310 User Reviews,NT$ 199.00,"['Military', 'Action', 'Multiplayer', 'Simulation', 'Shooter', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter']",action_fps,2024-08-05 12:10
220,Half-Life 2,"Nov 16, 2004",Overwhelmingly Positive,"| 156,527 User Reviews",NT$ 188.00,"['FPS', 'Action', 'Sci-fi', 'Classic', 'Singleplayer', 'Story Rich', 'Shooter', 'First-Person', 'Adventure', 'Dystopian ', 'Atmospheric', 'Zombies', 'Silent Protagonist', 'Physics', 'Aliens', 'Great Soundtrack', 'Horror', 'Puzzle', 'Multiplayer', 'Moddable']",action_fps,2024-08-05 12:10
2795080,Call of Duty Endowment (C.O.D.E.) Knight Recon: Tracer Pack,"May 6, 2024",Mostly Positive,| 21 User Reviews,NT$ 690.00,"['FPS', 'Action', 'Multiplayer', 'Shooter', 'Singleplayer', 'Military', 'First-Person', 'War', 'Modern', 'Tactical', 'Violent', 'Co-op', 'Realistic', 'Story Rich', 'Atmospheric', 'Mature', 'Online Co-Op', 'Gore', 'Third-Person Shooter', 'Third Person']",action_fps,2024-08-05 12:10
751630,After the Fall®,"Dec 9, 2021",Mostly Positive,"| 2,219 User Reviews",NT$ 195.00,"['VR', 'Co-op', 'Action', 'Adventure', 'Zombies', 'Gore', 'FPS', 'Action-Adventure', 'Shooter', 'Looter Shooter', 'First-Person', ""Shoot 'Em Up"", 'Realistic', 'Post-apocalyptic', '1980s', 'Crafting', 'Survival Horror', 'Dystopian ', 'Multiplayer', 'Violent']",action_fps,2024-08-05 12:10
1227690,Severed Steel,"Sep 17, 2021",Overwhelmingly Positive,"| 4,142 User Reviews",NT$ 75.00,"['FPS', 'Bullet Time', 'Action', 'Parkour', 'Shooter', 'Female Protagonist', 'First-Person', 'Destruction', 'Stylized', 'Singleplayer', 'Cyberpunk', 'Voxel', '3D', 'Soundtrack', 'Electronic', 'Indie', 'Violent', 'Level Editor', 'Time Attack', 'Mature']",action_fps,2024-08-05 12:10
1334040,Paper Dolls 2 纸人贰,"Jul 3, 2020",Very Positive,"| 2,259 User Reviews",NT$ 159.00,"['Horror', 'FPS', 'Dating Sim', 'Shooter', 'Action-Adventure', 'Psychological Horror', 'Survival Horror', 'Adventure', 'Action', 'First-Person', 'Stealth', '3D', 'Indie', 'Singleplayer', 'Sexual Content', 'Supernatural', 'RPG', 'Puzzle', 'Thriller', 'Survival']",action_fps,2024-08-05 12:10
1359090,Zero Hour,"Aug 12, 2020",Very Positive,"| 24,914 User Reviews",NT$ 158.00,"['Tactical', 'Shooter', 'FPS', 'Realistic', 'Multiplayer', 'Action', 'Military', 'First-Person', 'Online Co-Op', 'PvP', 'Team-Based', 'Strategy', 'Immersive Sim', 'Simulation', 'Stealth', 'Combat', '3D', 'PvE', 'Violent', 'Early Access']",action_fps,2024-08-05 12:10
